[00:00:21.499 --> 00:00:23.199]  Welcome to the Info Wars Nightly News.
[00:00:23.280 --> 00:00:26.280]  It's Monday, November 18th, 2013.
[00:00:26.380 --> 00:00:28.461]  I'm Leanne McAdoo and here's what's coming up tonight.
[00:00:30.502 --> 00:00:36.283]  Tonight, are TSA detention pods coming to an airport near you?
[00:00:37.063 --> 00:00:42.125]  Then, documents confirm police access to real-time DHS cameras.
[00:00:43.320 --> 00:00:46.222]  And even Slick Willy wants you to keep your health plan.
[00:00:46.682 --> 00:00:49.563]  That's next on the Info Wars Nightly News.
[00:01:00.404 --> 00:01:10.814]  Well, just to ensure that you are totally conditioned and ready to obey absolute authority, the TSA is now rolling out new detention pods.
[00:01:11.154 --> 00:01:14.797]  Another example of just how we are being treated like prisoners
[00:01:15.598 --> 00:01:23.800]  In our free country, travelers are now being forced to bottleneck through these detention pods as they leave the airport terminal.
[00:01:24.360 --> 00:01:31.401]  A robotic voice gives instructions to wait inside the pod until a green light is shown and then the door opens.
[00:01:32.021 --> 00:01:36.242]  Once travelers exit the pods, they are unable to re-enter the terminal.
[00:01:36.862 --> 00:01:44.364]  The justification for installing the pods is that they replace police or security guards who would normally stand at the exit
[00:01:44.884 --> 00:01:47.026]  Therefore, saving money.
[00:01:47.226 --> 00:01:56.935]  But we know that that is a bunch of baloney because the TSA admits in its own words that there is no real threat.
[00:01:57.116 --> 00:02:06.505]  What this whole thing is all about is just absolute acclimation, brainwashing, conditioning, so that you'll be okay with groping hands of the TSA and total
[00:02:07.165 --> 00:02:08.666]  Authoritarian control.
[00:02:08.967 --> 00:02:09.987]  There are no terrorists.
[00:02:10.388 --> 00:02:25.320]  We reported last month engineer and blogger John Corbett that he's had ongoing litigation over the constitutionality of the TSA security practices and he exposed how the TSA admits that there is no evidence to support giving up our civil liberties.
[00:02:25.820 --> 00:02:30.544]  A section that was censored reads, of what evidence the government possesses to
[00:02:31.445 --> 00:02:36.990]  Rationalize that we should be so afraid of non-metallic explosives being brought aboard flights?
[00:02:37.510 --> 00:02:38.912]  The answer, there is none.
[00:02:39.292 --> 00:02:48.340]  As of mid-2011, terrorist threat groups present in the homeland are not known to be actively plotting against civil aviation targets or airports.
[00:02:48.800 --> 00:02:53.244]  Instead, their focus is on fundraising, recruiting, and propagandizing.
[00:02:54.185 --> 00:03:04.937]  And in fact he said it's been about 35 years since an actual situation where someone was trying to bring explosives into the airport has actually even occurred.
[00:03:05.297 --> 00:03:06.659]  So the threat is not real.
[00:03:06.859 --> 00:03:09.762]  So why are they imposing these security measures?
[00:03:10.483 --> 00:03:15.348]  Don't you feel like every day we're just being pushed and prodded a little bit more into compliance?
[00:03:16.229 --> 00:03:17.510]  Something's definitely up.
[00:03:17.950 --> 00:03:34.581]  Now, we also reported in October about the TSA's expanded screening process, and how before you even get to the airport, they're already accessing private and government databases to get information about you, like your car registration, your employment, and so much more.
[00:03:34.862 --> 00:03:45.589]  But now, just to remind you that you are a prisoner who has got to be subjected to these detention pods, and you must obey and control
[00:03:46.389 --> 00:03:48.251]  But what about the obvious thing here?
[00:03:48.471 --> 00:03:55.716]  We saw during the LAX shooting, in order to avoid gunfire, hundreds of people were stampeding for the exit.
[00:03:56.316 --> 00:04:03.682]  So what's going to happen if something like that happens or if there's a fire or some other threat and people need to stampede to the exit?
[00:04:04.122 --> 00:04:07.685]  That's going to cause an obvious bottleneck, obvious problems.
[00:04:08.365 --> 00:04:12.828]  But also, why do you have to be subjected to a detention pod
[00:04:13.769 --> 00:04:15.090]  To leave the terminal?
[00:04:15.190 --> 00:04:19.092]  Haven't you already gone through enough TSA checkpoints by then?
[00:04:19.112 --> 00:04:21.213]  I mean, you're exiting the plane.
[00:04:21.833 --> 00:04:26.495]  But the TSA isn't the only agency that's tracking your every move, of course.
[00:04:27.075 --> 00:04:32.858]  Last week we told you about the expansive mesh network surveillance grid that's in Seattle.
[00:04:33.278 --> 00:04:37.680]  And the police there said, oh, you know, we just forgot to turn the cameras off.
[00:04:37.720 --> 00:04:39.121]  But we weren't really actually
[00:04:40.762 --> 00:04:58.768]  Well now we just reported on a new file that's entitled the police video diagram and this proves that police officers have the ability to access and control live video feed from the city's surveillance cameras all from the comfort of their police cruisers.
[00:04:59.348 --> 00:05:07.871]  So these cameras that track your cell phone and then provide up to your last 1,000 locations and are the ultimate profiling tool
[00:05:09.011 --> 00:05:11.674]  Cops now, they don't even need probable cause to track you.
[00:05:11.714 --> 00:05:12.975]  They don't need a warrant.
[00:05:12.995 --> 00:05:14.216]  They don't need permission.
[00:05:15.337 --> 00:05:24.606]  Basically, they can just decide that they want to see what you're up to and then turn these surveillance cameras so that they will track you and the police can find out what they want to know.
[00:05:25.467 --> 00:05:35.098]  And a Seattle Police spokesperson said after we exposed those documents last week, they would begin deactivating the program, awaiting public feedback.
[00:05:35.398 --> 00:05:40.223]  But reports as of yesterday show that the cameras are actually fully operating.
[00:05:40.244 --> 00:05:42.706]  And I'm sure they're not going to give up.
[00:05:43.581 --> 00:05:47.343]  The authority to surveil the public in that way.
[00:05:47.423 --> 00:05:48.744]  I just, I don't believe it.
[00:05:49.464 --> 00:05:59.290]  And multiple agencies have access to these surveillance cameras, but what I'm curious about is who has access to the cameras that are spying on you through your Xbox?
[00:06:01.857 --> 00:06:06.620]  The new Xbox One, set to be released later this week, can see your penis.
[00:06:07.000 --> 00:06:10.882]  That's a shocking discovery made by Fast Company Design's Mark Wilson.
[00:06:11.663 --> 00:06:28.012]  After uploading a video analysis of the new console's features, Wilson wrote, quote, While I'd intended to post the above tech demo of the improved Kinect from Microsoft Research, I noticed alongside the intricacies of a hoodie and jeans, and there's no graceful way to say this, a dong.
[00:06:28.672 --> 00:06:39.002]  That's right, the Kinect system's infrared camera is now so sensitive that similar to a TSA mmWave body scanner, it shows a clear outline of your genitalia.
[00:06:39.603 --> 00:06:49.172]  Wilson also reveals his embarrassment in noticing how the system picked up the outline of his own penis during Xbox One testing at Microsoft's campus in Redmond.
[00:06:49.833 --> 00:07:07.125]  Taken on its own, this might be easy to dismiss, but when you consider the fact that Microsoft, maker of the Xbox, was deeply embroiled in the NSA wiretapping scandal, allowing the snooping agency backdoor access to spy on users of its services, things begin to get unsettling.
[00:07:07.305 --> 00:07:13.929]  The user will not be able to power on the new Xbox One without first enabling connect and standing in front of its camera.
[00:07:14.289 --> 00:07:18.532]  The system also requires that it be connected to the internet at least once every 24 hours.
[00:07:19.973 --> 00:07:31.318]  The device will also track your eye movements to record which ads you watch, as well as using its array of microphones to enable voice interactivity and distinguish your voice from other people in the room.
[00:07:32.079 --> 00:07:38.222]  So I guess we just have to trust that Microsoft won't record and pass on the audio of our conversations to the NSA,
[00:07:38.942 --> 00:07:43.904]  Just like it did with the data of other individuals who used its Microsoft services.
[00:07:44.184 --> 00:07:54.127]  Reports have emerged today that Nambler, the North American man-boy love association, have put in a massive pre-order for the new Xbox One, exhausting current supply.
[00:07:54.387 --> 00:07:56.208]  Okay, that's a joke, but you see where I'm heading.
[00:07:56.328 --> 00:08:14.562]  Wilson himself notes that whereas Microsoft, aware that children could be targeted by paedophiles, have banned topics or content of a sexual nature on its gamer tags and profiles, they don't seem to be as concerned about the fact that their console has the capability to perform a rudimentary strip search of all its users.
[00:08:14.902 --> 00:08:18.665]  Check us out on Twitter at Twitter.com slash Prison Planet.
[00:08:19.086 --> 00:08:21.768]  I'm Paul Joseph Watson reporting for InfoWars.com.
[00:08:24.131 --> 00:08:34.914]  And if having cameras everywhere and the police being able to track your every move through your cell phones wasn't enough to remind you that you are a captive living here in the United States.
[00:08:35.554 --> 00:08:44.257]  Now the law enforcement ankle bracelets that you see, the GPS ankle bracelets, they also have built-in phones to transmit audio.
[00:08:45.097 --> 00:08:54.584]  An attorney filed a motion to have his client's ankle device removed when he noticed that it was remotely being turned on during their private meetings.
[00:08:55.325 --> 00:09:03.932]  During the court hearing, he placed a GPS ankle bracelet on the podium and made a call from the device to a technician of the SecureAlert company.
[00:09:04.272 --> 00:09:05.993]  They're the ones that manage the audio.
[00:09:06.934 --> 00:09:19.461]  So the technician testified through the GPS bracelet as it was on the podium that yes the device can in fact be turned on without a warning and record and transmit audio.
[00:09:19.861 --> 00:09:26.365]  But you might be thinking oh you're a criminal you don't have the expectation of privacy but whatever happened to
[00:09:27.225 --> 00:09:28.606]  Innocent until proven guilty.
[00:09:28.626 --> 00:09:29.927]  And it is America.
[00:09:30.007 --> 00:09:32.489]  We do still have attorney-client privileges.
[00:09:32.949 --> 00:09:41.475]  So this is actually kind of shocking and a little bit scary that they can tap into your private conversations with your attorney without warning you.
[00:09:42.396 --> 00:09:51.262]  Well, stick around because coming up next, I'm going to have the latest dire warning from doctors regarding something that you're probably letting your kids do every day.
[00:09:51.582 --> 00:09:52.183]  We'll be right back.
[00:10:16.536 --> 00:10:22.141]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[00:10:22.342 --> 00:10:29.569]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[00:10:29.729 --> 00:10:32.912]  Radioactive contamination is now in most of the food supply.
[00:10:33.072 --> 00:10:34.853]  There's only two ways to avoid this.
[00:10:35.093 --> 00:10:39.675]  Move south of the equator or properly protect your thyroid with nascent iodine.
[00:10:39.755 --> 00:10:42.516]  Looking to protect my family, I've done deep research.
[00:10:42.676 --> 00:10:48.439]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[00:10:48.619 --> 00:10:52.101]  It's made right here in the USA, completely non-GMO.
[00:10:52.301 --> 00:10:57.343]  I searched out the best quality and now have developed a double strength form of nascent iodine.
[00:10:57.723 --> 00:11:01.766]  Many anthropologists and archaeologists believe that before man even discovered
[00:11:22.682 --> 00:11:24.944]  The power to harness and use fire.
[00:11:25.364 --> 00:11:27.767]  We were involved in agrarian activities.
[00:11:28.247 --> 00:11:33.011]  That is taking the seeds of plants and then replanting them to produce more.
[00:11:33.632 --> 00:11:42.640]  The very foundation of our modern civilization and human culture is centered around the planting and cultivation of edible plants.
[00:11:43.160 --> 00:11:48.004]  Here are some of the amazing deals at InfoWarsSeedCenter at InfoWarsShop.com.
[00:11:48.444 --> 00:11:58.012]  The Survival Seed Vault by My Patriot Supply features only the finest survival heirloom seeds for a robust and hardy garden, even in the toughest times.
[00:11:58.272 --> 00:12:05.638]  We also have starter varieties of the Deluxe Seed Packages for fruit, salad, salsa, peppers, medical herbs, and more.
[00:12:06.078 --> 00:12:09.921]  Go to the InfoWarsSeedCenter at InfoWarsShop.com.
[00:12:10.622 --> 00:12:11.202]  And remember,
[00:12:12.023 --> 00:12:14.445]  The revolution against tyranny is growing.
[00:12:18.909 --> 00:12:19.570]  Welcome back.
[00:12:20.190 --> 00:12:27.517]  Well, in defiance of our dear leader, the House of Representatives passed the Keep Your Health Plan Act last week.
[00:12:27.817 --> 00:12:35.263]  The legislation would allow millions of Americans whose health care plans were canceled under Obamacare to renew their plans for one year.
[00:12:36.264 --> 00:12:42.786]  And 39 Democrats broke rank and sided with the Republicans in order to vote for this GOP written bill.
[00:12:43.366 --> 00:12:57.550]  But this bill isn't enough for former President Bill Clinton, who despite having supported Obama's Affordable Care Act, he said last week that the federal government shouldn't use minor changes in existing plans as an excuse to cancel existing health care plans.
[00:12:57.951 --> 00:13:05.553]  He said, I personally believe if it takes a change in the law, the president should honor the commitment the federal government made to those people
[00:13:05.913 --> 00:13:06.113]  I think?
[00:13:22.737 --> 00:13:28.158]  He never even met with the insurers to make sure that this would actually be a good fix.
[00:13:28.278 --> 00:13:34.380]  And in the best interest of Americans, he met with the insurers the following day to talk about his fix.
[00:13:34.880 --> 00:13:44.082]  But he was also criticized because people say he just doesn't have the authority to wave his hands and decide that that's how the bill is going to read now.
[00:13:44.862 --> 00:13:49.123]  Did you vote yes because you think that the president didn't go far enough?
[00:13:50.254 --> 00:13:51.016]  I voted yes.
[00:13:51.577 --> 00:13:58.572]  Perhaps that was part of the reason, but the main reason was I'm not sure he had the legal underpinning to do what he did.
[00:13:59.065 --> 00:14:07.111]  Not only is a president barred from writing or rewriting laws, he has to enforce them exactly as Congress has written the laws.
[00:14:07.151 --> 00:14:12.856]  He can't just waive an inconvenient part of the law just to fix a problem that he's created.
[00:14:14.017 --> 00:14:25.485]  But of course, if he can find out a way to do that, to say that the law is unconstitutional, then he might be able to work that out, but he's always reminding everyone that the Supreme Court upheld the Affordable Care Act.
[00:14:26.391 --> 00:14:27.192]  So, there you go.
[00:14:27.312 --> 00:14:41.904]  But of course, the political timing with this is crystal clear because it's going to stop millions of people from being dropped from their insurance, who would then call their representatives and say, hey, I'm not going to re-elect you next year.
[00:14:42.665 --> 00:14:49.195]  But of course now, that'll have to wait until after the 2014 elections.
[00:14:49.696 --> 00:14:52.039]  Very convenient for the Democrats there.
[00:14:52.680 --> 00:14:54.784]  So things aren't really looking that good for Obama.
[00:14:54.924 --> 00:14:56.987]  Even Kanye West has turned on him.
[00:14:57.928 --> 00:15:09.437]  He called into a hot 107.9 this morning and he said that he's over Obama and he said that even thinking of the president at this point is just lowering my priority of thinking.
[00:15:09.777 --> 00:15:15.721]  The rapper suggested that Mr. Obama had used him as a foil for political purposes.
[00:15:16.522 --> 00:15:17.383]  He wouldn't do that.
[00:15:17.503 --> 00:15:20.845]  He is an upstanding member of society.
[00:15:21.946 --> 00:15:26.470]  When Kanye West is hating on you, you know you have dropped to a new low.
[00:15:27.571 --> 00:15:31.273]  Well, parenting these days is a little bit of a different ballgame.
[00:15:31.334 --> 00:15:41.742]  Most kids are more tech-savvy than their parents, and there's all kinds of toddler tablets that are encouraging kids to be totally tapped into technology.
[00:15:42.242 --> 00:15:48.845]  Well now, doctors are warning that children under 2 should avoid all screen time entirely.
[00:15:49.365 --> 00:15:54.508]  Doctors and therapists fear that too much time on touch screens could cause long-term damage.
[00:15:55.348 --> 00:16:06.934]  Occupational therapist Lindsay Marzoli said, if they are always on the iPad and not actually doing those paper-pencil activities that they should still be doing, those muscles are going to remain weaker.
[00:16:07.814 --> 00:16:26.724]  Six-year-old Nolan Ulrich, who is part of Occupational Therapy, and he's working on hand-eye coordination and finger movements like grasping and pinching, as well as balance and posture, which are all problems that kids can develop if they spend too much time with touchscreens instead of running, jumping, building, and drawing.
[00:16:27.584 --> 00:16:28.765]  What happened to playing?
[00:16:29.525 --> 00:16:37.572]  Marzoli said that what we're seeing is a lot of children coming in with some motor delays, some decreased muscle strength in areas.
[00:16:38.552 --> 00:16:40.434]  So that is pretty incredible.
[00:16:40.494 --> 00:16:48.260]  I know just from doing my own work that my, you know, we all kind of hunch over and I'm just like the future with what's going to happen with these kids.
