[00:00:15.310 --> 00:00:18.172]  Stand up in the info bar if you wanna fight!
[00:00:18.292 --> 00:00:21.114]  You better believe you got one!
[00:00:40.822 --> 00:00:42.662]  Welcome to the InfoWars Nightly News.
[00:00:42.883 --> 00:00:43.603]  I'm David Knight.
[00:00:43.783 --> 00:00:48.004]  It's Monday, June 17, 2013, and here are our top stories.
[00:00:50.564 --> 00:00:53.265]  Tonight, Edward Snowden Q&A.
[00:00:53.825 --> 00:00:56.566]  NSA whistleblower answers your questions.
[00:00:56.986 --> 00:01:00.807]  Then, these guys want to hack your home, and you should let them.
[00:01:01.207 --> 00:01:05.168]  And government agencies are exploiting buggy software to spy on you.
[00:01:05.568 --> 00:01:08.349]  That's up next on the InfoWars Nightly News.
[00:01:12.754 --> 00:01:15.336]  Now we are all persons of interest.
[00:01:15.956 --> 00:01:17.517]  That's a quote from Thomas Drake.
[00:01:18.057 --> 00:01:26.523]  And if you've been watching the metastasizing surveillance state for a while, you'll recognize the names Thomas Drake, William Binney, and J. Kirk Wiebe.
[00:01:27.324 --> 00:01:30.725]  Now, the three of them were whistleblowers from right after September 11th.
[00:01:30.845 --> 00:01:35.346]  They realized that national security was going in the wrong direction.
[00:01:35.826 --> 00:01:37.686]  A direction opposed to the Constitution.
[00:01:38.167 --> 00:01:40.067]  All three of them became whistleblowers.
[00:01:40.847 --> 00:01:43.208]  Thomas Drake was a former NSA technical director.
[00:01:43.508 --> 00:01:46.368]  William Binney was a former NSA technical director as well.
[00:01:46.448 --> 00:01:49.589]  And Jay Kirk Wiebe was a former NSA senior analyst.
[00:01:50.109 --> 00:01:53.030]  Now, USA Today had a roundtable with the three of them.
[00:01:53.630 --> 00:02:00.174]  Talking about the NSA as well as Edward Snowden, whistleblower, and here's what Thomas Drake had to say.
[00:02:00.815 --> 00:02:01.875]  There is a bottom line, though.
[00:02:01.935 --> 00:02:05.377]  The government unchained itself from the Constitution as a result of 9-11.
[00:02:05.918 --> 00:02:10.661]  And in the absolute darkest of secrecy, at the highest level of the government,
[00:02:11.201 --> 00:02:26.273]  Approved by the White House, NSA became the executive agent for a surveillance program, extraordinarily broad surveillance program, that turned the United States of America effectively into the equivalent of a foreign nation for dragnet electronic surveillance.
