[00:00:22.074 --> 00:00:23.755]  Welcome to the InfoWars Nightly News.
[00:00:23.855 --> 00:00:24.515]  I'm David Knight.
[00:00:24.695 --> 00:00:26.256]  It's Thursday, October the 3rd, 2013.
[00:00:26.356 --> 00:00:32.538]  Tonight we've got some interesting stories about whistleblowers and people who stand up to tyranny.
[00:00:33.159 --> 00:00:41.742]  We've got a first-person report by the InfoWars crew who went to the Utah Data Center, the brand spanking new depository of all of your information.
[00:00:42.422 --> 00:00:46.164]  And, of course, they got ticketed for photography, even though photography is not a crime.
[00:00:46.704 --> 00:00:49.886]  We also are going to have an interview with a major whistleblower.
[00:00:50.287 --> 00:01:02.576]  This is someone blowing the whistle on HSBC's massive money laundering that has happened even after they were put on suspension and given a slap on the wrist and told not to do it again.
[00:01:02.596 --> 00:01:06.479]  They're on probation, double-secret probation, but this is still an ongoing thing.
[00:01:06.519 --> 00:01:16.087]  And we're also going to be talking about the founder of Lavabit, who shut down rather than turn over information illegally to the government's request.
[00:01:17.107 --> 00:01:20.768]  But the breaking story tonight is the entire country panicking.
[00:01:21.568 --> 00:01:36.153]  And it's kind of disgusting to see Eric Cantor congratulating the police over what appears to be the murder of a woman who fled from police after she was stopped at a barrier, had a small child in her car.
[00:01:36.653 --> 00:01:39.053]  Official sources are saying that she is dead.
[00:01:39.234 --> 00:01:40.134]  She's been pronounced dead.
[00:01:41.054 --> 00:01:44.535]  No idea why she ran or what initially started this.
[00:01:44.575 --> 00:01:45.575]  Did she strike the barrier?
[00:01:45.635 --> 00:01:47.676]  Was she terrorized by the police?
[00:01:48.256 --> 00:01:56.838]  We don't know, but it's a disturbing pattern that as brutal as the police are, and as they terrorize people, people are increasingly fleeing in terror.
[00:01:57.398 --> 00:02:00.819]  And then when they run away from the police, the police see that as an excuse to shoot them.
[00:02:00.879 --> 00:02:08.183]  This is not something they would be allowed to do if somebody broke into your home under the stay-at-your-ground law, the Castle Doctrine.
[00:02:08.343 --> 00:02:10.645]  If they're not a threat to you, you're not allowed to kill them.
[00:02:10.705 --> 00:02:22.892]  And yet, the police are doing this regularly, as we saw even here in Austin, in a report that we've covered many times here at InfoWars, where a man fled the scene of a bank robbery investigation, long after the bank robbery.
[00:02:23.152 --> 00:02:29.556]  And even though he didn't match the physical description of the robbers at all, he was chased down by a cop and shot in the back of the neck.
[00:02:30.296 --> 00:02:37.823]  So this is a very disturbing trend, and it's even more disturbing to see how people like Eric Cantor and to see how CNN react to this.
[00:02:38.844 --> 00:02:47.813]  Basically, CNN is watching this video that we just showed a clip of, and they're saying it just shows an amazing amount of training and restraint on the part of the police.
[00:02:48.113 --> 00:02:53.058]  They counted that it was a full 12 seconds before they actually started firing at the car.
[00:02:53.098 --> 00:02:54.899]  That wasn't a threat to them or anybody else.
[00:02:55.760 --> 00:03:01.662]  really cannot understand how the government can justify this, and many of us don't believe that it is justified.
[00:03:02.522 --> 00:03:06.323]  Well, it's not just the security that is phony.
[00:03:06.663 --> 00:03:11.524]  There's also Obama, again, engaging in his phony barricades, just like yesterday.
[00:03:12.025 --> 00:03:14.905]  It was pretty ridiculous when they shut down the World War II monument.
[00:03:14.965 --> 00:03:16.086]  It was outside.
[00:03:16.146 --> 00:03:20.327]  There was no reason for anybody to have to man it, and yet they put barricades out there to try to
[00:03:21.067 --> 00:03:29.933]  Stress the fact that the government had been shut down in some critical or vital way, and yet the World War II veterans went through that in spite of the barricades.
[00:03:30.434 --> 00:03:33.636]  Today, they went to privately owned Mount Vernon.
[00:03:34.617 --> 00:03:39.220]  And in our InfoWars story, they call it barricades, which is a great way to describe it.
[00:03:39.440 --> 00:03:42.282]  Feds try to shut down privately owned Mount Vernon.
[00:03:42.823 --> 00:03:45.705]  Now, Mount Vernon is the former plantation home of George Washington.
[00:03:45.845 --> 00:03:50.588]  It is owned by the Mount Vernon Ladies Association, has been for 150 years.
[00:03:50.708 --> 00:03:53.130]  It's a private, non-profit organization.
[00:03:53.530 --> 00:03:56.091]  It gets absolutely no government funding.
[00:03:56.352 --> 00:04:00.354]  They put up signs on their website and elsewhere and say that there is no shutdown here.
[00:04:00.614 --> 00:04:11.021]  But the feds, in order to make a point, because they co-own the parking lot with the Mount Vernon Society, they went out and put barricades over the parking lot.
[00:04:11.761 --> 00:04:12.722]  Absolutely uncalled for.
[00:04:12.742 --> 00:04:17.548]  There's no maintenance, no reason for them to barricade a parking lot because something is not being paid.
[00:04:17.588 --> 00:04:23.895]  They're simply trying to, and it's very transparent what they're trying to do, simply trying to manufacture yet another crisis.
[00:04:24.676 --> 00:04:26.778]  But it's not just Obama that is phony.
[00:04:27.199 --> 00:04:28.520]  It's also Boehner.
[00:04:29.608 --> 00:04:39.061]  Now one of the things that's gotten a lot of people upset is the fact that they are now excusing themselves from the same health care that they are forcing on everyone else.
[00:04:39.561 --> 00:04:45.369]  And of course that really sticks in the craw of people who don't like Obamacare at all, that the Congress would exempt itself.
[00:04:45.409 --> 00:04:46.430]  Now of course they passed this.
[00:04:47.111 --> 00:04:51.894]  Not knowing that they were and their staffs were going to be put under Obamacare.
[00:04:52.294 --> 00:04:55.856]  As Nancy Pelosi said, they passed it and they would find out what was in it later.
[00:04:55.896 --> 00:05:01.519]  Well, as soon as they found out that they were in the plan, they moved very quickly to get themselves out of it.
[00:05:01.579 --> 00:05:04.481]  But Boehner said just the opposite.
[00:05:04.501 --> 00:05:07.423]  He said, why don't we make sure that every American is treated just like we are?
[00:05:07.463 --> 00:05:07.763]  He said.
[00:05:07.883 --> 00:05:09.044]  And yet at the time,
