[00:00:01.730 --> 00:00:02.511]  We've got it.
[00:00:03.031 --> 00:00:08.756]  This transmission is coming to you.
[00:00:08.856 --> 00:00:12.179]  Waging war on corruption.
[00:00:13.240 --> 00:00:18.865]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:22.147 --> 00:00:40.216]  The Speaker of the House, Boehner, is digging in, saying that he's going to
[00:00:42.113 --> 00:00:49.877]  Continue with the government shutdown and not compromise with Obama unless Obama comes to the negotiation table on Obamacare.
[00:00:49.917 --> 00:00:51.358]  So we say good job to Boehner.
[00:00:52.118 --> 00:00:57.961]  You can really rarely say that, but it's more like good job American people for getting folks to
[00:01:00.131 --> 00:01:08.914]  Actually do the right thing in Congress, because if we continue down this road, the country will go irrevocably bankrupt, which is exactly what the globalists want to do.
[00:01:09.234 --> 00:01:13.436]  And they're on record with Cloward and Piven and the plan to bankrupt the country and socialize it.
[00:01:13.856 --> 00:01:16.297]  But that's the headline up on DrudgeReport.com.
[00:01:16.797 --> 00:01:18.157]  Boehner digs in.
[00:01:19.478 --> 00:01:26.220]  And up on Infowars.com, Cruz says no debt ceiling increase without changes to Obamacare.
[00:01:26.240 --> 00:01:28.821]  So now they're double stalemating Obama.
[00:01:30.094 --> 00:01:38.808]  But Obama said just two days ago at a university on Friday, we read the quotes here on Friday, he said, look, if you don't... if you don't...
[00:01:40.933 --> 00:01:43.254]  Go up on the debt increase.
[00:01:43.334 --> 00:01:46.175]  That will actually make Social Security go insolvent.
[00:01:46.716 --> 00:01:50.017]  So he's already preparing to hold Social Security hostage.
[00:01:50.057 --> 00:01:52.378]  Technically he was Thursday at a university saying that.
[00:01:52.818 --> 00:01:53.999]  Friday it came out in the news.
[00:01:54.619 --> 00:02:01.362]  Friday he was at the Oval Office posing for eight hours for a portrait of himself.
[00:02:03.183 --> 00:02:05.764]  I know that's actually a pastime that presidents engage in.
[00:02:05.784 --> 00:02:08.726]  It's kind of a ritual back to the days of George Washington.
[00:02:10.256 --> 00:02:13.547]  to pose for a presidential painting, but back then there weren't...
[00:02:14.687 --> 00:02:15.608]  Photographs available.
[00:02:16.088 --> 00:02:26.316]  So you'd bring in the top painter before the invention of photography, and then they would really try to capture your likeness, because that's all there would be for the history books.
[00:02:26.877 --> 00:02:42.930]  This, this, this, this, this grand falloon, this great distraction, this great excess during a crisis of sitting for eight hours while you pose for a painting of yourself is the height
[00:02:43.730 --> 00:02:44.590]  of vanity.
[00:02:45.010 --> 00:02:50.351]  And it will all pass away, along with all the other lacquered paintings that are hanging in the White House.
[00:02:50.791 --> 00:02:52.412]  Everything will pass away.
[00:02:54.232 --> 00:03:04.714]  Except for the human species, if we don't destroy ourselves, under God's good graces, we may have a chance to actually survive and live on into the stars with our progeny.
[00:03:04.734 --> 00:03:11.715]  There's actually a globalist in the news today saying that we won't survive another 30 years if we don't pay carbon taxes.
[00:03:11.735 --> 00:03:12.435]  I'm going to be getting to
[00:03:13.666 --> 00:03:14.626]  That report, obviously.
[00:03:14.867 --> 00:03:22.851]  When we come back from break and really kick off the official transmission, we're going to get into the latest on the government shutdown and what that ties into.
[00:03:23.651 --> 00:03:30.174]  Also, we're going to look at the amnesty legislation and the new flood of illegals pouring into the country to get their welfare.
[00:03:30.194 --> 00:03:37.118]  And then to be able to vote illegally on record with the driver's license that are being given in multiple states and then vote to
[00:03:38.274 --> 00:03:41.636]  Well, take my wealth, but not the ultra-rich.
[00:03:41.676 --> 00:03:42.796]  They're off-shoring about the law.
[00:03:43.357 --> 00:03:48.159]  No, the ultra-rich, Warren Buffett, the biggest recipient of the bailout, and others, they know exactly what they're doing.
[00:03:48.179 --> 00:03:49.380]  They've done it in countless other countries.
[00:03:49.860 --> 00:03:57.624]  They bring in third-world populations, ally with them, give them welfare, give them low-paying jobs, and then have those client groups vote.
[00:03:58.973 --> 00:04:05.256]  To then destroy the ultra-elites, the inbred elites, the old money's historical enemy.
