[00:00:01.598 --> 00:00:04.680]  For every action there is an equal and opposite reaction.
[00:00:04.780 --> 00:00:10.123]  And for the great tyranny and wickedness rising worldwide, I'm the reaction.
[00:00:10.223 --> 00:00:11.504]  You are the reaction.
[00:00:11.604 --> 00:00:14.706]  We are the resistance to this tyranny.
[00:00:15.086 --> 00:00:28.854]  So today I just want to remember all of those that came before us across the continents of this world over thousands of years who stood up for the individual and who had righteousness in their heart and who wanted to do good.
[00:00:29.474 --> 00:00:38.521]  Not that any of us are perfect, we're all desperately wicked one way or another, but whose hearts are right and who wanted to build a better civilization and a better society.
[00:00:38.881 --> 00:00:47.448]  And all of you that are here today, and all of you that are watching out there, in the final equation, you have decided which side you're on.
[00:00:47.788 --> 00:00:53.292]  And this whole life is very fleeting, very short, as Shakespeare said, out, out, brief candle.
[00:00:53.472 --> 00:00:54.954]  What matters is our souls.
[00:00:55.034 --> 00:00:57.496]  What matters is what side of history we're on.
[00:00:57.756 --> 00:00:59.357]  So I salute all of you
[00:00:59.857 --> 00:01:02.258]  I want to talk a little bit about that history
[00:01:25.902 --> 00:01:28.766]  I'm really in broad strokes because history is so complex.
[00:01:28.806 --> 00:01:39.838]  You can study one period of one nation's history and read a thousand books about it and get lost in all of the different personalities and things that happened at that time.
[00:01:40.219 --> 00:01:44.464]  But I wanted to go over some broad strokes to define what the Illuminati is.
[00:01:44.946 --> 00:02:00.178]  And what their plan is for civilization, for society, for you and your family, versus the society and civilization that we can build if we simply put out those alternate ideas and run them up against the globalists.
[00:02:00.538 --> 00:02:00.738]  I think?
[00:02:24.278 --> 00:02:25.098]  I want to be clear.
[00:02:25.739 --> 00:02:30.700]  Some people hear what I talk about and they say, this is scary, this guy's trying to scare us.
[00:02:31.441 --> 00:02:33.941]  And I realize that that is a blind spot that I've had.
[00:02:34.462 --> 00:02:38.383]  But that's not a crowd I'm really even trying to talk to, so it doesn't matter.
[00:02:38.403 --> 00:02:47.166]  I, when I see corruption, when I see thugs, when I see organized crime in government or corporations or on the streets, I want to organize good people against it.
[00:02:47.486 --> 00:02:49.727]  My very instinct is to stand against it.
[00:02:49.987 --> 00:02:52.168]  To try to wake up as many people as I possibly can.
[00:02:53.376 --> 00:02:57.330]  But for a lot of people who've been taught they have no power, they get really scared.
[00:02:57.950 --> 00:03:04.452]  And they think, man, hearing about this somehow is almost like conjuring it or manifesting it in the world.
[00:03:04.472 --> 00:03:06.753]  That's not how things really work, ladies and gentlemen.
[00:03:06.953 --> 00:03:10.634]  You can think of something, but then you've got to go out and take action to build it or do it.
[00:03:10.875 --> 00:03:14.396]  You just don't imagine it, and then it suddenly pops into view.
[00:03:14.776 --> 00:03:16.897]  Now, the globalists have their brainwashing systems.
[00:03:16.937 --> 00:03:23.079]  They can put out an idea long enough to get us to buy into it, so we go out and build it for them.
[00:03:23.851 --> 00:03:25.612]  But there's no magic in that.
[00:03:25.893 --> 00:03:28.495]  It's simply propaganda or brainwashing.
[00:03:28.515 --> 00:03:30.576]  We're going to be talking about that here today.
[00:03:30.616 --> 00:03:32.498]  But we can build the world we want.
[00:03:33.399 --> 00:03:35.160]  Nineveh was going to be destroyed.
[00:03:35.240 --> 00:03:37.902]  And it's a great parable, a great allegory to today.
[00:03:37.942 --> 00:03:39.784]  It was going to be destroyed within a few weeks.
[00:03:40.464 --> 00:03:44.267]  But they listened to God's messenger.
[00:03:44.848 --> 00:03:47.550]  They listened to Jonas, who had to go through his own trials.
[00:03:47.830 --> 00:03:49.692]  And so they were given a hundred year reprieve.
[00:03:50.333 --> 00:03:59.596]  I hope the New World Order doesn't come fully into power because it is going to kill the majority of people on the planet or die trying.
[00:03:59.917 --> 00:04:02.958]  It is going to have the rise of the machines, the whole nine yards.
[00:04:03.018 --> 00:04:04.058]  You will see it unfold.
[00:04:04.778 --> 00:04:12.001]  And I hope that I can struggle as much as I can to resist it coming into place now because if we don't do that,
[00:04:12.381 --> 00:04:19.203]  I will assure you, when we stand before God and say, hey, I was a Christian, I went to church, God's going to say, you didn't stand up against the New World Order.
[00:04:19.483 --> 00:04:22.444]  You didn't stand up for the kids that are shooting full of deadly vaccines.
[00:04:22.684 --> 00:04:27.726]  You didn't even stand up to your scumbag mayor in Austin who's putting poison fluoride in the water.
[00:04:28.706 --> 00:04:29.466]  I don't know you.
[00:04:30.047 --> 00:04:31.067]  That's what's going to happen.
[00:04:32.287 --> 00:04:33.548]  God hates a coward.
[00:04:33.648 --> 00:04:36.048]  And that's, again, why I salute the people that are here today.
[00:04:36.289 --> 00:04:40.730]  Because you are here in defiance of this open, dehumanizing tyranny.
[00:04:45.424 --> 00:04:46.406]  So I will say this.
[00:04:46.786 --> 00:04:50.693]  Some people hear what I have to say and it's scary and they think, this guy's trying to scare me.
[00:04:50.753 --> 00:04:50.973]  No.
[00:04:51.234 --> 00:04:52.336]  I'm trying to warn them.
[00:04:52.957 --> 00:04:54.780]  Because if there's a pit out your back door...
[00:04:55.720 --> 00:04:57.502]  And you're going to fall and break your leg in it.
[00:04:57.522 --> 00:05:00.145]  Some 20 foot deep sinkhole that formed the day before.
[00:05:00.465 --> 00:05:03.368]  If I come over and tell you, hey neighbor, there's a sinkhole out back.
