[00:00:19.605 --> 00:00:21.306]  Welcome to the InfoWars Nightly News.
[00:00:21.346 --> 00:00:25.187]  It's Wednesday, December 18, 2013, and I'm Leanne McAdoo.
[00:00:25.728 --> 00:00:34.811]  While talks of arms buildup have been intensifying between global superpowers in recent weeks, just last week we reported that defense analysts were warning the U.S.
[00:00:34.851 --> 00:00:39.893]  that it needed to prepare for war with China by building up its defense systems even further.
[00:00:40.333 --> 00:00:43.675]  And now Russia is talking about building its own
[00:00:44.315 --> 00:00:48.901]  Rail-mounted nuclear missile system in response to missile systems that the U.S.
[00:00:48.941 --> 00:00:50.122]  is planning on building there.
[00:00:50.643 --> 00:01:03.037]  They say work will begin on the project early next year and the benefits of having a rail-mounted program include the ability to camouflage their missile amidst commercial rail traffic which would make them harder to locate and target.
[00:01:03.678 --> 00:01:15.623]  Now, Russia's military buildup is a response to Washington's plans to complete a project to install a missile defense system in Poland by 2018, while another ballistic missile defense system that the U.S.
[00:01:15.663 --> 00:01:20.605]  has already been working on in southern Romania is expected to be operational by 2015.
[00:01:22.666 --> 00:01:33.535]  Now, last week, Russian President Putin vowed to never allow any power to gain military superiority over Moscow, and the Russian Prime Minister echoed that assertion in response to the U.S.
[00:01:33.615 --> 00:01:34.576]  missile shield, saying,
[00:01:41.454 --> 00:01:45.680]  And China seems to have a response of its own to the U.S.
[00:01:45.741 --> 00:01:47.784]  missile defense system there in Romania.
[00:01:47.804 --> 00:01:51.970]  A display that was promoting China's Jade Rabbit Moon rover?
[00:01:51.990 --> 00:01:56.757]  It includes a background photograph of a mushroom cloud over Eastern Europe.
[00:01:57.638 --> 00:02:02.380]  And some are speculating that the location eerily matches that of the planned U.S.
[00:02:02.420 --> 00:02:04.301]  missile defense system in Romania.
[00:02:04.761 --> 00:02:10.904]  Now, some are saying that the selection of the image was just an oversight by Chinese officials, considering it's a stock image.
[00:02:11.285 --> 00:02:16.487]  However, the title of the stock image is Nuclear Explosion on Earth from Space.
[00:02:16.987 --> 00:02:24.711]  And as we previously highlighted, Chinese state media itself has bragged that the moon landing program is merely just their first step toward
[00:02:25.291 --> 00:02:33.338]  A Death Star moon base from which the People's Liberation Army could launch missiles against any target on Earth.
[00:02:34.199 --> 00:02:41.545]  And this is, of course, in addition to a map that the Chinese state-run media showed last month that showed locations of major U.S.
[00:02:41.605 --> 00:02:45.789]  cities and how they would be affected by a nuclear attack via submarine.
[00:02:46.189 --> 00:02:52.655]  So, who knows if it's just superpower political posturing, but no one can deny that with the tensions running
[00:02:53.375 --> 00:03:01.945]  So high that the threat of a new Cold War and all of the psychological warfare that goes along with it is definitely upon us.
[00:03:02.666 --> 00:03:13.517]  Now in October Alex Jones interviewed ex-Navy SEAL Benjamin Smith who said that he believed that the US government was trying to provoke veterans into a situation that would
[00:03:14.198 --> 00:03:14.558]  I think so.
[00:03:34.583 --> 00:03:45.608]  Alabama Republican Jeff Sessions said on Monday that removing this unbalanced treatment of our military retirees ought to be one of the key actions that we should take before this legislation moves forward.
[00:03:46.028 --> 00:03:56.413]  And in fact, greater savings than this can be achieved by passing a legislative fix that would stop the IRS from improperly providing tax credits to illegal aliens.
[00:03:57.173 --> 00:03:58.934]  But of course the Democrats weren't going to have that.
[00:03:58.974 --> 00:04:08.881]  Now additionally, Sessions wanted to restore the pension cuts by targeting a child tax credit loophole that's being used by illegal immigrants to unlawfully obtain welfare benefits.
[00:04:09.301 --> 00:04:17.086]  We are talking about 4.2 billion dollars that were refunded to ineligible people in 2010 alone.
[00:04:17.707 --> 00:04:26.433]  But instead, Reid's majority just voted to keep pension cuts for vets instead of cutting the welfare payments to illegal aliens.
[00:04:27.333 --> 00:04:30.075]  So, there you go, folks.
[00:04:30.115 --> 00:04:32.516]  I mean, obviously, I definitely respect the military.
[00:04:32.556 --> 00:04:38.300]  I know you guys are fighting for me and my family and everyone here in America to retain our rights.
[00:04:38.840 --> 00:04:44.364]  But the fact is, they want to send you over to fight the rich man's war and don't expect that
[00:04:44.944 --> 00:04:48.966]  If and when you make it back, you or your family is going to be taken care of.
[00:04:49.146 --> 00:04:50.307]  It's disgusting.
[00:04:50.367 --> 00:04:55.829]  No wonder Obama couldn't start a war with Syria, because the morale of the military is so low.
[00:04:56.389 --> 00:05:03.733]  And this is only going to increase that anger and frustration with Obama and his administration even further.
[00:05:03.933 --> 00:05:08.575]  This is absolutely disgusting, the way that they're treating our veterans.
[00:05:09.095 --> 00:05:10.756]  Now the NSA is also
[00:05:11.736 --> 00:05:13.677]  Making enemies all over the world.
[00:05:14.217 --> 00:05:22.540]  In the latest heated exchange with Obama, the German Chancellor Angela Merkel has compared the snooping practices of the U.S.
[00:05:23.000 --> 00:05:24.500]  with those of the Stasi.
[00:05:25.281 --> 00:05:34.304]  Merkel was particularly angry that, based on the disclosures, the NSA clearly couldn't be trusted with private information because they let Snowden clean them out.
[00:05:34.924 --> 00:05:45.973]  Now, the disclosure that Merkel's mobile phone had been monitored was a decisive moment in the NSA leaks, which prompted a parliamentary inquiry to discuss the legality of the NSA's operations.
[00:05:46.633 --> 00:05:47.914]  But a judge here in the U.S.
[00:05:47.954 --> 00:05:53.318]  has already declared that the NSA's activities are unconstitutional, most likely.
[00:05:53.418 --> 00:06:03.926]  And so, of course, that prompted the Obama's administration watchdog, CNN, to attack the legal activists that brought this case against the NSA.
[00:06:04.827 --> 00:06:19.340]  CNN host Don Lemon preceded the interview with Larry Klayman with an attack profile that included a quotation from former George W. Bush staffer saying that Klayman's lawsuits were about fighting for himself and his own delusions of grandeur.
[00:06:19.741 --> 00:06:30.230]  This set Klayman off immediately, who called out the host for being an ultra-leftist Obama supporter who now has to do a hit piece to diminish a very important decision.
[00:06:30.953 --> 00:06:32.934]  And the reality is, let's talk about the NSA.
[00:06:33.314 --> 00:06:34.655]  Let's not talk about Larry Klaman.
[00:06:34.675 --> 00:06:36.116]  This victory is for the American people.
[00:06:36.516 --> 00:06:37.237]  It wasn't for me.
[00:06:37.737 --> 00:06:51.846]  And you as somebody from the left, and I've gotten more compliments from the left in the last few days, and even from the right, should appreciate that you don't have a police state in this country that's going to be able to intimidate Americans, to chill their free speech rights, their associational rights,
[00:06:52.566 --> 00:06:57.230]  The NSA has data on all of us, metadata, which deals with our personal lives.
[00:06:57.310 --> 00:06:59.211]  It's clearly a violation of the Fourth Amendment.
[00:06:59.412 --> 00:07:05.116]  But rather than talking about that, you've got to try to take out somebody who's challenged President Obama.
[00:07:05.136 --> 00:07:07.818]  And I'll stand by everything I've said and everything I've done.
[00:07:07.958 --> 00:07:09.300]  Listen, Larry, I'm not here.
[00:07:09.620 --> 00:07:16.705]  CNN went on to show their true colors by removing Klayman from the screen after that for expressing views that they didn't agree with.
[00:07:17.486 --> 00:07:36.234]  Now, Clayman did say to Lemon that he should feel lucky that we're not living in a police state, but NSA whistleblower William Binney, Binney is the man who created the agency's mass surveillance program for digital information and who just last year said we're this close to a turnkey totalitarian state.
[00:07:36.774 --> 00:07:39.755]  Well, today Binney told Washington's blog that the U.S.
[00:07:39.795 --> 00:07:43.077]  has indeed already become a police state.
[00:07:43.797 --> 00:07:49.030]  And someone who may agree with that statement is India's Deputy Consul in New York City.
[00:07:49.591 --> 00:07:52.799]  She experienced the police state first hand.
[00:07:56.598 --> 00:08:02.204]  The people of India are now outraged after one of their diplomats was strip-searched in New York City.
[00:08:02.525 --> 00:08:05.708]  And not only was she strip-searched, but also cavity-searched.
[00:08:05.948 --> 00:08:08.671]  And what is this horrendous crime that this woman committed?
[00:08:09.012 --> 00:08:13.016]  It's that she didn't pay her housekeeper enough money, according to USA Today.
[00:08:13.036 --> 00:08:16.900]  A spokeswoman for the US State Department had this to say on the issue.
