[00:00:04.872 --> 00:00:05.072]  We're good.
[00:00:37.133 --> 00:00:39.056]  Welcome to the InfoWars Nightly News.
[00:00:39.116 --> 00:00:41.319]  Today's date is July 18th, 2013.
[00:00:42.120 --> 00:00:42.820]  It's a Thursday.
[00:00:43.101 --> 00:00:46.085]  I'm your host, Rob Dew, and here's a look at some of our top stories.
[00:00:48.127 --> 00:00:51.311]  Tonight, on the InfoWars Nightly News.
[00:00:52.299 --> 00:00:56.361]  Russian war games include simulated attacks against the United States.
[00:00:57.302 --> 00:01:00.843]  Then, a domestic drone crash lands in Florida.
[00:01:01.704 --> 00:01:05.866]  And a zombie virus is used to scare Boy Scouts about bio-attacks.
[00:01:06.586 --> 00:01:10.568]  All that and more coming up on the InfoWars Nightly News.
[00:01:10.829 --> 00:01:12.990]  The government climbed on top of my mother.
[00:01:13.270 --> 00:01:14.490]  And that's how you got Alex Jones.
[00:01:14.611 --> 00:01:15.711]  I am the son of Obama.
[00:01:16.071 --> 00:01:18.533]  So we've got Russia doing war exercises.
[00:01:18.593 --> 00:01:20.774]  We've got the IRS singling out the Tea Party.
[00:01:21.991 --> 00:01:23.593]  And we also have our top story.
[00:01:23.913 --> 00:01:27.436]  The state of West Virginia is saying, hey, no false flag here.
[00:01:28.037 --> 00:01:31.440]  And this stems from a lot of things that have been going around the internet the last few months.
[00:01:32.622 --> 00:01:39.689]  One coming from a guy named David Vanderbeek, who said that he had information there was going to be a false flag at the Jamboree.
[00:01:40.902 --> 00:01:44.743]  Well, we reported on that, then he put that on his post, and then he was getting it from government sources.
[00:01:45.383 --> 00:01:59.047]  Now, the state of West Virginia, I guess from all the hoopla and all the people calling into public radio stations and TV stations and asking if there are people going on, we have the article now from InfoWars, West Virginia dismisses false flag allegations.
[00:01:59.747 --> 00:02:15.309]  West Virginia Public Broadcasting has issued a statement on the community's Beckley's Best Facebook page assuring the public and conspiracy theorists that the National Guard training exercise taking place at the same time and location as the National Boy Scout Jamboree are not indicative of a false flag event.
[00:02:16.010 --> 00:02:23.011]  We go now to the West Virginia Public Broadcasting and they even have a statement from a Major General James Horner.
[00:02:23.152 --> 00:02:34.754]  West Virginia's Adjutant General says there's no truth to the rumor that the Guard and Department of Homeland Security planned the training to disguise an attempt by the government to use the Jamboree as a vehicle to expand his power.
[00:02:35.174 --> 00:02:38.335]  But it's not just rumors on somebody's Facebook page or on the Internet.
[00:02:38.575 --> 00:02:39.195]  We also have
[00:02:40.015 --> 00:02:44.056]  Government documents, things that we take bonafide here at Infowars.com.
[00:02:44.276 --> 00:02:46.577]  We have a proclamation that was signed by the Governor.
[00:02:47.417 --> 00:02:48.918]  That was of this year, July 2013.
[00:02:48.958 --> 00:02:50.859]  That's going to start from the 14th of July to the 26th.
[00:02:55.120 --> 00:03:01.602]  The Jamboree will bring approximately 40,000 youths and adult scout leaders as well as thousands of visitors to the state of West Virginia.
[00:03:02.182 --> 00:03:03.822]  And we move down a little bit more.
[00:03:03.862 --> 00:03:13.845]  Whereas, in keeping with the Boy Scout motto, be prepared in preparation for the Jamboree, it is necessary to activate the resources of the West Virginia National Guard and to implement emergency management assistance.
[00:03:14.465 --> 00:03:17.566]  Moving on to the second page of this proclamation.
[00:03:18.526 --> 00:03:34.939]  Order the implementation of the State Emergency Operations Plan, the activation of the State Emergency Operations Center, and a manner and location to be established by the Director of the Division of Homeland Security and Emergency Management, and the implementation of provisions of Section 6, Article 5, Chapter 15 of the Code of West Virginia.
[00:03:36.772 --> 00:03:53.682]  So basically they're mobilizing their emergency management apparatus and materials and facilities in order to take into account, you know, the 50,000 plus people that are going to be descending on this remote area of West Virginia and it's near the New River Gorge Bridge.
[00:03:54.422 --> 00:03:56.624]  They bought a site near a
[00:03:57.344 --> 00:04:01.406]  Army Base and we also have an executive order signed by the governor.
[00:04:01.747 --> 00:04:10.952]  This it was done last year in getting preparation for this and they talk about the Summit Bechtel Family National Scout Reserve where the Boy Scouts are moving their jamboree to.
[00:04:11.993 --> 00:04:24.000]  On the third page here, the West Virginia Division of Homeland Security and Emergency Management is hereby designated as principal agency to coordinate all state agency planning and response for activities and events of the Boy Scouts of America at the Summit.
[00:04:25.026 --> 00:04:25.266]  So, nothing
[00:04:47.096 --> 00:04:48.056]  Nothing innocuous there.
[00:04:48.076 --> 00:04:49.917]  They're activating some emergency sources.
[00:04:49.957 --> 00:04:51.137]  They're getting a lot of things together.
[00:04:51.177 --> 00:04:59.540]  But what's interesting is that these executive orders and proclamations also coincide with several exercises that are going on.
[00:04:59.981 --> 00:05:01.061]  And I'm going to go to the exercises.
[00:05:01.081 --> 00:05:04.302]  Then I want to show you something else that appeared on the Beckley Facebook page.
[00:05:04.722 --> 00:05:06.523]  Now this is reported by a local news agency.
[00:05:07.123 --> 00:05:18.027]  You have the Air Guard Exercise Century Storm, an Army Exercise Ridge Runner, and a Disaster Training and Response Exercise that we haven't given a specific name that is going on at the tunnel at Camp Dawson.
[00:05:18.688 --> 00:05:23.889]  And that was done by a National Guard member who gave us that, named Hoyer.
[00:05:24.150 --> 00:05:30.232]  He also expressed the state's main objective is to showcase the state's ability to provide military and national security training.
[00:05:30.932 --> 00:05:41.342]  According to news released from the National Guard, training events for Century Storm began on Monday and will run through Friday and will include Air National Guard units from five states and the Army National Guard and Army Reserve units.
[00:05:41.783 --> 00:05:43.565]  But all this is taking place in an area
[00:05:44.616 --> 00:05:53.883]  We're going to have about 50,000 Boy Scouts and their dads and other Scoutmasters and auxiliary personnel descending on this mountain.
[00:05:53.923 --> 00:05:56.485]  You also have these major military exercises going on.
[00:05:57.065 --> 00:06:00.408]  So it could be used as cover for that, which is why you have people speaking out.
[00:06:01.889 --> 00:06:03.490]  Now here's another interesting thing that came out.
[00:06:04.030 --> 00:06:10.835]  On the Beckley's Best Facebook page, there's a public health notice.
[00:06:10.875 --> 00:06:16.898]  2013 National Boy Scout Jamboree at the Summit Bechtel Reserve, July 15th through the 24th, 2013.
[00:06:17.579 --> 00:06:20.421]  Down at the bottom it says local businesses situations to report.
[00:06:21.081 --> 00:06:25.024]  Reports of possible food-borne illnesses among your customers or guests.
[00:06:25.124 --> 00:06:28.006]  Multiple complaints of any similar illnesses by customers or guests.
[00:06:28.346 --> 00:06:32.730]  For example, five guests with rashes or four people complaining of vomiting.
[00:06:34.091 --> 00:06:42.617]  And if you look at what David Van Der Beek was saying, he was saying it was going to be a communicable disease that was passed around or some kind of bio-attack.
[00:06:42.657 --> 00:06:45.399]  That's what he was getting from his source.
[00:06:46.505 --> 00:06:50.526]  Now we don't know if any of this is happening or if it has happened.
[00:06:51.406 --> 00:06:55.847]  We most assuredly, we have people in that area that we've been in contact with.
[00:06:56.607 --> 00:07:03.489]  They've been talking about lots of helicopters and lots of airplanes and stuff flying around the area.
[00:07:03.889 --> 00:07:05.230]  Lots of army activity.
[00:07:06.470 --> 00:07:09.130]  Setting up tunneling operations going on.
[00:07:09.331 --> 00:07:10.411]  All kinds of stuff going on there.
[00:07:10.471 --> 00:07:11.031]  I can tell you this.
[00:07:11.111 --> 00:07:11.991]  I've been to West Virginia.
[00:07:12.071 --> 00:07:13.291]  I have family.
[00:07:13.331 --> 00:07:15.112]  My family roots actually come from West Virginia.
[00:07:16.172 --> 00:07:22.997]  Many years ago, I was involved in a production at the Greenbrier Hotel, which is maybe about 40 miles east of this area.
[00:07:23.177 --> 00:07:35.064]  And this was a location that, in the event of a nuclear attack, the entire president, United States cabinet members, were going to be evacuated to this hotel, which has a giant bomb shelter in the basement.
[00:07:35.504 --> 00:07:39.949]  So West Virginia being involved in these government operations is not anything new.
[00:07:40.009 --> 00:07:41.530]  They've been doing this for a long time.
[00:07:41.911 --> 00:07:43.332]  Now, is anything going to happen?
[00:07:43.652 --> 00:07:44.854]  Well, here's another interesting thing.
[00:07:44.894 --> 00:07:46.315]  This is out of Virginia Tech.
[00:07:47.416 --> 00:07:54.684]  Zombie virus to be unleashed at National Boy Scout Jamboree to teach kids about contagious diseases.
[00:07:55.865 --> 00:07:56.105]  Okay?
[00:07:56.991 --> 00:07:59.412]  There you go, and there it is from the Virginia Tech News.
[00:08:00.732 --> 00:08:05.554]  50,000 Boy Scouts might just turn into zombies as part of an educational game called Virus Tracker.
[00:08:06.234 --> 00:08:14.317]  The data collected by playing Virus Tracker can be used to understand how social contact networks are pathways for transmissions of infectious diseases.
[00:08:14.957 --> 00:08:19.139]  Virus Tracker allows participants to use scannable barcodes to infect other players.
[00:08:19.179 --> 00:08:23.981]  They'll get points for infecting one another, but they will also strive to become and stay human.
[00:08:24.824 --> 00:08:32.550]  From the data collected at the Jamboree, researchers will create an infection tree to show how individual scouts spread zombie viruses within their population.
[00:08:33.650 --> 00:08:42.017]  We are very excited about deploying VirusTracker and other educational applications developed by Network Dynamics and the Simulation Science Laboratory at the forthcoming Boy Scout Jamboree.
[00:08:43.092 --> 00:08:49.235]  Not only will the scouts find these applications interesting, but scientists will be able to learn about epidemics in important new ways.
[00:08:49.255 --> 00:08:57.099]  And that was from Mahdif Mareth, the Deputy Director of Laboratory and Professor of Computer Science at the College of Engineering.
[00:08:58.780 --> 00:09:14.253]  You have this exercise going on of a zombie virus and we've seen the government in many ways, DHS most notably, was doing zombie outbreaks and practicing of mowing down multiple zombies, shooting people in the head, stuff like that.
[00:09:15.247 --> 00:09:16.728]  All in the name of good, clean fun.
[00:09:17.228 --> 00:09:21.811]  Now, what does the Boy Scouts have to do with the Army and DHS and all those other things?
[00:09:21.871 --> 00:09:29.195]  Well, back in 2009, the New York Times published an article called, Scouts Train to Fight Terrorists No More, and we've covered this many times.
[00:09:29.235 --> 00:09:30.736]  There you had the Boy Scouts with guns.
[00:09:31.236 --> 00:09:38.781]  They were training scouts as young as 14 to go and take down veterans.
[00:09:39.321 --> 00:09:44.164]  They were going on drug drills, helping with border agents.
[00:09:45.345 --> 00:09:47.066]  This is all done through Homeland Security.
[00:10:04.961 --> 00:10:05.402]  Exercise
[00:10:19.918 --> 00:10:23.020]  Actually being victims of a terrorist attack.
[00:10:23.040 --> 00:10:25.922]  They were being used as hostages in a bio situation.
[00:10:26.323 --> 00:10:31.866]  Here it is going towards, there you have the National Guard kicking in the doors as police training.
[00:10:32.407 --> 00:10:36.210]  But they were also using Polish soldiers, which we'll see some of that footage later.
[00:10:36.510 --> 00:10:37.791]  They killed the two terrorists.
[00:10:38.291 --> 00:10:43.292]  Then they order everyone else to get their hands up, get on the ground, and they are forcing them on the ground.
[00:10:43.732 --> 00:10:53.515]  And this white powder that you see in the screen, that was supposedly the biological agent, which I thought that was very interesting that they're having people put their hands and faces into the biological agent.
[00:10:53.895 --> 00:10:56.296]  Then they would lead them over to areas and count them off.
[00:10:56.696 --> 00:10:59.858]  They were shouting orders at them, ordering them to cover their faces.
[00:11:00.359 --> 00:11:03.381]  Later on they go through a whole decontamination procedure.
[00:11:03.401 --> 00:11:06.023]  But there we go, there's a patch right there that says BOA.
[00:11:06.443 --> 00:11:09.365]  That is the Bureau of Antiterrorism in Poland.
[00:11:09.706 --> 00:11:10.947]  That is their actual patch.
[00:11:11.307 --> 00:11:13.528]  So these guys were on hand for this exercise.
[00:11:14.569 --> 00:11:21.494]  And I have on tape, you can go watch Operation Vigilant Guard on the Alex Jones Channel, just do a search for that.
[00:11:22.014 --> 00:11:29.400]  And we have officials, emergency management officials in Chicago saying the Polish are only there as observers, they're not participating.
[00:11:29.700 --> 00:11:35.704]  Well there they are participating, they were ordering students around at gunpoint, these Boy Scouts,
