[00:00:02.467 --> 00:00:03.288]  We're good.
[00:00:34.895 --> 00:00:36.176]  Good evening, ladies and gentlemen.
[00:00:36.236 --> 00:00:38.297]  Welcome to the InfoWars Nightly News.
[00:00:38.737 --> 00:00:42.740]  Tonight is Thursday, February 14th, 2013, V-Day.
[00:00:43.160 --> 00:00:44.401]  And I'm your host, Aaron Dyches.
[00:00:44.781 --> 00:00:49.504]  Now, tonight in the news we have, of course, the aftermath of the Christopher Dorner episode.
[00:00:50.025 --> 00:00:53.387]  It ended in spectacular abandon for due process.
[00:00:53.787 --> 00:01:06.510]  Spectacular incitement of divisions in our society, with many people cheering on the factions warring against the LAPD, while others cheering on the extrajudicial killing of Christopher Dorner.
[00:01:07.010 --> 00:01:21.073]  Of course, Breitbart and Drudge Report exposed how many of the CNN panel hosts cheered it and celebrated, said it was exciting like a Denzel Washington movie, and compared Dorner to Django Unchained going on a killing spree.
[00:01:21.833 --> 00:01:33.083]  Meanwhile, Melissa Melton wrote yesterday about the three wallets with ID cards that were reportedly recovered, all belonging to Christopher Dorner, which raised their own questions.
[00:01:33.583 --> 00:01:41.310]  One of them was allegedly found, of course, at the Big Bear cabin, apparently not scorched by the fires set by police and sheriffs there.
[00:01:41.730 --> 00:01:46.453]  Yet, two other IDs were found in southern parts of California.
[00:01:46.593 --> 00:01:51.115]  One by a stadium in San Diego and another at the border crossing point.
[00:01:51.515 --> 00:01:53.556]  And so, which wallet is the real one?
[00:01:53.676 --> 00:01:54.677]  Are any of them real?
[00:01:55.017 --> 00:01:57.158]  Do the media have any grasp on the facts?
[00:01:57.278 --> 00:02:03.682]  And do these raise further questions the way the passports allegedly recovered from the 9-11 hijackers do?
[00:02:04.202 --> 00:02:05.603]  About the veracity of 9-11.
[00:02:05.884 --> 00:02:16.413]  And of course you got the police wantonly firing upon innocent civilians, endangering their lives recklessly, pursuing this one man they couldn't catch for days, nearly a week.
[00:02:16.713 --> 00:02:19.776]  But of course the biggest questions of all over Christopher Dorner.
[00:02:20.712 --> 00:02:26.136]  are raised over the ludicrous claims that the cabin fire was not intentionally set.
[00:02:26.176 --> 00:02:49.314]  Paul Joseph Watson writes about the denial on behalf of the San Bernardino Sheriff's Office specifically stating that it was not set on purpose saying we didn't intentionally burn that cabin to get Mr. Dorner out and they just went on to deny it and defer questions from the press and duck other questions about whether they offered him a chance to surrender or what name you despite the fact that
[00:02:49.714 --> 00:03:01.645]  Audio was broadcast live on many of these local stations, exist in the police recordings, talking about burn that MFR down, talking about the CS gas they were throwing in there, talking about how the burners are deployed.
[00:03:01.706 --> 00:03:02.887]  We have the fire ready.
[00:03:03.247 --> 00:03:07.691]  Now we have clips summing up some of this audio and of course the ridiculous denial.
[00:03:07.771 --> 00:03:08.412]  Can we go to that?
[00:03:08.452 --> 00:03:09.273]  Do we have that ready guys?
[00:03:14.508 --> 00:03:17.649]  We do believe this gun battle is going on with Christopher Dorner.
[00:03:18.049 --> 00:03:20.270]  He is armed and extremely dangerous.
[00:03:22.171 --> 00:03:23.111]  Well, we're not positive.
[00:03:23.151 --> 00:03:27.793]  And until we get this guy in custody, until he's in handcuffs and in a jail, we're not going to know for sure.
[00:03:28.973 --> 00:03:34.655]  We believe suspect Dorner began firing and ambushed our deputy sheriffs that were responding.
[00:03:36.095 --> 00:03:39.716]  Two of our deputy sheriffs were struck by gunfire.
[00:03:40.217 --> 00:03:43.878]  Certainly it could be anywhere at this point, and that's why we're searching door to door.
[00:03:44.018 --> 00:03:50.241]  We spoke to individuals in that neighborhood who said that no one ever knocked on their doors.
[00:03:50.261 --> 00:03:51.121]  People who live there.
[00:03:51.381 --> 00:03:53.742]  As I said, there was an extensive search in that area.
[00:03:53.882 --> 00:03:54.683]  Burn the gas.
[00:03:55.063 --> 00:03:55.904]  Burn the gas.
[00:03:56.284 --> 00:03:57.004]  Burn the gas.
[00:03:57.064 --> 00:03:57.825]  Hey, hold it.
[00:03:57.885 --> 00:03:58.285]  Hold it.
[00:03:58.586 --> 00:03:59.026]  Get out.
[00:03:59.506 --> 00:04:00.707]  Get the F out.
[00:04:02.429 --> 00:04:07.993]  Is anyone founded if they think that this was an intentional burning alive of the suspect?
[00:04:08.513 --> 00:04:13.017]  I don't know, you know, really how to respond to the recording.
[00:04:18.223 --> 00:04:29.729]  They have not been able to determine who started the fire inside the cabin, whether it was the suspect, presumably Dorner, or if it was perhaps one of the things that the SWAT team out there had planned in advance of this.
[00:04:30.270 --> 00:04:32.211]  I can tell you that it was not on purpose.
[00:04:32.271 --> 00:04:34.752]  We did not intentionally burn down that cabin.
[00:04:35.293 --> 00:04:38.074]  Jeff, we're just bringing fire in about 200 yards out.
[00:04:38.234 --> 00:04:38.654]  Your call.
[00:04:39.575 --> 00:04:41.276]  Charlie, you ready for fire?
[00:04:46.625 --> 00:04:50.126]  The next tier gas was that that was pyrotechnic.
[00:04:50.146 --> 00:04:53.267]  It does generate a lot of heat.
[00:04:53.847 --> 00:04:56.828]  We introduced those canisters into the residence.
[00:04:57.488 --> 00:05:02.189]  The pyrotechnic type canisters are commonly referred to as burners.
[00:05:22.378 --> 00:05:32.724]  And so there you have it, the government, aspects of the government, again engaged in a Waco style burning down of a suspect, demonizing him and the press, burning and killing him.
[00:05:32.764 --> 00:05:37.687]  We'll never know if he was really guilty of all these crimes because of course there won't be a real investigation.
[00:05:38.087 --> 00:05:39.507]  It's just this public trial.
[00:05:39.807 --> 00:05:41.868]  But then the denial, oh that was semantics.
[00:05:42.308 --> 00:05:44.308]  Burner, that didn't mean fire.
[00:05:44.648 --> 00:05:47.289]  Saying burn it down, that didn't mean burn it down.
[00:05:47.649 --> 00:05:49.689]  Fire, that just means they were excited.
[00:05:49.769 --> 00:05:52.170]  Gas, that's some kind of antiquated 60s term.
[00:05:52.210 --> 00:05:53.110]  It's a gas, baby!
[00:05:53.710 --> 00:05:55.951]  That was just the way SWAT people talk on the scene.
[00:05:55.991 --> 00:06:01.692]  It doesn't mean they meant to start a fire even though they started a fire and then it burned him down and allegedly killed him.
[00:06:01.992 --> 00:06:06.293]  Of course you saw also in that clip the former FBI assistant director
[00:06:06.713 --> 00:06:13.415]  Tom Fuentes, he was asked to explain why they were talking about burning it down if in fact they didn't mean to burn it down.
[00:06:13.435 --> 00:06:31.662]  He was at a loss to explain and said well there's a lot of questions to answer and he wouldn't expect these professional SWAT people to talk that way and then quickly shuffle on to how those conversations should have been on encrypted radio frequencies so the public couldn't hear them and raise questions about why things were burned down.
[00:06:32.162 --> 00:06:41.149]  Again, they burn him down on purpose because they do that over and over again, partially to sell you the message that the government's in charge and don't try to go against them.
[00:06:41.189 --> 00:06:51.536]  Of course, the things Dorner's accused of doing were horrible and he was very much a villain despite the portrayals of him as a hero because he has a manifesto and because the LAPD are, in fact, corrupt.
[00:06:51.777 --> 00:07:00.363]  Well, if the police would stop protecting police who do bad things, individuals, and protecting them through their police unions and making sure they never see justice,
[00:07:00.663 --> 00:07:02.645]  The public wouldn't be turned against the police.
[00:07:02.925 --> 00:07:10.751]  They could celebrate the police who are law-abiding, upholding of public safety, and they could just simply punish the police who are doing the wrong things.
[00:07:10.791 --> 00:07:20.778]  But instead, they have to gang up and defend the bad police and make them all bad by association, and then the public gets angry at them and cheers on an anti-hero like Dorner.
[00:07:20.798 --> 00:07:21.779]  It's just insane.
[00:07:22.039 --> 00:07:23.100]  Let's not do that, folks.
[00:07:23.140 --> 00:07:24.821]  Let's just live by the law.
