[00:00:22.108 --> 00:00:23.852]  Welcome to the InfoWars Nightly News.
[00:00:23.972 --> 00:00:24.694]  I'm David Knight.
[00:00:24.794 --> 00:00:28.482]  It's Friday, November the 1st, 2013, and here are our top stories.
[00:00:30.506 --> 00:00:30.867]  Tonight...
[00:00:32.182 --> 00:00:35.285]  We bring you the latest on the shootings at LAX.
[00:00:36.266 --> 00:00:40.030]  Then, top brass reveal Obama's military purge.
[00:00:40.710 --> 00:00:42.712]  And CISPA returns with a vengeance.
[00:00:43.413 --> 00:00:46.416]  That's next on the Info Wars Nightly News.
[00:00:46.956 --> 00:00:48.598]  They can take your kids for no reason.
[00:00:48.818 --> 00:00:49.979]  They can SWAT team you.
[00:00:50.200 --> 00:00:50.800]  They run it.
[00:00:51.080 --> 00:00:51.701]  They love it.
[00:00:52.021 --> 00:00:52.702]  It's fun.
[00:00:53.563 --> 00:00:54.724]  You know what I mean?
[00:00:54.744 --> 00:00:54.824]  Yeah.
[00:00:54.844 --> 00:00:56.746]  Alright, I appreciate your call, you terrorists.
[00:00:57.534 --> 00:01:00.697]  Well, our top story tonight is the shooting that's unfolding at LAX.
[00:01:00.777 --> 00:01:03.260]  Now, we know that one person has tragically lost their life.
[00:01:03.300 --> 00:01:04.361]  Several people have been shot.
[00:01:04.961 --> 00:01:06.563]  We know very little besides that.
[00:01:06.903 --> 00:01:15.912]  In terms of the facts of the case, we've now been told that it was Paul Ciancia, a 23-year-old, reportedly suicidal, according to his family.
[00:01:16.733 --> 00:01:26.444]  An eyewitness told the news that the shooter was wearing a TSA uniform, but now we're being told by the police that it was camo, so details are constantly changing and uncertain at this point.
[00:01:26.965 --> 00:01:29.047]  We don't know how many people have been shot.
[00:01:29.087 --> 00:01:36.796]  We've been told several have been shot, that one is in critical condition, two are listed in fair condition at UCLA Medical Center.
[00:01:37.637 --> 00:01:51.020]  Now, this is something that is going to have an effect not just on the families that were affected by the shooting, the person who lost his life, but as Paul Joseph Watson points out, will the LAX shooting be exploited to armed TSA agents?
[00:01:51.660 --> 00:01:54.221]  Or will it be used as an excuse for more gun control?
[00:01:54.641 --> 00:02:02.603]  It was just recently that a semi-automatic weapons ban was overturned in the California legislature, not signed into law by Governor Brown.
[00:02:03.903 --> 00:02:06.205]  So the concern is, what's going to happen in the airports?
[00:02:06.565 --> 00:02:09.868]  We've already seen a reality-free zone there.
[00:02:10.249 --> 00:02:19.497]  We just had information from John Corbett's lawsuit against the TSA that they knew that there were no terrorist plots against airports or against airplanes.
[00:02:19.917 --> 00:02:25.963]  In a striking admission from the TSA, we learned in their documents that were for official use only, that were mistakenly posted
[00:02:26.403 --> 00:02:36.514]  By the government on Pacer.gov that as of mid 2011 terrorist threat groups present in the homeland are not known to actively be plotting against civil aviation targets or airports.
[00:02:36.574 --> 00:02:40.318]  Instead their focus is on fundraising, recruiting and propagandizing.
[00:02:40.758 --> 00:02:42.280]  And John Corbett also pointed out
[00:02:42.780 --> 00:02:51.446]  In that lawsuit, as he was arguing his case, he said, even if the TSA did deter terrorists at these nude body checkpoints, they would simply move to another area.
[00:02:51.486 --> 00:02:53.367]  For example, where people are standing in line.
[00:02:53.728 --> 00:02:57.250]  Lines that have been made much longer, much slower by these new procedures.
[00:02:57.750 --> 00:03:04.695]  And he says that that would create a terrorist dream of targeting hundreds of unarmed travelers plus dozens of unarmed federal employees.
[00:03:05.235 --> 00:03:06.957]  Exactly what we saw happen today.
[00:03:07.777 --> 00:03:15.622]  Now, we also had the TSA admitting just this last week and the FCC admitting that there was absolutely no reason to ban cell phone use.
[00:03:15.682 --> 00:03:24.328]  So, the airports and the airplanes and flight in general has become kind of a twilight zone of unreality, of arbitrary government authority.
[00:03:24.568 --> 00:03:34.154]  And this will be used to call for even more invasive procedures that don't do anything to enhance our security but invade our privacy and probably more sexual assaults as well.
[00:03:34.475 --> 00:03:35.956]  Who knows what they're going to come up with next.
[00:03:36.576 --> 00:03:44.039]  In other news, WorldNetDaily and Anthony Gucciardi are reporting that top generals reveal that Obama's secret high-level military purges.
[00:03:44.899 --> 00:03:58.305]  Retired Army Major General Patrick Brady says that the attack on high-level military personnel is so great that it has now obliterated the morale of troops at large, but more importantly, it's centered in terminating any high-level individual that will not go along with the plan.
[00:03:58.345 --> 00:04:04.427]  He said, there is no doubt that Obama is intent on emasculating the military and will fire anyone who disagrees with him.
[00:04:04.967 --> 00:04:06.148]  Another retired general,
[00:04:07.054 --> 00:04:17.606]  Army Lieutenant General William Jerry Boykin, who is with Delta Force, said over the past three years, it is unprecedented for the number of four-star generals to be relieved of duty and not necessarily relieved for cause, he said.
[00:04:18.346 --> 00:04:20.629]  I believe there is a purging of the military.
[00:04:20.689 --> 00:04:22.952]  The problem is worse than we have ever seen.
[00:04:23.572 --> 00:04:26.555]  Now this comes on the heels of what Anthony Gucciardi pointed out.
[00:04:27.176 --> 00:04:44.068]  In his article, he extended it to the nuclear transfer incident that we reported on at Dyess Air Force Base and the fact that it was unprecedented that the second-in-command would be fired over a trivial cause, just $1,500 in counterfeit gambling chips, reportedly.
[00:04:44.328 --> 00:04:52.814]  But that happened on the same day that we reported the secret transfer from Dyess Air Force Base, where there are not supposed to be any nuclear bombs.
[00:04:53.414 --> 00:05:06.511]  And then it got even stranger, because the top general in charge of nuclear weapons was then fired, not for a cause, not for any moral shortcomings, but simply because of his performance in a temporary job assignment, it said.
[00:05:06.551 --> 00:05:11.557]  Now, I wonder what kind of a temporary job assignment the top commander of the nuclear weapons would be under.
[00:05:12.478 --> 00:05:14.680]  So, this is a story that continues to unfold.
[00:05:14.720 --> 00:05:23.226]  We see an unprecedented number of military personnel being purged, and they're saying they're being purged because they don't agree with Obama's philosophies.
[00:05:24.673 --> 00:05:30.134]  Tech giants are now throwing their weight behind legislation which would actually rein in TSA spying.
[00:05:30.834 --> 00:05:41.156]  Now this is our story coming from Washington's blog and it says that Dianne Feinstein supposedly has reversed her unbridled enthusiasm for the surveillance state and is now offering a bill that is going to rein it in.
[00:05:41.216 --> 00:05:45.657]  But do you remember her co-sponsoring the NDAA bill last year?
[00:05:46.137 --> 00:05:47.138]  It was simply a head fake.
[00:05:47.178 --> 00:05:54.219]  As a matter of fact, as we pointed out at the time, the proposed legislation would not do anything to rein in the controversial
[00:05:54.779 --> 00:05:55.359]  We're good to go.
[00:06:18.786 --> 00:06:19.046]  We're good.
[00:06:34.219 --> 00:06:36.920]  Rearranging the chairs in the Titanic are really going to change that.
[00:06:37.180 --> 00:06:47.644]  If they're really serious about following the Constitution, if they're really serious about reform, we'll know it when things like the FISA Court go away and when we see the Constitution clearly applied to the NSA.
[00:06:47.744 --> 00:06:52.645]  What we're proposing are just some minor changes that I don't really think are going to reign them in.
[00:06:52.745 --> 00:07:00.048]  If they're not going to follow the Constitution, if they're not going to get search warrants on people, these kind of specific changes really aren't going to change anything.
[00:07:00.908 --> 00:07:04.551]  And along the same lines, we now see that CISPA is coming back.
[00:07:04.751 --> 00:07:12.316]  You remember we had ACTA, we had SOPA, we had PIPA, we had CISPA I, CISPA II, now it looks like CISPA III is going to be coming along.
[00:07:12.876 --> 00:07:22.522]  Keith Alexander has been begging for just that sort of thing, and Natural News reports that two senators, Dianne Feinstein and Saxby Chambliss, are ready to give it to him.
[00:07:23.043 --> 00:07:25.524]  Now if you remember CISPA, it's really a way for the
[00:07:26.385 --> 00:07:56.305]  Copyright intellectual copyright holders to assert their ownership over everything But it also allows the government to immediately shut down websites just on the mere accusation again taking away our due process and Immediately shutting down anybody that they accuse of committing a crime so it kind of benefits both the fascist Corporate both sides of fascist corporate government that we see developing in this country It also gives legal immunity to the corporations if they give away information that they're collecting about you
[00:07:56.305 --> 00:07:59.648]  Well, if you're concerned about the NSA spying on you, and you should be, you may be surprised at how you're helping them.
[00:08:17.247 --> 00:08:23.011]  Thanks to incessant selfie madness, Facebook has the largest biometric database in the world.
[00:08:23.351 --> 00:08:28.234]  And it's all thanks to people voluntarily uploading pictures of themselves and then tagging them.
[00:08:28.554 --> 00:08:32.917]  You're helping to build that vast database of labeled faces by identifying yourself.
[00:08:33.357 --> 00:08:39.501]  And also because you're uploading multiple versions of your face, you're helping to improve the accuracy of the system.
[00:08:39.921 --> 00:08:45.405]  Every time you tag yourself in a picture, you're paving the way for universal facial recognition.
[00:08:45.865 --> 00:08:57.055]  Recognizing the huge potential for their database, Facebook bought Face.com, which is a company who developed a platform for accurate facial recognition using photos uploaded to the web.
[00:08:57.356 --> 00:09:06.064]  We're okay with thinking that this database is going to be used to track criminals and terrorists, but actually facial recognition software is being programmed for everyday use.
[00:09:06.644 --> 00:09:09.406]  High-end retail stores use it to spot VIPs.
[00:09:09.786 --> 00:09:18.493]  If the face is a match with a celebrity or valued customer, an alert is sent to an employee providing details like dress size, favorite buys, and shopping history.
[00:09:18.913 --> 00:09:20.655]  And you thought that was just in the movies.
[00:09:21.175 --> 00:09:33.745]  Now we all know that cars and televisions and the Xbox are being equipped with cameras and microphones so that they can monitor the faces of their users so they can target them for specific advertising based on their moods.
[00:09:33.985 --> 00:09:40.349]  But now Facebook has revealed that it's just a step away from tracking your cursor to understand your tastes better.
[00:09:40.549 --> 00:09:47.974]  Apparently, as you aimlessly make your way around a webpage, your mind is making many choices, and Facebook wants to interpret those choices.
[00:09:48.395 --> 00:10:03.785]  For instance, if you hover over a link for Occupy Wall Street or March Against Monsanto, but refrain from clicking it so that your IP address won't alert the NSA that they're dealing with a conspirator, well, too late, because just by hovering over that link, your tastes will already be stored.
[00:10:04.125 --> 00:10:09.251]  And a partnership between Facebook and police could use that Occupy Like against you as well.
[00:10:09.691 --> 00:10:15.738]  Facebook is working with police to create a kill switch to stop activists from using the website to mobilize support.
[00:10:16.038 --> 00:10:21.143]  But if you are able to mobilize and protest, be warned that you are not just another face in the crowd.
[00:10:21.784 --> 00:10:24.506]  Take a look at this picture on Gigapixel.com.
[00:10:25.067 --> 00:10:31.111]  Stitching together a series of photos from a 10 megapixel camera, this is a crowd shot like never before.
[00:10:31.512 --> 00:10:40.439]  There is stunning detail even from a considerable distance, including high visibility through windows and identifying clothing from a few blocks away.
[00:10:41.099 --> 00:10:42.841]  And look, you can even tag yourself!
[00:10:43.361 --> 00:10:44.302]  Tell all your friends!
[00:10:45.203 --> 00:10:47.985]  Reporting for the Info Wars Nightly News, I'm Leanne McAdoo.
[00:10:50.703 --> 00:10:56.836]  Now a controversy has erupted over the Alamo and really what it means for UNESCO to take over a site.
