[00:00:04.066 --> 00:00:04.147]  Yeah.
[00:00:40.136 --> 00:00:42.136]  Welcome to the InfoWars Nightly News.
[00:00:42.437 --> 00:00:43.797]  It's Thursday, January the 3rd.
[00:00:44.097 --> 00:00:46.318]  I'm David Knight, and here are our top stories.
[00:00:49.434 --> 00:00:57.901]  Tonight, the age of cell phone cameras and live streaming video has placed extra scrutiny on the behavior of police.
[00:00:58.441 --> 00:01:03.546]  And Texas cop Nicholas Juarez will arrest you if you dare to film him.
[00:01:03.986 --> 00:01:08.890]  Then, the Bilderberg elite are also angry over constant exposure.
[00:01:09.250 --> 00:01:14.635]  And quick-draw Obama goes for immigration reform and strict gun control.
[00:01:14.975 --> 00:01:17.496]  As the battle for the Republic continues.
[00:01:18.156 --> 00:01:21.217]  Up next on the Info Wars Nightly News.
[00:01:24.758 --> 00:01:35.522]  Well tonight we've got some important breaking news from Illinois about gun ban that's being attempted there.
[00:01:36.507 --> 00:01:38.169]  Alex Jones is going to be filling us in on that.
[00:01:38.669 --> 00:01:41.912]  But before we get started, let's cover some of the breaking news nationally.
[00:01:41.932 --> 00:01:47.977]  You know, a lot of people have been watching football this last week, but some people are watching the football fans.
[00:01:48.718 --> 00:01:51.220]  At the Vikings game, there was a drone there.
[00:01:51.240 --> 00:01:54.123]  Well, it's not clear whose drone it was.
[00:01:54.163 --> 00:02:00.929]  The TSA is saying it wasn't their drone, but the TSA was there, wearing guns, feeling people up like they do at the airport.
[00:02:01.553 --> 00:02:04.896]  We know the NFL is a big fan of the TSA and their pat-downs.
[00:02:05.296 --> 00:02:08.558]  They've welcomed them in with their See Something, Say Something program.
[00:02:09.479 --> 00:02:11.681]  But this is kind of setting a new precedent.
[00:02:11.721 --> 00:02:13.702]  These are not law enforcement agents.
[00:02:13.782 --> 00:02:14.643]  They're not trained.
[00:02:14.703 --> 00:02:15.524]  They're not sworn.
[00:02:15.864 --> 00:02:17.005]  They're just given a uniform.
[00:02:17.385 --> 00:02:18.566]  And now they're carrying guns.
[00:02:18.986 --> 00:02:20.748]  And they're going to all kinds of public places.
[00:02:20.788 --> 00:02:23.970]  In the last year, they had over 9,000 checkpoints.
[00:02:24.030 --> 00:02:24.691]  As we've reported,
[00:02:25.331 --> 00:02:36.538]  In the Viper program in Tennessee, they went through and they passed trucks through x-ray machines to test the trucks, as well as highway blocks.
[00:02:36.958 --> 00:02:40.861]  They're also putting TSA agents in concerts, that sort of thing.
[00:02:41.301 --> 00:02:44.123]  They are the transportation security agency.
