[00:00:19.665 --> 00:00:21.528]  Welcome to the Infowars Nightly News.
[00:00:21.628 --> 00:00:22.309]  I'm David Knight.
[00:00:22.409 --> 00:00:26.556]  It's Monday, September 23rd, 2013, and here are our top stories.
[00:00:28.879 --> 00:00:35.068]  Tonight, a veteran with ties to both the CIA and Al Qaeda is released from detainment.
[00:00:35.970 --> 00:00:41.479]  Then, Saudi Arabia threatens to end the career of a journalist over a chemical weapons story.
[00:00:41.499 --> 00:00:46.186]  And how GMO contamination became the new norm at the USDA.
[00:00:46.627 --> 00:00:49.511]  That's next on the Info Wars Nightly News.
[00:00:50.149 --> 00:00:54.174]  I don't get scared when I see black ski masks and black helicopters and checkpoints.
[00:00:54.414 --> 00:00:55.956]  That's our darling government.
[00:00:56.256 --> 00:00:57.658]  I like a proctology exam.
[00:00:57.918 --> 00:01:08.130]  We talk a lot about the authentic media and the corporate media and this next story illustrates just how the corporate media is controlled and how they move that control to the reporters to intimidate them.
[00:01:09.051 --> 00:01:13.676]  Saudi Arabia threatens to end the career of AP reporter over chemical weapons story.
[00:01:13.716 --> 00:01:17.461]  Now this is a story we reported back on InfoWars a couple of weeks ago.
[00:01:17.481 --> 00:01:29.014]  AP reporter Dale Gavlak has been threatened over her involvement in a story which exposed how Syrian rebels were responsible for the August 21st chemical weapons attack after being handed the weapons by Saudi intelligence agents.
[00:01:29.474 --> 00:01:36.100]  Gavlak has now been, quote, indefinitely suspended, unquote, by the AP with no public explanation from the news agency.
[00:01:36.600 --> 00:01:39.122]  It looks like the threat to end her career worked.
[00:01:39.863 --> 00:01:46.208]  She had confirmed at the time with several colleagues and with the Jordanian embassy that the Saudis were supplying chemical weapons.
[00:01:46.588 --> 00:01:54.395]  And if you remember, in the story they said that the people in the community did not know exactly what these weapons were, that they accidentally exploded.
[00:01:54.915 --> 00:02:05.540]  And we've also had information from Dr. Yusef Bodansky and others that this type of sarin gas that was used in the March attack is a kitchen-style variety.
[00:02:05.560 --> 00:02:07.741]  In other words, a home-brewed variety.
[00:02:07.781 --> 00:02:10.622]  It's not a military, industrial-grade variety of sarin.
[00:02:10.982 --> 00:02:17.605]  And that would explain why there was a lot of questions at the very beginning as to why the first responders were not dying from sarin gas.
[00:02:18.365 --> 00:02:28.816]  But getting back to the fallout of this story, of just honestly reporting what she found, going on the scene and talking to people and getting the information, instead of just parroting the government line.
[00:02:29.537 --> 00:02:36.605]  Remember that both wings of left and right are under real control by the corporate media.
[00:02:37.325 --> 00:02:45.292]  And in the case of Fox News, Saudi Prince Al-Waleed bin Talal owns a 7% stake in News Corp.
[00:02:45.332 --> 00:02:47.093]  That's Fox News' parent corporation.
[00:02:47.414 --> 00:02:51.377]  He's the second largest shareholder behind the Rupert Murdoch family.
[00:02:51.857 --> 00:02:54.219]  And Joseph Farah pointed out just three years ago that
[00:02:55.520 --> 00:03:06.123]  The Saudi Prince, Awaleed, owns a very significant percentage of News Corp and has let the world know that he can get things taken off of Fox News if he doesn't like the story and has done so in the past.
[00:03:06.143 --> 00:03:07.203]  So he's bragged about that.
[00:03:07.503 --> 00:03:14.765]  We've also seen Saudi Prince Bandar, who was reportedly in charge of intelligence that shipped these chemical weapons.
[00:03:14.805 --> 00:03:19.767]  We've also seen in leaked transcripts from the Russians that he threatened the Russians
[00:03:20.507 --> 00:03:26.093]  That they would, if they did not stop supporting the Syrian government, that they would have terrorist attacks during the Olympics.
[00:03:26.993 --> 00:03:32.098]  So we look at this and you say, well, we've got Israel, we've got Saudi, aren't they supposed to be on opposite sides?
[00:03:32.158 --> 00:03:33.980]  It looks like they're both working with Al-Qaeda.
[00:03:34.020 --> 00:03:34.921]  It looks like the U.S.
