[00:00:00.865 --> 00:00:01.366]  We've got it.
[00:00:07.958 --> 00:00:10.720]  Waging war on corruption.
[00:00:12.322 --> 00:00:17.927]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:32.679 --> 00:00:40.522]  When an opponent declares, I will not come over to your side, I calmly say, your children belong to us already.
[00:00:41.763 --> 00:00:42.323]  What are you?
[00:00:42.723 --> 00:00:43.644]  You will pass on.
[00:00:44.424 --> 00:00:48.406]  Your descendants, however, now stand in the new camp.
[00:00:49.526 --> 00:00:53.728]  In a short time, they will know nothing else but this new community.
[00:00:54.448 --> 00:00:56.449]  That was Adolf Hitler in 1939 in a radio address.
[00:00:59.540 --> 00:01:06.025]  We have never invested as much in public education as we should have because we've always had kind of a private notion of children.
[00:01:06.146 --> 00:01:09.388]  Your kid is yours and totally your responsibility.
[00:01:09.709 --> 00:01:12.971]  We haven't had a very collective notion of these are our children.
[00:01:13.212 --> 00:01:21.118]  So part of it is we have to break through our kind of private idea that kids belong to their parents or kids belong to their families and recognize that kids belong to whole communities.
[00:01:21.518 --> 00:01:26.523]  Once it's everybody's responsibility and not just the households, then we start making better investments.
[00:01:28.163 --> 00:01:40.585]  And they then flash up in the official MSNBC promo, Forward, which is the original name of the slogan for the Marxist over a hundred years old.
[00:01:40.605 --> 00:01:42.205]  It's like a hundred and twenty-something years old.
[00:01:42.225 --> 00:01:46.706]  And I shot a whole special video report on that that's up on Infowars.com.
[00:01:46.746 --> 00:01:48.847]  The state declares they own your children.
[00:01:49.547 --> 00:01:53.608]  And that was the MSNBC host, or propaganda's directly worked for the White House.
[00:01:53.968 --> 00:01:55.848]  When you watch MSNBC, you're getting
[00:01:57.106 --> 00:02:01.731]  Pure ambrosia poison directly out of the White House.
[00:02:01.811 --> 00:02:03.432]  That is their agenda, on record.
[00:02:04.033 --> 00:02:09.458]  Your Kids Belong to the Collective is the article by Kurt Nemo, read, linked up at Infowars.com.
[00:02:09.498 --> 00:02:14.903]  It's a story that came out yesterday, but I've had our great web crew move it back to the top of the page, linked in red.
[00:02:15.283 --> 00:02:17.245]  Melissa Harris-Perry.
[00:02:17.545 --> 00:02:22.390]  You know, I remember, it was about eight years ago, a caller called in and he said, you're a liar, Alex.
[00:02:23.905 --> 00:02:44.270]  He said there is no way that the official University of Texas textbook for social workers, and I was giving the name out, it was the Calhoun Reader, there's no way, and Bob Dacey actually brought this to my attention, local talk show host, he had a copy of the textbook that family had been given going to UT.
[00:02:45.550 --> 00:02:47.253]  And the people didn't believe me.
[00:02:47.834 --> 00:02:56.065]  And so I had some of my writers go do research and they pulled up hundreds of publications that were then posted on the Prison Planet Forum.
[00:02:58.075 --> 00:03:00.657]  Where they officially teach they're gonna get rid of the family.
[00:03:01.117 --> 00:03:20.312]  So when you hear them say, oh, it's everybody's job to take care of kids, they mean get rid of parents, you know, don't let parents discipline their kids, and that only the state can discipline your children, and then your kids will stay late at school, and then no more summer recess, and the TV's already raising our children anyways, and the brainwashing that comes across the iPhones, and the iPads, and the droids, and the rest of it.
[00:03:21.676 --> 00:03:28.338]  But they officially, in every authoritarian society for thousands of years, the state has controlled the youth.
[00:03:29.539 --> 00:03:30.719]  And Hitler knew that.
[00:03:30.739 --> 00:03:33.200]  I mean, he talks about taking over the youth in Mein Kampf.
[00:03:34.400 --> 00:03:36.521]  I mean, I've read myself Hitler's words.
[00:03:37.261 --> 00:03:40.622]  The Soviets, obviously he barred a lot from.
[00:03:40.682 --> 00:03:42.963]  The Communists, they have of course done the same thing.
[00:03:44.603 --> 00:03:47.764]  I was actually sent video by some folks.
[00:03:47.824 --> 00:03:49.145]  I think we've shown this somewhere before.
[00:03:50.566 --> 00:03:55.807]  I know it's on, I was going to put it in the film, I know it's in Rob Jacobson's hard drive where...
[00:03:58.035 --> 00:04:08.378]  One of our graphics guys, a contractor years ago, went to visit with his girlfriend, her family in China, and caught on video the youth brigades with red flags marching aggressively through the streets.
[00:04:08.738 --> 00:04:09.898]  Pretty powerful footage.
[00:04:10.398 --> 00:04:11.799]  This is what they're establishing.
[00:04:11.839 --> 00:04:12.719]  This is what they're setting up.
[00:04:12.739 --> 00:04:13.579]  So we're going to get into that.
[00:04:13.979 --> 00:04:24.762]  We'll have the latest from the DMZ, where a world-famous negotiator and hostage negotiator and PSYOP expert, Dr. Steve Pachinik, psychiatrist,
[00:04:25.522 --> 00:04:28.045]  We'll be joining us from the DMZ.
[00:04:28.105 --> 00:04:31.168]  It's about 6.04 over there right now.
[00:04:31.188 --> 00:04:34.672]  We've made contact with him to make sure he's ready in about 55 minutes.
[00:04:34.712 --> 00:04:35.793]  Good, he's locked and loaded.
[00:04:36.714 --> 00:04:42.000]  We've got huge news with Biden calling for a new world order and then Gawker makes fun of it.
[00:04:42.360 --> 00:04:44.342]  Oh, conspiracy Christmas comes early!
[00:04:45.043 --> 00:04:52.615]  Because they were just saying last week, you know, in a major poll, that, uh, in a poll, do you believe in the made-up New World Order conspiracy theory?
[00:04:52.635 --> 00:04:54.858]  It's like saying, do you believe the sun came up this morning?
[00:04:55.199 --> 00:04:55.940]  Are you a kook?
[00:04:56.340 --> 00:04:57.482]  So we'll break all that down.
[00:04:57.542 --> 00:04:59.004]  It's a big broadcast today.
[00:04:59.775 --> 00:05:01.696]  In the last two years alone, the U.S.
