[00:00:01.850 --> 00:00:03.011]  Coast to coast.
[00:00:03.372 --> 00:00:04.693]  Direct from Austin.
[00:00:05.433 --> 00:00:08.636]  You're listening to the Alex Jones Broadcasting Network.
[00:00:14.642 --> 00:00:18.826]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:19.487 --> 00:00:20.287]  You want answers?
[00:00:21.068 --> 00:00:21.969]  Well, so does he.
[00:00:22.630 --> 00:00:26.213]  He's Alex Jones on the GCN Radio Network.
[00:00:26.814 --> 00:00:30.877]  And now, live from Austin, Texas, Alex Jones.
[00:00:47.415 --> 00:00:49.596]  Ladies and gentlemen, thank you for joining us.
[00:00:50.196 --> 00:00:53.416]  It is Monday, the 25th day.
[00:00:54.297 --> 00:00:58.878]  Already the 25th day of November 2013.
[00:00:59.638 --> 00:01:05.439]  And we have an absolutely jam-packed radio broadcast lined up for you today.
[00:01:06.139 --> 00:01:13.301]  Obviously, we've been tracking this at Infowars.com in the last week since Israel and their good buddy, Iran,
[00:01:15.256 --> 00:01:40.798]  came out and, excuse me, Freudian Slip, their good buddy Saudi Arabia, came out and said that if they don't like the peace deal that is struck in Paris, which was completed Saturday, between Iran and the West, that they're going to seriously look at attacking that country, and that Saudi Arabia has already bought and purchased and is transferring, which means they were there years ago.
[00:01:42.344 --> 00:01:47.650]  The weapons, nuclear weapons from Pakistan, so they can nuke Iran.
[00:01:47.670 --> 00:02:03.147]  And I just marvel at how good my sources are, because as you know, I've been on record saying that Saudi Arabia got nuclear weapons from the one-stop shop in the Middle East, Central Asia, Pakistan.
[00:02:04.514 --> 00:02:16.204]  And that Pakistan is where they reportedly got the material, but then were given the technology to cause chain reaction from the Russkies.
[00:02:17.945 --> 00:02:33.497]  And I was told that by a very high-level military source and another high-level military source, and I was talking to a special warfare source that had been in a lot of really secretive operations, and they got very, very upset.
[00:02:34.451 --> 00:02:35.291]  When I raised that.
[00:02:36.232 --> 00:02:39.493]  And said, I don't know how you know this, but yes, Iran has the bomb.
[00:02:39.913 --> 00:02:43.394]  And stopped talking to me about stuff like this.
[00:02:44.455 --> 00:02:46.515]  And was basically like, it's dangerous that you know that.
[00:02:47.636 --> 00:02:51.897]  And so, I'm not bragging that I know this type of stuff.
[00:02:52.478 --> 00:02:55.519]  I don't like always having such accurate information.
[00:02:57.079 --> 00:02:58.560]  But it is what it is.
[00:02:58.620 --> 00:03:00.921]  So, that's why no one said Iran.
[00:03:02.150 --> 00:03:06.019]  But no one wants to say they have nukes, just like Israel doesn't want to say they have nukes.
[00:03:06.500 --> 00:03:11.050]  Or then that gives other countries the excuse to proliferate and have nuclear weapons as well.
[00:03:12.483 --> 00:03:16.108]  Israel has reportedly 800, according to Jane's Weapons Quarterly last time I looked.
[00:03:17.169 --> 00:03:18.250]  Mainline media here says 200.
[00:03:20.833 --> 00:03:22.315]  British News says over 400.
[00:03:22.996 --> 00:03:24.277]  But Jane's is based in England.
[00:03:24.297 --> 00:03:25.359]  They're usually the most accurate.
[00:03:25.379 --> 00:03:26.720]  They say upwards of 800.
[00:03:26.881 --> 00:03:28.142]  That was a few years ago.
[00:03:28.763 --> 00:03:31.726]  I had to get into their subscription system to even get that information.
[00:03:32.824 --> 00:03:38.927]  You either have to buy the big quarterly book or contact him online to get information because most of the stuff is not public knowledge.
[00:03:38.947 --> 00:03:41.188]  A lot of it's seen as semi-classified.
[00:03:42.168 --> 00:03:48.651]  But I guess if the moon is not made of cheese as classified as well, that is all coming up.
[00:03:48.691 --> 00:03:53.293]  And yeah, there's the World Net Daily article, Russia helping Iran accelerate nuke program with their centrifuges.
[00:03:55.598 --> 00:03:56.379]  That's separate.
[00:03:56.399 --> 00:03:58.020]  That was back in January, that report.
[00:03:58.761 --> 00:04:03.625]  The centrifuges need to be up to 90% to really make a good bomb.
[00:04:04.125 --> 00:04:04.786]  They were up to 20%.
[00:04:07.288 --> 00:04:08.729]  And now this new deal says 5%.
[00:04:09.570 --> 00:04:11.191]  And if Iran actually follows the deal,
[00:04:12.616 --> 00:04:16.179]  And if the UN doesn't shut them up like they did Iraq, this is a good deal.
[00:04:16.840 --> 00:04:18.641]  The problem is the globalists are treacherous.
[00:04:19.542 --> 00:04:21.504]  And they're going to try to claim Iran breaks the deal.
[00:04:21.824 --> 00:04:23.045]  You're like, well, are you for Iran?
[00:04:23.445 --> 00:04:26.127]  No, I'm for peace and not having a nuclear war.
[00:04:26.508 --> 00:04:34.094]  That's why the chairman of the Joint Chiefs, a couple months ago, went on Friday night and told Obama on that Saturday, we're not going to strike.
[00:04:34.134 --> 00:04:34.754]  You can't do it.
[00:04:34.774 --> 00:04:35.435]  Nuclear war.
[00:04:35.775 --> 00:04:37.196]  Top generals are threatening to resign.
[00:04:38.237 --> 00:04:41.818]  And Obama didn't want to let him resign over that, so he later just went after him for other issues.
[00:04:42.298 --> 00:04:43.078]  There's been a purge.
[00:04:44.179 --> 00:04:46.480]  And I'm not romanticizing the U.S.
[00:04:46.720 --> 00:04:49.821]  General Staff, but they're not suicidal.
[00:04:50.121 --> 00:04:51.621]  They like to fight wars they can win.
[00:04:51.641 --> 00:04:53.242]  It's real simple.
[00:04:53.902 --> 00:05:06.806]  And the Iranians are crazy enough, folks, to launch their atomic weapons at Israel and others, and then Israel's going to bomb all of Iran, the Russians are going to respond, the Chinese, the Indians, the Pakistanis.
[00:05:07.046 --> 00:05:07.706]  It's World War III.
[00:05:10.481 --> 00:05:15.563]  Alex Jones here, and I want to tell you about a longtime friend of the show, My Patriot Supply.
[00:05:15.923 --> 00:05:24.405]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[00:05:24.825 --> 00:05:32.128]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[00:05:32.648 --> 00:05:40.030]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[00:05:40.550 --> 00:05:43.933]  I personally store and use their high-quality products.
[00:05:44.493 --> 00:05:48.136]  It tastes great, and it's easy to store for up to 25 years.
[00:05:48.696 --> 00:05:55.282]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[00:05:55.842 --> 00:06:02.567]  Visit mypatriotsupply.com forward slash alex today, with the New World Order making rapid advances on every front.
[00:06:03.048 --> 00:06:07.091]  It is essential to prepare with My Patriot Supply today.
[00:06:09.525 --> 00:06:15.088]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[00:06:15.288 --> 00:06:22.511]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[00:06:22.691 --> 00:06:25.873]  Radioactive contamination is now in most of the food supply.
[00:06:26.033 --> 00:06:27.814]  There's only two ways to avoid this.
[00:06:28.054 --> 00:06:32.638]  Move south of the equator or properly protect your thyroid with nascent iodine.
[00:06:32.718 --> 00:06:35.480]  Looking to protect my family, I've done deep research.
[00:06:35.640 --> 00:06:41.404]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[00:06:41.604 --> 00:06:45.066]  It's made right here in the USA, completely non-GMO.
[00:06:45.266 --> 00:06:50.310]  I searched out the best quality and now have developed a double strength form of nascent iodine.
[00:06:50.510 --> 00:06:53.492]  Exclusively available at Infowarslife.com.
[00:06:53.732 --> 00:06:59.600]  Nascent Iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[00:06:59.720 --> 00:07:01.723]  Survival Shield Nascent Iodine.
[00:07:01.883 --> 00:07:06.690]  Secure your super high quality Nascent Iodine today at InfoWarsLife.com.
[00:07:06.770 --> 00:07:08.773]  That's InfoWarsLife.com.
[00:07:09.654 --> 00:07:11.294]  Introducing Pro-1.
[00:07:11.535 --> 00:07:15.055]  All of your filtration in one system, portable, on-the-go.
[00:07:15.195 --> 00:07:19.597]  No more do you have two or three filters to just reduce sodium fluoride.
[00:07:19.737 --> 00:07:25.718]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:07:25.838 --> 00:07:36.621]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:07:36.821 --> 00:07:43.145]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:07:43.325 --> 00:08:00.314]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:08:00.634 --> 00:08:05.017]  Get your Pro-Pure with the new Pro-1 filter today at Infowarstore.com.
[00:08:05.257 --> 00:08:05.958]  Or by calling 888-253-3139.
[00:08:05.978 --> 00:08:06.758]  You want answers?
[00:08:06.798 --> 00:08:07.618]  Well, so does he.
[00:08:07.699 --> 00:08:21.667]  Live from the Infowars.com studios, it's Alex Jones.
[00:08:48.029 --> 00:08:50.171]  Well, here we are, ladies and gentlemen.
[00:08:50.871 --> 00:08:52.652]  Another worldwide transmission.
[00:08:53.253 --> 00:08:56.635]  The 25th of November, 2013.
[00:08:56.895 --> 00:08:58.837]  I am your host, Alex Jones.
[00:08:58.857 --> 00:09:00.218]  I want to make a little announcement here.
[00:09:00.858 --> 00:09:05.262]  I will undoubtedly be calling in and Skyping in...
[00:09:06.874 --> 00:09:08.795]  Tuesday, Wednesday, Thursday.
[00:09:08.835 --> 00:09:16.480]  We're running a rebroadcast Friday, but I have absolutely sworn up and down to take my children hiking and camping, and I never take off.
[00:09:17.021 --> 00:09:22.844]  Even when I take off, I'm working constantly, so I am going to take off the next four days.
[00:09:23.365 --> 00:09:35.453]  But David Knight, who has proven to be a great co-host and fill-in host and host of InfoWars Nightly News, he will be here with most of our reporters on the Nightly News and, of course, doing the radio show.
[00:09:36.534 --> 00:09:46.465]  on Tuesday and Wednesday and if he wants to he can do Thursday as well but certainly a lot of breaking news and I'll be calling in on the show.
[00:09:47.066 --> 00:09:53.773]  Wild horses obviously cannot and will not drag me away but I am going to take my children camping
[00:09:54.854 --> 00:10:18.969]  As promised, and I was going to go to Colorado and also kill two birds with one stone a few weeks ago and go on George Norris' TV show, pre-taped two episodes of that, but I had a lot of family and Infowars operation stuff pop up, crop up at the very same time, so I had to cancel that Colorado camping trip, so I'm going to take off a few days and do a mini-trip outside Austin.
[00:10:20.376 --> 00:10:22.797]  Or who knows, we may go out to a family ranch in East Texas or something.
[00:10:23.198 --> 00:10:25.419]  I'm not sure yet, but my children are hopping up and down.
[00:10:25.459 --> 00:10:29.601]  I'm absolutely ready to go do that and come back on Friday and have Thanksgiving with my parents.
[00:10:30.162 --> 00:10:32.963]  But I hope you all have a great Thanksgiving coming up as well.
[00:10:33.564 --> 00:10:35.585]  There's obviously a lot of big world news breaking.
[00:10:35.605 --> 00:10:36.385]  We're going to cover it all.
[00:10:37.266 --> 00:10:39.327]  We have the reports right here.
[00:10:41.937 --> 00:10:47.219]  Iran nuclear deal, Saudi Arabia warns it will strike on its own even without Israel.
[00:10:47.759 --> 00:10:55.722]  London Telegraph and Braggs, they've secured nuclear weapons from Pakistan.
[00:10:56.943 --> 00:11:01.284]  And of course that's not going to go too well because you just watch if this happens.
