[00:00:22.014 --> 00:00:24.277]  Welcome to the InfoWars Nightly News.
[00:00:24.317 --> 00:00:28.902]  It is Thursday, August 22, 2013, and I'm your host, Leigh Ann McAdoo.
[00:00:29.263 --> 00:00:30.424]  Here's what's coming up tonight.
[00:00:33.717 --> 00:00:36.158]  Was the chemical weapons attack in Syria a setup?
[00:00:36.598 --> 00:00:39.259]  And a surprise twist in the Bradley Manning trial?
[00:00:39.439 --> 00:00:41.260]  Or should I say, Chelsea Manning?
[00:00:41.540 --> 00:00:47.923]  Then, Jakari Jackson sits down with Kel Sampson, info rapper battling the New World Order.
[00:00:48.463 --> 00:00:51.304]  All this and more on the Info Wars Nightly News.
[00:00:57.250 --> 00:00:58.392]  Tonight's top story.
[00:00:58.933 --> 00:01:04.402]  Experts are questioning the validity of that footage of the chemical weapons attack victims in Syria.
[00:01:05.328 --> 00:01:14.416]  There are, within some of the videos, examples which seem a little hyper-real, and almost as if they've been set up.
[00:01:15.457 --> 00:01:19.441]  Which is not to say that they are fake, but it does cause some concern.
[00:01:20.162 --> 00:01:30.391]  Some of the people with foaming, the foam seems to be too white, too pure, and not consistent with the sort of internal injury you might expect to see, which you'd expect to be bloodier or yellower.
[00:01:30.791 --> 00:01:43.239]  His suspicions are shared by a Swedish diplomat and former UN weapons inspector who said it would be very peculiar if it was the government to do this at the exact moment the international inspectors come into the country.
[00:01:43.679 --> 00:01:45.721]  At the least, it wouldn't be very clever.
[00:01:46.481 --> 00:01:55.267]  A chemical weapons expert who is leading the current UN inspection in Syria said that the high number of those killed and wounded sounded suspicious.
[00:01:56.328 --> 00:02:00.410]  But was the chemical weapons attack a provocation planned in advance?
[00:02:01.010 --> 00:02:09.133]  Earlier this year we reported on a supposedly hacked email from a defense contractor exposing a plan that was approved by Washington.
[00:02:09.853 --> 00:02:14.535]  They planned to stage a chemical weapons attack in Syria and then blame it on Assad.
[00:02:14.815 --> 00:02:27.347]  The allegations spring from a series of online posts by a blogger purporting to reveal that the company had been offered large amounts of money to recruit Russian-speaking mercenaries who could detonate a chemical weapon inside Syria.
[00:02:27.888 --> 00:02:32.052]  The posts also suggest that such a plot would have the approval of the USA.
[00:02:32.753 --> 00:02:37.337]  It was later claimed that the email was a hoax perpetuated by the Syrian Electronic Army.
[00:02:38.158 --> 00:02:46.364]  Another curious timing issue with the chemical weapons attack was that it occurred precisely one year after Obama's red line remarks.
[00:02:47.004 --> 00:02:57.731]  And even Russia is voicing skepticism saying a flood of reports issued by biased regional media about alleged chemical weapons use might be a provocation planned in advance.
[00:02:57.891 --> 00:03:07.978]  It draws attention to the fact that biased regional media have immediately, as if on command, begun an aggressive information attack laying all the responsibility on the government.
[00:03:09.059 --> 00:03:15.042]  I don't know who to believe is responsible for this attack, but one thing I can say is that video is not a hoax.
[00:03:15.282 --> 00:03:19.825]  I have personally seen a dead body before, and those people are dead.
[00:03:20.445 --> 00:03:29.110]  I know that when you die, the blood pools, and you can see it right there in the video, several of the bodies where the blood has started to pool, not to mention the fact
[00:03:29.710 --> 00:03:34.611]  You cannot get a toddler, or many toddlers, to play dead for that long.
[00:03:34.711 --> 00:03:38.652]  That video is really disturbing, and it's very sad, and I don't think it's a hoax.
[00:03:38.892 --> 00:03:41.992]  We just don't know who actually released the gases.
[00:03:42.873 --> 00:03:46.333]  But nevertheless, this attack has Twitter blowing up.
[00:03:46.493 --> 00:03:50.654]  People are fighting amongst themselves, who did it, to whom, and why.
[00:03:51.234 --> 00:03:55.335]  What I want to know is, was that chemical weapons email real?
[00:03:56.479 --> 00:03:57.259]  Where's Guccifer?
[00:03:57.400 --> 00:03:59.821]  We need Guccifer to release some more emails.
