[00:00:01.164 --> 00:00:01.964]  We've got it.
[00:00:02.164 --> 00:00:08.207]  This transmission is coming to you.
[00:00:08.287 --> 00:00:10.408]  Waging war on corruption.
[00:00:10.568 --> 00:00:12.349]  Alright, here I go.
[00:00:12.689 --> 00:00:18.292]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:26.465 --> 00:00:27.766]  Welcome to the Alex Jones Show.
[00:00:27.866 --> 00:00:29.547]  I'm David Knight, filling in for Alex.
[00:00:29.908 --> 00:00:31.248]  Alex is still in London.
[00:00:31.329 --> 00:00:35.471]  As a matter of fact, he was on the BBC this morning, and we're going to be having clips from that footage.
[00:00:36.392 --> 00:00:45.419]  Out in the green room, he actually confronted the shadow Chancellor of the Exchequer, Ed Balls, on why he was in attendance at Vilderberg, and so did Paul Joseph Watson.
[00:00:45.479 --> 00:00:48.801]  So we're going to have some clips of that, as well as clips of the interview.
[00:00:49.441 --> 00:00:51.323]  And we've got a lot of breaking news today.
[00:00:51.943 --> 00:00:59.167]  If you remember, it was The Guardian that first broke out the news about spying by the American government on the American people with Verizon.
[00:00:59.807 --> 00:01:10.413]  And then subsequent to that, we have seen information about how they are tapping everybody's data online, on the cloud, from various companies, from Microsoft, from Google, from Facebook, you name it.
[00:01:10.933 --> 00:01:12.114]  They have access to it.
[00:01:12.634 --> 00:01:14.415]  And we saw the secret document
[00:01:15.404 --> 00:01:31.197]  that was leaked internally from the NSA showing when various companies had come online with the PRISM program and now today we've got some new breaking news from the Guardian again the whistleblower who released that first bit of information about the illegal
[00:01:31.897 --> 00:01:37.639]  Phone activity by the NSA spying on Americans under the Foreign Intelligence Security Act.
[00:01:38.339 --> 00:01:47.722]  They were spying on Americans, which James Clapper, Director of NSA, lied to the Senate just as recently as March, telling them no such thing was happening.
[00:01:48.342 --> 00:01:57.425]  Well, we have a whistleblower who has now come out and is talking about why he did it and the implications for what the government is doing to people.
[00:01:57.845 --> 00:02:01.266]  An amazing interview, and we're going to be talking about excerpts from that.
[00:02:01.846 --> 00:02:06.072]  But first I've got to say, we're going to be playing the entire interview that Alex had with the BBC.
[00:02:07.013 --> 00:02:10.858]  It was pretty amazing to see how the BBC has handled itself.
[00:02:10.918 --> 00:02:16.606]  Now, the irony as we've talked about before is that they would have one of the largest influence peddling scandals
[00:02:17.395 --> 00:02:17.555]  Ever.
[00:02:35.496 --> 00:02:38.118]  Illegal influence.
[00:02:38.258 --> 00:02:40.981]  Pay off for illegal influence to these members of Parliament.
[00:02:41.461 --> 00:02:43.082]  And got them on tape accepting it.
[00:02:43.583 --> 00:02:45.724]  And these guys have subsequently resigned.
[00:02:46.225 --> 00:02:48.567]  But of course, that wasn't the BBC that was involved in that.
[00:02:48.647 --> 00:02:50.228]  No, the BBC had nothing to do with that.
[00:02:50.268 --> 00:02:52.870]  That was another journalistic outpost.
[00:02:53.331 --> 00:02:57.814]  The BBC, on the other hand, is basically the lapdog of these guys.
[00:02:58.475 --> 00:03:01.898]  For 60 years, they never covered Bilderberg.
[00:03:01.958 --> 00:03:04.400]  Even though BBC had leaked information.
[00:03:05.080 --> 00:03:09.525]  That showed that in 1955 they were planning the Euro, the EU, and many other things.
[00:03:09.545 --> 00:03:14.030]  The BBC likes to pretend that not only did that not happen, but that Bilderberg itself did not exist.
[00:03:14.491 --> 00:03:16.813]  This year they could not ignore it.
[00:03:17.053 --> 00:03:17.894]  They looked foolish.
[00:03:18.646 --> 00:03:24.428]  But, you know, the stages of progression that Mahatma Gandhi gave us, he said, first they ignore you, then they ridicule you.
[00:03:24.448 --> 00:03:25.828]  And that's the stage that we are right now.
[00:03:25.928 --> 00:03:36.311]  After the beginning, this introduction when they had Alex there, the presenter had this little set piece that was amazingly smarmy, amazingly condescending.
[00:03:37.051 --> 00:03:43.453]  And then they talk about what's going on there and try to backpedal and pretend that nothing of any interest is going on there.
[00:03:44.522 --> 00:03:49.268]  Isn't it amazing that the BBC did the same thing with the Jimmy Savile scandal?
[00:03:49.829 --> 00:03:54.435]  Here you've got a pedophile right amongst their midst for decades operating.
[00:03:54.836 --> 00:04:00.343]  Hundreds of children, victims of this pedophile, this procurer of children for the elite.
[00:04:01.224 --> 00:04:08.231]  And the BBC not only did nothing about it, but once one person in the BBC broke the story, the BBC covered it up.
[00:04:08.791 --> 00:04:12.434]  It was a major scandal at the BBC that they covered up that scandal.
[00:04:12.995 --> 00:04:15.577]  And they still haven't done much to report on that.
[00:04:15.637 --> 00:04:26.407]  But we have a history of the BBC covering up not only what is happening with the abuse of Bilderberg, of people all over the world, but even amongst their myths, the abuse of children.
[00:04:27.468 --> 00:04:31.950]  I guess you could describe BBC journalism as see no evil, hear no evil, speak no evil.
[00:04:32.490 --> 00:04:35.091]  No matter how bad it is, they have nothing to say about it.
[00:04:35.111 --> 00:04:37.112]  So we're going to be talking about that.
[00:04:37.412 --> 00:04:47.116]  We're going to be talking about this leak of information from this whistleblower and what he has to say about why he did it and what our government is doing to us.
[00:04:47.316 --> 00:04:47.756]  Stay tuned.
[00:04:47.776 --> 00:04:50.037]  We're going to have Alex join us at the bottom of the hour.
[00:05:00.390 --> 00:05:03.453]  You prepare by purchasing gold, food, and firearms.
[00:05:03.814 --> 00:05:09.260]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[00:05:09.861 --> 00:05:13.064]  When you're sleeping or away from home, who's watching out for intruders?
[00:05:13.745 --> 00:05:15.006]  Check out SimpliSafe.
[00:05:15.327 --> 00:05:19.191]  It's a new do-it-yourself home security system that is completely wireless.
[00:05:19.792 --> 00:05:21.834]  Go to GetSimpliSafe.com.
[00:05:22.495 --> 00:05:24.876]  SimpliSafe is independent and off the grid.
[00:05:25.216 --> 00:05:29.018]  It runs on battery power, so even if the grid goes down, you're protected.
[00:05:29.578 --> 00:05:35.741]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[00:05:36.241 --> 00:05:37.762]  Get SimpliSafe.com
[00:05:38.562 --> 00:05:39.463]  We're good to go!
[00:06:09.088 --> 00:06:13.132]  Leading a frontal assault on the lies of the New World Order.
[00:06:13.552 --> 00:06:17.416]  It's Alex Jones on the GCN Radio Network.
[00:06:24.103 --> 00:06:25.084]  I lost audio, guys.
[00:06:33.103 --> 00:06:36.347]  Ladies and gentlemen, this is Alex Jones.
[00:06:36.467 --> 00:06:39.870]  We are live on this Sunday.
[00:06:52.654 --> 00:06:54.737]  Alex's audio is cutting in and out on us.
[00:06:54.757 --> 00:06:55.979]  We're going to be right back with him.
[00:06:55.999 --> 00:06:57.542]  We're going to re-establish some contact.
[00:06:58.343 --> 00:06:59.645]  It's Sunday, June 9th.
[00:06:59.845 --> 00:07:01.708]  Alex is in London covering Bilderberg.
[00:07:01.768 --> 00:07:03.972]  I'm David Knight here back at the home studio.
[00:07:04.727 --> 00:07:06.229]  A lot of information breaking today.
[00:07:06.289 --> 00:07:08.731]  We've got Alex storming the BBC.
[00:07:08.791 --> 00:07:12.255]  We've got Bill Maher and liberals defending the NSA surveillance grid.
[00:07:12.275 --> 00:07:18.801]  You know, when I look at Bill Maher doing this, I think about the fact that what a rabid atheist he is.
[00:07:18.921 --> 00:07:22.425]  And whenever you deny the real God, you're going to make men into gods.
[00:07:22.485 --> 00:07:23.726]  And basically that's what he does.
[00:07:23.766 --> 00:07:27.710]  He's got his security surveillance state that he's making into a god there.
[00:07:28.784 --> 00:07:35.969]  We've got another phony jobs report from the government that lies about everything, and that's an article up on InfoWars from Paul Craig Roberts.
[00:07:36.809 --> 00:07:40.171]  He was the former Reagan Assistant Secretary of the Treasury.
[00:07:40.231 --> 00:07:41.432]  He knows what he's talking about.
[00:07:41.472 --> 00:07:45.675]  As a matter of fact, there's a great book by author Vox V-O-X Day.
[00:07:46.335 --> 00:08:03.093]  And he talks about exactly the mechanism of how they lie over and over again, releasing one set of economic statistics and then revising them the next quarter into something that's a little bit closer to reality, but how they play games with the way they define jobs and the way they define the loss or gain of jobs.
[00:08:04.042 --> 00:08:09.407]  We also have an article up on InfoWars talking about the NSA's Boundless Informant.
[00:08:09.447 --> 00:08:13.932]  That's the name of the program that the government gave it, was Boundless Informant.
[00:08:14.532 --> 00:08:17.215]  And that basically pretty much describes what it was.
[00:08:17.675 --> 00:08:20.958]  It's informing on the American people, and it truly is boundless.
[00:08:21.019 --> 00:08:27.024]  They collect 3 billion, 3 billion intelligence pieces from the networks in just one month.
[00:08:27.827 --> 00:08:31.568]  Doing the math on that, that works out to a hundred million per day.
[00:08:31.588 --> 00:08:32.828]  A hundred million per day.
[00:08:33.728 --> 00:08:43.350]  And as this article from, that's up on InfoWars, that's originally from ZeroHedge.com, as they said, this whole China is hacking us script may promptly fall apart.
[00:08:43.410 --> 00:08:44.210]  That's right, folks.
[00:08:44.911 --> 00:08:52.092]  It's pretty ridiculous that they're trying to use, they're trying to scare people about cyber terrorism from other countries.
[00:08:52.652 --> 00:08:55.873]  When we find out that the biggest cyber terrorist of them all,
[00:08:56.676 --> 00:09:00.038]  is the United States government, and has been for quite some time.
