[00:00:21.132 --> 00:00:22.793]  Welcome to the Infowars Nightly News.
[00:00:22.873 --> 00:00:23.553]  I'm David Knight.
[00:00:23.653 --> 00:00:27.614]  It's Monday, August 19, 2013, and here are our top stories.
[00:00:29.715 --> 00:00:35.297]  Tonight, video emerges of fake Muslim Brotherhood protesters staging events.
[00:00:36.578 --> 00:00:40.339]  Then, a writer for Time Magazine celebrates drone strikes.
[00:00:42.080 --> 00:00:45.181]  And how reporting real news makes you a potential terrorist.
[00:00:46.420 --> 00:00:49.262]  That's next on the InfoWars Nightly News.
[00:00:50.463 --> 00:00:59.110]  They are the most blasphemous, disgusting, filthy, stinking, ugly, microscopic little devils!
[00:00:59.590 --> 00:01:01.852]  Well, a very controversial tweet went out yesterday.
[00:01:02.412 --> 00:01:06.615]  It's from Time Magazine's senior national correspondent, Michael Grunewald.
[00:01:06.875 --> 00:01:07.876]  And here's what he had to say.
[00:01:08.457 --> 00:01:12.860]  I can't wait to write a defense of the drone strike that takes out Julian Assange.
[00:01:13.732 --> 00:01:16.816]  Well, a lot of people want him to defend that statement right now.
[00:01:17.577 --> 00:01:24.545]  What he's calling for is the assassination of someone who had the temerity to point out government fraud and illegal government actions.
[00:01:25.225 --> 00:01:30.271]  And, as Paul Joseph Watson points out in Infowars, this is something that he has a history of doing.
[00:01:30.932 --> 00:01:34.356]  Time reporter who advocated drone strike on Assange loves Big Brother.
[00:01:34.976 --> 00:01:51.693]  Back in April, Grunewald wrote a piece for Time advocating ubiquitous surveillance cameras, gun control, drone warfare, NSA spying, government regulation of business, and basically any and all, quote, Big Brother intrusions into our private lives, as he put it, openly inviting the state to, quote, tread on me.
[00:01:52.413 --> 00:01:56.276]  In order for big government to help, quote, protect other important rights.
[00:01:56.936 --> 00:02:01.939]  However, his definition of what constitutes rights is nowhere to be found in the actual Bill of Rights, points out Watson.
[00:02:02.540 --> 00:02:06.262]  Now, what he's talking about here is really just giving cover to tyranny.
[00:02:06.862 --> 00:02:14.247]  You know, when you invite government to assassinate people without trial, when you invite them to destroy our due process, what you're doing is you're inviting tyranny.
[00:02:14.667 --> 00:02:20.311]  And what he tries to do is portray this in a false trade-off of liberty to security.
[00:02:20.611 --> 00:02:21.672]  That is not the trade-off.
[00:02:22.072 --> 00:02:25.233]  As we've pointed out many times, the opposite of liberty is not security.
[00:02:25.633 --> 00:02:27.393]  The opposite of liberty is slavery.
[00:02:27.774 --> 00:02:31.775]  And that's what you will get if you give up your liberty for the false promise of security.
[00:02:32.095 --> 00:02:34.495]  But this is what the mainstream media is complicit in.
[00:02:34.555 --> 00:02:38.416]  This is what the mainstream media works with the government in terms of putting out there.
[00:02:38.977 --> 00:02:42.217]  Now, they're also trying to criminalize behavior.
[00:02:42.818 --> 00:02:48.239]  In a story from The Guardian, they ask, is Glenn Greenwald's journalism now viewed as a terrorist occupation?
[00:02:49.116 --> 00:02:58.679]  The detention at Heathrow on Sunday of the Brazilian David Miranda is the sort of treatment that Western politicians love to deplore in Putin's Russia or Ahmadinejad's Iran.
[00:02:59.199 --> 00:03:09.302]  Miranda's phone and laptop were confiscated and he was held incommunicado without access to friends or lawyers for the maximum nine hours allowed under the UK law.
[00:03:09.942 --> 00:03:16.124]  It is the airport equivalent of smashing into someone's flat, rifling through their drawers and stealing papers and documents.
[00:03:16.264 --> 00:03:18.345]  It's simple harassment and intimidation.
