[00:00:06.332 --> 00:00:08.614]  Something has happened in the motorcade route.
[00:00:08.754 --> 00:00:12.636]  Something, I repeat, has happened in the motorcade route.
[00:00:12.656 --> 00:00:15.418]  Who controls the past, controls the future.
[00:00:15.878 --> 00:00:19.240]  Who controls the present, controls the past.
[00:00:19.260 --> 00:00:24.784]  The death of Bin Laden marks the most significant achievement to date in our nation's effort to defeat Al Qaeda.
[00:00:25.084 --> 00:00:27.166]  All you gotta do is start looking around.
[00:00:27.526 --> 00:00:29.367]  Start thinking for yourself.
[00:00:29.407 --> 00:00:30.968]  Start investigating things.
[00:00:31.388 --> 00:00:33.870]  And you will see it all, right there.
[00:00:35.471 --> 00:00:36.891]  So you have the power.
[00:00:37.211 --> 00:00:38.752]  Humanity has the power.
[00:00:39.212 --> 00:00:40.313]  We have the power.
[00:00:40.333 --> 00:00:41.293]  Do you want to fight?
[00:00:41.373 --> 00:00:43.714]  You better believe you got one!
[00:00:44.995 --> 00:00:49.077]  Let us never tolerate outrageous conspiracy theories.
[00:00:49.677 --> 00:00:53.819]  As for me, give me liberty or give me death!
[00:01:00.521 --> 00:01:04.424]  The answer to 1984 is 1776.
[00:01:09.128 --> 00:01:10.789]  Welcome to the InfoWars Nightly News.
[00:01:10.809 --> 00:01:12.190]  I'm your host, Jakari Jackson.
[00:01:12.490 --> 00:01:16.293]  Here's what we have in store for you on this June 11th, 2013 edition.
[00:01:18.315 --> 00:01:25.120]  Tonight, on the InfoWars Nightly News, Bloomberg is calling free speech a terrorist act.
[00:01:25.600 --> 00:01:27.642]  Then, traitor or hero?
[00:01:27.662 --> 00:01:28.662]  He's a traitor.
[00:01:29.454 --> 00:01:35.019]  The Feds want to portray whistleblower Edward Snowden as a Chinese intelligence operative.
[00:01:35.419 --> 00:01:38.422]  Plus, sorting out the scandals in Washington.
[00:01:38.682 --> 00:01:41.625]  All that and more on the InfoWars Nightly News.
[00:01:47.731 --> 00:01:48.392]  And welcome back.
[00:01:48.852 --> 00:01:49.973]  Top story headline!
[00:01:50.433 --> 00:01:55.418]  Effort to portray NSA whistleblower Snowden as Chinese intelligence operative underway.
[00:01:55.458 --> 00:02:01.643]  That he chose Hong Kong in which to flee to find safe haven tells you what?
[00:02:01.963 --> 00:02:06.187]  Well here's the problem is that Hong Kong is controlled by Chinese intelligence.
[00:02:06.507 --> 00:02:09.250]  It's not an independent part of China at all.
[00:02:11.558 --> 00:02:18.963]  I've talked to a bunch of people in Washington today, in official positions, and they're looking at this as a potential Chinese espionage case.
[00:02:19.464 --> 00:02:23.166]  On the face of it, it looks like it's under some sort of Chinese control.
[00:02:23.887 --> 00:02:32.212]  Yes, he's talking to some guys in Washington under official positions who say because this guy was in China, he must be some type of Chinese operative.
[00:02:32.252 --> 00:02:36.535]  He's not an American who is just fleeing for his own safety.
[00:02:37.136 --> 00:02:38.076]  He's now
[00:02:38.917 --> 00:02:40.738]  In conflict with some very powerful people.
[00:02:40.778 --> 00:02:45.961]  Of course, Mr. Snowden is the whistleblower who brought you the news of Verizon, how they're spying on their customers.
[00:02:46.001 --> 00:02:51.864]  I'm pretty sure it's much more than Verizon, but that's the information he was able to attain for himself.
[00:02:51.904 --> 00:02:53.645]  Worked for the NSA for a number of years.
