[00:00:03.677 --> 00:00:03.757]  Yeah.
[00:00:29.608 --> 00:00:29.869]  I don't know.
[00:00:36.434 --> 00:00:39.515]  Good evening, and welcome to the InfoWars Nightly News.
[00:00:39.575 --> 00:00:41.235]  Tonight is Friday, February 8, 2013.
[00:00:41.295 --> 00:00:45.016]  We are live, and I'm your host, Aaron Dykes.
[00:00:45.376 --> 00:00:51.497]  Tonight in the news, a 30-year CIA veteran is talking false flag at the Brookings Institute.
[00:00:51.837 --> 00:00:59.319]  Yet again, another open admission that the Western intelligence agencies run al-Qaeda, and he was there.
[00:00:59.459 --> 00:01:05.460]  Bruce Rydell admits the Algerian intelligence agency is in the business of, quote,
[00:01:05.640 --> 00:01:07.422]  Creating false flag terrorists.
[00:01:08.483 --> 00:01:12.887]  This on the heels, of course, of the BP oil plant attack there in Algeria.
[00:01:13.247 --> 00:01:27.180]  Rydell gives a description of the Algerian Counterterrorism Unit, DRS, and its methods, saying, quote, the DRS is known for its tactic of infiltrating terrorist groups, creating false flag terrorists, and trying to control them.
[00:01:27.660 --> 00:01:40.468]  Rumors have associated the DRS in the past with the Malian warlord, Iyad Aghali, and even with Mokhtar Belmokhtar, the Al-Qaeda terrorist who engaged, engineered the attack on the natural gas plant.
[00:01:41.068 --> 00:01:52.915]  So this is a CIA veteran admitting that the Algerian intelligence agency is in the business of, quote, creating false flag, of course, in concert with Western intelligence agencies.
[00:01:53.316 --> 00:01:55.397]  And it's not the first time Brookings, of course,
[00:01:55.777 --> 00:01:56.317]  We're good.
[00:02:17.222 --> 00:02:24.890]  It could take actions that might make it more likely Tehran would do so, although being too obvious about this could nullify the provocation.
[00:02:25.270 --> 00:02:32.317]  However, since it would be up to Iran to make the provocation move, the United States would never know for sure when it would get the prerequisite
[00:02:32.657 --> 00:02:33.217]  I don't know.
[00:02:51.167 --> 00:02:56.492]  In part, if the Iranians aren't going to compromise, it would be best if someone else started the war.
[00:02:56.873 --> 00:03:05.542]  And those comments went on and on as he listed numerous false flag attacks that started some of the most famous wars in the United States.
[00:03:05.763 --> 00:03:08.145]  Just one among them, the Gulf of Tonkin incident.
[00:03:09.747 --> 00:03:11.950]  Excuse me, the Gulf of Tonkin Institute.
[00:03:12.311 --> 00:03:18.500]  Meanwhile, Massachusetts has banned travel, declaring a state of emergency ahead of the blizzard.
[00:03:18.820 --> 00:03:23.867]  Their governor, Deval Patrick, banned travel as of 4pm today.
[00:03:25.509 --> 00:03:28.870]  And emphasized all non-necessary travel be banned.
[00:03:28.910 --> 00:03:43.395]  Of course he exempted state employees and those doing public safety and utility work, but the law there does impose a $500 fine or even a year in jail if you defy the travel ban under national emergency.
[00:03:43.715 --> 00:03:50.838]  They've got at least 1,000 National Guard units on the way and may have up to 5,000 individuals there for that purpose.
[00:03:51.198 --> 00:04:11.032]  But history has shown that government intervention and especially FEMA's response to natural disasters, take Hurricane Katrina, take Hurricane Sandy, have been completely backwards and counterproductive and have often left citizens without power and under the thumb of government control, taking away their rights and you name it.
[00:04:11.352 --> 00:04:18.918]  California has announced its intention to confiscate semi-autos under new proposed legislation in Kurt Nimmo's article.
[00:04:19.338 --> 00:04:29.767]  Rivaling the harshest-in-the-nation New York laws, and if they pass it, it would not only outlaw all semi-automatics, but would force gun owners to load bullets one at a time.
[00:04:30.107 --> 00:04:31.929]  It comes, of course, with many restrictions.
[00:04:32.349 --> 00:04:43.739]  While the Democrats in Colorado are moving to hold gun manufacturers liable for shootings, it would require them to take out insurance and pay out damages if anyone goes crazy.
[00:04:44.079 --> 00:04:45.380]  It would further restrict
[00:04:45.760 --> 00:04:48.683]  And hold retail sellers of firearms responsible.
