[00:00:22.358 --> 00:00:24.080]  Welcome to the Info Wars Nightly News.
[00:00:24.140 --> 00:00:25.401]  It's Friday, December 27, 2013.
[00:00:27.262 --> 00:00:29.364]  I'm Leanne McAdoo and here's what's coming up tonight.
[00:00:31.687 --> 00:00:42.573]  Tonight, a new gun law coming in 2014 has gun owners stocking up on rifles and shotguns before the new registry begins.
[00:00:43.173 --> 00:00:56.321]  Then, YouTube continues to remove our review of It's a Wonderful Life because big banks don't want you to realize that the classic movie exposes the real modern-day banking cartel.
[00:00:56.761 --> 00:01:01.631]  Plus, Alex Jones says 2014 is key for the Liberty Movement.
[00:01:01.891 --> 00:01:05.338]  That's coming up next on the Info Wars Nightly News.
[00:01:10.353 --> 00:01:15.075]  Well, tonight's theme, 2014, is going to be a key year.
[00:01:15.616 --> 00:01:26.562]  Now, we saw in 2013 the elite really ramping up their efforts for total domination, but they've had to admit that they're about a decade behind in their plans for implementing this New World Order.
[00:01:27.022 --> 00:01:32.825]  And that is, of course, thanks to a very small group of liberty-minded people that continue to expose them.
[00:01:33.445 --> 00:01:38.288]  But they continue to push, and in turn, that means people are waking up even faster.
[00:01:38.908 --> 00:01:43.911]  You would think that they would learn this whole cause and effect situation that we have.
[00:01:44.032 --> 00:01:48.094]  But instead, they continue to push for total submission.
[00:01:48.254 --> 00:01:52.097]  We've got the NSA just reinterpreting the boundaries of the Constitution.
[00:01:52.597 --> 00:01:55.079]  We have a growing police state in this country.
[00:01:55.499 --> 00:02:03.565]  And of course, the one thing that we have that keeps the government in check, the Second Amendment, is being jeopardized every single day.
[00:02:04.085 --> 00:02:08.106]  Take this new law that's going to be passing in California January 1st.
[00:02:08.366 --> 00:02:15.948]  This one's going to require that long gun owners register their weapons, much like handgun owners who are already required to do so in the state.
[00:02:16.568 --> 00:02:24.050]  But with this new push, sales for long guns in the state are up 30 to 50 percent in just the last week of 2013 alone.
[00:02:26.371 --> 00:02:31.779]  Now the new law is going to track the make, model, and serial number of the gun, as well as the person who owns it.
[00:02:32.340 --> 00:02:41.273]  Previously, dealers would just destroy this personal information on long gun owners after a background check was complete, but now they'll register those purchases with the state.
[00:02:42.358 --> 00:02:49.880]  Supporters of the law say that it will improve safety, of course, by making sure that guns get into the hands of the right people.
[00:02:50.340 --> 00:02:58.882]  Because as we've highlighted here on this show so many times before, criminals always go through the proper channels to obtain a firearm.
[00:03:00.103 --> 00:03:05.184]  And another way, of course, that the government is pushing this gun control is through ammo.
[00:03:06.104 --> 00:03:08.646]  And then we'll take the Green Ammo Mandate.
[00:03:09.147 --> 00:03:13.091]  This is the expanded regulations that are issued by the Environmental Protection Agency.
[00:03:13.691 --> 00:03:21.278]  They have forced the closing of the country's last bullet-producing lead smelter in a push for green, lead-free ammunition.
[00:03:21.779 --> 00:03:24.661]  Of course, this means that ammo prices are going to skyrocket.
[00:03:24.921 --> 00:03:28.545]  They'll force the use of more expensive and eco-friendly substitutes.
[00:03:29.471 --> 00:03:30.631]  No, I'm a hippie at heart.
[00:03:30.911 --> 00:03:32.632]  I am all for saving the environment.
[00:03:32.912 --> 00:03:33.532]  I'm all for it.
[00:03:33.572 --> 00:03:37.153]  But these guys do not care about saving the environment.
[00:03:37.533 --> 00:03:41.715]  They care about stripping you of your right to keep and bear arms.
[00:03:42.095 --> 00:03:46.596]  It's all about the ability of the government to force total submission.
[00:03:46.616 --> 00:03:48.897]  I don't understand why the gun grabbers don't get it.
[00:03:49.517 --> 00:03:51.600]  It's not really about the guns.
[00:03:52.101 --> 00:04:00.112]  The Second Amendment is not there to ensure that we can go hunting and shoot squirrels or even protect ourselves from rapers and robbers.
[00:04:00.492 --> 00:04:04.698]  Obviously that is a great benefit of being able to have a gun in your home.
[00:04:04.758 --> 00:04:20.486]  But the Second Amendment was designed to ensure that anyone could retain the right and the means to defend themselves against any threat, any harm, be that an individual gang or a gangster government who would want to violate their trust under the color of law.
[00:04:21.346 --> 00:04:29.610]  This plan is to eviscerate individual sovereignty and replace it with total dependence upon and submission to the state.
[00:04:31.371 --> 00:04:34.272]  I don't understand why gun grabbers can't see the writing on the wall.
[00:04:34.332 --> 00:04:36.553]  It's happened so many times throughout history.
[00:04:36.973 --> 00:04:42.916]  And what's worse, the state can't even handle an entire country of people being dependent upon it.
[00:04:42.976 --> 00:04:48.518]  They've already had to forego the funding for millions of people who are on food stamps.
[00:04:48.538 --> 00:04:52.399]  So what are they going to do when the entire country is dependent upon them to eat?
[00:04:53.820 --> 00:04:55.523]  That's going to be a scary notion.
[00:04:55.583 --> 00:05:09.023]  And of course, it's this spiraling national debt that has now caused a top financial advisor to recommend that all Americans get firearms and ammunition as a key essential in their bug-out pack.
[00:05:10.219 --> 00:05:20.622]  David John Marotta says that while he doesn't agree with the end of the world scenario, he says, I, along with many other economists, agree with many of the concerns expressed in these dire warnings.
[00:05:21.122 --> 00:05:26.703]  And he said that Americans should purchase firearms and ammo to help them stay alive for the first 72 hours of a crisis.
[00:05:30.004 --> 00:05:34.147]  In Murata's case, he doesn't think it's going to be some devastating hurricane.
[00:05:34.207 --> 00:05:41.893]  He says it's probably a looming financial crisis when you consider the growing debt and deficit spending, the devaluation of the U.S.
[00:05:41.953 --> 00:05:45.676]  dollar, its risking status as the reserve currency of the world.
[00:05:45.916 --> 00:05:49.539]  Obamacare was the worst legislation in the past 75 years.
[00:05:50.019 --> 00:05:54.863]  Socialism's on the rise, and then of course the NSA continues to violate portions
[00:05:55.643 --> 00:05:56.764]  of the Constitution.
[00:05:57.384 --> 00:06:06.650]  Now in addition to the firearms and ammunition that Murata recommends is an essential part of your bug-out pack, you can also find a lot of the other things you're going to need for your pack.
[00:06:06.811 --> 00:06:14.636]  For your survival bug-out pack at the Info Wars store, we only sell the highest quality items for the lowest possible price.
[00:06:14.796 --> 00:06:18.939]  You can find storable food, filters, and portable generators.
[00:06:19.679 --> 00:06:36.431]  But while the government continues to spend all of your taxpayer dollars and rack up trillions of dollars of debt that they never intend to repay, local courts are now jailing people who aren't able to pay their fines that are associated with their court costs.
[00:06:37.111 --> 00:06:43.136]  Now, even though reforms have outlawed this practice of debtor's prisons, it's being reborn in local courts.
[00:06:43.736 --> 00:06:51.422]  Now, aside from the legal questions surrounding the practice, jailing poor people who are struggling to pay debts doesn't even make sense.
[00:06:51.702 --> 00:07:01.470]  How are they supposed to work to pay off those fines while they're in jail, and not to mention the fact that it costs taxpayers a lot of money to keep people imprisoned?
[00:07:02.250 --> 00:07:06.994]  Not to mention the fact that it costs taxpayers a lot of money to keep people imprisoned.
[00:07:07.094 --> 00:07:08.756]  Where are the savings?
[00:07:09.236 --> 00:07:24.629]  But before you think that, oh, that can't happen to me, that's just going to happen to poor people, understand that there are a bunch of government-imposed fees that are heading your way in 2014, and they're just going to eat away at you like tiny little carnivorous fish.
[00:07:27.987 --> 00:07:32.510]  Piranha attacked 70 people in Argentina on Wednesday, even biting off one girl's fingers.
[00:07:33.051 --> 00:07:37.394]  Small freshwater fish with big teeth that feed into popular nightmares.
[00:07:38.035 --> 00:07:39.816]  There's something in the water!
[00:07:41.677 --> 00:07:46.581]  Fodder for Hollywood flicks like Piranha 3D.
[00:07:46.901 --> 00:07:51.905]  And piranha attacks are happening all over America, depending on how you define piranha attacks.
[00:07:52.230 --> 00:07:53.671]  You know, a bite here and there.
[00:07:53.971 --> 00:07:58.012]  For example, if you want to eat fish, the price has doubled since 1990.
[00:07:59.293 --> 00:08:00.453]  Wheat prices just jumped by 4.9%.
[00:08:01.994 --> 00:08:06.555]  Chocolate was up 28% for the first 10 months of 2013 and climbing.
[00:08:06.795 --> 00:08:07.876]  And it's not just food.
[00:08:07.896 --> 00:08:10.977]  That other staple, energy costs, is also skyrocketing.
[00:08:11.197 --> 00:08:15.579]  People are paying just for the privilege of getting connected to the surveillance grid with smart meters.
