[00:00:34.142 --> 00:00:35.004]  Good evening, everyone.
[00:00:35.084 --> 00:00:37.488]  Welcome to the Infowars Nightly News.
[00:00:37.628 --> 00:00:38.990]  It is Thursday, March 21st, 2013.
[00:00:39.030 --> 00:00:40.593]  Here's a quick look at what's coming up.
[00:00:45.796 --> 00:00:56.590]  Tonight, on the InfoWars Nightly News, just call it what it is, Monsanto's Protection Act proves that we are under the boot of a full-blown corporatocracy.
[00:00:57.031 --> 00:01:03.079]  Plus, Big Sis buys up billions of rounds of ammo, yet has no comment.
[00:01:03.419 --> 00:01:04.401]  Then... Completely crazy.
[00:01:04.841 --> 00:01:10.904]  InfoWars gets a surprising earful on the nature of conspiracy theories from the public at large.
[00:01:10.924 --> 00:01:12.204]  There's a little bit too much going on.
[00:01:12.224 --> 00:01:13.785]  I don't think we got enough info.
[00:01:14.565 --> 00:01:17.586]  A lot of things that really just don't match up or add up.
[00:01:17.746 --> 00:01:20.888]  All that and more on the InfoWars Nightly News.
[00:01:25.834 --> 00:01:45.658]  Well, it's being called the Monsanto Protection Act, and it would allow Monsanto Corporation to have complete immunity from the federal courts, should anyone dare to try to stop them from planting GMO crops suspected of endangering the public or the environment, for example.
[00:01:46.178 --> 00:01:52.365]  Let's say it were discovered that one of Monsanto's GMO bananas or apples promoted cancer.
[00:01:52.825 --> 00:01:56.589]  The federal courts wouldn't be able to do anything about it.
[00:01:56.949 --> 00:02:02.515]  And Monsanto could simply continue to plant the GMO frankenfood.
[00:02:02.796 --> 00:02:08.822]  And I know it sounds insane, but somehow the Monsanto lobbyists have managed to persuade
[00:02:09.302 --> 00:02:10.423]  We're good to go.
[00:02:32.122 --> 00:02:32.903]  We're good to go.
[00:02:47.039 --> 00:02:59.724]  Thus, making Monsanto Corporation literally more powerful than the federal courts in their never-ending conquest to monopolize the entire food chain.
[00:03:00.184 --> 00:03:10.308]  Now, we do know that, you know, government agencies like the FDA go to great lengths to cover up the potential health damage from genetically modified foods.
[00:03:11.008 --> 00:03:15.234]  And to keep customers in the dark about what they are really eating.
[00:03:15.575 --> 00:03:27.812]  Remember genetically modified foods, engineered foods, you know, they have been linked to all kinds of diseases like obesity, they're connected to cancer, they're also linked to liver failure.
[00:03:28.232 --> 00:03:40.836]  Infertility and all sorts of other diseases and things are about to get a lot worse perhaps as early as next week unless we all stand up and say no.
[00:03:41.536 --> 00:03:46.058]  Washington blog is also reporting on the Monsanto Protection Act
[00:03:46.778 --> 00:03:55.920]  They explain it as a law that has been snuck into the Agriculture Appropriations Bill, which will be approved by March 27th.
[00:03:56.320 --> 00:03:57.801]  Doesn't give us much time.
[00:03:58.101 --> 00:04:06.403]  And it would destroy the separation of powers by stripping courts of the power to challenge genetically modified foods.
[00:04:07.677 --> 00:04:23.210]  The Monsanto Rider, Section 735, uses farmer-friendly happy talk, but is an iron-fisted ploy to allow GMO crops to be planted, even if a court has ruled that planting them is illegal.
[00:04:23.690 --> 00:04:48.547]  And the Weston Price Foundation says if a GMO crop approval was shown to violate the law and require further analysis of its harmful impacts, as several courts have concluded in recent years, for example, with GMO alfalfa and GMO sugar beets, this provision would override any court-mandated caution and allow continued planting and commercialization.
[00:04:53.490 --> 00:04:54.230]  We're good.
[00:05:15.478 --> 00:05:19.440]  We've got about one week to stop this thing, and it's up to all of you.
[00:05:19.540 --> 00:05:20.140]  Help us out.
[00:05:20.280 --> 00:05:21.281]  Try to stop this thing.
[00:05:21.741 --> 00:05:24.603]  Join us in the fight to stop GMO.
[00:05:25.103 --> 00:05:26.684]  There's more details about all this.
[00:05:26.724 --> 00:05:29.086]  You can find it at Infowars.com.
[00:05:29.506 --> 00:05:34.629]  Look, we cannot allow Monsanto Corporation to be above the law.
[00:05:35.309 --> 00:05:36.510]  Not a good idea.
[00:05:36.530 --> 00:05:38.992]  Now look, there is some good news.
[00:05:39.072 --> 00:05:44.476]  We have learned that genetically modified salmon has been rejected.
[00:05:44.756 --> 00:05:48.639]  It's been rejected by Whole Foods, Trader Joe's, Aldi.
[00:05:49.779 --> 00:05:51.141]  And other food retailers.
[00:05:51.981 --> 00:05:55.345]  This from our good friend Mike Adams at Natural News.
[00:05:55.725 --> 00:05:57.848]  And yet another blow to GMOs.
[00:05:58.148 --> 00:05:59.589]  Several major U.S.
[00:05:59.630 --> 00:06:05.656]  food retailers have signed on to the campaign for GE-free seafood.
[00:06:06.156 --> 00:06:11.722]  It is the latest private sector blow to the deceptive biotech industry.
[00:06:13.023 --> 00:06:23.408]  We all know that consumers overwhelmingly reject GMOs, even if the FDA conspires with biotech companies to try to shove genetically engineered food down our throats.
[00:06:23.828 --> 00:06:39.656]  But now, because of the constant grassroots pressure by our listeners, organizations like Natural News, we are finally able to convince food retailers to either label GMOs or reject them outright.
