[00:00:00.691 --> 00:00:01.854]  Coast to Coast.
[00:00:02.235 --> 00:00:03.559]  Direct from Austin.
[00:00:04.301 --> 00:00:07.509]  You're listening to the Alex Jones Broadcasting Network.
[00:00:14.315 --> 00:00:14.936]  Big Brother.
[00:00:15.616 --> 00:00:16.637]  Mainstream media.
[00:00:17.378 --> 00:00:18.499]  Government cover-ups.
[00:00:19.139 --> 00:00:19.940]  You want answers?
[00:00:20.700 --> 00:00:21.601]  Well, so does he.
[00:00:22.262 --> 00:00:25.905]  He's Alex Jones on the GCN Radio Network.
[00:00:26.445 --> 00:00:30.569]  And now, live from Austin, Texas, Alex Jones.
[00:00:35.733 --> 00:00:38.896]  Man, I've got a lot of incredible news to cover today, as we do every day.
[00:00:38.936 --> 00:00:42.339]  But it does, literally, as you know, get crazier by the minute.
[00:00:45.051 --> 00:00:58.641]  But, I sent one of my crew members up to Dallas to poke around for the 50th anniversary of the JFK assassination and just to find out the lay of the land and what's going on.
[00:00:59.041 --> 00:01:08.048]  They're actually planning on blocking, not just right around Dealey Plaza, that's the official story on the city website and on the Dallas Morning News.
[00:01:09.088 --> 00:01:11.950]  They're planning to block it about four or five blocks down
[00:01:12.887 --> 00:01:16.109]  And basically shut down a third of downtown Dallas.
[00:01:17.009 --> 00:01:21.871]  And they tried to claim, the city tried to claim no bullhorns, no demonstrations in the city, period.
[00:01:22.392 --> 00:01:23.872]  And declared there was no First Amendment.
[00:01:24.573 --> 00:01:27.874]  A lawsuit was filed and an injunction was handed down.
[00:01:30.956 --> 00:01:36.979]  And now much of what the city has been trying to do
[00:01:38.188 --> 00:01:38.629]  I don't know.
[00:01:58.160 --> 00:02:07.709]  A hundred thousand flyers and I'm going to be in Dallas next Wednesday night and I will announce a location on Infowars.com Wednesday night.
[00:02:08.210 --> 00:02:16.037]  You will check it on your smartphones if you choose to take this mission and he will put up the flyers in illegal and lawful areas Thursday.
[00:02:16.994 --> 00:02:23.938]  They will pull them down from legal and lawful areas, public commons areas where other handbills are posted under common law.
[00:02:23.978 --> 00:02:26.300]  They'll only tear ours down and claim it's illegal.
[00:02:26.740 --> 00:02:31.523]  We will then hit them again Friday and again Saturday.
[00:02:32.124 --> 00:02:34.945]  They're going to have the entire international media there.
[00:02:35.065 --> 00:02:43.271]  Billions will be tuning in and they want to try to sell the fraud that a lone unicorn fired a bullet
[00:02:44.244 --> 00:02:53.769]  out of a school book building through two trees and hit the president and then at the magic lucky charms Easter Bunny bullet I was able to do all this.
[00:02:53.789 --> 00:02:54.950]  We're not there to debate that.
[00:02:54.990 --> 00:03:00.752]  We've won 90 plus percent of Americans in major polls, even higher with Europeans.
[00:03:01.313 --> 00:03:03.914]  No, the government killed Kennedy, a shadow element of the government.
[00:03:04.875 --> 00:03:11.478]  We've had the lawyers go public, the mistresses go public, the hitman commander go public, E. Howard Hunt,
[00:03:14.302 --> 00:03:16.203]  On and on and on and on.
[00:03:16.263 --> 00:03:22.687]  By the way, he was fingered as the commander of the operation on the ground, the ground captain, the quarterback, you could say, of the big event.
[00:03:23.887 --> 00:03:25.848]  Sued Liberty Lobby and lost.
[00:03:25.949 --> 00:03:33.373]  The court found there was evidence E. Howard Hunt was there and he later admitted, I was there backbenching and running the big event.
[00:03:33.993 --> 00:03:40.697]  We were gonna kill him in Miami and then Chicago, but that Secret Service agent blew the whistle in Chicago.
[00:03:41.860 --> 00:03:43.040]  So Dallas was the place.
