[00:00:05.971 --> 00:00:08.796]  It appears as though something has happened in the motorcade booth.
[00:00:08.856 --> 00:00:11.060]  Something, I repeat, has happened in the motorcade booth.
[00:00:12.831 --> 00:00:15.612]  Who controls the past, controls the future.
[00:00:16.072 --> 00:00:18.892]  Who controls the present, controls the past.
[00:00:19.552 --> 00:00:24.953]  Betha Bin Laden marks the most significant achievement to date in our nation's effort to defeat Al Qaeda.
[00:00:25.273 --> 00:00:27.334]  All you gotta do is start looking around.
[00:00:27.714 --> 00:00:29.334]  Start thinking for yourself.
[00:00:29.594 --> 00:00:31.235]  Start investigating things.
[00:00:31.575 --> 00:00:35.595]  And you will see it all right there.
[00:00:35.635 --> 00:00:37.036]  So you have the power.
[00:00:37.436 --> 00:00:38.876]  Humanity has the power.
[00:00:39.396 --> 00:00:40.517]  We have the power!
[00:00:40.557 --> 00:00:43.899]  If you wanna fight, you better believe you got one!
[00:00:44.719 --> 00:00:49.281]  Let us never tolerate outrageous conspiracy theories.
[00:00:49.882 --> 00:01:00.407]  And for me, give me liberty or give me death!
[00:01:00.707 --> 00:01:01.828]  The answer to 1984 is 1776.
[00:01:09.005 --> 00:01:09.885]  Good evening, everyone.
[00:01:09.945 --> 00:01:12.326]  Welcome to the InfoWars Nightly News.
[00:01:12.446 --> 00:01:13.387]  I'm Darren McBreen.
[00:01:13.527 --> 00:01:18.989]  It is Friday, May 24, 2013, and here's a quick look at what's coming up.
[00:01:21.050 --> 00:01:26.952]  Tonight, while China destroys genetically modified corn produced in the U.S., the U.S.
[00:01:27.052 --> 00:01:31.433]  government attempts to jail a Wisconsin raw milk farmer for years.
[00:01:32.194 --> 00:01:33.714]  Are we living in an idiocracy?
[00:01:36.075 --> 00:01:37.936]  Mike Judge tells us what he thinks.
[00:01:38.911 --> 00:01:42.233]  All that and more on tonight's InfoWars Nightly News.
[00:01:50.658 --> 00:01:58.322]  Well, it looks like a loophole in Barack Obama's health care plan makes it very attractive for U.S.
[00:01:58.382 --> 00:02:01.624]  employers to hire illegal immigrants.
[00:02:02.124 --> 00:02:04.465]  And this instead of hiring legal U.S.
[00:02:04.505 --> 00:02:04.986]  citizens.
[00:02:05.626 --> 00:02:14.171]  And if it's not fixed before the bill passes, millions of jobs across the country will be filled by illegal aliens.
[00:02:14.631 --> 00:02:21.875]  This is yet another incentive by the Obama administration to persuade foreigners to enter the country illegally.
[00:02:22.515 --> 00:02:24.536]  The floodgates are wide open.
[00:02:25.337 --> 00:02:27.138]  It's amnesty for all.
[00:02:28.186 --> 00:02:34.592]  And, you know, according to the Immigration Reform Bill, any illegal immigrant who's been in the U.S.
[00:02:34.793 --> 00:02:41.719]  since on or before December 31, 2011 may apply for provisional status.
[00:02:42.160 --> 00:02:48.866]  And within 13 years, they may be granted lawful permanent resident status.
[00:02:49.827 --> 00:02:56.174]  And during that 13-year time frame, the illegal immigrant must be employed by a U.S.
[00:02:56.294 --> 00:03:00.559]  employer and must be able to provide proof of employment.
[00:03:01.019 --> 00:03:01.600]  But wait a minute.
[00:03:02.261 --> 00:03:04.103]  I thought it was illegal.
