[00:00:07.739 --> 00:00:10.080]  Waging war on corruption.
[00:00:10.100 --> 00:00:27.225]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:00:27.345 --> 00:00:31.947]  Wayne Madsen was on with us about four months ago.
[00:00:32.927 --> 00:00:34.548]  He was on with us a couple of years ago as well.
[00:00:35.108 --> 00:00:36.449]  He was on with us a decade ago.
[00:00:38.649 --> 00:00:47.273]  And even before that, back in the late 1990s, he was exposing what was going on with the National Security Agency.
[00:00:48.994 --> 00:00:55.417]  And how it was spying on corporations, how it was spying on individuals, how it was spying on foreign leaders.
[00:00:56.117 --> 00:01:00.359]  Now Wayne should know he was part of secret internal NSA security.
[00:01:01.511 --> 00:01:04.974]  Known as the Q Group today, that's how he knows about things like the Q Group.
[00:01:04.994 --> 00:01:12.840]  He had a different name back then, so that's why he was the type of person that would know way more than somebody like Snowden.
[00:01:13.680 --> 00:01:18.864]  But he's always had to be very, very careful and not release any information.
[00:01:18.965 --> 00:01:28.472]  He has, just like Dr. Bob Bowman, the former head of Star Wars, could only point out what they had accidentally leaked or improperly declassified.
[00:01:31.147 --> 00:01:43.276]  And so it was Wayne Madsen that first exposed the Q-grip, they pulled it down off the London Guardian, and then of course months later, Time Magazine, Newsweek, CNN, they could all report on it, but Whitewashington.
[00:01:43.636 --> 00:01:49.201]  He will be joining us in an in-depth look, as much as he can say, about inside the National Security Agency.
[00:01:50.793 --> 00:02:01.780]  Coming up, and what this really signifies, because you'd think you'd see Wayne Madsen, who's on record being one of the biggest NSA whistleblowers of all time, back when they didn't arrest you for it in the 1990s.
[00:02:02.660 --> 00:02:04.381]  James Bamford got a lot of his info.
[00:02:05.502 --> 00:02:06.863]  Best-selling author on the subject from him.
[00:02:09.264 --> 00:02:11.485]  But now, obviously, he cannot give out the info.
[00:02:11.525 --> 00:02:15.428]  They will kill you or arrest you, because what they're doing is so criminal.
[00:02:16.536 --> 00:02:17.757]  And how they're using the data.
[00:02:18.097 --> 00:02:23.400]  We saw the asinine statement yesterday by the White House that they don't use spying data for economic reasons.
[00:02:24.701 --> 00:02:31.265]  And then the inferred propaganda is, oh we really do, but it's for America.
