[00:00:18.527 --> 00:00:18.787]  We're good.
[00:00:51.694 --> 00:00:52.194]  Good evening.
[00:00:52.234 --> 00:00:54.436]  You're watching InfoWars Nightly News.
[00:00:54.636 --> 00:00:55.837]  I'm David Ortiz.
[00:00:55.957 --> 00:01:02.341]  It's Monday, the 18th of February of 2013, and here are our top stories.
[00:01:03.142 --> 00:01:11.808]  Well, it seems that New York City is starting an initiative that could be very concerning and could spread like wildfire throughout the nation.
[00:01:12.348 --> 00:01:20.696]  According to an article posted on the New York Post, the headline reads, Scoop the Nuts Mentally Ill Roundup Plan After Train Pushes.
[00:01:21.077 --> 00:01:28.024]  Essentially what the article says is that recently there have been a couple of mentally ill individuals who have pushed people...
[00:01:28.844 --> 00:01:44.124]  on subway platforms into trains and as a result they don't want an epidemic starting so they're going to make sure that all mentally ill individuals take their medication if an informant, a family member, comes to them the Department of Health and says hey listen
[00:01:44.865 --> 00:01:47.107]  Um, my loved one is not taking their medication.
[00:01:47.547 --> 00:01:58.516]  They're now going to demand that they take it, and if they cannot find that individual, they're going to use high-tech technology to track them down and make sure they take their medication.
[00:01:58.556 --> 00:02:08.804]  Now, while this may sound light-hearted and it may sound like it makes a lot of sense, could this start a disturbing trend where, uh, you know, local law enforcement officials
[00:02:09.564 --> 00:02:26.893]  on demand that you take your medication your vaccines and if you don't they will track you down using GPS technology chip technology it could really start a disturbing trend and like typical liberals only a couple of train pushes occurred
[00:02:27.453 --> 00:02:32.738]  With mentally ill individuals, but that's all they need to propose draconian legislation.
[00:02:32.758 --> 00:02:43.028]  Just a couple of people getting hurt like you see with assault weapons for liberals in New York City to propose draconian legislation according to Department of Health officials before...
[00:02:44.056 --> 00:02:53.344]  Um, they would just, you know, if a family member said, my loved one who's mentally ill is not taking their medication, they would just go to their home address and try to make them do it.
[00:02:53.444 --> 00:02:56.747]  But if they were off the grid, they couldn't do anything about it.
[00:02:56.807 --> 00:03:01.011]  So it doesn't matter if you're off the grid now, local government officials are coming after you.
[00:03:01.411 --> 00:03:03.973]  And we now know that we live in a world with vaccinations.
[00:03:04.013 --> 00:03:06.335]  In the state of New Jersey, they're proposing legislation.
[00:03:06.615 --> 00:03:12.559]  And in states nationwide, where it's going to be extremely difficult for you to opt out of vaccine programs, your kids.
[00:03:13.099 --> 00:03:14.821]  So could this be starting a precedent?
[00:03:15.361 --> 00:03:19.664]  And they're saying that they're doing this because they don't want to be held liable.
[00:03:19.724 --> 00:03:29.171]  The city, if one of those people goes off the rails and hurts someone, and a Department of Health individual for New York City says, they're just trying to get these people help.
[00:03:29.711 --> 00:03:30.592]  How loving.
[00:03:31.312 --> 00:03:35.574]  So, could local law enforcement authorities be coming after you if you don't take their vaccines?
[00:03:36.334 --> 00:03:40.496]  New York City is always great at beta testing the nanny state.
[00:03:41.316 --> 00:03:50.300]  Now, speaking of tyranny and other news, the Chief of Police in Chicago is demonizing Second Amendment supporters.
[00:03:50.320 --> 00:03:51.581]  This is truly amazing.
[00:03:51.621 --> 00:03:56.323]  According to an article posted on WashingtonTimes.com, the Chief of Police
[00:03:57.484 --> 00:04:15.059]  Gary McCarthy of Chicago says, this is according to the Illinois State Rifle Association that's quoted in the article, he was conducting an interview, Gary F. McCarthy, the Chief of Police of Chicago, and he said that firearm owners who lobby their representatives or who donate money to political campaigns
[00:04:15.459 --> 00:04:21.063]  For second amendment issues are guilty of corruption and of endangering public safety.
[00:04:21.123 --> 00:04:28.028]  It's truly amazing these gun grabbers continue and that individual McCarthy, he used to be the chief of police in Newark.
[00:04:28.940 --> 00:04:31.841]  He tried these little gun buyback programs, and they didn't work!
[00:04:32.362 --> 00:04:33.102]  They didn't work!
[00:04:33.442 --> 00:04:40.645]  So now he's spreading his cancerous ideology to the city of Chicago, and that cancerous ideology is spreading throughout the country.
[00:04:41.005 --> 00:04:42.366]  These gun grabbers don't start.
[00:04:42.406 --> 00:04:45.967]  Their argument was always, we're only going after the assault weapons.
[00:04:46.047 --> 00:04:46.527]  Remember that?
[00:04:47.088 --> 00:04:49.449]  And now, they're really demonizing you.
[00:04:49.469 --> 00:04:54.711]  They're saying that if you donate money to political campaigns of staunch Second Amendment supporters,
[00:04:55.291 --> 00:04:56.773]  Not of assault weapon supporters.
[00:04:56.974 --> 00:04:58.396]  Staunch Second Amendment supporters.
[00:04:58.716 --> 00:04:59.757]  You're bad.
[00:05:00.158 --> 00:05:05.445]  It was Piers Morgan a couple of weeks ago who said his ultimate goal is for no Americans to have any guns.
[00:05:05.485 --> 00:05:07.968]  He wishes that no Americans could have any guns.
[00:05:08.729 --> 00:05:11.253]  Mayor Michael Bloomberg, when asked by Piers Morgan,
[00:05:11.693 --> 00:05:13.936]  Do you think Americans have the right to bear arms?
[00:05:13.976 --> 00:05:15.417]  What did Mayor Michael Bloomberg say?
[00:05:15.718 --> 00:05:18.601]  Well, it doesn't matter what I think.
[00:05:18.721 --> 00:05:21.805]  The courts have ruled that Americans have the right to bear arms.
[00:05:21.865 --> 00:05:25.749]  Translation, of course I don't think these peasants should have arms.
[00:05:26.570 --> 00:05:28.992]  But the Supreme Court tells me I'm tyrannical.
[00:05:29.713 --> 00:05:31.975]  State Supreme Courts tell me I'm tyrannical.
[00:05:32.335 --> 00:05:34.037]  So I have no power in the matter.
[00:05:34.077 --> 00:05:35.418]  I have to abide by these laws.
[00:05:35.739 --> 00:05:43.826]  And for those that say, David, we're only after your assault weapons, we don't mind if you protect yourself in your home, it's important to note that in 13 U.S.
[00:05:43.846 --> 00:05:45.448]  states you cannot conceal carry.
[00:05:46.248 --> 00:05:52.954]  There was actually legislation in New York State that was proposed so that homeowners could only have one bullet in their magazine.
[00:05:53.534 --> 00:05:54.895]  One bullet in their magazine.
[00:05:55.375 --> 00:05:58.218]  So their goal is to disarm the American people.
[00:05:58.498 --> 00:06:02.141]  That is their goal, but they're using the assault weapons argument
[00:06:02.801 --> 00:06:04.143]  Um, to get that accomplished.
[00:06:04.163 --> 00:06:12.490]  Now, speaking of an attack on the Second Amendment, it seems that Washington State is also proposing a bill that will seek to criminalize gun ownership.
[00:06:12.530 --> 00:06:16.915]  That's why it's so important that we not only keep our eyes on what Diane Frankenstein is doing,
[00:06:17.615 --> 00:06:24.580]  But that we keep our eyes on our states, because we could celebrate a victory if the federal assault weapons ban doesn't pass.
[00:06:25.080 --> 00:06:30.344]  But you know, don't jump for joy because your state might pass an assault weapons ban, or your county.
[00:06:30.464 --> 00:06:32.265]  You have to stay on these criminals.
[00:06:32.765 --> 00:06:38.849]  According to the New American, the article headline reads, Washington state senators seek to criminalize gun ownership.
[00:06:39.870 --> 00:06:46.793]  And Bill SB 5737 defines assault weapons as follows.
[00:06:47.474 --> 00:07:02.221]  Any semi-automatic pistol or semi-automatic or pump-action rifle or shotgun that is capable of accepting a detachable magazine with a capacity to accept more than 10 rounds of ammunition and that also possesses any of the following.
[00:07:02.581 --> 00:07:04.922]  If the firearm is a rifle or shotgun,
[00:07:05.522 --> 00:07:06.163]  We're good to go!
