[00:00:02.694 --> 00:00:07.535]  You're listening to GCN, the Genesis Communications Radio Network.
[00:00:14.556 --> 00:00:15.197]  Big Brother.
[00:00:15.857 --> 00:00:16.917]  Mainstream media.
[00:00:17.617 --> 00:00:18.797]  Government cover-ups.
[00:00:19.378 --> 00:00:20.238]  You want answers?
[00:00:20.258 --> 00:00:21.878]  Well, so does he.
[00:00:22.518 --> 00:00:26.139]  He's Alex Jones on the GCN Radio Network.
[00:00:26.699 --> 00:00:30.760]  And now, live from Austin, Texas, Alex Jones.
[00:00:32.881 --> 00:00:35.083]  Hello on this Friday, 6-21.
[00:00:35.143 --> 00:00:39.427]  This is David Knight, and we are here live in Austin, but Alex Jones is not here.
[00:00:39.487 --> 00:00:43.331]  Actually, Alex is working on the next big blockbuster.
[00:00:43.831 --> 00:00:46.013]  The next installment of the Obama Deception.
[00:00:46.414 --> 00:00:47.615]  You know, it's very important.
[00:00:48.215 --> 00:00:53.117]  These documentaries, people ask why we cover Hollywood, why we review films, why we do documentaries.
[00:00:53.677 --> 00:00:59.000]  In a documentary, you can lay out the facts in a way that you just don't have time to cover it on the news.
[00:00:59.060 --> 00:01:05.162]  So we can cover what's happening, and it's important that you know what's going on, keep your ear to the ground, and keep informed.
[00:01:05.222 --> 00:01:11.705]  But when you really want to understand what's behind the news, when you really want to get the broader and deeper picture,
[00:01:12.325 --> 00:01:13.865]  Nothing does that like a documentary.
[00:01:13.925 --> 00:01:15.386]  So we're all about documentaries here.
[00:01:15.406 --> 00:01:29.969]  As a matter of fact, we've got an exclusive on State of Mind, which is a new documentary coming out from the people that brought us The Noble Lie, which was a expose of the Oklahoma City bombing.
[00:01:30.769 --> 00:01:33.410]  State of Mind, the psychology of mind control.
[00:01:33.830 --> 00:01:37.971]  And if you pre-book that right now, you get a free copy of The American Dream.
[00:01:38.011 --> 00:01:38.651]  It's a great
[00:01:39.304 --> 00:01:45.887]  Cartoon version that explains what's going on with our banking system, how we got into this mess, follows the money trail.
[00:01:45.967 --> 00:01:49.569]  It does it in a very fun, very informative way for people.
[00:01:49.609 --> 00:01:50.770]  It's a great way to wake people up.
[00:01:51.470 --> 00:01:54.171]  But, you know, the mind control thing is also very important.
[00:01:54.191 --> 00:02:00.595]  It's important for people to understand that this is something that is not just, you know, tinfoil hat conspiracy stuff.
[00:02:00.615 --> 00:02:02.916]  This is something that's been going on for a long time.
[00:02:03.576 --> 00:02:08.739]  It's been discussed, it's been released in classified documents that have been declassified.
[00:02:09.599 --> 00:02:17.344]  The government's been working on this since the fifties at least, and this is something that is in our second hour.
[00:02:17.384 --> 00:02:23.707]  We're going to have on the show Dr. William Pepper, and he is actually defending Sirhan Sirhan.
[00:02:23.747 --> 00:02:25.428]  You might think that's an open and shut case.
[00:02:25.729 --> 00:02:26.949]  Actually, it isn't.
[00:02:27.650 --> 00:02:30.391]  There's some new evidence that was brought to light by some
[00:02:31.872 --> 00:02:33.113]  Advances in technology.
[00:02:33.213 --> 00:02:41.917]  In 2004, they discovered an audio recording that had not really been analyzed before, and they didn't really have the technology to analyze it before 2004.
[00:02:43.278 --> 00:02:53.923]  But with this new technology, with this new recording, they heard that there were not just eight gunshots, that is what could be held from Sirhan Sirhan's gun, but actually 13.
[00:02:53.963 --> 00:02:59.366]  And so we're going to be talking to Dr. Pepper, and he was also involved in
[00:03:00.399 --> 00:03:05.963]  A trial of James Earl Ray, the accused assassin of Martin Luther King.
[00:03:06.644 --> 00:03:09.746]  And he never had a trial because he confessed.
[00:03:10.727 --> 00:03:18.092]  Seems like they always manage to get people to have a confession plea bargain them down to a life in prison or something like that.
[00:03:19.353 --> 00:03:22.895]  So they don't have to have a trial, so there's no discovery or discussion of the evidence.
[00:03:23.456 --> 00:03:26.018]  And that's what happened in James Earl Ray's case.
[00:03:26.798 --> 00:03:30.079]  And he never had a trial, but this was the trial that he never had.
[00:03:30.779 --> 00:03:33.500]  And it was done as a television trial with Dr. Pepper.
[00:03:33.740 --> 00:03:36.161]  And the King family wanted to have this trial done.
[00:03:36.741 --> 00:03:39.902]  And we'll be talking to him about the revelations of that.
[00:03:39.942 --> 00:03:42.483]  We've also got Paul Joseph Watson coming up in the third hour.
[00:03:43.483 --> 00:03:48.747]  And we're going to be talking about this breaking case of Michael Hastings in LA.
[00:03:49.628 --> 00:03:56.433]  And it has all the hallmarks, in my opinion, of a bomb and not a simple car accident.
[00:03:56.853 --> 00:04:00.776]  It just doesn't look like any kind of car accident, any kind of fire.
[00:04:00.836 --> 00:04:02.338]  Fiery crashes are very rare.
[00:04:03.120 --> 00:04:07.603]  You typically don't see the engine ejected at a 90 degree angle.
[00:04:07.643 --> 00:04:09.064]  There's a picture of it up there on the screen.
[00:04:09.544 --> 00:04:13.968]  You don't see the kind of damage to the front end that's going to cause the fire to start.
[00:04:14.148 --> 00:04:15.489]  Fires in cars that...
[00:04:16.445 --> 00:04:16.685]  That's right.
[00:04:36.361 --> 00:04:37.422]  New Mercedes.
[00:04:37.842 --> 00:04:42.666]  They really do have some pretty good technology in terms of keeping the engines of the cars, believe it or not.
[00:04:43.166 --> 00:04:46.628]  That's kind of where they hang their bailiwick, is on the safety issue.
[00:04:46.668 --> 00:04:49.490]  And they do it as good as anybody else, if not better.
[00:04:49.570 --> 00:04:51.832]  So we're gonna be talking to Paul about that in the third hour.
[00:04:51.932 --> 00:04:52.432]  Stay tuned.
[00:04:52.452 --> 00:04:53.173]  We'll be right back.
[00:05:10.266 --> 00:05:13.889]  Are we choosing our own destiny or has it been pre-selected for us?
[00:05:14.129 --> 00:05:19.413]  As we've moved through history, every great leader has had to understand the potential of information.
[00:05:19.654 --> 00:05:27.220]  Billions of dollars have been spent privately and publicly looking at how to tap into your psyche.
[00:05:27.380 --> 00:05:36.507]  From compulsory state education to the Hollywood media brainwashing machine, we are kept in perpetual bondage to the ideas that shape our actions.
[00:05:36.687 --> 00:05:43.691]  When somebody obscures that feedback loop between you observing and testing it out and verifying it, they can take total control of your awareness.
[00:05:43.852 --> 00:05:46.753]  All of this is happening so fast, you need to be ahead of the game.
[00:05:46.913 --> 00:05:53.658]  How to engineer the opinion of the American people so that they would not only endorse but demand a war.
[00:05:54.853 --> 00:05:56.734]  There is an increased need to support our immunity and health.
[00:06:15.274 --> 00:06:21.177]  At Silver Lungs, we are committed to meeting your needs by providing a full selection of silver-based products.
[00:06:22.277 --> 00:06:33.083]  Our most popular silver-based products are the 32-ounce NanoSilver solutions, our 2-ounce NanoSilver nasal applicators, as well as our all-natural silver soaps.
[00:06:34.218 --> 00:06:37.520]  Just released is our 100% natural silver gel.
[00:06:38.480 --> 00:06:44.704]  Our new silver gel is not based on synthetic gelling agents, which quickly evaporate and leave the silver at the surface.
[00:06:45.785 --> 00:06:56.691]  But rather, we have formulated our silver gel using the natural skin nourishing chemistry of aloe vera, to quickly penetrate and nourish the skin, while delivering the silver more effectively.
[00:06:57.662 --> 00:07:05.368]  Visit www.SilverLungs.com and click on our store page to find what silver-based products are best for you.
[00:07:06.429 --> 00:07:09.411]  That's www.SilverLungs.com.
