[00:00:01.753 --> 00:00:02.915]  Coast to coast.
[00:00:03.296 --> 00:00:04.579]  Direct from Austin.
[00:00:05.340 --> 00:00:08.547]  You're listening to the Alex Jones Broadcasting Network.
[00:00:14.588 --> 00:00:18.750]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:19.410 --> 00:00:20.231]  You want answers?
[00:00:20.991 --> 00:00:21.912]  Well, so does he.
[00:00:22.532 --> 00:00:26.134]  He's Alex Jones on the GCN Radio Network.
[00:00:26.734 --> 00:00:30.796]  And now, live from Austin, Texas, Alex Jones.
[00:00:41.494 --> 00:00:47.061]  Ladies and gentlemen, thank you for joining us on this Monday edition, the 9th day of December, 2013.
[00:00:50.814 --> 00:00:59.477]  We've got Dr. Jerome Corsi on the fact that Obama is trying to become a dictator and that that's now becoming mainstream news, finally, and what he thinks Obama's going to pull.
[00:01:00.238 --> 00:01:12.602]  Joining us for 30 minutes at the bottom of the next hour, I will open the phones up in this hour into the next hour for first-time callers, long-time callers, people that agree, disagree, have a question, have a comment, we'll open the phones up, we'll give the number out in the next segment.
[00:01:12.922 --> 00:01:14.503]  There's obviously a ton of important news.
[00:01:15.143 --> 00:01:16.384]  By the way, you know that Lt.
[00:01:16.444 --> 00:01:16.744]  Col.
[00:01:16.844 --> 00:01:29.175]  Bateman who wrote an article for Esquire magazine saying, we will take it from your cold dead hands, your guns, we will confiscate everything but smoothbore muskets, black powder guns for hunting?
[00:01:31.917 --> 00:01:41.405]  Turns out he does work for Homeland Security and it turns out that he actually called up a friend of mine who's an Army, formerly an Army officer,
[00:01:42.483 --> 00:01:43.865]  Uh, who works at a local business.
[00:01:43.905 --> 00:01:44.867]  I'm not going to say his name.
[00:01:44.907 --> 00:01:49.593]  In fact, Matt hasn't even, there's his first name, said that I couldn't talk about it.
[00:01:49.613 --> 00:01:51.216]  In fact, he wants to come on the show, but I'm going to wait.
[00:01:53.427 --> 00:02:04.190]  And the point is he sent Bateman a email saying, how dare you be an army officer and talk about taking guns and what are you doing in photos wearing some royal medal around your neck?
[00:02:04.771 --> 00:02:05.851]  I dare you to call me.
[00:02:05.991 --> 00:02:08.932]  Bateman called him yesterday from England.
[00:02:09.732 --> 00:02:10.793]  He lives in England.
[00:02:10.813 --> 00:02:15.334]  So I made these Benedict Arnold jokes of him being looking like a red coat in the photos.
[00:02:15.794 --> 00:02:18.055]  That's because we think those are British medals.
[00:02:19.065 --> 00:02:23.568]  And the point is, is I had Nico this morning call the number and he's at work.
[00:02:25.089 --> 00:02:27.050]  And his wife works for the State Department.
[00:02:27.951 --> 00:02:30.993]  By the way, he told Matt all this in like a long conversation.
[00:02:32.113 --> 00:02:34.815]  In fact, I'll just call Matt up right now.
[00:02:37.697 --> 00:02:38.518]  What do I do with my phone?
[00:02:38.538 --> 00:02:40.539]  I actually had my cell phone just a minute ago in my hand.
[00:02:42.680 --> 00:02:44.822]  I can't keep track of everything anymore, ladies and gentlemen.
[00:02:45.836 --> 00:02:46.856]  In this crazy office.
[00:02:47.897 --> 00:02:57.800]  Uh, the point is, is that, uh, it's that she said Bateman should be home in a couple hours and we'll see if he calls us up and comes on the show.
[00:02:58.820 --> 00:03:05.022]  But, uh, it is certainly pretty crazy to have this type of stuff going on.
[00:03:05.782 --> 00:03:10.703]  And when, when we said we're with InfoWars, Nico said, she goes, Oh, InfoWars.
[00:03:11.224 --> 00:03:11.964]  I know that.
[00:03:13.044 --> 00:03:13.944]  I bet they do.
[00:03:14.665 --> 00:03:14.925]  So,
[00:03:16.121 --> 00:03:19.302]  I really want to get this guy on the air and I'm going to be nice and let him talk.
[00:03:20.383 --> 00:03:23.404]  But the big thing is it looks like he responds to being taunted.
[00:03:24.224 --> 00:03:27.126]  So if Bateman doesn't come on the show, he's a chicken.
[00:03:28.766 --> 00:03:29.567]  So there you go.
[00:03:29.607 --> 00:03:32.388]  He needs to come on and say all this stuff.
[00:03:33.108 --> 00:03:36.810]  And reportedly I saw comments on InfoWars that he's been contacting other people.
[00:03:37.677 --> 00:03:39.158]  The email and Facebook and stuff.
[00:03:39.178 --> 00:03:41.200]  So he's apparently a busy beaver.
[00:03:41.680 --> 00:03:44.763]  Scroll down, he's got some British royalty hanging around his neck.
[00:03:44.783 --> 00:03:46.565]  I mean, this is getting really weird.
[00:03:47.485 --> 00:03:50.027]  And so I was saying, you know, moved to another country.
[00:03:50.087 --> 00:03:50.908]  I guess he has.
[00:03:53.711 --> 00:03:54.992]  At least he lives in England.
[00:03:55.832 --> 00:03:58.935]  And he's over there, I guess, promoting King George the 18th or something.
[00:03:59.535 --> 00:04:04.400]  So that's just some of the news that we have.
[00:04:05.592 --> 00:04:07.856]  That we have on that front today.
[00:04:09.379 --> 00:04:16.052]  Guys, I think I may have left my phone in McBrain's office on his desk because I was in there talking to him about 30 minutes ago.
[00:04:17.227 --> 00:04:19.568]  I don't know, let's just call my phone and walk around the office until we find it.
[00:04:20.028 --> 00:04:20.368]  Please.
[00:04:21.088 --> 00:04:27.929]  It's not really a phone, it's a government-issued Trojan horse, slave tracker, microwave oven to fry my brain.
[00:04:28.430 --> 00:04:29.850]  But it has a lot of uses.
[00:04:30.610 --> 00:04:43.433]  So I have accepted the gift made by slaves, forged in pain and evil, the satanic palace of communist Chinese slaved-ins,
[00:04:45.035 --> 00:04:52.859]  And I do attempt to use the evil ring of Mordor as a tool against Mordor, but we all know how that ends.
[00:04:54.020 --> 00:04:58.822]  Ladies and gentlemen, we'll be right back with all the big news and more.
[00:04:58.922 --> 00:05:02.764]  And maybe, Lieutenant Colonel, we're gonna get your guns baitman.
[00:05:03.545 --> 00:05:06.346]  And I want to reach out to all these colonels teaching gun confiscation.
[00:05:06.426 --> 00:05:07.947]  I want them on the broadcast.
[00:05:10.475 --> 00:05:15.577]  Alex Jones here, and I want to tell you about a longtime friend of the show, My Patriot Supply.
[00:05:15.937 --> 00:05:24.421]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[00:05:24.821 --> 00:05:32.144]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[00:05:32.664 --> 00:05:40.047]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[00:05:40.547 --> 00:05:43.948]  I personally store and use their high-quality products.
[00:05:44.508 --> 00:05:48.149]  It tastes great, and it's easy to store for up to 25 years.
[00:05:48.689 --> 00:05:55.291]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[00:05:55.851 --> 00:06:02.573]  Visit mypatriotsupply.com forward slash Alex today, with the New World Order making rapid advances on every front.
[00:06:03.053 --> 00:06:07.094]  It is essential to prepare with My Patriot Supply today.
[00:06:09.830 --> 00:06:12.911]  Alex Jones here with a very important announcement for truth seekers.
[00:06:13.291 --> 00:06:19.013]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[00:06:19.233 --> 00:06:25.636]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[00:06:25.816 --> 00:06:31.238]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[00:06:31.518 --> 00:06:35.159]  This film exposes the fraud that Obama is like nothing I've seen.
[00:06:35.319 --> 00:06:38.922]  If you want to know who Obama's real daddy is, this is the film for you.
[00:06:39.162 --> 00:06:43.525]  Don't forget, your purchase supports our broadcast and our growing media network.
[00:06:43.745 --> 00:06:46.087]  You'll also find it at Infowarshop.com.
