[00:00:00.993 --> 00:00:01.553]  We've got it.
[00:00:01.593 --> 00:00:08.017]  This transmission is coming to you.
[00:00:08.117 --> 00:00:12.239]  Waging war on corruption.
[00:00:12.460 --> 00:00:22.105]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:22.205 --> 00:00:28.889]  Every progressive show, as we progress into the future,
[00:00:30.282 --> 00:00:38.293]  Each passing broadcast is just getting more and more hardcore, more and more jam-packed with absolutely off-the-charts news and information.
[00:00:40.236 --> 00:00:45.163]  It is fortunate that you tuned in to this Sunday, the sixth day.
[00:00:46.395 --> 00:00:52.798]  of January 2013 broadcast because it's going to be a very important transmission to say the least.
[00:00:53.178 --> 00:01:02.882]  Coming up in 30 minutes, Police Chief Mark Kessler is going to be joining us with state-level nullification at the town council level.
[00:01:04.309 --> 00:01:13.817]  In Pennsylvania, they are moving to get a law passed to mobilize their town against the globalists and violations of the Bill of Rights and Constitution.
[00:01:14.397 --> 00:01:16.639]  And the Declaration of Independence gives them that power.
[00:01:17.540 --> 00:01:19.041]  And he is coming on the show.
[00:01:19.101 --> 00:01:21.283]  We found out he's a listener as well.
[00:01:21.323 --> 00:01:21.763]  That's good.
[00:01:22.664 --> 00:01:26.447]  It's good to know there's a fellow liberty lovers out there across the nation and the world.
[00:01:26.888 --> 00:01:31.712]  And that's what my plan, and Ron Paul's plan as well, has been nullification.
[00:01:32.492 --> 00:01:34.254]  At the county, city, state level.
[00:01:35.275 --> 00:01:37.157]  Nullification short of secession.
[00:01:37.217 --> 00:01:40.440]  But if we have secession, it's not from the United States.
[00:01:40.860 --> 00:01:47.747]  It's to have the states pull out of the federally occupied New World Order system and to re-upload the Republic.
[00:01:48.288 --> 00:01:49.609]  And people are hearing that message.
[00:01:49.629 --> 00:01:51.591]  There's a bunch of states moving in that direction.
[00:01:51.611 --> 00:01:54.153]  A lot of towns and counties and cities on different fronts.
[00:01:54.173 --> 00:01:54.714]  And here's the deal.
[00:01:56.545 --> 00:02:06.447]  If 800 plus cities and more than 30 states do not arrest illegal aliens for having no insurance, being drunk, being here illegally, they're above the law.
