[00:00:20.723 --> 00:00:22.384]  Welcome to the Infowars Nightly News.
[00:00:22.484 --> 00:00:23.144]  I'm David Knight.
[00:00:23.244 --> 00:00:27.206]  It's Monday, October the 14th, 2013, and here are our top stories.
[00:00:29.287 --> 00:00:34.389]  Tonight, domestic opposition continues to gain veteran memorials.
[00:00:35.209 --> 00:00:38.891]  Then, Michael Savage joins the hunt for missing nukes.
[00:00:40.382 --> 00:00:43.446]  And food stamp recipients ransack a Walmart.
[00:00:44.007 --> 00:00:47.212]  That's next on the Info Wars Nightly News.
[00:00:47.652 --> 00:00:55.303]  Let me tell you something, when these things implode like this, it'll implode so bad that the globalists won't even be able to ship in food and stuff for themselves.
[00:00:56.254 --> 00:01:01.656]  Well, it was just five weeks ago that InfoWars broke the story of nukes being moved secretly at Dyess Air Force Base.
[00:01:01.937 --> 00:01:06.018]  Now, these were nukes that were not supposed to be there, and we were told they were going to South Carolina.
[00:01:06.078 --> 00:01:17.864]  Later, we found out that Lindsey Graham was fear-mongering about terrorist attacks, nuclear terrorist attacks, in Charleston, South Carolina, and we learned that the number two missile commander was dismissed on that same day.
[00:01:18.644 --> 00:01:27.036]  Now, when that happened, a retired Air Force General, Eugene Habinger, said, I know of no other case ever of a deputy commander who was relieved for cause.
[00:01:27.096 --> 00:01:29.660]  Now, he was the commander from 1996 to 1998, and it was a nonsense charge.
[00:01:29.680 --> 00:01:31.442]  He's not been charged by local authorities.
[00:01:35.768 --> 00:01:37.449]  But then it got much stranger on Friday.
[00:01:37.530 --> 00:01:42.093]  The number one commander of missile commands, nuclear missiles, was dismissed.
[00:01:42.914 --> 00:01:49.119]  And no one else, other than InfoWars and Michael Savage, are interested in reporting this story.
[00:01:49.600 --> 00:01:58.968]  The crony media isn't interested in investigating anything about nukes being moved, or even what appears to be an unprecedented purge of top-level nuclear commanders.
[00:01:59.648 --> 00:02:08.531]  And the fact that these firings were leaked in an email, and the email said that it was due to a lack of trust over a temporary assignment.
[00:02:09.151 --> 00:02:12.592]  This is a general who's in charge of all the nuclear commands.
[00:02:12.652 --> 00:02:16.413]  I wonder what kind of a temporary assignment he might have been on.
[00:02:17.173 --> 00:02:25.916]  Now of course it also is interesting to note that the general who relieved him of command had previously been in charge of space and cyberspace.
[00:02:26.476 --> 00:02:29.537]  Now that would have obvious connections to the surveillance state.
[00:02:30.157 --> 00:02:35.199]  So the crony media is not interested in covering this and I guess that is the real story.
[00:02:35.719 --> 00:02:37.480]  Now also breaking on this weekend,
[00:02:38.353 --> 00:02:41.034]  If you remember, Obama is shutting down everything, right?
[00:02:41.054 --> 00:02:43.595]  He shut down all the memorials in Washington.
[00:02:43.635 --> 00:02:47.317]  These are memorials that are out in the open, where there's no entrance, no entrance fees.
[00:02:47.717 --> 00:02:51.499]  He even tried to shut down the Grand Canyon and thousands of miles of the Atlantic Ocean.
[00:02:52.159 --> 00:02:57.442]  But when he tried to keep World War II vets away from their memorial, that was a bit much for most people.
[00:02:57.562 --> 00:02:59.643]  And this weekend, they took him on.
[00:03:00.023 --> 00:03:06.706]  They took down the barricades and they defiantly, but peacefully, took them to the White House and stacked them in front of it.
[00:03:07.466 --> 00:03:14.692]  Now, today, they put them right back, because Obama just doesn't realize what a PR disaster his behavior is.
[00:03:14.732 --> 00:03:16.734]  He's acting like a petulant, spoiled brat.
[00:03:17.115 --> 00:03:22.139]  And look at this video footage of this guy just spoiling for a fight with the veterans, egging them on.
[00:03:22.619 --> 00:03:23.500]  Isn't that disgusting?
[00:03:23.540 --> 00:03:27.023]  I mean, Obama is saying to the World War II vets, you didn't build this.
[00:03:27.243 --> 00:03:28.264]  And for once, he's right.
[00:03:29.085 --> 00:03:33.430]  They fought for something very different than the kind of government that we're getting from Barack Obama.
[00:03:33.831 --> 00:03:42.401]  Now, there was another confrontation at the White House this weekend, and this was from a Nobel Peace Prize nominee who lost to Obama for the Nobel Peace Prize.
[00:03:43.042 --> 00:03:48.208]  Malala is from Pakistan, and she confronted him about drone strikes, and she pointed out
[00:03:48.769 --> 00:03:52.191]  She expressed her concerns that drone attacks are fueling terrorism.
[00:03:52.251 --> 00:03:56.313]  Innocent victims are killed in these acts and they lead to resentment among the Pakistani people.
[00:03:56.733 --> 00:03:59.635]  That's right, they actually create more terrorists than they kill.
[00:04:00.715 --> 00:04:09.820]  Now we're being warned all the time by the mainstream media that irreversible damage is going to be done to the economy if we don't take care of this next crisis coming up on Thursday, the debt ceiling.
[00:04:10.100 --> 00:04:11.401]  This is what they're typically saying.
[00:04:12.119 --> 00:04:15.181]  The deadline for Congress to raise the government's limit is three days away.
[00:04:15.241 --> 00:04:25.670]  Treasury Department officials are warning that if lawmakers do not reach an agreement by Thursday, the government will default on its debt for what is the first time ever with an asterisk.
[00:04:26.230 --> 00:04:29.853]  And I say with an asterisk because after the War of 1812, it happened for a brief time.
[00:04:29.873 --> 00:04:35.958]  And then back in 1979, because of a sort of technical glitch, it happened again very briefly because
[00:04:36.638 --> 00:04:38.799]  Congress delayed raising the debt ceiling.
[00:04:38.899 --> 00:04:42.322]  Anyway, this would potentially cause irreversible damage to our economy.
[00:04:42.642 --> 00:04:46.304]  An InfoWars article points out it's a much bigger asterisk than Shepard Smith said.
[00:04:46.704 --> 00:04:47.045]  The U.S.
[00:04:47.065 --> 00:04:49.366]  has repeatedly defaulted on debts.
[00:04:49.646 --> 00:04:50.827]  It's not just at the War of 1812.
[00:04:50.887 --> 00:04:52.768]  It was a Revolutionary War.
[00:04:53.089 --> 00:04:55.130]  It was also around the Civil War on greenbacks.
[00:04:55.430 --> 00:04:59.576]  Liberty Bonds in 1934, and China is alleging that the U.S.
[00:04:59.616 --> 00:05:02.119]  has already defaulted by weakening the dollar.
[00:05:02.580 --> 00:05:11.532]  When they print massive amounts of money, if you've got a debt with someone and you decide you're going to pay them back with monopoly money that you've just printed with a fiat currency, that's a way of defaulting.
[00:05:12.270 --> 00:05:16.252]  Are we going to allow the government to grow the debt by another five or six percent?
[00:05:16.272 --> 00:05:17.813]  That's what they're looking for with the ceiling.
[00:05:17.953 --> 00:05:19.174]  They're going to use that ceiling.
[00:05:19.194 --> 00:05:21.936]  They wouldn't call for it and demand it if they didn't need it.
[00:05:22.496 --> 00:05:23.897]  We've got to stop the spending.
[00:05:24.437 --> 00:05:30.401]  And the irreversible damage that's being done to this country is not by refusing to go into greater debt.
[00:05:30.821 --> 00:05:38.066]  It's by shipping our jobs overseas, taking away labor, taking away our income-producing ability, and now we're going to be transferring away
[00:05:38.746 --> 00:05:44.308]  Small businesses, local businesses, as well as our wealth with things like the Trans-Pacific Partnership.
[00:05:45.109 --> 00:05:55.213]  On Friday, Mike Adams was on the Alex Jones Radio Show and he was talking about the unfinished and unusable Obamacare website and he pointed out that there would be major catastrophic
[00:05:56.018 --> 00:05:56.338]  Thank you.
[00:06:11.021 --> 00:06:18.126]  Walmart tried to work with them and tried to give them some leniency to let them purchase things even though they couldn't verify if they had any money on their EBT count.
[00:06:18.646 --> 00:06:24.190]  The story goes on to report that one woman who racked up $700 worth of groceries had only 49 cents on her card.
[00:06:24.511 --> 00:06:32.956]  And when the database came back online and card purchase limits were suddenly restored, the cardholders abandoned their full carts and just walked away.
[00:06:33.757 --> 00:06:40.141]  That's why you should be concerned about the kind of fragile infrastructure we have and the kind of moral conditions that we have here in America.
[00:06:40.701 --> 00:06:45.764]  And you should also be concerned about another infrastructure, not one that's falling apart, but one that's being built.
[00:06:45.804 --> 00:06:49.886]  An infrastructure of tyranny with the TSA and with secretive courts.
[00:06:50.247 --> 00:06:53.729]  We learned today the NSA gets a green light from a secret court.
[00:06:54.369 --> 00:06:55.290]  This is their own court.
[00:06:55.830 --> 00:07:10.863]  DNI Clapper has decided to declassify, declassify a court decision, and disclose publicly that the government filed an application with the FISA court seeking renewal of authority to collect telephony metadata in bulk, and that the court renewed that authority.
[00:07:11.383 --> 00:07:12.164]  Well, isn't that nice?
[00:07:12.224 --> 00:07:15.787]  We've had the pretense that courts can change the Constitution.
[00:07:16.327 --> 00:07:24.974]  Now we have the pretense that secret courts can change the Constitution without any argument, without any debate, without the public even knowing what is in these court decisions.
[00:07:25.014 --> 00:07:26.215]  Take a look at this decision here.
[00:07:26.776 --> 00:07:35.763]  It shows, first of all, notice that we've got about 15 lines blacked out describing who and where they're going to be getting tangible things from.
[00:07:36.083 --> 00:07:38.405]  And then look at the top and bottom of every page.
[00:07:38.425 --> 00:07:39.767]  It says, top secret.
[00:07:40.407 --> 00:07:46.291]  There is no reason for any court in America to have a top secret decision.
[00:07:47.071 --> 00:07:47.471]  The U.S.
[00:07:47.491 --> 00:07:48.252]  needs to know about that.
[00:07:48.312 --> 00:07:50.393]  They pretend that they're changing the Constitution.
[00:07:50.693 --> 00:07:51.154]  They aren't.
[00:07:51.254 --> 00:07:52.795]  The Emperor has no clothes.
[00:07:53.115 --> 00:07:56.457]  And yet, what we hear today is in direct contradiction to that.
[00:07:56.517 --> 00:08:07.304]  We see that Sensenbrenner, who was one of the ones who put together the Patriot Act under George Bush, is now saying that he's going to put the NSA bulk collection of data out of business.
[00:08:07.904 --> 00:08:10.607]  He says it's time to put their metadata program out of business.
[00:08:10.647 --> 00:08:17.854]  Well, since he wrote the Patriot Act, and since he hasn't really been involved in civil liberties for the last 12 years, is this anything more than a head fake?
[00:08:18.535 --> 00:08:27.063]  Is he really kind of concerned that this Frankenstein monster that he's created, he needs to distance himself from it now that he sees the peasants picking up pitchforks and torches?
[00:08:27.464 --> 00:08:29.205]  I think that's all there really is to it.
[00:08:29.726 --> 00:08:30.647]  If he's really serious,
[00:08:31.027 --> 00:08:41.193]  We'll see them shut down the FISA court and we'll see him put in jail the judge that issued this decision as well as the FBI people and the NSA people who are using that decision.
[00:08:41.733 --> 00:08:45.956]  Well, it's not just the feds who are getting into the Tyranny Act.
[00:08:46.256 --> 00:08:48.497]  It's also at local state government.
[00:08:48.797 --> 00:08:53.480]  And we've got a special report right after the break with Alex Jones showing you what happened in Austin this weekend.
[00:09:17.870 --> 00:09:19.771]  Why is nascent iodine so important?
[00:09:20.892 --> 00:09:24.495]  Nascent iodine is so important because it goes directly to the thyroid.
[00:09:24.575 --> 00:09:30.099]  It's not bonded to a salt, which means it doesn't have to be broken down, and it's the most usable form.
[00:09:30.139 --> 00:09:31.560]  It's what the body uses.
[00:09:31.580 --> 00:09:33.281]  It's what the body is designed to use.
[00:09:33.461 --> 00:09:39.305]  If you have low energy levels, if you have pains, if you have thyroid problems, if you don't feel
[00:09:40.231 --> 00:09:40.752]  Up to par.
[00:09:41.012 --> 00:09:50.701]  Well, they've proven now that the fluoride and a lack of iodine causes a decreased IQ because you have all this stuff that builds up inside your system and builds up and builds up.
[00:09:51.142 --> 00:09:57.408]  And that's why some people, when they start taking iodine, will have what's called a Hertzheimer reaction or a detoxification reaction.
[00:09:57.568 --> 00:09:58.369]  But that's a good sign.
[00:09:58.409 --> 00:10:06.616]  That means you're detoxifying all that fluoride buildup, the mercury buildup in there, the bromine buildup in your system, and the chlorine buildup in your system.
[00:10:06.636 --> 00:10:07.596]  You don't want those things.
[00:10:07.757 --> 00:10:10.799]  All of those things have been proven as carcinogens.
[00:10:11.279 --> 00:10:17.304]  That's one of the reasons prostate cancer is on the rise, too, is because prostate takes up iodine.
[00:10:17.585 --> 00:10:24.951]  And the men that are lacking iodine causes the prostate to become cystic and causes the prostate to swell and eventually leads to prostate cancer.
[00:10:25.131 --> 00:10:30.073]  There's been an extreme rise in polycystic ovarian disease, PCOS, with women.
[00:10:30.534 --> 00:10:36.917]  Fibrocystic breast disease because iodine is stored in the breast tissue, the ovaries, the prostate glands in men.
[00:10:36.937 --> 00:10:39.478]  It's utilized by every single cell in the body.
[00:10:39.998 --> 00:10:43.740]  Why does this almost taste good compared to other iodine that tastes horrible?
[00:10:43.980 --> 00:10:46.241]  That's because it's real iodine, atomic form.
