[00:00:00.009 --> 00:00:00.309]  Coast to Coast.
[00:00:00.329 --> 00:00:00.809]  Direct from Austin.
[00:00:00.829 --> 00:00:03.010]  You're listening to the Alex Jones Broadcasting Network.
[00:00:32.523 --> 00:00:33.144]  Big Brother.
[00:00:33.824 --> 00:00:34.845]  Mainstream media.
[00:00:35.586 --> 00:00:36.726]  Government cover-ups.
[00:00:37.347 --> 00:00:38.168]  You want answers?
[00:00:38.928 --> 00:00:39.809]  Well, so does he.
[00:00:40.489 --> 00:00:44.132]  He's Alex Jones on the GCN Radio Network.
[00:00:44.673 --> 00:00:48.756]  And now, live from Austin, Texas, Alex Jones.
[00:01:05.140 --> 00:01:12.482]  All right, V in Nevada, ahead of Ron Paul joining us, then we'll go to Jody and Wesley and Jim and Mike and everybody else that's holding.
[00:01:13.302 --> 00:01:19.624]  Yeah, I remember seeing this months ago that no one's seen Nelson Mandela, no one was allowed to go in and see him.
[00:01:20.424 --> 00:01:25.465]  There was a big debate about whether he was alive or not, and they do this a lot when famous world leaders die.
[00:01:25.865 --> 00:01:28.766]  The Soviets would do this, and these are communists, so they act the same.
[00:01:29.226 --> 00:01:31.647]  They would hide the fact that they'd been dead for a while.
[00:01:32.529 --> 00:01:37.919]  You also saw speculation that Castro's been dead a bunch too, so it doesn't always mean that.
[00:01:38.680 --> 00:01:43.288]  But I saw this last week and this week, I did see it in foreign press that
[00:01:44.096 --> 00:01:54.561]  Family had been demanding to see him, others had been demanding to see him, and then it was that they couldn't cover it up anymore, so they just suddenly announced he passed in the night, no details of why.
[00:01:55.301 --> 00:01:59.884]  And just the pieces I've got on the way communists operate, they follow a handbook.
[00:02:01.424 --> 00:02:05.586]  You have the article here out of your local paper, and it's got basically the same stuff I'd seen.
[00:02:06.487 --> 00:02:07.807]  I'm glad you raised this.
[00:02:08.027 --> 00:02:13.030]  So tell folks what the article's about, and we're going to get it linked up on Infowars.com right now.
[00:02:13.630 --> 00:02:14.090]  You bet.
[00:02:14.191 --> 00:02:14.671]  You bet.
[00:02:14.731 --> 00:02:18.914]  And I could not be prouder to be handing it to Alex Jones himself, sir.
[00:02:19.294 --> 00:02:19.955]  Check this out.
[00:02:20.815 --> 00:02:26.039]  Reading into the article, the young woman has come under fire here, too, in other local news.
[00:02:26.099 --> 00:02:27.120]  I've been looking into it.
[00:02:28.201 --> 00:02:31.463]  They had a denial-of-service attack.
[00:02:31.864 --> 00:02:34.726]  They had a denial-of-service attack perpetrated on them like
[00:02:35.623 --> 00:02:40.126]  Probably the same day that they tried to break this news.
[00:02:40.206 --> 00:02:43.309]  That entire news website was shut down for three days.
[00:02:43.809 --> 00:02:45.751]  Now I know the Guardian Express.
[00:02:45.811 --> 00:02:47.212]  It seems like a pretty good publication.
[00:02:47.232 --> 00:02:48.192]  Go ahead.
[00:02:48.292 --> 00:02:49.133]  They're pretty good.
[00:02:49.193 --> 00:02:51.835]  You know, they break some kind of juicy stuff.
[00:02:51.875 --> 00:02:53.096]  You know, I'm an info hound, man.
[00:02:53.136 --> 00:02:57.179]  I'm going to look for the truth.
[00:02:57.339 --> 00:03:01.222]  But, they traced the denial of service attack back to South Africa.
[00:03:01.422 --> 00:03:02.203]  There is your
[00:03:03.067 --> 00:03:05.588]  Caramelizer, your crystallizer.
[00:03:06.369 --> 00:03:13.172]  This is probably one of the single most capped and covered news stories ever.
[00:03:13.232 --> 00:03:15.073]  Now, I've been digging.
[00:03:16.714 --> 00:03:21.997]  For some reason or another, right after Obama showed up there is when the machine will shut off.
[00:03:22.037 --> 00:03:27.300]  Now, if you look in this article, it says that the family was debating over some kind of
[00:03:28.303 --> 00:03:28.644]  I think?
[00:03:40.263 --> 00:03:44.906]  Have these sorts of legal proceedings over in the state and stuff if a person is dead.
[00:03:45.166 --> 00:03:53.450]  So they've basically been pumping air into a corpse in order to keep him alive so that the judicial... I'm sorry, oh god, this sounds terrible.
[00:03:53.650 --> 00:03:56.892]  So that the legal proceedings could, you know, continue.
[00:03:56.932 --> 00:03:59.593]  They can continue to fight over, you know, what's going on.
[00:03:59.693 --> 00:04:01.014]  I don't know what happened,
[00:04:01.861 --> 00:04:12.276]  Once Obama showed up, okay, and now he's been, you know, supposedly the life support's been turned off or whatnot, me and my sister are very passionate about this kind of thing.
[00:04:12.897 --> 00:04:15.941]  And she found even that they had the casket.
[00:04:17.066 --> 00:04:28.311]  They just recently put the casket out in public, and I will bet you every gun in my arsenal, and I love my guns, that they've got people out there walking around in empty caskets.
[00:04:28.591 --> 00:04:31.772]  I promise you, Mandela's been dead for about six months probably.
[00:04:32.093 --> 00:04:35.554]  And the fact that this site was attacked, you know how these globalists work, you know.
[00:04:36.434 --> 00:04:41.096]  Whenever something's on the level and it's going to inform people, they come out and get it.
[00:04:41.337 --> 00:04:44.298]  So, the denial of service is traced back to South Africa.
[00:04:45.618 --> 00:04:48.444]  I really just want to have you completely read that article.
[00:04:48.684 --> 00:04:49.786]  I want Alex Jones.
[00:04:49.967 --> 00:04:50.748]  Do me the honor.
[00:04:51.189 --> 00:04:51.830]  Read that article.
[00:04:54.673 --> 00:04:56.434]  Hearing about people saying, where is he?
[00:04:56.474 --> 00:04:58.155]  He's dead, in a controversy in South Africa.
[00:04:58.456 --> 00:04:59.576]  People can pull those articles up.
[00:04:59.636 --> 00:05:01.077]  Watson or somebody could do an article about this.
[00:05:01.398 --> 00:05:03.959]  So that was definitely a controversy, and then they just finally said he was dead.
[00:05:03.979 --> 00:05:08.782]  And people will do this so that they can continue to operate and sign his name and do things.
[00:05:08.842 --> 00:05:11.644]  I mean, this sounds like how a bunch of murdering communists would operate.
[00:05:11.684 --> 00:05:13.125]  So, standard procedure.
[00:05:13.145 --> 00:05:15.007]  Thank you very much for reminding us of that story.
[00:05:15.427 --> 00:05:16.347]  We'll look into it.
[00:05:16.408 --> 00:05:17.308]  Very, very interesting.
[00:05:17.668 --> 00:05:20.350]  Alright, former Congressman Ron Paul is scheduled to be joining us.
[00:05:20.730 --> 00:05:24.193]  Coming up, all this and more, straight ahead, InfoWars.com.
[00:05:24.633 --> 00:05:24.717]  Yeah.
[00:05:29.807 --> 00:05:40.194]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[00:05:40.494 --> 00:05:42.355]  Guess what else is in the halogen family?
[00:05:42.556 --> 00:05:43.236]  Fluoride!
[00:05:43.436 --> 00:05:45.017]  Ladies and gentlemen, Alex Jones here.
[00:05:45.357 --> 00:05:51.682]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[00:05:51.942 --> 00:05:56.745]  It's the good halogen on the periodic table, and the results are on record.
[00:05:56.865 --> 00:05:59.567]  Reports documented a 15-point IQ increase.
[00:05:59.887 --> 00:06:00.407]  We're good.
[00:06:28.748 --> 00:06:38.739]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[00:06:38.799 --> 00:06:46.928]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:06:47.208 --> 00:06:51.912]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:06:52.092 --> 00:06:58.797]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:06:58.877 --> 00:07:05.963]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:07:06.063 --> 00:07:07.824]  Hands down, this is my favorite coffee.
[00:07:07.944 --> 00:07:12.910]  And it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:07:13.070 --> 00:07:17.435]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:07:17.555 --> 00:07:20.819]  Available in original or with our immune support infusion blend.
[00:07:20.959 --> 00:07:27.086]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:07:27.266 --> 00:07:27.727]  Available!
[00:07:29.690 --> 00:07:30.551]  The facts are in.
[00:07:30.711 --> 00:07:31.832]  The studies are legion.
[00:07:32.113 --> 00:07:39.483]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[00:07:39.643 --> 00:07:43.088]  So why are the social engineers adding it to the water?
[00:07:43.448 --> 00:07:43.848]  Simple.
[00:07:44.009 --> 00:07:48.472]  Dumb down the host population that the parasitic technocracy is feeding on.
[00:07:48.752 --> 00:07:54.216]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[00:07:54.456 --> 00:08:10.468]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield Formulation, fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[00:08:10.768 --> 00:08:15.030]  Let's take a stand against the Globalist by blocking their poisons with Fluoride Shield.
[00:08:15.350 --> 00:08:17.191]  I use Fluoride Shield every day.
[00:08:17.511 --> 00:08:22.814]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[00:08:23.074 --> 00:08:27.316]  Let's start cleansing our bodies now and support the InfoWar at the same time.
[00:08:27.476 --> 00:08:28.757]  That's InfoWarsLife.com.
[00:08:34.724 --> 00:08:35.364]  Big Brother.
[00:08:36.045 --> 00:08:37.065]  Mainstream media.
[00:08:37.806 --> 00:08:38.907]  Government cover-ups.
[00:08:39.567 --> 00:08:40.367]  You want answers?
[00:08:41.148 --> 00:08:42.008]  Well, so does he.
[00:08:42.689 --> 00:08:46.331]  He's Alex Jones on the GCN Radio Network.
[00:08:46.891 --> 00:08:50.954]  And now, live from Austin, Texas, Alex Jones.
[00:09:08.188 --> 00:09:12.232]  Ladies and gentlemen, thank you so much for joining us on this Friday edition.
[00:09:13.072 --> 00:09:14.474]  We are now into the second hour.
[00:09:14.534 --> 00:09:28.547]  We have a guest that we're getting hooked up on Skype right now who's an expert on the technotronic technocracy age, the governing system that the globalists actually describe themselves as being adherents of.
[00:09:29.167 --> 00:09:32.968]  And this is a system they're trying to set up, so that's coming up here in a few minutes.
[00:09:33.969 --> 00:09:40.551]  First off, Congressman McDermott is saying he hasn't seen this much panic on the floor since 9-11.
[00:09:41.171 --> 00:09:47.334]  House Democrat compares congressional panic over Obamacare to worst terror attack in nation's history.
[00:09:47.934 --> 00:09:53.216]  Well yeah, that manufactured globalist event killed 3,000 people and was tragic.
[00:09:53.676 --> 00:09:56.277]  And then thousands more from the deadly dust the government lied about.
[00:09:56.837 --> 00:10:05.199]  But this is going to kill the economy and the engine of prosperity and kill millions through death panels and ration care on record.
[00:10:07.079 --> 00:10:10.620]  I mean, we knew what was in the bill, we knew the plan, and now, get ready.
[00:10:11.320 --> 00:10:13.461]  Get ready to become impoverished.
[00:10:14.221 --> 00:10:26.244]  Because they want you impoverished under Cloward and Piven to give up on the free market, blame capitalism for crony fraud capitalism that they brought in, where they socialize our lives, but then transfer the wealth to themselves.
[00:10:27.910 --> 00:10:30.171]  So, that is just some of the news.
[00:10:30.591 --> 00:10:37.114]  Also, CBS is reporting that a TSA agent officer bled for 33 minutes in LAX shooting.
[00:10:38.514 --> 00:10:47.738]  Airports are supposed to be the most secure places in the country, except for like military bases, and then this guy bled for 33 minutes while they got the SWAT team all suited up and ready.
[00:10:48.178 --> 00:10:56.401]  Again, it's the culture of just worrying about their safety all day, until the point is nobody's safe because a nanny state can do nothing but make you domesticated.
[00:10:58.078 --> 00:11:06.684]  A nanny state can do nothing except basically turn you into a sheep.
[00:11:09.987 --> 00:11:11.088]  It's so simple.
[00:11:12.269 --> 00:11:16.031]  And then we've got the other news up on InfoWars.com and PrisonPlanet.com.
[00:11:17.733 --> 00:11:21.796]  Reports out Obama is an actor trained by Harry Lennox.
[00:11:22.016 --> 00:11:23.557]  This is a big deal if this goes viral.
[00:11:24.707 --> 00:11:40.173]  That Harry Lennox is saying, and it's on record they were friends for about 17 years, and that they had done work together and they'd go to each other's houses and now he reportedly says Obama's horrible and is a rat.
[00:11:40.613 --> 00:11:41.354]  That's another quote.
[00:11:42.254 --> 00:11:42.794]  A rat.
[00:11:44.235 --> 00:11:49.357]  And that Obama was trained by him to be presidential.
[00:11:50.097 --> 00:11:51.118]  And then of course if you watch
[00:11:52.313 --> 00:11:53.575]  Uh, Harry Lennox to an interview.
[00:11:53.736 --> 00:11:54.357]  It's Obama.
[00:11:54.397 --> 00:11:55.959]  The same cadence, the same voice.
[00:11:58.183 --> 00:12:01.724]  Obama is copying Lennox, or Lennox is copying Obama.
[00:12:02.384 --> 00:12:03.605]  It's like the same guy.
[00:12:03.945 --> 00:12:11.307]  And I believe Lennox over Obama, so that article and the source on that is up on Infowars.com right now.
[00:12:12.007 --> 00:12:15.909]  Also, again, the Federal Reserve is planning to accelerate money printing.
[00:12:16.349 --> 00:12:23.271]  Congressman warns of Obama creating secret security force, armed security force, that's actually in the Obamacare bill.
[00:12:23.931 --> 00:12:26.394]  And then the media is like, oh, he would never do that.
[00:12:26.634 --> 00:12:30.998]  They've already set it up with mercenaries with top security clearances guarding federal buildings now.
[00:12:32.600 --> 00:12:35.182]  And then the billions of bullets and all the training and the rest of it.
[00:12:35.202 --> 00:12:38.326]  I mean, this is just simply, simply amazing.
[00:12:39.269 --> 00:12:41.330]  And then some of the other news.
[00:12:41.430 --> 00:12:46.052]  Countdown US hits debt ceiling in 84 days.
[00:12:46.872 --> 00:12:49.774]  And again, Obama said raising the debt does not raise the debt.
[00:12:49.974 --> 00:12:51.114]  Only not raising it.
[00:12:51.474 --> 00:12:55.676]  That's the only thing that is financially irresponsible.
[00:12:57.577 --> 00:13:00.458]  We have a bigger debt than we have yearly GDP.
[00:13:00.578 --> 00:13:06.301]  We have a higher debt to savings ratio than Spain and Greece that are both completely bankrupt.
[00:13:07.168 --> 00:13:09.013]  And their answer is, get us deeper into debt.
[00:13:09.114 --> 00:13:09.595]  Why not?
[00:13:09.635 --> 00:13:11.279]  The globalists want us impoverished.
[00:13:12.302 --> 00:13:15.711]  And if Rand Paul wants to cut the defense budget, he's a traitor.
[00:13:16.801 --> 00:13:24.563]  And if Ted Cruz wants to cut some of the corporate welfare and entitlement welfare, oh, he's a horrible person.
[00:13:25.084 --> 00:13:32.166]  You can't continue to do this and have 101 million people on food assistance and 100 plus million people on government dole.
[00:13:32.986 --> 00:13:35.587]  There's more people on the dole now than in the workforce.
[00:13:36.087 --> 00:13:37.167]  Let me say that again.
[00:13:37.627 --> 00:13:40.028]  What about the people going bankrupt everywhere?
[00:13:40.728 --> 00:13:42.589]  What about the people losing their houses?
[00:13:43.882 --> 00:13:46.943]  Well, the folks that have been not working for five, ten years, they go, I don't care!
[00:13:48.304 --> 00:13:49.144]  Tax the rich!
[00:13:49.244 --> 00:13:54.846]  It's the ultra-rich lobbying for that, against the middle class, their historic enemy, to bankrupt the country.
[00:13:55.247 --> 00:13:57.728]  Once they've done that, you're all going to have your welfare taken away.
[00:13:59.068 --> 00:14:01.769]  Here's an article, China to ease one-child policy.
[00:14:02.950 --> 00:14:12.894]  That's because it's caused such a problem, having upwards of, what is it, 60, 70 more million men than they have women.
[00:14:14.190 --> 00:14:16.511]  And it's causing all sorts of societal problems.
[00:14:17.731 --> 00:14:20.072]  And India is about to outstrip them in population.
[00:14:20.112 --> 00:14:22.433]  And they've ended the labor camps.
[00:14:22.953 --> 00:14:24.393]  That's being reported by Reuters.
[00:14:24.993 --> 00:14:27.154]  China unveils boldest reforms in decades.
[00:14:28.515 --> 00:14:30.455]  Shows that the new president is in command.
[00:14:30.475 --> 00:14:32.476]  Folks, they don't need labor camps anymore.
[00:14:32.736 --> 00:14:34.356]  Because they call them jobs.
[00:14:34.797 --> 00:14:38.178]  And you go in their suicide nets and they force drug you and forced abortion.
[00:14:38.698 --> 00:14:40.438]  And you're basically locked up at night.
[00:14:40.678 --> 00:14:42.359]  And they just don't call it labor camps.
[00:14:45.273 --> 00:14:51.535]  And don't worry, China is now on the UN Human Rights Board, deciding what's human rights, along with Cuba.
[00:14:51.555 --> 00:14:54.135]  Along with Cuba, oh, but it gets better.
[00:14:54.295 --> 00:14:58.116]  Saudi Arabia is probably a bigger tyranny than China, per capita.
[00:14:59.216 --> 00:15:05.358]  The only thing worse is North Korea, and I expect them to be made, you know, the head of the UN operation.
[00:15:05.378 --> 00:15:10.019]  So, that's just some of the news, up on Infowars.com, up on PrisonPlanet.com.
[00:15:10.879 --> 00:15:14.040]  EPA blocks cities from installing fire hydrants.
[00:15:15.598 --> 00:15:19.281]  Again, the EPA shutting down over 500 power plants.
[00:15:19.321 --> 00:15:32.653]  Bloomberg reports Philadelphia has 119 fire hydrants that cost about $2,000 each waiting in a warehouse to be installed, yet they sit there in dry dock because federal regulators say their fittings might taint drinking water with lead.
[00:15:33.575 --> 00:15:46.397]  Yeah, the last lead smelting plant in the US, it's a very important metal for a lot of natural uses, it's been shut down, so you can't even get bullets, but they allow lead in the food from China, just no lead in food produced here.
[00:15:47.509 --> 00:15:49.991]  And I'm talking microscopic amounts you can't have here.
[00:15:50.251 --> 00:15:52.233]  You can just ship it in at thousands of times that.
[00:15:52.793 --> 00:15:55.755]  Again, everything is meant to shut us down.
[00:15:56.456 --> 00:15:57.617]  Shut us down.
[00:15:58.037 --> 00:15:59.198]  Shut America down.
[00:15:59.218 --> 00:16:01.059]  Because remember, the globalists, they're all above the law.
[00:16:01.079 --> 00:16:01.840]  They're all exempt.
[00:16:02.260 --> 00:16:03.982]  This is what their neo-feudalism is.
[00:16:04.682 --> 00:16:07.844]  Under a technological tyranny, a technocracy.
[00:16:08.164 --> 00:16:12.167]  And that leads us now to our guest who will be with us for the balance of the hour.
