[00:00:22.122 --> 00:00:23.643]  Welcome to the InfoWars Nightly News.
[00:00:23.743 --> 00:00:24.364]  I'm David Knight.
[00:00:24.464 --> 00:00:28.247]  It's Thursday, December 19th, 2013, and here are our top stories.
[00:00:30.288 --> 00:00:35.972]  Tonight, A&E shoots down a Duck Dynasty star's religious beliefs.
[00:00:36.953 --> 00:00:39.655]  Then, an incarcerated man is dead.
[00:00:40.035 --> 00:00:42.077]  Was it murder or suicide?
[00:00:42.797 --> 00:00:46.800]  And with record ICE coverage, are carbon credits a good deal?
[00:00:47.521 --> 00:00:50.623]  That's next on the InfoWars Nightly News.
[00:00:59.750 --> 00:01:04.213]  Well, the former head of the CIA is now calling for the execution of Snowden by hanging.
[00:01:04.813 --> 00:01:11.658]  Former CIA chief James Woolsey says Snowden should be hanged by the neck until dead if convicted by a jury of his peers.
[00:01:11.698 --> 00:01:20.564]  I guess we should be grateful that he at least puts that caveat in there, that we would at least have a trial by jury for somebody accused of a capital offense like treason.
[00:01:21.482 --> 00:01:23.544]  We don't see that in the FISA courts, of course.
[00:01:23.564 --> 00:01:24.885]  There's no jury.
[00:01:25.206 --> 00:01:26.947]  There's not even an opposing counsel.
[00:01:27.048 --> 00:01:30.091]  And of course, we're not allowed to see what the secretive decisions are.
[00:01:30.791 --> 00:01:34.835]  Let's talk about having a trial by jury for James Clapper for lying to Congress.
[00:01:34.855 --> 00:01:39.180]  Let's talk about a trial by jury for General Keith Alexander for violating the Constitution.
[00:01:39.640 --> 00:01:41.061]  Let's have a real trial by jury.
[00:01:41.101 --> 00:01:42.983]  Let's not let these guys get away with this.
[00:01:43.023 --> 00:01:47.406]  He says, I think giving Snowden amnesty would be idiotic.
[00:01:47.426 --> 00:01:51.429]  Well, I think it's idiotic not to prosecute people who openly violate the law.
[00:01:51.449 --> 00:01:54.412]  We're just asking for trouble when we allow this to happen.
[00:01:54.972 --> 00:02:03.899]  Now, of course, talking about hanging him, talking about him being a traitor, takes the attention off of the actual crimes of the NSA, even off of the Snowden documents.
[00:02:04.519 --> 00:02:05.940]  That's what we really want to focus on.
[00:02:06.000 --> 00:02:06.901]  Not on Snowden.
[00:02:07.061 --> 00:02:07.962]  Not on Greenwald.
[00:02:07.982 --> 00:02:10.984]  We want to focus, actually, on the NSA.
[00:02:11.124 --> 00:02:12.345]  Not even the Snowden documents.
[00:02:12.805 --> 00:02:22.574]  And that highlights why it's such a dangerous thing for Glenn Greenwald to make it about himself, to make himself the source of these documents, to only release 1% of these.
[00:02:22.614 --> 00:02:27.198]  That's why we're calling for him, that's why I'm calling for him, to release all of the documents.
[00:02:27.258 --> 00:02:33.103]  Greenwald can still do his multi-million dollar media deals if he lets all of the documents out, all the information that he has out.
[00:02:33.323 --> 00:02:34.444]  But here's the dangerous thing.
[00:02:34.844 --> 00:02:51.066]  As Steve Watson pointed out in the article, meanwhile the Obama administration is currently conducting a phony dog and pony show to try to convince us that they're doing something to rein in the NSA, saying that they are going to give the public's right to privacy as well as transparency another look.
[00:02:51.607 --> 00:02:53.007]  This is what's dangerous about this.
[00:02:53.167 --> 00:03:09.711]  Only letting a little bit of this out, keeping back the most damaging, most shocking information, is allowing them to rein this in and to offer this false deal of privacy for security, which is what Max Levkin of PayPal suggested to Charlie Rose back in August.
