[00:00:00.630 --> 00:00:02.713]  Waging war on corruption.
[00:00:05.037 --> 00:00:10.625]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:13.698 --> 00:00:18.341]  Ladies and gentlemen, we are live.
[00:00:18.561 --> 00:00:19.861]  It is the 12th day
[00:00:38.456 --> 00:00:42.098]  of May 2013 on this live Sunday edition.
[00:00:42.118 --> 00:00:45.621]  We will be here as we are every Sunday, Lord willing, 4 to 6 p.m.
[00:00:45.661 --> 00:00:47.722]  Central Standard Time.
[00:00:48.883 --> 00:00:55.927]  Obviously, Benghazi is unraveling and exploding in Obama's face a lot quicker and a lot faster than I thought it would.
[00:00:56.007 --> 00:00:57.188]  They tried to cover it up.
[00:00:57.668 --> 00:00:59.790]  The globalists are not invincible.
[00:01:00.450 --> 00:01:03.432]  The New World Order and the collectivists are not invincible.
[00:01:04.983 --> 00:01:09.524]  And they can end up basically going to jail for their crimes.
[00:01:09.584 --> 00:01:19.127]  The problem is much of the Republican leadership is involved in their own corruption and funded by some of the same globalist interests in many cases.
[00:01:19.187 --> 00:01:22.888]  And so they're not going to want to really go after Obama.
[00:01:24.724 --> 00:01:29.770]  Because then skeletons that are in their closets will be spotlighted.
[00:01:29.870 --> 00:01:33.034]  Now, I know what I just said is well-known common sense.
[00:01:33.054 --> 00:01:34.655]  You're like, yeah, we know that, Alex.
[00:01:35.016 --> 00:01:37.058]  Well, the general public does not know that.
[00:01:38.780 --> 00:01:44.287]  And I agree with Mike Adams that wrote an article today for naturalnews.com that's also up on infowars.com.
[00:01:45.492 --> 00:01:52.094]  Where he says that he predicts the next seven days you will see some type of giant diversion.
[00:01:52.174 --> 00:01:56.796]  War, staged terror attacks, stock market crash, who knows what it'll be.
[00:01:57.096 --> 00:02:04.538]  And when I open the phones up in the second hour today, I'm going to cover news in the first hour, I want to know what you think that diversion may be.
[00:02:05.018 --> 00:02:06.278]  Or maybe there's not going to be a diversion.
[00:02:06.318 --> 00:02:07.339]  Maybe you disagree.
[00:02:08.719 --> 00:02:11.000]  And maybe you don't think Benghazi's a big deal.
[00:02:12.543 --> 00:02:15.003]  We've known what happened in Benghazi since day one.
[00:02:15.264 --> 00:02:16.204]  We've known they've been lying.
[00:02:16.224 --> 00:02:17.304]  We know there was a standout.
[00:02:18.324 --> 00:02:27.746]  We've re-aired those Colonel Schaeffer and Steve Pucinich and Webster Tarbley and Wayne Madsen interviews on the Nightly News and here on the radio.
[00:02:28.106 --> 00:02:30.466]  And they're all there on record from seven and a half months ago.
[00:02:31.246 --> 00:02:32.647]  Two weeks after it happened, we knew.
[00:02:33.047 --> 00:02:36.347]  And by the way, most of it was in the news here and there as well.
[00:02:37.348 --> 00:02:39.168]  So much of the stuff gets hidden in plain view.
[00:02:40.674 --> 00:02:52.863]  They almost normalized the information by putting it in the paper, but just as a footnote, oh, by the way, it's confirmed, the Al-Qaeda forces that attacked, they were hired to run security in Benghazi by the Pentagon and NATO.
[00:02:53.704 --> 00:02:57.667]  Oh, by the way, they knew the inside security procedures that no one else knows.
[00:02:58.087 --> 00:03:01.990]  Highest level national security of diplomatic security detail.
[00:03:02.731 --> 00:03:08.895]  Oh, by the way, yeah, there were two Predator drones overhead, and then the administration lied and said there wasn't.
[00:03:08.915 --> 00:03:09.316]  Remember that?
[00:03:11.288 --> 00:03:15.350]  But notice it's never a person from the administration saying who says.
[00:03:15.430 --> 00:03:17.250]  It's just sources say.
[00:03:19.551 --> 00:03:21.492]  Oh, and now they're saying Hillary didn't know.
[00:03:23.513 --> 00:03:28.455]  That's like saying Satan, you know, didn't know he had a forked tail.
[00:03:28.495 --> 00:03:29.895]  This is ridiculous.
[00:03:29.935 --> 00:03:34.677]  So that's all coming up after the break.
[00:03:34.757 --> 00:03:35.537]  I'm going to cover that.
[00:03:36.718 --> 00:03:36.978]  Then,
[00:03:39.252 --> 00:03:42.737]  I saw this story on the website yesterday and I called Kurt Nemo.
[00:03:42.757 --> 00:03:54.794]  We worked on an article together dealing with it and that is all over the country I've confirmed they have drills where they practice
[00:03:56.917 --> 00:04:01.722]  Fighting homeschoolers and militias when they attack public schools.
[00:04:01.762 --> 00:04:04.165]  In fact, that's the main scenario.
[00:04:04.805 --> 00:04:07.608]  So it came back out in the news and I thought, you know, why?
[00:04:08.309 --> 00:04:11.172]  Why just have an article about how it happened this one time?
[00:04:11.652 --> 00:04:13.795]  Why not go back and have some of the background?
[00:04:14.255 --> 00:04:15.636]  So here's that article by Curt Nemo.
[00:04:15.656 --> 00:04:16.716]  I've asked him to re-link it.
[00:04:17.097 --> 00:04:17.837]  It's from yesterday.
[00:04:18.257 --> 00:04:30.945]  In the write-up area for the show, it's Homeland Security funded exercise portrayed homeschoolers as terroristas.
[00:04:33.015 --> 00:04:34.196]  Look, I'm practicing my Spanish.
[00:04:34.596 --> 00:04:35.157]  Terrorist.
[00:04:35.857 --> 00:04:36.177]  Show.
[00:04:36.257 --> 00:04:36.918]  That is coming up.
[00:04:37.018 --> 00:04:39.220]  And, Owen, we told you about this years ago.
[00:04:39.920 --> 00:04:40.941]  Not that it was hard to know.
[00:04:41.802 --> 00:04:42.762]  Being at the end of it.
[00:04:43.283 --> 00:04:46.185]  IRS apologizes for targeting Tea Party groups.
[00:04:46.685 --> 00:04:49.447]  I guess Jeffrey Dahmer apologizes as well for what he did.
[00:04:49.467 --> 00:04:51.068]  It was all a big accident.
[00:04:51.108 --> 00:04:51.529]  Promise.
