[00:00:21.252 --> 00:00:22.973]  Welcome to the Infowars Nightly News.
[00:00:23.173 --> 00:00:23.874]  I'm David Knight.
[00:00:23.994 --> 00:00:26.716]  It's Thursday, September 12, 2013.
[00:00:27.436 --> 00:00:30.578]  Now tonight, we're going to look at the American regime's credibility.
[00:00:31.079 --> 00:00:32.780]  It's an absolute free fall.
[00:00:33.400 --> 00:00:44.528]  We've got the former leader of the KGB lecturing America about the rule of law and trying to stop the American regime from expanding the Middle East war into possibly a world war.
[00:00:44.848 --> 00:00:48.991]  We've got the former leader of the CIA being jeered and heckled
[00:00:49.471 --> 00:00:55.875]  We've got Harry Reid wringing his hands about independent-minded congressmen calling them anarchists.
[00:00:56.495 --> 00:01:06.060]  And, although it's hardly news, we have yet another official being caught in a bold-faced lie, committing perjury to try to cover up criminal activity.
[00:01:06.300 --> 00:01:07.301]  That's with the IRS.
[00:01:07.841 --> 00:01:15.265]  Now, earlier today on the Alex Jones Radio Show, although we're not going to play it here on the Nightly News, Alex talked to the widow of Ibrahim Todeshev.
[00:01:16.006 --> 00:01:16.686]  Now, if you remember,
[00:01:17.563 --> 00:01:24.809]  Ibrahim Todesha was taken into custody by the FBI to question him because he happened to know one of the patsies in the Boston bombing.
[00:01:25.790 --> 00:01:31.015]  He was shot in the heart three times, once in the liver and then in the back of the head.
[00:01:31.615 --> 00:01:33.317]  It was nothing but an execution.
[00:01:33.377 --> 00:01:35.559]  Clearly, from the wounds, it was an execution.
[00:01:36.604 --> 00:01:39.446]  This is the kind of regime we have in America now.
[00:01:39.486 --> 00:01:42.128]  This is the kind of criminals who are running our government.
[00:01:42.348 --> 00:01:45.911]  This is what we expect from a banana republic, an authoritarian regime.
[00:01:46.532 --> 00:01:58.100]  Don't tell me that if the FBI would do this to somebody, and everybody knows that they killed this guy when they took him into questioning, don't tell me that they wouldn't kill a high-profile journalist and try to make it look like an accident.
[00:01:58.681 --> 00:02:05.086]  They tried to shut him up, they tried to intimidate other people, but all it's done is make us more angry.
[00:02:06.343 --> 00:02:09.306]  We've got people who are sick and tired of the lies.
[00:02:09.746 --> 00:02:11.448]  We're sick and tired of the corruption.
[00:02:11.628 --> 00:02:14.190]  We're sick and tired of the spying and the endless war.
[00:02:14.531 --> 00:02:15.972]  And this is what it looks like.
[00:02:29.997 --> 00:02:33.201]  Now those are college students, but this is not like the Vietnam War.
[00:02:33.722 --> 00:02:37.067]  We've got middle-aged, middle-class people protesting the war.
[00:02:37.588 --> 00:02:45.158]  We've got Democrats, Republicans, Occupy Wall Streeters, Tea Party people who are protesting the banker bailouts and the NSA.
[00:02:45.959 --> 00:03:02.889]  We've got congressmen speaking out on both sides of the aisle, and we've got small businesses and unions who are angry about the service sector part-time economy and poverty that's being forced on us with Obamacare and other kinds of regulations coming from this regime.
[00:03:03.770 --> 00:03:05.891]  Look at what Harry Reid had to say.
[00:03:06.011 --> 00:03:07.312]  He's very upset.
[00:03:07.572 --> 00:03:10.674]  He's very upset about what's happening in Congress.
[00:03:11.314 --> 00:03:13.276]  He said, the anarchists have taken over.
[00:03:14.261 --> 00:03:17.165]  They've taken over in the House, now they've taken over in the Senate.
[00:03:17.485 --> 00:03:22.772]  People who don't believe in government, and that's what the Tea Party's all about, he said, are winning, and that's a shame.
[00:03:23.353 --> 00:03:26.818]  No, Harry Reid is wrong about that like he's wrong about so many things.
[00:03:26.878 --> 00:03:28.860]  The American people are not anti-government.
[00:03:29.301 --> 00:03:31.043]  They're anti-authoritarian government.
[00:03:31.063 --> 00:03:32.685]  They're anti-totalitarian government.
[00:03:33.065 --> 00:03:36.009]  They want a constitutional republic that respects their rights.
[00:03:36.509 --> 00:03:38.091]  And they're angry about the U.S.
[00:03:38.131 --> 00:03:39.492]  government supporting Al-Qaeda.
[00:03:39.933 --> 00:03:43.197]  We've got people like Dennis Kucinich, former Democrat congressman.
[00:03:43.457 --> 00:03:47.662]  We've got a Republican senator, Ted Cruz, both talking about how the U.S.
[00:03:47.822 --> 00:03:49.323]  is Al-Qaeda's air force.
[00:03:49.964 --> 00:03:59.757]  Everyone knows that American government is supporting Al Qaeda at the same time they're using it as an excuse to take away our long-fought civil liberties.
[00:04:03.888 --> 00:04:06.569]  I'm Jakari Jackson with an InfoWars Nightly News Alert.
[00:04:06.789 --> 00:04:08.810]  We have a new article on InfoWars.com.
[00:04:09.271 --> 00:04:12.552]  CIA begins delivering weapons to Al-Qaeda in Syria.
[00:04:12.993 --> 00:04:21.897]  The United States has officially announced it is now delivering lethal aid to the rebels engaged in attacks against the Syrian government, according to the Washington Post.
[00:04:22.377 --> 00:04:29.001]  The Post reports shipments were previously stalled due to logistical challenges involved in delivering equipment in a war zone.
[00:04:29.501 --> 00:04:33.603]  And officials fears that any assistance could wind up in the hands of jihadists.
[00:04:34.544 --> 00:04:37.565]  It's true that some of Assad's opponents are extremists.
[00:04:39.026 --> 00:04:48.992]  But Al Qaeda will only draw strength in a more chaotic Syria if people there see the world doing nothing to prevent innocent civilians from being gassed to death.
[00:04:50.753 --> 00:04:54.255]  The majority of the Syrian people and the Syrian opposition we work with
[00:04:55.103 --> 00:04:58.344]  Just want to live in peace, with dignity and freedom.
[00:04:59.105 --> 00:05:06.187]  So that was President Obama admitting that some of Assad's opposition are extremists, such as the Syrian rebels he provides weapons to.
[00:05:06.588 --> 00:05:12.370]  But in the defense of the President, he did say he would pursue political solutions after he's finished bombing Syria.
[00:05:12.850 --> 00:05:14.531]  Meanwhile, back here in the States, we have this.
[00:05:15.071 --> 00:05:18.072]  Felon charged with gun show sale to Austin officer.
[00:05:18.432 --> 00:05:23.634]  Prosecutors on Wednesday announced the arrest on a charge of being a felon in possession of a firearm.
[00:05:23.835 --> 00:05:29.977]  Rodriguez on August 18th allegedly sold a pistol to an undercover officer for $650.
[00:05:30.417 --> 00:05:37.760]  A search warrant carried out last week at the suspect's home led to the seizure of 76 firearms including assault rifles and also about $15,000.
[00:05:39.781 --> 00:05:46.384]  The article goes on to point out that Rodriguez had previously been in prison for the sale of firearms and also being in possession of a machine gun.
[00:05:46.624 --> 00:05:50.585]  So here in the States, if you exercise your Second Amendment rights, you get sent to prison.
[00:05:50.906 --> 00:05:55.708]  But if you arm Syrian rebels who behead Christians and burn churches, you're a Peace Prize winner.
[00:05:55.968 --> 00:05:59.109]  I'm Jakari Jackson and this has been an InfoWars Nightly News Alert.
[00:06:01.547 --> 00:06:09.648]  That's right, we can't expect the government to respect our rights and our liberties when they don't respect the lives and the rights of people abroad.
[00:06:10.268 --> 00:06:17.070]  This is a criminal regime, and it's not just going after made-up enemies in foreign countries like it did in Vietnam.
[00:06:17.150 --> 00:06:20.750]  No, they're coming after us now as well, and people understand that.
[00:06:21.150 --> 00:06:23.131]  Look at this quote from Bill Gertz.
[00:06:23.531 --> 00:06:24.291]  He quoted a U.S.
[00:06:24.351 --> 00:06:30.752]  official as stating, we've come full circle from going after Al-Qaeda to indirectly backing Al-Qaeda.
[00:06:31.292 --> 00:06:34.315]  Everyone knows that's true, except perhaps Rachel Maddow.
[00:06:34.796 --> 00:06:35.997]  She still hasn't gotten the memo.
[00:06:36.557 --> 00:06:44.344]  Everyone else on both sides of the aisle, both parties, the entire public, understands that we are now engaging and supporting Al Qaeda.
[00:06:44.384 --> 00:06:47.607]  At the same time, that's the excuse to take away our civil liberties.
[00:06:48.496 --> 00:06:52.038]  Look at what Putin said in his emergency warning to America.
[00:06:52.058 --> 00:06:56.261]  Now certainly I don't agree with a lot of what he said about the United Nations.
[00:06:56.641 --> 00:06:59.223]  I don't think that we should surrender our sovereignty to them.
[00:06:59.703 --> 00:07:01.765]  I don't think they're the ultimate legal authority.
[00:07:02.145 --> 00:07:06.208]  But he had a lot of things that were very true that he was saying about America.
[00:07:06.288 --> 00:07:07.749]  And everyone respects the fact
[00:07:08.289 --> 00:07:22.134]  That he's being upfront and talking about things in a way to try to create peace and hopefully we can have peace and not make the war broader, not prolong it, not expand it into a broader war throughout the Middle East.
[00:07:22.434 --> 00:07:24.095]  This is what he says about false flags.
[00:07:24.135 --> 00:07:36.019]  He says, no one doubts that poison gas was used in Syria, but there's every reason to believe that it was not used by the Syrian army, but by opposition forces to provoke intervention by their powerful foreign patrons.
[00:07:36.539 --> 00:07:38.361]  Who would be siding with the fundamentalists?
[00:07:38.601 --> 00:07:39.382]  That would be us.
[00:07:39.542 --> 00:07:40.763]  That would be the American government.
[00:07:41.063 --> 00:07:44.146]  He then went on to talk about weapons of mass destruction and their proliferation.
