[00:00:09.560 --> 00:00:09.922]  Yeah.
[00:01:05.372 --> 00:01:07.213]  Welcome to the InfoWars Nightly News.
[00:01:07.333 --> 00:01:09.554]  I'm David Knight and it's Friday, April the 5th, 2013.
[00:01:09.694 --> 00:01:10.674]  Here are our top stories.
[00:01:17.560 --> 00:01:20.641]  Tonight, is America headed to a new police state?
[00:01:21.302 --> 00:01:23.223]  Or just obliviously repeating history?
[00:01:24.303 --> 00:01:28.905]  And, David Knight sits down with a former prosecutor who wants to legalize marijuana?
[00:01:29.565 --> 00:01:32.407]  All this and more on the InfoWars Nightly News.
[00:01:41.698 --> 00:01:43.860]  Well this is big, breaking news.
[00:01:44.581 --> 00:01:45.562]  At least it's news to me.
[00:01:45.662 --> 00:01:52.067]  Anybody that's been watching Obama for the last four years, he says that he is constrained by the system our founders have put into place.
[00:01:52.998 --> 00:01:55.339]  Paul Joseph Watson covers a story here.
[00:01:55.359 --> 00:02:09.546]  He says, during a speech in Denver, Colorado, President Obama remarked that his gun control agenda was constrained by the system our founders put in place, as he lambasted Second Amendment advocates who argued gun ownership is a means of protection against government tyranny.
[00:02:09.846 --> 00:02:13.528]  He said, you hear some of these quotes, I need a gun to protect myself from the government.
[00:02:13.588 --> 00:02:16.590]  We can't do background checks because the government is going to come and take my guns away.
[00:02:16.670 --> 00:02:18.351]  Well, the government is us.
[00:02:19.011 --> 00:02:20.935]  These officials are elected by you.
[00:02:20.955 --> 00:02:22.097]  They're elected by you.
[00:02:22.117 --> 00:02:23.479]  I am elected by you.
[00:02:23.499 --> 00:02:28.428]  I am constrained as they are constrained by a system that our founders put in place.
[00:02:28.929 --> 00:02:31.574]  It's a government of, and by, and for the people.
[00:02:32.591 --> 00:03:01.836]  Well, as Infowars has documented, and as restates in this article, Obama has flagrantly violated the Constitution in all manner of different ways, from undermining the power of Congress, an act of treason according to Congressman Walter Jones, by insisting his authority came from the United Nations Security Council prior to the attack on Libya, and that congressional approval was not necessary, to accepting rotating status as a chairman of the UN Security Council, which is a direct violation of Article 1, Section 9, Clause 8 of the Constitution.
[00:03:02.583 --> 00:03:05.004]  And actually, that's just an abbreviated list, of course.
[00:03:05.364 --> 00:03:11.847]  You know, he's been doing secret assassination lists where he denies people due process, even American citizens abroad.
[00:03:12.247 --> 00:03:16.008]  He signed the NDAA and said, oh, don't worry, I won't use it.
[00:03:16.428 --> 00:03:19.449]  I won't use the new power that I've given myself and other presidents.
[00:03:19.790 --> 00:03:24.511]  Well, you know, it was Thomas Jefferson that said, in questions of power, trust no man.
[00:03:24.551 --> 00:03:31.154]  He said, let no more be heard of confidence in man, but bind him down from mischief with the chains of the Constitution.
[00:03:31.991 --> 00:03:35.954]  Well, that means they have to actually obey the law that they've sworn an oath to.
[00:03:35.974 --> 00:03:42.960]  They actually have to pay attention to things like the First Amendment and the Second Amendment and the Sixth Amendment that guarantees our due process.
[00:03:43.320 --> 00:03:54.669]  But what Obama has done, as he did last summer with the Immigration Act, when he finds that he can't get support even amongst his own fellow Democrats, his own political party, what he'll do is an end around the legislation.
