[00:00:03.938 --> 00:00:05.267]  Yeah.
[00:00:40.035 --> 00:00:42.037]  Welcome to the InfoWars Nightly News.
[00:00:42.357 --> 00:00:42.998]  I'm David Knight.
[00:00:43.198 --> 00:00:45.160]  It's Thursday, January the 10th, 2013, and here are our top stories.
[00:00:49.960 --> 00:01:02.250]  Tonight, on the InfoWars Nightly News, our inside source confirms that Alex Jones was under active surveillance by the DHS during his trip to be on the Piers Morgan Show.
[00:01:02.870 --> 00:01:09.636]  Plus, you have been warned, Americans never give up your guns, so says the Russian site.
[00:01:10.076 --> 00:01:18.983]  Then, a prominent rifle manufacturer mysteriously dies days after posting psychiatric drug links to school shooters.
[00:01:19.864 --> 00:01:23.506]  All that and more on the InfoWars Nightly News.
[00:01:39.765 --> 00:01:44.306]  And when Piers Morgan moved to take our weapons, it caused a shout that was heard around the world.
[00:01:44.326 --> 00:01:51.108]  And I gotta say, this is the first time I've been on the air since Alex had the Piers Morgan interview, but I've never been more proud to work here.
[00:01:51.788 --> 00:01:58.090]  You know, it was something that I've heard a lot of people do, armchair criticisms of Alex.
[00:01:58.809 --> 00:02:02.132]  But if you're not in the arena, you just don't have anything to talk about.
[00:02:02.692 --> 00:02:04.233]  Look at what happened with the NRA.
[00:02:04.273 --> 00:02:06.595]  Was it a helpful thing for them to go silent for a week?
[00:02:07.156 --> 00:02:13.941]  Larry Pratt didn't, and Larry Pratt stepped into the arena, and he took some hits from Piers Morgan, but he held his own.
[00:02:14.628 --> 00:02:18.191]  In the same way, you know, people have criticized Ron Paul for not being forceful enough.
[00:02:18.411 --> 00:02:20.633]  They've criticized Alex Jones for being too forceful.
[00:02:21.193 --> 00:02:38.646]  But I think when you're looking at bullies, when you're looking at people that are trying to take our fundamental rights, things that are given to us by God as human beings, the ability to protect ourselves and our families, things that are recognized in the fundamental laws of our country, I don't think you can take that very lightly.
[00:02:41.429 --> 00:02:42.890]  I think it takes a strong response.
[00:02:42.910 --> 00:02:50.099]  You know, one of the first reports I did when I came here to InfoWars was talking about the EPA and things that were going on in the Smoky Mountains.
[00:02:50.119 --> 00:02:53.623]  And I recalled how I told my children, read them the insert,
[00:02:54.605 --> 00:02:57.427]  About how to handle wild animals, specifically bears.
[00:02:57.807 --> 00:03:06.872]  And they tell you not to run away from the bears, but rather to get in their face, to shout at them, to throw bricks and stones, whatever you've got, to throw it at them.
[00:03:07.212 --> 00:03:09.473]  And that's exactly what Alex did.
[00:03:09.534 --> 00:03:11.615]  He went full auto on Piers Morgan.
[00:03:12.195 --> 00:03:13.616]  And they just couldn't take it.
[00:03:14.276 --> 00:03:19.417]  Now, it's been confirmed that Alex was under active surveillance while he was in New York.
[00:03:20.238 --> 00:03:35.461]  In an interview today on Alex's radio program with Doug Hagman, he was told that a source within the Department of Homeland Security told Doug Hagman that several federal agents were assigned to follow Alex Jones during his visit to New York.
[00:03:35.521 --> 00:03:42.823]  They were told, bumper lock him, make it obvious, do whatever you can, just make sure he knows, handle him as a hostile.
[00:03:43.883 --> 00:03:53.633]  So I don't know how many agents were assigned to him, he said, and another fellow traveling with him, that would be Rob Dew, but I know that there was coordination between federal agencies and a private security concern.
[00:03:53.973 --> 00:03:58.998]  I've learned the assignment originated from pretty high up and was approved at multiple levels.
[00:03:59.439 --> 00:04:05.485]  This is supposed to be off the books, no records, and there was to be a complete denial if confronted, stated the source.
