[00:00:08.410 --> 00:00:08.592]  Yeah.
[00:00:44.571 --> 00:00:46.232]  Welcome to the InfoWars Nightly News.
[00:00:46.292 --> 00:00:47.493]  I'm your host, Jakari Jackson.
[00:00:47.874 --> 00:00:49.615]  Here's what we have in store for you for this May 22, 2013 edition.
[00:00:54.218 --> 00:00:59.942]  Tonight, federal police now list demonstrators alongside terrorists.
[00:01:00.362 --> 00:01:07.968]  And sources say that Adam Kokesh may remain in federal custody until well after the 4th of July.
[00:01:08.288 --> 00:01:13.812]  Then, the FBI kills an acquaintance of the deceased Boston bombing suspect.
[00:01:14.212 --> 00:01:16.433]  And the IRS pleads the fifth.
[00:01:16.453 --> 00:01:17.774]  I see nothing!
[00:01:17.794 --> 00:01:19.075]  I know nothing!
[00:01:19.115 --> 00:01:22.478]  That's up next on the InfoWars Nightly News.
[00:01:26.570 --> 00:01:27.290]  And welcome back.
[00:01:27.670 --> 00:01:32.012]  Top story headline, four Americans killed since 2009 in U.S.
[00:01:32.092 --> 00:01:32.912]  drone strikes.
[00:01:33.213 --> 00:01:40.055]  Now, this is something that we've all been afraid of, at least I've been afraid of, somebody dying than just more than the one person that they have admitted to.
[00:01:40.095 --> 00:01:42.296]  And now they seem to have three additionals.
[00:01:42.356 --> 00:01:42.896]  Let's take a look.
[00:01:43.336 --> 00:01:44.157]  In conducting U.S.
[00:01:44.197 --> 00:01:54.781]  counterterrorism operations against Al Qaeda and its associated forces, the government has targeted and killed one American citizen, Anwar al-Awlaki, and is aware of the killings
[00:01:55.561 --> 00:01:56.041]  By U.S.
[00:01:56.081 --> 00:02:03.164]  drones or three others, Attorney General Eric Holder said in a letter to Senate Judiciary Committee Chairman Patrick Leahy.
[00:02:03.584 --> 00:02:12.188]  Now this is a new and developing story, so the details of how and why are still a little sketchy, but we'll be giving you the most up-to-date information we can.
[00:02:12.528 --> 00:02:16.930]  So be sure to tune in to the Alex Jones Radio Show tomorrow for more on this breaking story.
[00:02:16.970 --> 00:02:17.550]  We'll move on.
[00:02:18.551 --> 00:02:20.552]  Top IRS official takes the fifth
[00:02:21.437 --> 00:02:22.237]  What it means.
[00:02:22.277 --> 00:02:27.259]  Now this is a article from John Rappaport and I can tell you what this means and John can tell you what it means.
[00:02:27.319 --> 00:02:28.640]  I do encourage you to read this article.
[00:02:29.020 --> 00:02:30.261]  But I think it's best to hear from Ms.
[00:02:30.301 --> 00:02:31.181]  Lerner herself.
[00:02:33.302 --> 00:02:38.784]  The Department of Justice launched an investigation into the matters described in the Inspector General's report.
[00:02:39.965 --> 00:02:49.709]  In addition, members of this committee have accused me of providing false information when I responded to questions about the IRS processing of applications for tax exemption.
[00:02:52.052 --> 00:02:54.953]  I have not done anything wrong.
[00:02:56.373 --> 00:02:58.674]  I have not broken any laws.
[00:02:59.474 --> 00:03:02.655]  I have not violated any IRS rules or regulations.
[00:03:02.815 --> 00:03:07.976]  And I have not provided false information to this or any other congressional committee.
[00:03:09.376 --> 00:03:21.199]  And while I would very much like to answer the committee's questions today, I've been advised by my counsel to assert my constitutional right not to testify or answer questions related to the subject matter of this hearing.
[00:03:22.245 --> 00:03:31.630]  You have made an opening statement in which you made assertions of your innocence, assertions you did nothing wrong, assertions you broke no laws or rules.
[00:03:32.470 --> 00:03:35.852]  Additionally, you have authenticated earlier answers to the IG.
[00:03:37.092 --> 00:03:44.256]  At this point, I believe you have not asserted your rights, but in fact have effectively waived your rights.
[00:03:44.696 --> 00:03:48.158]  Would you please seek counsel for further guidance on this matter?
[00:03:48.258 --> 00:03:48.778]  Will we wait?
[00:03:58.454 --> 00:04:02.456]  I will not answer any questions or testify about the subject matter of this committee's meeting.
[00:04:03.433 --> 00:04:06.795]  Well, thank you for your very in-depth testimony, Ms.
[00:04:06.815 --> 00:04:07.095]  Lerner.
[00:04:07.355 --> 00:04:09.656]  And I do agree with one aspect of what she said.
[00:04:10.056 --> 00:04:14.458]  Just invoking your Fifth Amendment, the right not to incriminate yourself, does not mean that you're guilty.
[00:04:14.839 --> 00:04:18.600]  But there's a lot of people pointing fingers at her and how people got to this.
[00:04:18.620 --> 00:04:21.762]  We're going to take a look at this clip from one Mr. Ben Swan.
[00:04:21.782 --> 00:04:25.524]  Now, Mr. Ben Swan does not get to Ms.
[00:04:25.544 --> 00:04:32.027]  Lerner herself, but he does show you the hierarchy of the people involved and how they're involved in the IRS scandal.
[00:04:32.435 --> 00:04:34.516]  Tax-exempt status comes into the IRS.
[00:04:34.976 --> 00:04:38.619]  Agents have 270 days to work through that application.
[00:04:39.279 --> 00:04:45.543]  If the application is not processed within those 270 days, it automatically triggers flags in the system.
[00:04:46.063 --> 00:04:54.148]  When that happens, individual agents are required to input a status update on that individual case once a month, every month.
[00:04:54.488 --> 00:05:01.472]  Because all six of our workers have different individual and territory managers, Cindy Thomas is the one manager they all have in common.
[00:05:02.435 --> 00:05:04.836]  I do encourage you to go and watch that for yourself in its entirety.
[00:05:04.856 --> 00:05:10.538]  That's a very small piece, but at the very least, I think Miss Cindy Thompson, or Thomas, has something to answer for.
[00:05:10.578 --> 00:05:16.900]  And that was Mr. Ben Swan, exclusive Cincinnati agent, giving orders in the IRS scandal, question mark.
[00:05:17.220 --> 00:05:20.481]  And to finish out this IRS block, we have a special report from Gigi Arnetta.
[00:05:31.784 --> 00:05:34.927]  I'm Gigi Ornette with an InfoWars Nightly News Alert.
[00:05:35.627 --> 00:05:41.111]  When I read the headline, don't throw the IRS under the bus, all I could think of was, are you serious?
[00:05:41.432 --> 00:05:42.653]  Who defends the IRS?
[00:05:43.593 --> 00:05:45.195]  The writers at the Daily Beast.
[00:05:45.955 --> 00:05:47.817]  They think the IRS isn't too powerful.
[00:05:48.477 --> 00:05:49.138]  It's too weak.
[00:05:50.018 --> 00:05:56.684]  In fact, they suggest that Obama just clear his plate of this scandal so he can move on to the next because, of course, this one's all Bush's fault.
[00:05:57.694 --> 00:06:04.559]  The Daily Beast quoted the New York Times saying the Cincinnati office was understaffed, unglamorous, and backwater.
[00:06:05.419 --> 00:06:09.562]  Its ill-trained, low-level staffers rarely discussed politics.
[00:06:10.303 --> 00:06:15.206]  So, was the office in Washington or California that targeted the Tea Party any more glamorous?
[00:06:16.596 --> 00:06:17.296]  Here's a question.
[00:06:17.737 --> 00:06:24.621]  These ill-trained, low-level staffers that the Daily Beast claims work at the IRS, are they the same ones handling Obamacare?
[00:06:25.322 --> 00:06:25.802]  Wow!
[00:06:25.862 --> 00:06:29.104]  You better hope none of them get your health care information when you have medical needs.
[00:06:30.024 --> 00:06:42.692]  This article is a must-read as it clearly illuminates the thought process of the current administration and how it is not congruent with the Constitution, but more congruent with Nazi Germany.
[00:06:43.353 --> 00:06:44.354]  Here's more from the Beast.
[00:06:45.314 --> 00:06:50.979]  It might seem shrewd for Obama to sit out the IRS scandal while he focuses on bigger fights.
