[00:00:19.389 --> 00:00:21.231]  Welcome to the InfoWars Nightly News.
[00:00:21.291 --> 00:00:24.255]  It is Thursday, December 5th, 2013.
[00:00:24.395 --> 00:00:26.718]  I'm Leanne McAdoo, and here's what's coming up tonight.
[00:00:30.424 --> 00:00:35.847]  In a clear case of buyer's remorse, most under 25 favor throwing Obama out of office.
[00:00:36.347 --> 00:00:41.130]  Then, do protesters for a rise in wages really understand why they're getting poorer?
[00:00:41.450 --> 00:00:45.732]  And Obama turns to crowdsourcing contests to develop his propaganda.
[00:00:46.172 --> 00:00:49.154]  All that and more on tonight's InfoWars Nightly News.
[00:00:58.638 --> 00:01:03.141]  So I'm going to need you all to spread the word about how the Affordable Care Act really works.
[00:01:04.182 --> 00:01:07.444]  If you're a student body president, set up a conference on campus.
[00:01:08.305 --> 00:01:14.469]  If you work at a non-profit, open your doors and use your email list to help people learn the facts.
[00:01:15.110 --> 00:01:17.091]  If you've got a radio show, spread the word on air.
[00:01:17.511 --> 00:01:19.313]  If you're a bartender, have a happy hour.
[00:01:20.694 --> 00:01:23.516]  Post something on your Facebook or Instagram.
[00:01:23.937 --> 00:01:26.318]  You can tweet using the hashtag Get Covered.
[00:01:26.619 --> 00:01:31.522]  Do whatever it takes to make sure people have the information they need to make the decision that's right for them.
[00:01:31.883 --> 00:01:37.187]  That was President Obama speaking to a group of young millennial activists at the White House.
[00:01:37.587 --> 00:01:41.690]  This is all part of a three-week push to get people back to the exchanges.
[00:01:42.111 --> 00:01:49.757]  And of course, the most important people that they need to sign up in order to make the Affordable Care Act work are the young and healthy.
[00:01:50.177 --> 00:02:10.734]  And that's why the Obama administration has spent so much money trying to propagate to the youth via Funny or Die campaigns, Hollywood has included health insurance subplots in their TV shows, and the DHS even put out a music contest to encourage young people to produce pro-Obamacare music videos.
[00:02:11.334 --> 00:02:13.036]  And they've finally picked a winner.
[00:02:13.576 --> 00:02:18.960]  Don't need a lot of money, money, money to stay young and healthy, healthy, healthy.
[00:02:19.241 --> 00:02:24.765]  We just want to make it more fair with affordable health care.
[00:02:25.225 --> 00:02:27.888]  Ain't about the, uh, cha-ching, cha-ching.
[00:02:28.008 --> 00:02:32.831]  Ain't about the, yeah, bling, bling, bling, affordable care act.
[00:02:33.352 --> 00:02:36.975]  Don't worry about the price tag.
[00:02:39.048 --> 00:02:39.588]  That's right.
[00:02:40.108 --> 00:02:49.252]  The winner of that music video is encouraging her peers to just forget about the price tag of the Affordable Care Act and just sign up.
[00:02:49.532 --> 00:02:50.252]  It's not a joke.
[00:02:50.833 --> 00:02:58.856]  Never mind that you are probably facing insurmountable student loan debt and you probably can't get a job once you graduate.
[00:02:59.456 --> 00:03:01.977]  Just pay it and shut up.
[00:03:02.777 --> 00:03:24.848]  Now, Obama probably thought that that cute girl with the great voice was going to give him a little street cred and an edge in the race to get millennials back onto the exchanges, but that might prove to be an uphill battle for the president because recent polls are showing that young people are abandoning Obamacare and his signature achievement.
[00:03:25.228 --> 00:03:35.057]  The most startling finding of Harvard University's Institute of Politics, a majority of Americans under age 25 would favor throwing Obama out of office.
[00:03:35.898 --> 00:03:43.525]  The survey was part of a unique 13-year study of the attitudes of young adults and it finds that America's rising generation is worried about its future.
[00:03:44.005 --> 00:03:45.146]  Disillusioned with the U.S.
[00:03:45.186 --> 00:03:52.652]  political system, strongly opposed to the government's domestic surveillance apparatus, and drifting away from both major parties.
[00:03:53.192 --> 00:04:00.098]  Young Americans hold the President, Congress, and the federal government in less esteem almost by the day.
[00:04:01.869 --> 00:04:08.212]  And that actually sounds like just what's needed in this country to get the youth to start a revolution!
[00:04:08.753 --> 00:04:18.838]  And with that being said, of course that's why the Obama administration is encouraging his youth brigade to get out there and propagandize to the youth.
[00:04:19.418 --> 00:04:22.420]  And a young liberal group is doing just that.
[00:04:22.440 --> 00:04:23.881]  Think again.
[00:04:25.506 --> 00:04:28.150]  Katniss's father was killed in a mining accident.
[00:04:28.471 --> 00:04:31.636]  If he had union protection, that never would have happened.
[00:04:32.978 --> 00:04:39.088]  In the wake of her husband's death, Katniss's mom had no access to therapy and fell into a deep depression.
[00:04:40.188 --> 00:04:46.636]  Which cost her her job, causing the family to starve because the Capitol provides no food stamps.
[00:04:47.917 --> 00:04:51.642]  Like it or not, the Hunger Games are real.
[00:04:51.882 --> 00:04:58.890]  President Snow's 1% wants to cut life-saving programs while using their glamour to distract us.
[00:04:59.491 --> 00:05:05.935]  The Harry Potter Alliance is a group that's trying to push a progressive agenda by politicizing Hunger Games fans.
[00:05:06.556 --> 00:05:19.044]  Now, the campaign aims to inspire the youth to get off their phones and start a revolution by tackling issues of the 12 districts, such as health care access, homelessness, voting access, unemployment and food security.
[00:05:19.604 --> 00:05:29.051]  That sounds legit, but the drive says that they're really trying to push the main theme of the Hunger Games, which is income inequality.
[00:05:29.691 --> 00:05:31.833]  Hmm, where have I heard that before?
[00:05:32.293 --> 00:05:36.837]  But this increasing inequality is most pronounced in our country.
[00:05:38.178 --> 00:05:43.102]  The idea that so many children are born into poverty in the wealthiest nation on earth is heartbreaking enough.
[00:05:44.543 --> 00:05:57.914]  But the idea that a child may never be able to escape that poverty because she lacks a decent education or health care or a community that views her future as their own, that should offend all of us.
[00:05:59.312 --> 00:06:00.676]  And it should compel us to action.
[00:06:00.796 --> 00:06:02.219]  We are a better country than this.
[00:06:02.844 --> 00:06:12.927]  Now, conservative fans of the books and films are saying that the Alliance is willfully ignoring the real antagonist of that movie, which is the totalitarian government.
[00:06:13.467 --> 00:06:31.332]  They say by pushing Obama's message on income equality, they're missing the danger there, the real warning of having an Orwellian government that controls the food stamps and the access to health care and applies pressure on them via the good guy unions.
[00:06:31.912 --> 00:06:35.254]  So they're basically trying to get the youth to demand more government!
[00:06:35.635 --> 00:06:36.896]  More control!
[00:06:36.916 --> 00:06:47.743]  So, of course, that is all part of the New World Order master plan to dupe you into demanding more government control in the name of humanitarianism.
[00:06:48.104 --> 00:06:53.628]  So I'm going to read a little excerpt from what could have inspired the Hunger Games.
[00:06:53.728 --> 00:06:59.151]  I know Alex Jones says this is what helped crystallize his awakening.
[00:07:00.234 --> 00:07:02.515]  None dare call it a conspiracy by Gary Allen.
[00:07:02.575 --> 00:07:04.596]  We do sell this at the InfoWars store.
[00:07:05.476 --> 00:07:11.599]  Says what we are witnessing is the communist tactic of pressure from above and pressure from below.
[00:07:11.619 --> 00:07:15.501]  The American middle class is being squeezed to death by a vice.
[00:07:16.941 --> 00:07:25.845]  We do see these young groups in the streets trying to be revolutionary groups and virtually all members of these groups sincerely believe that they are fighting the establishment.
[00:07:26.346 --> 00:07:33.129]  In reality, they are an indispensable ally of the establishment in fastening socialism on all of us.
[00:07:33.689 --> 00:07:38.351]  The naive radicals think that under socialism, the people will run everything.
[00:07:38.911 --> 00:07:45.754]  Actually, it will be a clique of insiders in total control, consolidating and controlling all wealth.
[00:07:45.995 --> 00:07:51.137]  So there you can see that lovely diagram of the vice there.
[00:07:51.497 --> 00:07:59.701]  We've got the Rothschilds, the Rockefellers pressuring the middle class, and the unions and youth groups there are pressuring from below.
[00:08:00.481 --> 00:08:02.002]  So, that's the trick.
[00:08:02.162 --> 00:08:03.703]  Don't be duped into that.
[00:08:04.143 --> 00:08:11.286]  All these youth groups are part of this effort and they're totally helping the very establishment that they are trying to stop.
[00:08:11.867 --> 00:08:16.269]  But if you really want to stop income equality, you have to go to the root of the problem.
[00:08:16.589 --> 00:08:28.755]  And that's that our presidents keep shipping all of our jobs overseas with these trade agreements like NAFTA and the TPP that our beloved dictator is now trying to fast track.
[00:08:29.315 --> 00:08:42.143]  And if people don't cut this off before it gets even worse, I am afraid that those people that are out there fighting for income equality and to raise the minimum wage are just going to continue to find themselves in a Walmart economy.
[00:08:45.085 --> 00:08:45.725]  Excuse me, sir.
[00:08:46.066 --> 00:08:47.707]  What brings you out here today?
[00:08:47.727 --> 00:08:52.230]  I come here with the Workers' Defense Project in solidarity with the Fight for 15 campaign.
[00:08:52.250 --> 00:08:56.032]  Do you think it may be more effective to maybe have these type of protests at the Federal Reserve?
[00:08:57.073 --> 00:09:00.240]  Um, not instead, but in addition to this.
[00:09:01.142 --> 00:09:01.523]  I agree.
[00:09:01.904 --> 00:09:04.811]  Jakari, ask him if he knows anything about the Trans Pacific Partnership.
[00:09:05.211 --> 00:09:07.056]  Sir, have you ever heard of the Trans Pacific Partnership?
[00:09:08.121 --> 00:09:08.501]  Yes.
[00:09:09.402 --> 00:09:10.483]  Can you tell me a little bit about it?
[00:09:11.064 --> 00:09:21.814]  Yeah, as someone from, I'm from Mexico, and seeing how the NAFTA devastated our country, I just am really terrified about how it's trans-Pacific.
[00:09:21.894 --> 00:09:25.877]  Glad you brought up NAFTA, because a lot of people don't know about this NAFTA thing, the NAFTA superhighway.
[00:09:26.137 --> 00:09:29.220]  GMOs, do you think GMOs is maybe affecting things?
[00:09:29.240 --> 00:09:30.722]  In a big way, in a big way.
[00:09:30.742 --> 00:09:34.405]  I personally, I'm not a scientist, I didn't study it, but I've done a little
[00:09:34.445 --> 00:09:34.905]  We're good to go.
[00:09:59.517 --> 00:10:07.759]  And if you need any more proof of what the establishment thinks of your little millennial revolution, just ask 10-year-old Johnny Jones.
[00:10:08.239 --> 00:10:14.620]  He was suspended from school and threatened with expulsion for firing a make-believe arrow at a classmate.
[00:10:15.180 --> 00:10:27.543]  Johnny found himself in trouble after violating the school's zero-tolerance policy on weapons by miming the action of shooting an arrow from a bow using only his hands.
[00:10:28.686 --> 00:10:31.898]  So we can call for a Katniss-led revolution.
[00:10:32.179 --> 00:10:34.026]  Just don't act like her.
[00:11:01.701 --> 00:11:02.601]  We're on the march.
[00:11:03.061 --> 00:11:04.682]  The Empire's on the run.
[00:11:05.142 --> 00:11:08.183]  And the InfoWars Army is standing strong.
[00:11:08.543 --> 00:11:14.605]  Wake up your family, friends, and neighbors and break the matrix at InfoWarsStore.com.
[00:11:15.005 --> 00:11:22.967]  Learn the truth and spread the message of liberty with the world's most comprehensive collection of books and documentary films.
[00:11:23.727 --> 00:11:28.969]  Maintain a healthy metabolism and energize your body to perform at peak health.
[00:11:29.289 --> 00:11:31.891]  With survival shield, nascent iodine.
[00:11:32.332 --> 00:11:38.016]  Protect your family and be prepared with survival foods and emergency preparedness kits.
[00:11:38.697 --> 00:11:49.966]  And now you can drink safe water with your own ProPure water filtration system, which removes fluoride and other harmful chemicals from your family's water supply.
[00:11:50.406 --> 00:11:53.208]  Save 10% with the promo code WATER.
[00:11:53.589 --> 00:11:55.130]  So join the revolution.
[00:11:55.590 --> 00:11:56.811]  Infowarsstore.com
[00:12:00.751 --> 00:12:11.876]  Many anthropologists and archaeologists believe that before man even discovered the power to harness and use fire, we were involved in agrarian activities.
[00:12:12.356 --> 00:12:17.118]  That is, taking the seeds of plants and then replanting them to produce more.
[00:12:17.738 --> 00:12:26.742]  The very foundation of our modern civilization and human culture is centered around the planting and cultivation of edible plants.
[00:12:27.282 --> 00:12:32.104]  Here are some of the amazing deals at InfoWars Seed Center at InfoWarshop.com.
[00:12:32.544 --> 00:12:42.129]  The Survival Seed Vault by My Patriot Supply features only the finest survival heirloom seeds for a robust and hardy garden, even in the toughest times.
[00:12:42.369 --> 00:12:49.732]  We also have starter varieties of the Deluxe Seed Packages for fruit, salad, salsa, peppers, medical herbs, and more.
[00:12:50.172 --> 00:12:54.014]  Go to the InfoWars Seed Center at InfoWarshop.com.
[00:12:54.714 --> 00:12:55.295]  And remember,
[00:12:56.155 --> 00:12:58.559]  The revolution against tyranny is growing.
[00:13:03.165 --> 00:13:05.489]  So forget what you have heard about aspartame.
[00:13:05.809 --> 00:13:11.297]  Now, it's good for you, according to this really pathetic excuse for a test study.
[00:13:12.472 --> 00:13:18.015]  Human guinea pigs were fed snack bars, some of which contained the sweetener and some that didn't.
[00:13:18.516 --> 00:13:23.559]  The study recruited 50 people who had reported reactions in the past after consuming aspartame.
[00:13:24.119 --> 00:13:28.222]  The investigation found that no evidence of harm in either of those groups.
[00:13:28.462 --> 00:13:39.948]  So that prompted the Food Standards Agency to announce that as a result of the British research, the Committee on Toxicity had decided there is no need to ban or control the sale or consumption of the sweetener, saying,
[00:13:48.192 --> 00:13:59.080]  And despite concluding that there is no reason to protect consumers, the FSA said that the committee had not actually carried out an overall safety evaluation of aspartame.
[00:13:59.741 --> 00:14:00.842]  So there you go.
[00:14:00.862 --> 00:14:04.144]  As long as your studies do not support the
[00:14:05.445 --> 00:14:06.245]  We're good to go.
[00:14:26.031 --> 00:14:44.438]  And that is, of course, in contrast to what other studies have found, like this one a citizen scientist conducted over the course of two and a half years, and she observed that 67% of her female rats developed tumors the size of golf balls or greater, and 23% of the males in that study developed tumors as well.
[00:14:44.978 --> 00:14:52.161]  Those results, of course, coincide with the complaints that the FDA receives, which are registered mainly with 77% of those complaints being female.
[00:14:55.583 --> 00:15:11.212]  So, of course, any test that doesn't promote aspartame or GMO, both of which are linked to Monsanto, by the way, anything that's going to say that those are bad for you and that they're not safe to consume, those tests are invalid.
[00:15:11.572 --> 00:15:21.838]  But Monsanto, of course, using those same rats, their test was accepted to show the safety of GMOs, even though the rats were only tested for 90 days.
[00:15:23.479 --> 00:15:29.407]  Alright, well stick around because after the break, David Knight sits down with Mike Meharry of the 10th Amendment Center.
[00:15:29.748 --> 00:15:32.772]  And then of course, as always, we've got some goodies after the show.
[00:15:33.293 --> 00:15:38.901]  John Bowne has a special report, and we've got an oldie but goodie from the vault with Alex Jones.
[00:16:03.857 --> 00:16:04.898]  The facts are in.
[00:16:05.518 --> 00:16:07.579]  The studies are legion.
[00:16:08.600 --> 00:16:22.548]  Sodium fluoride and other members of the fluorine family that are added to western water supplies are devastating the health and cognitive ability of the people that drink it.
[00:16:23.249 --> 00:16:28.112]  So the question is, why are the social engineers adding it to the water?
[00:16:28.892 --> 00:16:29.312]  Simple.
[00:16:29.832 --> 00:16:36.734]  Dumb down the host population that the parasitic technocracy is feeding on.
[00:16:37.074 --> 00:16:46.736]  We developed Fluoride Shield to be the highest quality, highest standards because I use it every day and my family uses it every single day.
[00:16:47.196 --> 00:16:52.617]  Let's take a closer look at the ingredients that make up this special proprietary formula.
[00:16:53.357 --> 00:17:04.456]  Tamarind has been celebrated for its ability to immobilize toxic fluoride residues, while zeolites have a long history of attracting and holding toxic compounds.
[00:17:05.097 --> 00:17:06.379]  Interfolvic acid.
[00:17:06.917 --> 00:17:08.397]  An excellent cleansing agent.
[00:17:08.817 --> 00:17:16.579]  Then we added the highest quality shilajit, a rare compound that is collected from the high mountains of the Himalayas.
[00:17:16.779 --> 00:17:25.841]  We topped it all off with the powerhouse herb cilantro that is intended to mobilize fluoride and other dangerous compounds for removal from the body.
[00:17:26.262 --> 00:17:32.083]  And the final touch to energize this formula is our proprietary nascent iodine.
[00:17:32.623 --> 00:17:37.767]  And as always, consult your physician as well because that is important.
[00:17:38.208 --> 00:17:52.700]  And finally, Fluoride Shield, Survival Shield, and all the products at Infowarslife.com grew out of my quest to try to find the very best compounds from God's cornucopia to protect myself and my family.
[00:17:53.160 --> 00:17:58.290]  And from our research, I believe we are bringing you the best, highest quality products.
[00:17:58.531 --> 00:18:03.020]  And you have that commitment from Alex Jones and the entire InfoWars crew.
[00:18:07.267 --> 00:18:12.429]  Well, we all know what a burden the federal government has become, especially when it comes to the NSA.
[00:18:12.829 --> 00:18:16.251]  Not only do they steal our money, but they also steal our privacy.
[00:18:16.751 --> 00:18:21.673]  And it's a particular burden for the people in the community where the new Utah Data Center has been built.
[00:18:22.173 --> 00:18:24.634]  Now, there's a campaign to try to stop that.
[00:18:25.074 --> 00:18:27.335]  It's called OffNow, the OffNow Coalition.
[00:18:27.375 --> 00:18:32.217]  It was top-linked on the Drudge Report last night, and we have a spokesperson for that.
[00:18:32.257 --> 00:18:35.379]  It's Mike Meharry with the Tenth Amendment Center, and he's going to tell us
[00:18:35.919 --> 00:18:39.515]  What the problem is in the Utah community and what they're planning to do about it.
[00:18:39.636 --> 00:18:40.118]  Welcome, Mike.
[00:18:40.987 --> 00:18:42.428]  Thank you very much for having me on.
[00:18:42.608 --> 00:18:44.629]  Yeah, it's amazing.
[00:18:44.670 --> 00:18:49.853]  You talk about stealing our privacy, they're stealing our money, and now we find out they're stealing water, too.
[00:18:50.393 --> 00:18:51.114]  Massive amounts.
[00:18:51.474 --> 00:18:52.955]  Massive amounts of water, absolutely.
[00:18:53.676 --> 00:19:03.322]  The other day, it was over the weekend actually, the Salt Lake Tribune ran a story outlining the sweetheart deal that the city of Bluffdale gave the NSA.
[00:19:04.103 --> 00:19:07.145]  Basically, it's paying a rate underneath
[00:19:08.129 --> 00:19:08.549]  Good analogy.
[00:19:35.680 --> 00:19:40.842]  Yeah, what is really doing this is economically developing the careers of those people who gave them the sweetheart deals.
[00:19:40.862 --> 00:19:46.564]  They're going to be loved by the NSA and the federal government, and they're probably going to get some nice, cushy jobs out of this, don't you think?
[00:19:46.904 --> 00:19:47.344]  Exactly.
[00:19:47.384 --> 00:19:48.524]  Well, and I wouldn't be surprised.
[00:19:48.564 --> 00:20:00.228]  Apparently, the area that the water infrastructure runs through is primed for development, so it would be interesting to see how many people have their hands in land deals and whatnot through there now that they can get the water.
[00:20:01.474 --> 00:20:02.635]  We find this offensive.
[00:20:02.655 --> 00:20:08.418]  We find it offensive from a constitutional standpoint that the NSA absolutely ignores the Fourth Amendment.
[00:20:08.458 --> 00:20:11.439]  We know this from all of the documents that Snowden has leaked.
[00:20:11.780 --> 00:20:13.741]  We know that they abuse the information.
[00:20:13.781 --> 00:20:17.563]  We know that they've even gone as far as to use it to spy on their girlfriends and whatnot.
[00:20:17.603 --> 00:20:18.663]  And that's what we know.
[00:20:18.723 --> 00:20:20.104]  I mean, who knows what we don't know?
[00:20:20.624 --> 00:20:25.627]  So we have decided that we've got to do something, and we're not going to be able to count on Congress.
[00:20:26.147 --> 00:20:27.387]  Congress isn't going to do anything.
[00:20:27.527 --> 00:20:32.728]  Any bill that goes through the Senate is going to have to go through Dianne Feinstein's committee, and she's all for this.
[00:20:32.788 --> 00:20:34.749]  I mean, she thinks this is the best thing since sliced bread.
[00:20:35.209 --> 00:20:37.449]  We can't depend on the judges to do anything about it.
[00:20:37.509 --> 00:20:41.450]  They almost always defer to the federal government when you start talking about national security.
[00:20:41.730 --> 00:20:44.190]  Well, you've also got, don't forget Mike Rogers in the House.
[00:20:44.290 --> 00:20:45.331]  Well, he's a big cheerleader.
[00:20:45.351 --> 00:20:47.651]  He goes around with Feinstein as a dog and pony.
