[00:00:04.612 --> 00:00:05.520]  Yeah.
[00:00:39.970 --> 00:00:42.291]  Welcome to tonight's InfoWars Nightly News.
[00:00:42.371 --> 00:00:49.193]  I'm your host, Rob Dew, and today's date is Friday, June 7, 2013, and here's a look at some of our top stories.
[00:00:52.294 --> 00:00:52.634]  Tonight...
[00:00:53.522 --> 00:00:56.244]  More Bilderberg covers the globalists don't want you to see.
[00:00:56.785 --> 00:01:00.488]  And Robb Dew breaks down the NSA's PRISM data collection system.
[00:01:00.888 --> 00:01:05.132]  And finally, an exclusive interview with Fallen Skies actor Peter Shinkoda.
[00:01:05.712 --> 00:01:08.494]  All this and more on tonight's InfoWars Nightly News.
[00:01:13.462 --> 00:01:15.042]  Well, it's finally begun.
[00:01:15.222 --> 00:01:20.584]  The confab known as the Bilderberg meeting is finally kicked off, this time in London.
[00:01:20.664 --> 00:01:28.906]  Every year they move to a different location, and this year Alex Jones decided to fly across the pond and join in the fun.
[00:01:29.586 --> 00:01:36.008]  A couple years ago it was in Switzerland and it was Aaron Dykes and Paul Joseph Watson in the mountains, the Swiss Alps.
[00:01:37.228 --> 00:01:37.789]  We're good to go.
[00:01:51.601 --> 00:02:00.663]  Written by Suzy Messure, who you can tell by reading this in her tone, she's obviously a lover of bootlicking for the globalists.
[00:02:01.483 --> 00:02:13.805]  She writes, yet there was nothing secretive about the start of the four-day EgoFest, which is being live-streamed into conspiracy theorists' living rooms all over the planet by hardcore of alternative media, epitomized by U.S.
[00:02:13.865 --> 00:02:15.746]  radio host Alex Jones, who had assembled
[00:02:17.306 --> 00:02:27.750]  Those that assembled in the hundreds in hopes of catching a glimpse of the attendees, ranging from their own Chancellor George Osborne, Shadow Chancellor Ed Balls, to the heads of Google, BP, Goldman Sachs, and Shell.
[00:02:28.831 --> 00:02:46.278]  Even the BBC, which some of the Bilderberg conspiracy theorists believe is a shorthand for Bilderberg Club, such has been its lack of coverage in previous years, was out in force, as were most other mainstream media outlets, led by the vociferous Jones, whose voice practically carried
[00:02:46.858 --> 00:02:51.741]  The half mile up the hill from the media tent to the hotel where the attendees were gathering.
[00:02:52.082 --> 00:03:00.788]  There was even talk a Bilderberger might break rank to disclose for the first time since the group started in 1954 some of the details of their discussion.
[00:03:01.604 --> 00:03:08.149]  So, we see once again, yes, the mainstream media, we finally forced them to cover it, and yet they sugar-coated.
[00:03:08.209 --> 00:03:14.354]  They continue to say there's nothing to see here, it's just a, you know, a little party for the elites, and why should we be concerned?
[00:03:15.195 --> 00:03:23.662]  And once again, as Alex Jones has pointed out, if this was 120 to 200 of the biggest movie stars, or biggest rock stars,
[00:03:24.062 --> 00:03:27.824]  Or, you know, biggest World Wrestling Federation stars gathering together.
[00:03:28.004 --> 00:03:29.625]  There would be media all over the place.
[00:03:29.665 --> 00:03:31.166]  There would be media access everywhere.
[00:03:31.426 --> 00:03:34.027]  People would be getting their questions answered as, why are you guys here?
[00:03:34.067 --> 00:03:34.767]  What are you guys doing?
[00:03:34.827 --> 00:03:35.308]  Let us know.
[00:03:35.888 --> 00:03:38.409]  But with this, now they build the Great Wall of Bilderberg.
[00:03:39.450 --> 00:03:43.371]  They close off the area to basically everybody.
[00:03:44.272 --> 00:03:46.713]  They've locked down the total Watford area into a police state.
[00:03:46.753 --> 00:03:48.814]  People are having to show their passports just to go home.
[00:03:49.274 --> 00:03:52.136]  Footpaths are even being closed down.
[00:03:52.978 --> 00:03:57.139]  All this for a meeting that doesn't exist, and if it does, there's really nothing going on.
[00:03:57.959 --> 00:04:01.300]  Even CNN finally got in on the expose.
[00:04:01.600 --> 00:04:16.444]  Jake Tapper put together a presentation at the end of his show yesterday, and of course, vilifying the people who have brought this out in the open, because they really don't want to cover this, because these are their master's meeting, and we don't want to draw attention to that.
[00:04:16.464 --> 00:04:18.005]  We're going to go to that clip right now.
[00:04:20.425 --> 00:04:30.435]  Now if you're thinking this is just another cabal of the people who secretly run the world, so does noted author, provocateur, and conspiracy theorist Alex Jones from InfoWars.
[00:04:30.735 --> 00:04:34.439]  Magna Carta has been restricted for the scum globalists that are in there.
[00:04:34.839 --> 00:04:37.602]  Jones is broadcasting live from the conference this week.
[00:04:39.690 --> 00:04:46.714]  So once again, we see the mainstream media doing its job as being a gatekeeper for the real power structure in the world.
[00:04:47.494 --> 00:04:48.895]  And they're going to continue to do it.
[00:04:49.235 --> 00:04:51.817]  That is why we have to support the alternative media.
[00:04:52.257 --> 00:04:52.637]  That's right.
[00:04:52.677 --> 00:05:01.762]  PrisonPlanet.tv is where we have all the archives, the nightly news, the daily show, Alex's rants, all of our movies, everything there in one spot for our subscribers.
[00:05:02.002 --> 00:05:04.544]  And you know, once you're a subscriber, you could take that video and
[00:05:04.904 --> 00:05:06.145]  You know, pretty much do what you want with it.
[00:05:06.185 --> 00:05:07.385]  Put it out on your websites.
[00:05:07.445 --> 00:05:08.606]  Just get the information out.
[00:05:09.046 --> 00:05:11.888]  That's what we want to see, because that's how we're going to change things.
[00:05:11.948 --> 00:05:14.990]  It's not going to change by sitting on your duff and not doing anything.
[00:05:15.290 --> 00:05:17.291]  It's going to change by people waking other people up.
[00:05:17.491 --> 00:05:18.271]  That's how it happens.
[00:05:18.932 --> 00:05:19.892]  It is like a little pyramid.
[00:05:19.992 --> 00:05:24.175]  You know, you wake one person up and then they wake two people up and they wake four, you know, and that's how it builds.
[00:05:24.475 --> 00:05:25.095]  That's how it builds.
[00:05:27.065 --> 00:05:41.415]  Also, I want to let you know, if you're looking for one repository for all of our Bilderberg news, you can go to InfoWars.com forward slash B. We've got the live streams up there for Ustream, JustinTV.
