[00:00:00.009 --> 00:00:00.254]  We're good.
[00:00:33.581 --> 00:00:36.504]  Let's see.
[00:00:36.524 --> 00:00:42.209]  Happy birthday to my amazing son, Rex Jones, who's now 19 years old today.
[00:00:42.229 --> 00:00:43.170]  We love you, Rex.
[00:00:43.370 --> 00:00:50.376]  You're such a great patriot and look forward to fighting the globals with you for many years to come until we've rid the planet of these monsters.
[00:00:50.416 --> 00:00:52.458]  But maybe not for many years to come.
[00:00:53.259 --> 00:00:54.600]  I'd love to hang up my spurs.
[00:00:55.541 --> 00:01:00.504]  Ladies and gentlemen, the entire New World Order program is on fire and not in a good way.
[00:01:00.985 --> 00:01:03.246]  It is falling apart in front of us.
[00:01:04.167 --> 00:01:06.248]  The developments are just simply amazing.
[00:01:06.328 --> 00:01:09.590]  I'm gonna fly back to Austin at 8 a.m.
[00:01:09.610 --> 00:01:10.071]  tomorrow.
[00:01:11.612 --> 00:01:14.694]  I should be able to get back from the airport by the time the show kicks off at 11 a.m.
[00:01:15.194 --> 00:01:18.396]  We're gonna have a lot of the articles and a lot of the documents, a lot of the stories for you today.
[00:01:18.416 --> 00:01:22.439]  I know Owen Troyer's gonna be co-hosting so he can show those all to you, but we have
[00:01:23.991 --> 00:01:27.074]  The number one and number two scientists of the FDA going public three weeks ago.
[00:01:27.094 --> 00:01:33.480]  They're writing a letter to Lancet saying this will destroy vaccine safety and people trust in vaccines for generations.
[00:01:34.060 --> 00:01:35.301]  Saying don't give it to children.
[00:01:35.361 --> 00:01:36.983]  The regular vaccine is hurting people.
[00:01:37.043 --> 00:01:37.863]  It's not a vaccine.
[00:01:38.304 --> 00:01:39.365]  And don't give people boosters.
[00:01:40.686 --> 00:01:50.494]  You then had one FDA board next to the highest level 26 to 2 vote last Friday to stop all the injections basically yellow card it's saying this drug quote is failing.
[00:01:50.955 --> 00:02:03.385]  We had another top FDA board over all drugs and vaccines on the weekend on on the 18th Saturday two days ago come out and vote 16 to 2 saying
[00:02:04.835 --> 00:02:06.176]  This drug quote is failing.
[00:02:06.216 --> 00:02:06.777]  It's not working.
[00:02:06.797 --> 00:02:08.118]  They call it a drug, not a vaccine.
[00:02:08.438 --> 00:02:08.899]  That's what it is.
[00:02:08.919 --> 00:02:09.820]  It's a gene therapy.
[00:02:10.220 --> 00:02:13.303]  This has not had proper approval.
[00:02:13.943 --> 00:02:17.006]  And they went on to say you shouldn't give people boosters and you shouldn't give it to children.
[00:02:17.667 --> 00:02:25.474]  Fauci and the head of the National Institutes of Health and others, Collins, all came out and said, we're going to give it to children.
[00:02:25.734 --> 00:02:26.715]  We're going to give it to newborns.
[00:02:28.337 --> 00:02:29.378]  But trust the science.
[00:02:29.418 --> 00:02:29.558]  So
[00:02:30.250 --> 00:02:35.452]  This is Fauci that cooked up the bioweapon in Wuhan, released it, obviously he's released new strains.
[00:02:35.812 --> 00:02:38.513]  That's what all the top intelligence operatives, and I believe them, have said.
[00:02:38.553 --> 00:02:42.794]  Look how it just hit Texas and just hit Florida when we were open and had the lowest cases.
[00:02:43.255 --> 00:02:47.636]  This is globalist biowarfare through the CHICOMs with their agents.
[00:02:48.757 --> 00:02:52.078]  David Rockefeller was a CHICOM agent, helped set up the whole regime in power.
[00:02:53.638 --> 00:02:55.519]  People like Klaus Schwab,
[00:02:56.666 --> 00:02:59.208]  And people like Bill Gates are China files.
[00:02:59.548 --> 00:03:00.949]  They worship communist China.
[00:03:01.690 --> 00:03:02.931]  They say we should never open.
[00:03:02.971 --> 00:03:03.931]  China did a great job.
[00:03:04.492 --> 00:03:06.593]  And I'm going to talk about if we come back from break the key to all this.
[00:03:06.633 --> 00:03:10.476]  I know I harp on this a lot, but I want to talk real slow for new listeners out there.
[00:03:10.496 --> 00:03:13.578]  And I want all of us, including myself, really have this sink in.
[00:03:14.759 --> 00:03:16.480]  We are facing a new type of war.
[00:03:16.520 --> 00:03:23.485]  We're facing covert war against populations and against infrastructure and against our health and our souls, which is not a new type of war.
[00:03:23.545 --> 00:03:24.906]  It's really satanic war.
[00:03:25.166 --> 00:03:25.747]  It's total war.
[00:03:26.547 --> 00:03:33.249]  But it's a new type of war in modern times in that there's no announcement, there's no uniforms, there's no nothing.
[00:03:33.590 --> 00:03:39.252]  There's people we think we should trust, in positions of trust, that are directing these attacks on us.
[00:03:39.852 --> 00:03:42.533]  So that is all coming up today.
[00:03:42.933 --> 00:03:45.694]  And Owen Schroeder also has a very prominent medical doctor.
[00:03:46.434 --> 00:03:47.335]  He'll be in studio with him.
[00:03:47.935 --> 00:03:51.456]  I'm here still in DC, in studio with him in the third hour.
[00:03:51.496 --> 00:03:55.938]  In fact, if that doctor gets there earlier, we should probably get him in there even sooner.
[00:03:56.823 --> 00:03:58.404]  Or maybe you guys are going to take the fourth hour today.
[00:03:58.424 --> 00:04:00.126]  I'm just saying one hour is not enough.
[00:04:00.646 --> 00:04:02.607]  That is all coming up and so much more.
[00:04:03.048 --> 00:04:11.694]  Owen, I want to talk about the undeclared war, a covert war, the perfect operating system for total tyranny and how to stop it becoming fully aware of the war.
[00:04:11.714 --> 00:04:18.379]  And then seeing how things that are connected from the globalist own statements and how to stop this program.
[00:04:18.399 --> 00:04:23.243]  And then we're also going to look at the ongoing globalist invasion of the southern border.
[00:04:23.343 --> 00:04:24.464]  We first broke it yesterday.
[00:04:24.484 --> 00:04:25.745]  And of course, it was confirmed.
[00:04:26.769 --> 00:04:42.654]  Another 10,000 Haitians coming across, building up on the side of Rionoso by McAllen, by plane hours away, an hour away, by car five and a half hours away, 200 plus miles away physically as the crow flies from Del Rio.
[00:04:42.694 --> 00:04:45.674]  What's happening there, that's now all broken, but barely.
[00:04:45.694 --> 00:04:53.997]  Fox News reported, local Texas News is reporting it, but I searched the term this morning, Haitians in McAllen, and there was like two articles about it.
[00:04:54.972 --> 00:04:56.195]  This is just huge news.
[00:04:56.616 --> 00:04:58.140]  Owen Schroeder riding shotgun.
[00:04:58.721 --> 00:04:59.483]  We'll be right back.
[00:04:59.784 --> 00:05:00.165]  Stay with us.
[00:05:03.496 --> 00:05:06.979]  Biden and his corporate controllers are lying to you.
[00:05:07.299 --> 00:05:10.361]  This is not a pandemic of the unvaccinated.
