[00:00:00.289 --> 00:00:07.373]  The biggest online meme in history is widely recognized as the Alex Jones Gay Frogs rant.
[00:00:07.473 --> 00:00:09.033]  Do you understand that?
[00:00:09.113 --> 00:00:10.774]  Turn the friggin' frogs gay!
[00:00:10.834 --> 00:00:12.375]  Boom, boom, serious crap!
[00:00:12.575 --> 00:00:16.717]  Corporate media has attacked me thousands of times for it, literally.
[00:00:17.197 --> 00:00:22.360]  There have been dozens of times that late night comics have made it their central joke.
[00:00:22.800 --> 00:00:26.782]  I don't like them putting chemicals in the water that turn the friggin' frogs gay!
[00:00:27.702 --> 00:00:28.863]  Do you understand that?
[00:00:32.500 --> 00:00:32.741]  Wow.
[00:00:33.341 --> 00:00:40.287]  If he is that upset about a government conspiracy that is not happening, just imagine how upset he's going to be when he finds out about one that actually is.
[00:00:40.588 --> 00:00:42.730]  Like this explanation as to why men are gay.
[00:00:42.850 --> 00:00:46.373]  The reason there's so many gay people now is because it's a chemical warfare operation.
[00:00:46.413 --> 00:00:47.994]  Here's the inside of this juice box.
[00:00:48.855 --> 00:00:51.256]  And if they zoom in any more, see that thin plastic?
[00:00:51.457 --> 00:00:51.917]  It's got it.
[00:00:52.177 --> 00:00:57.540]  After you're done drinking your little juices, well, I mean, you're ready to go out and have a baby!
[00:00:57.880 --> 00:01:00.042]  He's saying the chemicals are making people gay.
[00:01:00.522 --> 00:01:02.543]  Folks, it's making the frogs gay.
[00:01:02.863 --> 00:01:06.165]  Two-thirds of the frogs down in Houston are bisexual.
[00:01:06.585 --> 00:01:07.966]  Great show, Alex.
[00:01:08.266 --> 00:01:11.108]  We sold a lot of super male vitality formula.
[00:01:14.725 --> 00:01:21.331]  Soon all of your listeners will be transformed into gay illuminati lizards!
[00:01:25.438 --> 00:01:34.864]  Fun side note, Pinterest also took down their Infowars page, which is bad news if you were planning an autumn wedding with the theme, Gay Frog Chemtrails.
[00:01:35.925 --> 00:01:41.889]  Tap water is a gay bomb, and that they are putting chemicals in the water that turn the friggin' frogs gay.
[00:01:42.029 --> 00:01:50.195]  Matt, brainfighters, is how the lesbian conspiracy has maintained its vice grip on our nation's chia seed supply, alright?
[00:01:50.375 --> 00:01:51.576]  It's how they reproduce.
[00:01:52.076 --> 00:01:53.257]  Alex Jones is a fake.
[00:01:53.897 --> 00:01:55.538]  Which, by the way, people have a right to be.
[00:01:55.999 --> 00:01:58.040]  Remember that gay frog clip at the start?
[00:01:58.300 --> 00:02:06.886]  He did a follow-up show explaining how chemicals were being placed in the water to feminize society and reduce the population, and then immediately segued to this.
[00:02:07.647 --> 00:02:12.591]  We sell five different brands of the very best water filtration systems out there.
[00:02:12.631 --> 00:02:18.375]  They're amazing, they cut out 99.99% of the glyphosate, the herbicides, the pesticides, the fluoride.
[00:02:19.042 --> 00:02:24.824]  I mean, to an untrained eye, it sure seems like he was using the idea of a gay frog to sell his products.
[00:02:25.164 --> 00:02:28.365]  Which, incidentally, is the same mistake the WB network made.
[00:02:29.145 --> 00:02:35.447]  On InfoWars, one of his most famous statements was saying that, Tapwater is turning the frogs gay and will turn you gay too.
[00:02:35.507 --> 00:02:37.088]  First off, gay people are awesome.
[00:02:37.228 --> 00:02:38.648]  I don't think that's a problem at all.
[00:02:39.008 --> 00:02:40.729]  That's the problem with a guy like Alex Jones.
[00:02:41.469 --> 00:02:47.151]  Because he got them to believe that the gay frogs were based on studies and facts.
[00:02:48.100 --> 00:02:50.401]  But it's not a laughing matter.
[00:02:51.322 --> 00:03:04.428]  Endocrine disruptors, phthalates, and other chemicals in the water supply are gender bending not just frogs, not just birds, not just monkeys, but humans.
[00:03:05.328 --> 00:03:13.258]  Every species on Earth is becoming sterile and is also confusing its sexual preference.
[00:03:13.678 --> 00:03:18.104]  We know from studies over a decade ago that mercury makes birds gay.
[00:03:18.584 --> 00:03:20.226]  And people go, yay, gay is cool!
[00:03:20.747 --> 00:03:23.470]  Except now there won't be any more of those birds.
[00:03:23.510 --> 00:03:24.351]  They're going extinct.
[00:03:24.972 --> 00:03:39.951]  Many species of frog and toad are close to going extinct because the majority of the males, when they come in contact with atrazine and other chemicals, are becoming attracted to other males and trying to fertilize other males' eggs that don't exist.
[00:03:40.652 --> 00:03:50.341]  Then when you pull back and you study books like Ecoscience written by Obama's science czar, he admits to plans to put gender-bending chemicals in the water.
[00:03:50.802 --> 00:03:52.223]  So this isn't just an accident.
[00:03:52.263 --> 00:03:54.745]  This isn't just runoff that is taking place.
[00:03:54.765 --> 00:03:59.350]  This is being done by design as a program of depopulation.
[00:03:59.670 --> 00:04:05.215]  They have picked formulas for fuel and formulas for other products like plastics.
[00:04:06.076 --> 00:04:06.236]  Yes.
[00:04:24.824 --> 00:04:24.884]  I'm
[00:04:44.389 --> 00:04:44.669]  Don't
[00:05:09.525 --> 00:05:13.766]  Microwave their food in plastic containers.
[00:05:14.827 --> 00:05:16.927]  And the reason for this is pretty simple.
[00:05:16.987 --> 00:05:25.950]  The American Academy of Pediatrics warns families to avoid this practice because when plastic containers are heated up, they can release harmful chemicals into that food.
[00:05:26.430 --> 00:05:29.011]  And kids are the biggest concern, of course.
[00:05:29.091 --> 00:05:29.431]  Why?
[00:05:29.731 --> 00:05:32.492]  Well, these leached chemicals may interfere with the child's hormones.
[00:05:33.152 --> 00:05:34.773]  Override big tech sensors.
[00:05:35.173 --> 00:05:37.574]  Click the link below and share this important report.
[00:05:38.254 --> 00:05:53.280]  And you can go out and look at thousands of examples in the environment where major government agencies and universities are actually sterilizing different insects and different fish to lower their populations.
[00:05:53.340 --> 00:06:04.064]  Or in the case of Japan, they feed a derivative of the soybean to catfish so that they're all female because the females of that species are much larger.
[00:06:05.084 --> 00:06:05.444]  I don't know.
