[00:00:15.541 --> 00:00:16.281]  InfoWars.
[00:00:16.642 --> 00:00:18.282]  Tomorrow's news today.
[00:00:20.443 --> 00:00:25.726]  Ladies and gentlemen, we're broadcasting worldwide on Saturday afternoon.
[00:00:26.406 --> 00:00:27.287]  The date is March 27th.
[00:00:27.667 --> 00:00:28.167]  The year is 2021.
[00:00:28.447 --> 00:00:31.849]  We live on a wondrous planet.
[00:00:32.869 --> 00:00:34.510]  We live in an incredible universe.
[00:00:35.270 --> 00:00:42.734]  We are just now beginning to discover only a tiny percentage of the incredible mysteries
[00:00:44.147 --> 00:00:45.267]  At our consciousness.
[00:00:46.928 --> 00:00:48.088]  I'm Alex Jones, your host.
[00:00:48.628 --> 00:00:49.809]  Here with my intrepid crew.
[00:00:50.689 --> 00:00:52.930]  Still on air, despite all the enemy attacks.
[00:00:53.730 --> 00:00:54.890]  Thanks to you.
[00:00:56.471 --> 00:00:58.932]  The Info War is a human struggle against tyranny.
[00:00:59.632 --> 00:01:01.812]  Those that would shutter the doors of perception.
[00:01:02.593 --> 00:01:06.474]  Those that would enslave us with lies and disinformation.
[00:01:07.474 --> 00:01:13.056]  It was Christ that said, My people perish for lack of knowledge.
[00:01:14.560 --> 00:01:16.701]  InfoWars has the knowledge.
[00:01:17.601 --> 00:01:24.743]  InfoWars understands the Globalist program, and InfoWars knows how to stop the New World Order.
[00:01:25.903 --> 00:01:37.146]  I've been showing you some really powerful footage here that I know I've been enthralled by of drone footage, live feed footage, and more from Iceland at this volcanic eruption that's captivated the world.
[00:01:38.407 --> 00:01:41.708]  And we'll be coming back to that later in the hour.
[00:01:41.728 --> 00:01:45.670]  And we'll also be looking at the hundreds of ships stranded in the Suez Canal.
[00:01:46.070 --> 00:01:51.833]  One simple accident hurtling the world into potential depression.
[00:01:52.973 --> 00:01:57.615]  Also constitutional lawyer Robert Barnes is going to be joining us to talk about the waterfront.
[00:01:58.236 --> 00:01:59.336]  Where the Democrats are going.
[00:01:59.696 --> 00:02:07.480]  The next moves he thinks Biden and Co are going to pull with their plans to sign executive orders to begin registration and confiscation of firearms.
[00:02:08.402 --> 00:02:08.842]  And war.
[00:02:09.883 --> 00:02:11.724]  That is all coming up as well.
[00:02:11.764 --> 00:02:36.476]  We're also going to premiere here in just about 15-20 minutes an exclusive piece of research built around my visit just this last Monday to one of the oldest and most powerful secret societies in the world, a branch of that secret society, the Illuminati, known as skull and bones, the order of death,
[00:02:37.645 --> 00:02:39.066]  Number three, two, two.
