[00:00:00.309 --> 00:00:02.972]  It goes on and on and on.
[00:00:03.232 --> 00:00:05.255]  All of it is at Infowars.com.
[00:00:05.355 --> 00:00:07.577]  Big text meeting of an emergency session.
[00:00:07.597 --> 00:00:10.941]  We got that article to try to learn how to suppress us.
[00:00:11.521 --> 00:00:17.748]  They're going to come out with new tools to shut you up so you can't warn people, so they can block real treatments, give you deadly shots, and kill you.
[00:00:18.028 --> 00:00:18.989]  They're eugenicists.
[00:00:19.029 --> 00:00:20.150]  They're greedy globalists.
[00:00:20.731 --> 00:00:26.013]  They believe they can only have super yachts and consume if they pay back to the world by killing useless eaters.
[00:00:26.413 --> 00:00:27.833]  I say they're useless eaters.
[00:00:28.194 --> 00:00:29.994]  I say they're the ones that need to get out of the way.
[00:00:30.314 --> 00:00:32.615]  I say they're the ones that need to die, not us!
[00:00:32.855 --> 00:00:38.377]  From the front lines of the information war, it's Alex Jones.
[00:00:41.658 --> 00:00:43.659]  It's Tuesday, July 6th.
[00:00:43.939 --> 00:00:44.599]  The year is 2021.
[00:00:45.119 --> 00:00:49.241]  And I know that record numbers of new people
[00:00:50.458 --> 00:00:55.078]  Who've never listened to the actual live, unedited broadcast are tuning in to find out.
[00:00:55.888 --> 00:01:01.869]  What all the commotion is about, thanks to enemies attacking us, thanks to folks defending us.
[00:01:02.509 --> 00:01:05.850]  We've trended number one several times last week on Twitter.
[00:01:06.590 --> 00:01:15.272]  We're constantly trending every day until they would take us out of the trending, which is a big deal because it shows that we're already one of the biggest topics in the world.
[00:01:15.332 --> 00:01:18.233]  This show, this broadcast, and what's happening.
[00:01:19.153 --> 00:01:24.554]  And they attacked Tucker Carlson, of course, saying that Tucker Carlson is the
[00:01:27.014 --> 00:01:35.909]  New Alex Jones, as if that will get the canceled culture organized to then go after Carlson, try to remove him off the air.
[00:01:36.450 --> 00:01:40.717]  All that's going to do is drive up Tucker's already top ratings, but it's so
[00:01:42.130 --> 00:01:53.921]  Mark Teipel, that's such a great juxtaposition of the failed CNN, totally discredited, the failed MSNBC with Brian Williams, their fact checker, the guy that said he was shot down in a helicopter, lied about it.
[00:01:53.941 --> 00:01:58.105]  That'd be like having Hitler over a Nuremberg trial for, you know, punishing the Nazis.
[00:01:58.726 --> 00:02:00.587]  It's all so ridiculous.
[00:02:01.388 --> 00:02:10.155]  That no one is buying into it, but there they are with no viewers, basically, trying to shut down everybody that has viewers, because freedom is popular.
[00:02:10.215 --> 00:02:21.925]  Even if they were successful in shutting us all down, even if they were successful in shutting us all down, people would still rebel against them and they would still be sacks of garbage.
[00:02:23.226 --> 00:02:26.709]  And so at the bottom of the hour, I'm going to play the Brian Stelter
[00:02:28.251 --> 00:02:52.711]  Oliver Darcy attack piece and make some choice comments about both men and how the book definitely Inside definitely matches the cover and we're gonna talk about some of their activities And so that should be a somewhat informative overall at the bottom of the hour if not Entertaining, but I'm gonna tell you one more time of your radio listener.
[00:02:53.371 --> 00:02:57.675]  You can't see this But I'm gonna have the photo posted
[00:02:59.577 --> 00:03:03.141]  After all, we subscribe to Getty Images, pay a hefty sum every month to be able to use these.
[00:03:04.142 --> 00:03:05.063]  That's a Getty image.
[00:03:05.103 --> 00:03:06.525]  That's official glamour shot.
[00:03:06.665 --> 00:03:14.714]  He thinks that photo of himself is something that is worthy of note and that he thinks reflects well upon him.
[00:03:15.094 --> 00:03:20.360]  Talk about being psychotic or sociopathic and having no connection to reality and being tone deaf.
[00:03:21.341 --> 00:03:25.946]  That is an extremely psychotic, evil-looking person.
[00:03:26.606 --> 00:03:28.548]  I'm not saying Brian Stelter is a pedophile.
[00:03:28.648 --> 00:03:37.376]  I'm saying if I was a Hollywood director casting someone that kidnaps children off the streets, takes them into a dungeon and eats them, or grabs them out of
