[00:00:00.069 --> 00:00:01.430]  Let me just give you a little sneak peek.
[00:00:02.491 --> 00:00:06.534]  China raises cap on births to three in major policy shift.
[00:00:07.135 --> 00:00:09.357]  First they said you can only have one kid, now they want you to have three.
[00:00:09.417 --> 00:00:10.017]  What's behind that?
[00:00:10.237 --> 00:00:11.098]  That's a huge deal.
[00:00:11.739 --> 00:00:12.479]  It ties into this.
[00:00:12.559 --> 00:00:13.480]  All these articles tie together.
[00:00:13.820 --> 00:00:16.382]  Mercury poisoning makes birds act homosexual.
[00:00:16.522 --> 00:00:17.063]  What does that mean?
[00:00:17.343 --> 00:00:18.184]  National geographic.
[00:00:21.186 --> 00:00:25.089]  Researchers in Japan use soybean compound to make catfish 100% female.
[00:00:28.186 --> 00:00:42.693]  I mean, you'll go out to the mall, the grocery store, anywhere, and you'll see a big old strong black man and a good-looking strong black woman, and you'll see three of their kids, and they all look like effeminate little boys, and they're like 18.
[00:00:42.993 --> 00:00:56.719]  You see a big old white guy and a big old, you know, healthy black lady or Hispanic lady or white lady, and they all look big and strong, and then their kids look like girls.
[00:00:58.629 --> 00:01:03.033]  We're going to tell you how they're doing it, we're going to name it, and if you want to stop it, how you can stop it.
[00:01:03.093 --> 00:01:08.017]  From the front lines of the information war, it's Alex Jones.
[00:01:12.534 --> 00:01:15.576]  Don't you want to know why CNN's done a U-turn?
[00:01:15.596 --> 00:01:15.616]  A 180?
[00:01:17.697 --> 00:01:18.338]  A bat-turn?
[00:01:19.338 --> 00:01:22.821]  And come out and said, OK, looks like it came out of the lab.
[00:01:23.021 --> 00:01:23.621]  Here's a headline.
[00:01:23.821 --> 00:01:27.764]  We need to know how COVID-19 emerged so we can stop it from happening.
[00:01:28.084 --> 00:01:31.226]  And ABC News saying, well, looks like it came out of the lab.
[00:01:31.946 --> 00:01:32.387]  They knew.
[00:01:34.164 --> 00:01:43.250]  Sixteen months ago, there was no cell phone activity, no cars, nothing around the Wuhan Virology Lab in October 2019.
[00:01:43.310 --> 00:01:46.012]  They pretty much shut it down.
[00:01:46.432 --> 00:01:49.054]  Let's just recognize where we are.
[00:01:49.114 --> 00:01:52.736]  We're not talking about bat caves in the suburbs.
[00:01:53.136 --> 00:01:57.139]  Wuhan is a major city in China, larger than New York City.
[00:01:57.699 --> 00:02:01.342]  No activity for several weeks in October 2019 around the lab.
[00:02:03.623 --> 00:02:17.494]  Right, so if you go to page 12 of the report, it lays out the concerns about the activities that are happening at Wuhan and then the occurrences at the lab right before the virus breaks out and goes worldwide, both for the lack of activity and reports of individuals becoming sick.
[00:02:18.394 --> 00:02:23.978]  This really shows, I think, a grave concern of both the activities that were there and raises a concern about U.S.
[00:02:24.039 --> 00:02:24.499]  involvement.
[00:02:24.619 --> 00:02:27.341]  And then, of course, it goes to the Biden administration being completely
[00:02:27.501 --> 00:02:47.310]  A fact sheet released by the State Department in the closing days of the last administration, written by some of the same people who are doing the investigation that the Biden administration shut down, told us that several researchers at the Wuhan Institute of Virology became seriously ill in the fall of 2019.
[00:02:47.410 --> 00:02:53.733]  They had, quote, symptoms consistent with both COVID-19 and common seasonal illness.
[00:02:53.873 --> 00:02:54.974]  Three of them went to the hospital.
[00:02:55.794 --> 00:02:57.635]  Now that came out in January.
[00:02:58.076 --> 00:03:00.277]  The American media caught up this week.
[00:03:00.538 --> 00:03:02.299]  The intel community confirmed it.
[00:03:02.879 --> 00:03:22.174]  In a statement to Fox News today, the State Department contractor that led that now defunct probe, a man called David Asher, reiterated that based on that investigation's findings so far, quote, there is probable cause for deep suspicion that the virus escaped from the lab in Wuhan and the Chinese government lied about it.
[00:03:22.714 --> 00:03:26.195]  Virologist says genetic fingerprints prove COVID-19 man-made.
[00:03:26.556 --> 00:03:28.136]  No credible ancestor.
[00:03:28.717 --> 00:03:35.359]  The big news is that there's six inserts created through gain-of-function research at the Wuhan Institute in the virus.
[00:03:36.059 --> 00:03:40.201]  So a bunch of different species of virus didn't naturally mutate into this.
[00:03:40.581 --> 00:03:46.764]  A lizard doesn't mutate in, you know, in a million years into a giraffe.
[00:03:47.790 --> 00:03:57.935]  I mean, it's whole different viruses, different species of virus from the wild fused into one in a laboratory.
[00:03:59.997 --> 00:04:05.740]  And as Rand Paul being a doctor went over the medical system of this, they use natural animals
[00:04:06.895 --> 00:04:07.816]  I don't
[00:04:27.725 --> 00:04:28.265]  We're good to go.
[00:04:48.717 --> 00:04:50.758]  The timing of the release.
[00:04:51.779 --> 00:04:57.302]  Look at Fauci saying Trump will be challenged in the next few years by a massive pandemic when he first got into office.
[00:04:57.623 --> 00:05:11.632]  And if there's one message that I want to leave with you today based on my experience, and you'll see that in a moment, is that there is no question that there will be a challenge the coming administration in the arena.
[00:05:12.432 --> 00:05:22.935]  Of infectious diseases, both chronic infectious diseases in the sense of already ongoing disease, and we have certainly a large burden of that, but also there will be a surprise outbreak.
[00:05:23.035 --> 00:05:27.796]  I mean, they had the motive, they had the background, they had the history, they bragged about it.
[00:05:29.516 --> 00:05:32.797]  Alright, ladies and gentlemen, it's Tuesday, June 1st, 2021.
[00:05:32.837 --> 00:05:37.018]  Another special report straight ahead, and then I launch a massive attack against the globalists.
[00:05:38.320 --> 00:05:40.301]  It's Tuesday, June 1st.
[00:05:40.361 --> 00:05:41.462]  The year is 2021.
[00:05:42.122 --> 00:05:51.868]  And our globalist overlords have now announced a planetary plan to not just eat bugs and drink sewage water, but to eat dead human flesh.
[00:05:52.468 --> 00:05:54.889]  This is the artificial zombie apocalypse.
[00:05:55.029 --> 00:05:55.650]  It is upon us.
[00:05:58.070 --> 00:05:59.851]  Is your mind really your own?
