[00:00:16.124 --> 00:00:16.886]  InfoWars.
[00:00:17.227 --> 00:00:18.129]  Tomorrow's news.
[00:00:18.430 --> 00:00:18.751]  Today.
[00:00:39.207 --> 00:00:41.468]  You briefed the press, did you not, when you were there?
[00:00:41.748 --> 00:00:47.592]  When we, the CIA, wanted to circulate disinformation on a particular issue.
[00:00:47.772 --> 00:00:52.796]  Disinformation is not necessarily a lie, it may be a half-truth.
[00:00:53.717 --> 00:01:01.202]  And we would pick out a journalist, I would go do the briefing and hope that he would put the information in print.
[00:01:01.582 --> 00:01:13.187]  The Central Intelligence Agency operates under National Security Council Memo 10-2, which says that it can engage in criminal activity, it can overthrow governments, it can control media, as long as it's plausibly deniable.
[00:01:13.768 --> 00:01:20.791]  Once these agencies are imbued with this power over speech, and it becomes embedded and mature, the entire
[00:01:21.798 --> 00:01:26.599]  Administration and ebb and flow of elections comes under its heel.
[00:01:26.719 --> 00:01:32.981]  How many times did I tell you the whole Sandy Hook lawsuit operation was run by the CIA and the FBI and now it's all admitted?
[00:01:33.241 --> 00:01:35.922]  Gavin O'Blenis is a contracting officer at the CIA.
[00:01:36.182 --> 00:01:50.926]  O'Blenis worked for the FBI in 2021 and 2022 in the San Diego office, moved on to Homeland Security where he conducted asylum interviews at the southern border, and now works for the CIA managing multi-million dollar contracts across government agencies and private sector vendors.
[00:01:51.294 --> 00:01:53.915]  He's a contract manager over large contract operations.
[00:01:53.935 --> 00:01:54.475]  That's a boss.
[00:01:55.356 --> 00:02:02.339]  That's like a mini section chief saying all of this and admitting all of this like it's no big deal.
[00:02:02.359 --> 00:02:04.100]  He needs to be subpoenaed by Congress.
[00:02:04.980 --> 00:02:09.922]  I am planning to launch a lawsuit against the CIA and the FBI.
[00:02:10.242 --> 00:02:11.483]  We have to bring all this out.
[00:02:12.143 --> 00:02:19.667]  And right as my bankruptcy comes to a close, and right as all this stuff's being finalized, it's really God working here that this came out of this country.
[00:02:19.727 --> 00:02:22.989]  Alex Jones, you have a right to be a little bit flustered, right?
[00:02:23.369 --> 00:02:29.212]  Your feathers should be flustered right now with what that agent, that former CIA guy, or that CIA guy said about you.
[00:02:29.453 --> 00:02:30.473]  It's true, America.
[00:02:30.753 --> 00:02:32.154]  They're coming after Donald Trump.
[00:02:32.174 --> 00:02:34.916]  They're coming after anybody that's a mega-movement individual.
[00:02:35.256 --> 00:02:36.156]  We gotta push back.
[00:02:36.376 --> 00:02:37.437]  We call it a nudge.
[00:02:37.537 --> 00:02:38.097]  A nudge.
[00:02:38.137 --> 00:02:38.478]  A nudge.
[00:02:39.773 --> 00:02:39.853]  Mmm.
[00:02:39.873 --> 00:02:41.834]  Sometimes you just gotta get a quick look.
[00:02:42.334 --> 00:02:43.574]  Just to see what happens, right?
[00:02:43.614 --> 00:02:44.335]  And how does that happen?
[00:02:45.095 --> 00:02:53.598]  You put a post out there, or you have some fake profile say something that triggers, that we know is gonna trigger.
[00:02:53.718 --> 00:02:55.139]  Like, we already know your history.
[00:02:55.159 --> 00:02:57.800]  Like a big influence that you're... Influencer that you're after.
[00:02:57.840 --> 00:02:59.940]  You're always one of the biggest and loudest.
[00:03:00.181 --> 00:03:00.901]  Alex Jones.
[00:03:00.981 --> 00:03:01.521]  Yeah, so.
[00:03:01.561 --> 00:03:02.922]  But you're after him.
[00:03:03.322 --> 00:03:03.662]  You are?
[00:03:04.122 --> 00:03:05.623]  Are you still after him?
[00:03:05.663 --> 00:03:05.823]  Why?
[00:03:05.923 --> 00:03:06.603]  Because he's broke.
[00:03:07.836 --> 00:03:09.037]  He got found guilty.
[00:03:09.117 --> 00:03:11.199]  And had to pay like a hundred million dollars.
[00:03:11.239 --> 00:03:12.220]  So what, why did he have to?
[00:03:12.880 --> 00:03:14.061]  We're not in anymore.
[00:03:14.101 --> 00:03:15.182]  Just to get the money from him?
[00:03:15.302 --> 00:03:15.442]  Yeah.
[00:03:16.723 --> 00:03:17.784]  Was that court case used?
[00:03:17.804 --> 00:03:18.925]  Was that in Seattle?
[00:03:19.005 --> 00:03:19.525]  Sure it was.
[00:03:19.726 --> 00:03:20.426]  That was an agency thing?
[00:03:20.446 --> 00:03:24.169]  Well, actually it was a defamation case.
[00:03:24.209 --> 00:03:25.390]  So it's a civil government.
[00:03:26.691 --> 00:03:28.513]  Look, we were looking at all the scholars.
[00:03:28.533 --> 00:03:32.596]  It's not our purview, it's a civil matter.
[00:03:32.996 --> 00:03:36.239]  Since they got all this access to his stuff, and it's
[00:03:37.247 --> 00:03:51.670]  There's no federal statute being broken, but you do have the option for a civil case, and it's a pretty good case.
[00:03:59.853 --> 00:04:01.975]  In our opinion.
[00:04:02.055 --> 00:04:04.158]  Oh, that makes so much sense.
[00:04:04.579 --> 00:04:06.361]  I have a cousin who's a lawyer.
[00:04:06.381 --> 00:04:09.485]  So that's a lot of these cases, they're kind of encouraged by the FBI?
[00:04:09.545 --> 00:04:13.250]  Yeah, like, there's nothing federally, federal law, we can do.
[00:04:13.290 --> 00:04:17.855]  But civilly... We'll let him have one.
[00:04:18.576 --> 00:04:28.824]  What the establishment engage in is lawfare, where they engage in legal complexity, opponents or dissidents in order to drain their resources.
[00:04:29.144 --> 00:04:39.012]  Whether that's Donald Trump or Alex Jones or ad infinitum, any truly dissident or dissenting voice may face a series of measures
[00:04:39.252 --> 00:04:41.353]  Ladies and gentlemen, we are live.
[00:04:41.573 --> 00:04:43.335]  Sunday, April 14th, 2024.
[00:04:44.375 --> 00:04:47.677]  Big transmission lined up for you with huge guests tonight.
[00:04:48.058 --> 00:04:53.781]  The Middle East on the verge of total war that could develop the planet in World War III.
[00:04:53.821 --> 00:04:57.724]  Almost all top analysts admit this is the most dangerous position in world history.
[00:04:57.744 --> 00:04:58.204]  Stay with us.
[00:05:00.799 --> 00:05:03.980]  So what I really want to ask you to do is pray for myself and the crew and my family.
[00:05:04.340 --> 00:05:05.081]  That's number one.
[00:05:05.141 --> 00:05:05.861]  I want that.
[00:05:05.961 --> 00:05:06.361]  I need that.
[00:05:06.741 --> 00:05:07.782]  It's your prayer that's doing it.
[00:05:08.082 --> 00:05:08.962]  That's why this surfaced.
[00:05:08.982 --> 00:05:09.842]  That's why this happened.
[00:05:09.862 --> 00:05:11.323]  I need the prayer.
[00:05:12.323 --> 00:05:18.826]  That I need you to take the articles, the videos, the posts we make at Real Alex Jones, recopy them, share them, post them yourself, do whatever.
[00:05:18.866 --> 00:05:19.866]  Just get it out there.
[00:05:20.707 --> 00:05:21.327]  And I need you
[00:05:22.597 --> 00:05:26.679]  To go to infowarstore.com, and I need you to get great products you already need.
[00:05:26.719 --> 00:05:28.019]  There's a bunch of sales going.
[00:05:28.680 --> 00:05:31.321]  DNA Force Plus is so good for your entire body.
[00:05:31.721 --> 00:05:41.505]  Flushes out your mitochondria and your cells with the PQQ, the CoQ10, the ELV ATP, the Organic Reishi, the Stragalus Membranus Root, and even more for 50% off.
[00:05:41.905 --> 00:05:42.825]  I haven't done that in a while.
[00:05:42.865 --> 00:05:43.526]  That's amazing.
[00:05:44.606 --> 00:05:47.547]  Discover the power of Tri-Iodine, Deep Earth Crystal, Iodine X3, 40% off.
[00:05:49.748 --> 00:05:58.376]  Bodies Ultimate Turmeric Formula 40% off and Turbo Force 10-hour clean energy is 40% off at infowarestore.com.
[00:05:58.416 --> 00:05:59.196]  Turbo Force!
[00:05:59.577 --> 00:06:05.121]  We'll be right back.
[00:06:05.221 --> 00:06:06.502]  It's Sunday, April 14th, 2024.
[00:06:06.562 --> 00:06:07.984]  Maximum alert.
[00:06:08.024 --> 00:06:11.446]  The danger of World War III is imminent.
[00:06:16.039 --> 00:06:20.200]  InfoWars, the most banned network in the world.
[00:06:28.342 --> 00:06:33.003]  Three and a half years ago, I began playing air raid sirens at the start of almost every show.
[00:06:34.203 --> 00:06:41.005]  Telling you that real air raid sirens would soon be sounding, and now they are across areas of Europe, and the Middle East, and soon in Taiwan.
[00:06:43.323 --> 00:06:46.025]  I believe the beginning of World War III has already begun.
[00:06:46.065 --> 00:06:50.508]  The question is, will it become full World War III and thermonuclear?
[00:06:53.751 --> 00:07:04.078]  Remember Joe Biden during the campaign said if Trump got reelected, it would be war with Iran, but now it's war with Iran with Joe Biden.
[00:07:11.735 --> 00:07:14.056]  The world has changed because of what Trump has done.
[00:07:14.576 --> 00:07:19.897]  And the American people, including independents and some Republicans, know how bad he is.
[00:07:20.377 --> 00:07:22.117]  Know how much he's misrepresented.
[00:07:22.177 --> 00:07:24.378]  Know how he's getting close to getting us in a war.
[00:07:24.938 --> 00:07:28.979]  I said, as the walls close in on this man, I'm worried he's going to get us to war in Iran.
[00:07:29.519 --> 00:07:31.179]  Unfortunately, I may have been right.
[00:07:31.739 --> 00:07:34.600]  The fact of the matter is, there's a lot at stake in this election.
[00:07:35.435 --> 00:07:43.003]  Crooked Joe Biden just agreed to pay a $6 billion ransom to the Iranian dictatorship in exchange for hostages.
[00:07:43.744 --> 00:07:51.012]  This is yet another Biden surrender and a further blistering humiliation of the United States of America to the world stage.
