[00:00:00.000 --> 00:00:14.000]  [MUSIC]
[00:00:14.000 --> 00:00:17.042]   InfoWars Tomorrow's news, today.
[00:00:17.062 --> 00:00:35.025]  And I saw him, I ran and grabbed him from behind and just pushed him down, look.
[00:00:36.026 --> 00:00:36.806]  Oh, that's yellowish blood.
[00:00:39.249 --> 00:00:40.030]  Tell me what happened.
[00:00:40.050 --> 00:00:40.790]  Camera's not on you.
[00:00:40.810 --> 00:00:41.350]  He was stabbing?
[00:00:41.370 --> 00:00:41.851]  He was stabbing?
[00:00:41.871 --> 00:00:41.991]  Yeah.
[00:00:42.011 --> 00:00:42.131]  Wow.
[00:00:42.171 --> 00:00:42.951]  He was saying that?
[00:00:42.971 --> 00:00:43.352]  Yeah, yeah.
[00:00:43.372 --> 00:00:43.492]  Wow.
[00:00:43.351 --> 00:00:45.351]  He was a stabbing?
[00:00:45.351 --> 00:00:47.351]  No, I'm trash, I walk.
[00:00:47.351 --> 00:00:50.351]  He was stabbing?
[00:00:50.351 --> 00:00:51.351]  Yeah.
[00:00:51.351 --> 00:00:55.351]  Wow.
[00:00:55.351 --> 00:00:58.351]  He keeps saying Allah Akbar, Allah Akbar.
[00:00:58.351 --> 00:00:59.351]  He was saying that?
[00:00:59.351 --> 00:01:00.351]  Yeah, yeah.
[00:01:00.351 --> 00:01:01.351]  Wow, okay.
[00:01:01.351 --> 00:01:02.351]  Allah Akbar, Allah Akbar.
[00:01:03.351 --> 00:01:04.352]  He's a jinn.
[00:01:04.352 --> 00:01:10.352]  Allah Akbar, Allah Akbar.
[00:01:10.352 --> 00:01:13.352]  Allah Akbar, Allah Akbar.
[00:01:13.352 --> 00:01:15.352]  Why did you do this?
[00:01:15.352 --> 00:01:16.352]  Allah Akbar.
[00:01:16.352 --> 00:01:18.352]  Another move happening.
[00:01:17.418 --> 00:01:19.218]  Let's try and keep ahead of them.
[00:01:19.397 --> 00:01:21.397]  maybe the one last day.
[00:01:21.397 --> 00:01:31.397]  [NOISE]
[00:01:31.397 --> 00:01:41.397]  [NOISE]
[00:01:41.397 --> 00:01:51.397]  [NOISE]
[00:01:50.566 --> 00:01:53.326]  [crowd shouting]
[00:01:53.326 --> 00:02:11.346]  Guys in hard gear right at the front line.
[00:02:11.346 --> 00:02:12.846]  Never seen hard gear before.
[00:02:12.846 --> 00:02:19.265]  Oh, there's a group here.
[00:02:19.265 --> 00:02:21.265]  smile.
[00:02:20.902 --> 00:02:35.371]  The popular Orthodox Christian priest who we played many clips of on the show was just stabbed multiple times in the face and neck in Sydney with a live stream at the church going out.
[00:02:36.592 --> 00:02:42.936]  Sydney is rocked by another stabbing rampage with a priest and worshippers attacked at Christ the Good Shepherd Church.
[00:02:44.226 --> 00:02:45.647]  And of course, it's Islamicist.
