[00:00:15.862 --> 00:00:16.622]  InfoWars.
[00:00:16.962 --> 00:00:17.863]  Tomorrow's news.
[00:00:18.163 --> 00:00:18.583]  Today.
[00:00:19.944 --> 00:00:21.844]  Ladies and gentlemen, it's Tuesday, April 2nd, 2024.
[00:00:21.904 --> 00:00:25.666]  You're tuned in to the Alex Jones Show with 216 days, 12 hours, 59 minutes left until November 5th.
[00:00:44.424 --> 00:00:46.005]  The 2024 presidential election.
[00:00:46.045 --> 00:00:50.788]  Now, let me tell you what we have coming up for you today.
[00:00:51.589 --> 00:00:56.132]  I'm going to be here in the first hour, breaking down some very important news.
[00:00:57.293 --> 00:01:02.756]  There's two stories that the mainstream media is not telling you.
[00:01:04.277 --> 00:01:12.803]  And one of them, we all kind of know it, but nobody just comes out and says it, and that's the missing president.
[00:01:14.005 --> 00:01:17.167]  That is the absentee president, Joe Biden.
[00:01:17.567 --> 00:01:18.207]  Where is he?
[00:01:18.607 --> 00:01:19.348]  What is he doing?
[00:01:19.688 --> 00:01:20.748]  What does he do with his days?
[00:01:21.089 --> 00:01:22.169]  Why is there no access?
[00:01:22.309 --> 00:01:23.510]  Why are there no press conferences?
[00:01:23.530 --> 00:01:24.570]  Now, we all know why.
[00:01:24.630 --> 00:01:26.111]  Joe Biden's not really running anything.
[00:01:27.012 --> 00:01:28.032]  He's a puppet.
[00:01:28.452 --> 00:01:31.654]  He can't physically or mentally be the president.
[00:01:33.215 --> 00:01:34.075]  But it's kind of a big deal.
[00:01:34.415 --> 00:01:40.078]  The missing president, the MIA president, the president that's not there, the no-show president, Joe Biden.
[00:01:40.138 --> 00:01:41.719]  And we're just supposed to act like that's normal.
[00:01:43.848 --> 00:01:45.369]  Because at least it's not Trump.
[00:01:47.010 --> 00:01:47.770]  But, okay.
[00:01:50.912 --> 00:01:58.516]  That's like... That's like a dead flower in your yard, maybe.
[00:01:59.056 --> 00:02:03.478]  Or a patch of grass that's rotted.
[00:02:05.159 --> 00:02:09.761]  Compared to your house that is now on fire, which is the...
[00:02:11.337 --> 00:02:13.398]  Rising geopolitical tensions.
[00:02:13.438 --> 00:02:34.751]  Now, they talk about this in the media, but they sit here and they talk about Russia, and they talk about Israel, and everybody's got their angle, and everybody's got their side, and this propaganda over here, and that propaganda over there, but the big story is being completely missed.
[00:02:37.185 --> 00:02:45.129]  And I'm really going to lay into this in the opening segment today because it's very important and nobody else is talking about it.
[00:02:45.929 --> 00:02:47.310]  And this is what's so important about it.
[00:02:48.030 --> 00:02:55.454]  Whether you like Putin or hate Putin, whether you like Biden or hate Biden, whether you're pro-Israel or anti-Israel, none of that matters.
[00:02:55.694 --> 00:02:57.295]  We're all humans on this planet.
[00:02:58.275 --> 00:02:59.756]  We all have to share this surface.
[00:03:01.201 --> 00:03:13.694]  And the psychotic political establishment is getting us closer to a serious potential for World War III, which most experts predict will be nuclear.
[00:03:14.535 --> 00:03:22.283]  And if we have a nuclear war like that, it's going to be levels of damage, destruction, of which truly I don't even think we can fathom.
[00:03:24.991 --> 00:03:26.512]  But see, that's what nobody's talking about.
[00:03:26.792 --> 00:03:34.117]  Everybody's got this angle that's anti-Russia, or this angle that's pro-Israel, or this angle that's over here, or you have these crazy politicians like Lindsey Graham.
[00:03:34.417 --> 00:03:34.977]  Bomb them!
