[00:00:18.662 --> 00:00:19.443]  InfoWars.
[00:00:19.784 --> 00:00:20.685]  Tomorrow's news.
[00:00:20.985 --> 00:00:21.325]  Today.
[00:00:32.694 --> 00:00:38.946]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:01:07.978 --> 00:01:10.320]  Some say, well, we have to deal with our border first.
[00:01:10.580 --> 00:01:14.523]  The Ukrainian-Russian border is our border.
[00:01:15.544 --> 00:01:23.991]  It's the border between depraved autocracy and freedom-loving people seeking our democratic way of life.
[00:01:24.552 --> 00:01:26.353]  Do we have a stake in that outcome?
[00:01:26.814 --> 00:01:27.154]  Yes.
[00:01:28.595 --> 00:01:29.936]  Undeniably yes.
[00:01:31.397 --> 00:01:33.199]  Will we rise to the occasion?
[00:01:34.853 --> 00:01:54.850]  Will we stand shoulder-to-shoulder with our Ukrainian brothers and sisters who for 1,151 days have been holding off the depraved, thuggish dictator Vladimir Putin who has respected no norms of warfare?
[00:01:56.055 --> 00:01:58.759]  He's targeted children in hospitals and schools.
[00:01:59.319 --> 00:02:03.986]  He's bombed apartment blocks, killing thousands.
[00:02:04.086 --> 00:02:04.687]  That's not true.
[00:02:08.532 --> 00:02:11.316]  Here they are, waving their Ukrainian flags, the Democrats.
[00:02:12.535 --> 00:02:16.159]  Congressman Conant, does Speaker Johnson deserve credit for how this played out?
[00:02:16.379 --> 00:02:16.779]  He does.
[00:02:16.919 --> 00:02:21.804]  Look, we came into Congress together, and he always cared about civility.
[00:02:21.864 --> 00:02:23.486]  He actually led the civility pledge.
[00:02:24.467 --> 00:02:27.330]  And we had one issue, which was give individual votes.
[00:02:27.410 --> 00:02:28.571]  Don't lump things together.
[00:02:29.252 --> 00:02:30.553]  And I give him credit for doing this.
[00:02:30.633 --> 00:02:34.237]  I would actually vote to table any motion to vacate him.
[00:02:34.677 --> 00:02:36.918]  You know, Chairman McCaul quoted Churchill.
[00:02:36.978 --> 00:02:42.941]  One of the things Churchill said is that America always exhausted every wrong option until doing the right thing.
[00:02:42.961 --> 00:02:46.322]  And this shows that American democracy still is very strong.
[00:02:46.462 --> 00:02:47.943]  Okay, you just said something significant.
[00:02:47.983 --> 00:02:51.185]  You said you would oppose the motion to vacate.
[00:02:51.245 --> 00:02:58.548]  In other words, you will protect Speaker Johnson's job if Marjorie Taylor Greene and the others go through with their threat to try to remove him.
[00:02:59.053 --> 00:03:00.674]  I would, through the end of the term.
[00:03:00.694 --> 00:03:05.918]  I expect Speaker Jefferson will be there in 2025.
[00:03:05.978 --> 00:03:20.230]  But look, I'm a progressive Democrat, and I think you would have a few progressive Democrats doing that, and I disagree with Speaker Johnson on many issues, and I've been very critical of him, but he did the right thing here, and he deserves to keep his job until the end of this term.
[00:03:23.752 --> 00:03:27.916]  So, Speaker Johnson is now
[00:03:29.172 --> 00:03:35.936]  We've got the Speaker for the Democratic Party with 197 days left to the most important election in world history.
[00:03:37.297 --> 00:03:41.560]  And we've got the Democrats and some Republicans waving Ukrainian flags.
[00:03:42.620 --> 00:03:48.244]  Well, Marjorie Taylor Greene posted on X a photo of flag-draped coffins that are draped with the American flag.
[00:03:48.824 --> 00:03:51.786]  That's why we fly the American flag, not the Ukrainian flag.
[00:03:52.507 --> 00:03:55.689]  House passes Ukraine funding bill on Adolf Hitler's birthday.
[00:03:56.741 --> 00:04:02.986]  Of course, their main military force, the Azov Battalions, are admitted hardcore Nazis.
