[00:00:16.036 --> 00:00:16.797]  InfoWars.
[00:00:17.157 --> 00:00:18.058]  Tomorrow's News.
[00:00:18.338 --> 00:00:18.779]  Today.
[00:00:18.799 --> 00:00:24.884]  208 days.
[00:00:24.904 --> 00:00:27.146]  208 days.
[00:00:27.166 --> 00:00:30.909]  12 hours, 59 minutes, 42 seconds.
[00:00:31.530 --> 00:00:33.271]  Most important election in world history.
[00:00:33.832 --> 00:00:38.095]  I'll be back in Texas, back in the seat tomorrow.
[00:00:38.516 --> 00:00:41.639]  I'm joining you from the road on this April 10th
[00:00:43.871 --> 00:00:49.215]  How many times did I tell you the whole Sandy Hook lawsuit operation was run by the CIA and the FBI?
[00:00:49.295 --> 00:00:50.416]  Now it's all admitted.
[00:00:50.436 --> 00:00:57.322]  It's going to be discussed by MTG during the FISA warrantless search hearings today.
[00:00:58.222 --> 00:01:01.645]  She's been talking about that on X. This is a big deal.
[00:01:01.705 --> 00:01:03.026]  They're in a lot of trouble.
[00:01:03.426 --> 00:01:04.948]  They are intending to take legal action.
[00:01:05.508 --> 00:01:07.349]  This shakes up a lot of things.
[00:01:07.449 --> 00:01:11.953]  More whistleblowers and more information is set to come out in the next few weeks.
[00:01:12.173 --> 00:01:13.034]  I told you last week.
[00:01:14.478 --> 00:01:19.582]  Something big was coming this week on the whole police state front, and of course we are tomorrow's news today.
[00:01:20.042 --> 00:01:27.567]  I thank God for the providence for this information coming out of the CIA and FBI targeting us and running operations against us.
[00:01:28.348 --> 00:01:35.853]  We also have the man that says he admires basic dictatorships and who gives standing ovations to real SS war crimes.
[00:01:36.534 --> 00:01:43.519]  Criminals, Nazis, Trudeau attacking me yesterday because Pierre Polliere, I think, is a lot better than him.
[00:01:44.853 --> 00:01:49.920]  Says he's anti-globalist, doesn't support the police state and the censorship in Canada.
[00:01:49.940 --> 00:01:51.161]  That's become a huge issue.
[00:01:52.463 --> 00:01:57.129]  Trudeau only won with 20% of the vote, but did a parliamentary procedure to stay in power.
[00:01:58.456 --> 00:02:02.739]  He came out and attacked me yesterday and it's totally blown up in his face.
[00:02:02.799 --> 00:02:11.404]  So the good news is we're having a huge effect thanks to all of you praying for the broadcast and supporting the broadcast and spreading the word about the broadcast.
[00:02:11.424 --> 00:02:12.625]  We're going to come through this together.
[00:02:13.045 --> 00:02:21.970]  They can shut down Trump and shut down Tucker Carlson and shut down Alex Jones and shut down the Peter Navarro's and the Steve Bannon's and the Roger Stone's.
[00:02:21.990 --> 00:02:22.991]  We're all being persecuted.
[00:02:23.031 --> 00:02:24.032]  They can get to you.
[00:02:24.352 --> 00:02:27.814]  So this is a real war as America tries to get back control.
[00:02:28.669 --> 00:02:29.209]  We're good to go.
[00:02:55.151 --> 00:03:01.994]  The Parliamentary Budget Officer's report which confirms 60% of Canadians pay more than they get back.
[00:03:02.054 --> 00:03:07.556]  The Prime Minister said, and I quote, in 2015, Canadians need a PM who will meet with the Premiers.
[00:03:08.076 --> 00:03:08.636]  What happened?
[00:03:08.656 --> 00:03:12.658]  The Right Honourable Prime Minister.
