[00:00:16.534 --> 00:00:17.276]  InfoWars.
[00:00:17.636 --> 00:00:18.537]  Tomorrow's news.
[00:00:18.838 --> 00:00:19.178]  Today.
[00:00:28.895 --> 00:00:43.000]  Ghislaine Maxwell is serving her 20-year sentence in a low-security Tallahassee, Florida prison after she was convicted on four counts of enticement of minors and one count of sex trafficking of a minor.
[00:00:43.180 --> 00:00:51.563]  Maxwell also faces another criminal trial for two charges of lying under oath about Epstein's abuse of underage girls.
[00:00:51.823 --> 00:00:53.665]  Will she finally turn on her former lover?
[00:00:53.885 --> 00:00:56.827]  Let's ask Ghislaine Maxwell's lawyer, Arthur Idulla.
[00:00:57.228 --> 00:00:58.689]  Thanks for being with us, Arthur.
[00:00:58.729 --> 00:01:02.352]  So, I mean, you just told me you talk to Ghislaine almost every week.
[00:01:03.152 --> 00:01:04.694]  You know, is she going to start talking?
[00:01:04.814 --> 00:01:05.715]  No, no, no, no.
[00:01:05.735 --> 00:01:14.922]  Well, I don't think she has anything to talk about, except maybe that if you look at this crime, this overall crime, it's all about men abusing women for a long period of time.
[00:01:14.942 --> 00:01:15.563]  A lot of men.
[00:01:15.583 --> 00:01:16.664]  That's why we're waiting for this list.
[00:01:17.004 --> 00:01:19.166]  And there's only one person in jail, a woman.
[00:01:19.923 --> 00:01:23.005]  It's not one guy behind bars for all of these crimes, this sex trafficking.
[00:01:23.045 --> 00:01:25.687]  But she brought him the women, the girls.
[00:01:25.767 --> 00:01:27.469]  I should say women, girls, young girls, right?
[00:01:27.489 --> 00:01:31.252]  First of all, she is absolutely unequivocally denying all of that.
[00:01:31.312 --> 00:01:32.292]  She always has.
[00:01:32.653 --> 00:01:43.381]  In prison, Maxwell has been dubbed Prison Karen after filing hundreds of complaints regarding everything from the quality of the food to the lack of black hair dye.
[00:01:43.681 --> 00:01:46.784]  As a result of Ghislaine's convictions, U.S.
[00:01:46.884 --> 00:02:03.059]  District Judge Loretta Preska unsealed hundreds of documents containing the identities of a cavalcade of anonymous power players that had been named in Virginia Jeffries' lawsuit against Epstein associate Ghislaine Maxwell.
[00:02:03.439 --> 00:02:12.527]  At the last minute, two of those Doe's had delayed the release of the names of Epstein's co-conspirators in the international sex slavery ring.
[00:02:12.847 --> 00:02:24.157]  Those Doe's, Doe 107 and Doe 110, were successful in delaying their names from being revealed until January 22nd, as they are under court review.
[00:02:24.617 --> 00:02:40.180]  However, the names that emerged from the first batch of documents regarding Epstein's sick world that testimony reveals as having been involved in questionable acts are as follows, and obviously I'm not accusing anyone of wrongdoing.
[00:02:40.200 --> 00:02:43.520]  I am merely stating what the court records revealed.
[00:02:43.840 --> 00:02:52.402]  Alleged abusers included Prince Andrew, former New Mexico Governor Bill Richardson, French modeling agent Jean-Luc Brunel,
[00:02:52.822 --> 00:02:58.047]  A former modeling agent, linked to Jeffrey Epstein, was found dead in his prison cell this morning.
[00:02:58.768 --> 00:03:07.957]  The office says that it appeared Jean-Luc Brunel, quote, died by suicide because he was discovered dead from hanging himself with his sheets.
[00:03:08.297 --> 00:03:11.959]  Billionaire hedge fund manager Glenn Dubin, U.S.
[00:03:12.059 --> 00:03:19.622]  businessman Tom Pritzker, and there are still political leaders that are unnamed as the victim couldn't remember their names.
[00:03:19.962 --> 00:03:27.406]  The testimony of one of Epstein's victims, Johanna Soberg, revealed that Bill Clinton, quote, likes them young.
[00:03:29.648 --> 00:03:55.884]  While magician David Copperfield asked if girls were getting paid to find other girls, Stephen Hawking is involved in a bizarre email from Epstein to Maxwell offering to reward one of his victim's friends if they could prove her allegations false, including a, quote, Clinton dinner and that Professor Stephen Hawking participated in an underage orgy.
[00:03:56.264 --> 00:04:08.755]  Alan Dershowitz, who has spent the past few years vehemently defending his name, claims that he was misidentified after accusations claimed he participated and was an eyewitness to the abuse.
[00:04:09.015 --> 00:04:10.156]  The main takeaway?
[00:04:10.677 --> 00:04:13.679]  Donald Trump's name is not implicated.
[00:04:13.939 --> 00:04:17.963]  And now the media must sulk away and dredge up other propaganda.
[00:04:18.343 --> 00:04:26.426]  Other names included for further scrutiny are Stephen Kaufman, Ron Eppinger, Marvin Minsky, and Adriana Ross.
[00:04:26.826 --> 00:04:34.789]  And of course, we have only just begun to dig into this, and more documents are still going to be released on the heels of this announcement.
[00:04:34.969 --> 00:04:51.915]  More big names are to be revealed in a massive Chinese, Russian, and South Korean government-connected high-end honeypot brothel network in eastern Virginia and Boston, used by elected officials, military officers, and government contractors.
[00:04:52.416 --> 00:04:54.336]  Let the resignations begin!
[00:04:54.836 --> 00:04:56.037]  John Bowne reporting.
[00:04:56.724 --> 00:05:00.706]  We interrupt our program to bring you this important message.
[00:05:00.726 --> 00:05:04.989]  29 years on air, all I've wanted to do was warn the people about the globalists.
[00:05:05.709 --> 00:05:11.013]  And I've done the best job I can to tell the truth and be accurate, and we are on record as the most accurate there are.
[00:05:11.413 --> 00:05:13.954]  And I've tried to sell products to fund ourselves.
[00:05:14.395 --> 00:05:18.777]  Unlike other communist revolutionaries that rob banks and kidnap people, we don't do that.
[00:05:19.258 --> 00:05:21.139]  We try to bring you products that really work.
[00:05:21.499 --> 00:05:23.520]  And ladies and gentlemen, I'm scared of this product.
[00:05:23.580 --> 00:05:24.161]  It's so powerful.
[00:05:25.061 --> 00:05:30.064]  This is the breakdown product, after your cells process it, of folic acid.
[00:05:30.645 --> 00:05:35.128]  Methylfolate with high quality organic B-complex.
[00:05:35.588 --> 00:05:36.809]  This stuff is rocket fuel.
[00:05:36.849 --> 00:05:37.709]  It's not a stimulant.
[00:05:37.970 --> 00:05:39.771]  It energizes your cells.
[00:05:40.351 --> 00:05:42.833]  And then everything else you take just supercharges it.
[00:05:42.873 --> 00:05:43.733]  It's so insane.
[00:05:44.073 --> 00:05:45.574]  It's foundational energy.
[00:05:46.055 --> 00:05:50.197]  The strongest formula out there at InfoWarsTore.com.
[00:05:50.577 --> 00:05:54.600]  It doesn't just energize this operation against the tyrants, it energizes you.
[00:05:54.620 --> 00:05:56.301]  Get foundational energy now!
[00:06:03.112 --> 00:06:03.833]  Big Brother.
