[00:00:06.854 --> 00:00:09.055]  We're good to go.
[00:00:41.548 --> 00:00:42.331]  I'm good.
[00:01:25.513 --> 00:01:32.275]  On this Monday, April 8th, 2024, Eclipse Special Transmission.
[00:01:35.037 --> 00:01:45.561]  You know, I've seen all these different headlines and all these different narratives and all these different psyops about the Eclipse.
[00:01:47.961 --> 00:01:56.606]  It's likely it'll be another day, comes and goes, with an amazing celestial event for us to witness.
[00:01:57.026 --> 00:01:59.228]  And there's one narrative I'm not seeing anywhere.
[00:02:01.589 --> 00:02:13.016]  As we play that graphic on the screen, and I guess here in Austin we're, what, two hours away from the totality of the 2024 eclipse,
[00:02:17.346 --> 00:02:19.286]  You know the one narrative I'm not hearing anywhere?
[00:02:20.307 --> 00:02:28.928]  Maybe Marjorie Taylor Greene is touching on it, saying that these earthquakes and everything and this eclipse is a reminder to repent.
[00:02:30.348 --> 00:02:31.788]  But you know the narrative I'm not seeing?
[00:02:34.469 --> 00:02:46.131]  That this eclipse is a reminder of how incredible, how divine this creation in which we exist, in which we are,
[00:02:49.346 --> 00:02:51.447]  How incredible, how divine it truly is.
[00:02:55.430 --> 00:03:05.097]  Maybe someday that would have been the narrative, but no, all over the news, Eclipse sickness is causing weird feelings, social media users claim.
[00:03:05.397 --> 00:03:06.898]  That's all in your mind.
[00:03:10.280 --> 00:03:11.681]  And it's really been amazing.
[00:03:11.761 --> 00:03:17.205]  I have people that are sending me messages, and I guess because they view me as the conspiracy theorist,
[00:03:17.927 --> 00:03:22.270]  They're like, man, there's something weird with this eclipse, or I'm getting eclipse sickness and all this stuff.
[00:03:22.310 --> 00:03:24.491]  I'm like, no, you're not.
[00:03:26.292 --> 00:03:27.533]  No, it's all in your mind.
[00:03:28.734 --> 00:03:30.835]  You've probably lived through a dozen eclipses.
[00:03:31.795 --> 00:03:32.596]  This one's different.
[00:03:32.696 --> 00:03:33.036]  Why?
[00:03:33.056 --> 00:03:39.600]  Because of all the propaganda, all the media, all the hype.
[00:03:40.861 --> 00:03:42.942]  But hey, I can put that aside.
[00:03:42.962 --> 00:03:44.023]  Hey, it's pretty cool.
