[00:00:17.981 --> 00:00:18.724]  InfoWars.
[00:00:19.065 --> 00:00:19.968]  Tomorrow's news.
[00:00:20.269 --> 00:00:20.590]  Today.
[00:00:49.855 --> 00:00:51.916]  It's Sunday, June 9th, 2024.
[00:00:51.956 --> 00:00:55.798]  And in just 30 seconds, Trump nails it.
[00:00:58.859 --> 00:01:13.206]  What is the hardest, darkest moment that you can think of in this journey you've been on over the last several years?
[00:01:13.666 --> 00:01:14.927]  You have to be very strong.
[00:01:16.181 --> 00:01:19.062]  You're fighting off very evil forces, and they're very smart forces.
[00:01:20.322 --> 00:01:21.923]  There are people that control Biden.
[00:01:22.143 --> 00:01:22.683]  Totally true.
[00:01:22.723 --> 00:01:24.244]  I think I know who they are, largely.
[00:01:24.764 --> 00:01:25.824]  But there are people that control him.
[00:01:25.844 --> 00:01:27.705]  They're very smart, very energetic.
[00:01:29.226 --> 00:01:32.727]  Possibly they're real believers, you know, what their sick ideology is.
[00:01:32.747 --> 00:01:37.469]  Again, it's Sunday, June 9, 2024.
[00:01:39.286 --> 00:01:40.446]  I'm your host, Alex Jones.
[00:01:40.466 --> 00:01:45.067]  We're getting very close to the most important election in world history.
[00:01:46.107 --> 00:01:55.169]  We're going to be here for the next four hours live this evening in what could be some of the final broadcasts in InfoWars history in this incarnation.
[00:01:56.309 --> 00:01:59.050]  But we shall return stronger than ever.
[00:01:59.150 --> 00:02:04.811]  Make no mistake, ladies and gentlemen, because we have God and the people on our side.
[00:02:04.851 --> 00:02:06.091]  How many days are we to the election?
[00:02:06.592 --> 00:02:07.952]  Let's put that on screen.
[00:02:09.534 --> 00:02:10.936]  We are 148 days, 7 hours, 57 minutes, 55 seconds.
[00:02:10.956 --> 00:02:13.899]  Alright, here's the deal.
[00:02:19.997 --> 00:02:30.779]  We have a lot of obviously incredibly important news to get to today dealing with what's happening in the world and I will do my best, my dead level best to cover it all.
[00:02:31.499 --> 00:02:33.340]  Some of it is horrifying news for humanity.
[00:02:33.360 --> 00:02:40.021]  A lot of it is really, really good news for humanity and we're going to do our best to break down as much as we can.
[00:02:40.521 --> 00:02:47.423]  We also have a witness on January 6 who's a very respected, recently retired Air Force Colonel.
[00:02:48.383 --> 00:02:55.508]  And Top Gun pilot who witnessed January 6th, the Feds tearing down the barricades and running the operation.
[00:02:55.528 --> 00:02:58.149]  But that's only a small part of what he talks about.
[00:02:58.629 --> 00:02:59.370]  Very smart guy.
[00:02:59.390 --> 00:03:02.272]  I had him on during spaces a little bit on Friday.
[00:03:02.292 --> 00:03:03.312]  I wanted to have him back here.
[00:03:03.372 --> 00:03:16.420]  Colonel Gannon Burton will be joining us on Ukraine, Russia, China, Israel, Hamas, solutions, faith, grace, courage, don't overthink things, finding fissures and prying them open in the global operation.
[00:03:17.521 --> 00:03:19.101]  How critical is Trump?
[00:03:19.581 --> 00:03:20.922]  Very smart guy, very impressed.
[00:03:20.942 --> 00:03:25.683]  I've been on spaces with him where he comes on probably 10 times.
[00:03:25.703 --> 00:03:29.083]  I think he was on the one, in fact, I know he was when I was on with Elon Musk for two and a half hours.
[00:03:29.103 --> 00:03:31.804]  This is going to be powerful.
[00:03:32.324 --> 00:03:38.845]  And then we've got Chase Geyser coming in this evening for Sunday Night Live, which comes over two hours after me.
[00:03:39.425 --> 00:03:44.346]  And then I'm going to be hosting tomorrow morning the first part of
[00:03:45.635 --> 00:03:47.737]  American Journal with Harrison Smith.
[00:03:47.777 --> 00:03:48.497]  So at 8 a.m.
[00:03:48.537 --> 00:03:56.583]  Central, there is several big announcements dealing with Infowars that I'll tell you about tomorrow morning, but also Tucker Carlson.
[00:03:57.804 --> 00:04:04.309]  So we'll be talking about that coming up tomorrow at 8 a.m.
[00:04:04.389 --> 00:04:06.731]  Central, 9 a.m.
[00:04:06.891 --> 00:04:08.732]  Eastern tomorrow.
[00:04:09.433 --> 00:04:13.095]  And in the next few weeks and months, there's going to be quite a few
[00:04:14.036 --> 00:04:17.558]  Announcements and very exciting things going on here in the Info War.
[00:04:18.119 --> 00:04:20.260]  I'll just leave it at that.
[00:04:20.880 --> 00:04:23.022]  Because the Info War is a lot bigger than this building.
[00:04:23.982 --> 00:04:24.963]  It's a lot bigger than me.
[00:04:25.663 --> 00:04:26.704]  It's a lot bigger than you.
[00:04:26.764 --> 00:04:30.166]  It's about all of us and God fighting these evil forces.
[00:04:30.186 --> 00:04:37.651]  All right, we're gonna go to break and I'm gonna reset and get ready to blast out when 300 plus radio stations join us.
[00:04:39.161 --> 00:04:42.364]  And I want all those stations to know, no matter where we go for a short period, we'll be back.
[00:04:42.865 --> 00:04:46.648]  And a sneaking suspicion tells me we'll have even more affiliates.
[00:04:47.269 --> 00:04:50.392]  Because that which does not kill you only makes you stronger.
[00:04:50.412 --> 00:04:56.718]  And we have some big updates on the Deep State's open plan to shut down this operation straight ahead.
[00:04:56.738 --> 00:04:59.301]  Follow me on Exit Reel, Alex Jones.
[00:05:02.739 --> 00:05:05.300]  Your cardiovascular system is under attack.
[00:05:05.900 --> 00:05:06.621]  Everybody knows it.
[00:05:07.141 --> 00:05:13.764]  And I've got in my hands two products that are absolutely insane when it comes to what they do for your body and your overall health.
[00:05:14.364 --> 00:05:17.366]  One of them is the highest grade fish oil you can find.
[00:05:17.826 --> 00:05:19.367]  Everybody knows how good fish oil is.
[00:05:19.607 --> 00:05:20.627]  This is as good as it gets.
[00:05:21.027 --> 00:05:25.669]  And when you purchase it at InfoWarsTore.com, you support the broadcast, a 360 win.
[00:05:26.030 --> 00:05:27.450]  And then of course, Nitric Boost.
[00:05:27.470 --> 00:05:29.051]  You've heard all the rage about this.
[00:05:29.071 --> 00:05:30.952]  A whole bunch of concentrated natural compounds.
[00:05:31.212 --> 00:05:31.532]  I think so.
[00:05:54.474 --> 00:05:58.538]  Crashing through the lies and disinformation, it's Alex Jones coming to you live from the front lines of the InfoWar.
[00:06:50.991 --> 00:07:00.573]  First of all, all of these people, whether it's Marco Rubio, Mike Johnson, Mark Meadows, have all said disparaging things at one point in time about Donald Ted Cruz.
[00:07:00.853 --> 00:07:01.493]  The same thing.
[00:07:02.495 --> 00:07:15.939]  They believe that if Donald Trump wins, and they are shoulder to shoulder with him, that they will have unlimited power, which would of course give them the ability to make or to have unlimited resources and assets.
[00:07:16.579 --> 00:07:18.040]  One mistake that they are making,
[00:07:18.740 --> 00:07:20.182]  Donald Trump doesn't share.
[00:07:20.702 --> 00:07:22.304]  It's all about him.
[00:07:22.784 --> 00:07:23.945]  Not about his kids.
[00:07:24.346 --> 00:07:25.627]  Not about his family.
[00:07:25.947 --> 00:07:27.109]  It is all about him.
[00:07:27.329 --> 00:07:37.940]  So if they think that they're going to hitch themselves to his wagon in hopes that they're going to elevate themselves, whether it's through power, through money, through connections and so on, it doesn't work that way.
