[00:00:16.246 --> 00:00:17.007]  InfoWars.
[00:00:17.367 --> 00:00:18.248]  Tomorrow's news.
[00:00:18.568 --> 00:00:18.889]  Today.
[00:00:27.276 --> 00:00:31.921]  Over a hundred people were murdered in Russia on Friday, including women and children.
[00:00:32.502 --> 00:00:38.609]  Eleven terrorists were captured by Russian authorities as they attempted to cross the border into Ukraine.
[00:00:39.029 --> 00:00:42.593]  They are being interrogated and all roads lead to the U.S.
[00:00:42.633 --> 00:00:46.898]  State Department, who have been directing Ukrainian forces since their 2014 coup.
[00:00:49.281 --> 00:00:54.763]  The attack occurred on March 22nd or 322.
[00:00:54.803 --> 00:00:59.705]  322 is the mysterious number used by Yale's infamous Skull and Bones Society.
[00:01:00.245 --> 00:01:13.771]  The official story is that 322 symbolizes the year 322 BC to memorialize the event seen as the turning point which transformed Athens from a democracy to a plutocracy.
[00:01:13.791 --> 00:01:18.773]  A plutocracy is a society that is ruled by no other political philosophy
[00:01:19.073 --> 00:01:33.032]  Other than the financial elite being in control of the people's destiny, the Skull and Bones is a grooming academy for the CIA, such as former director of the CIA George Bush, and 322 is their calling card.
[00:01:35.845 --> 00:01:40.809]  During the Tucker Carlson interview, President Putin was clearly speaking to the CIA.
[00:01:41.209 --> 00:01:49.815]  The CIA responded in a New York Times article admitting that they are using Ukraine as a proxy to wage war against Russia.
[00:01:50.716 --> 00:01:57.441]  Weeks before the attack, Victoria Nuland repeatedly boasted that Putin was in for a nasty surprise.
[00:01:58.072 --> 00:02:07.862]  Mr. Putin's going to get some nice surprises on the battlefield and that Ukraine will make some very strong success this year.
[00:02:08.163 --> 00:02:15.851]  This supplemental funding will ensure Putin faces some nasty surprises on the battlefield this year.
[00:02:16.548 --> 00:02:18.369]  On March 7th, the U.S.
[00:02:18.469 --> 00:02:25.054]  Embassy issued a warning about the threat of terrorist attacks in Moscow, specifying concerts.
[00:02:25.714 --> 00:02:28.797]  The British Embassy in Moscow mirrored this warning.
[00:02:29.637 --> 00:02:36.962]  Days before the attack, Barack Obama paid an unexpected visit to the British Prime Minister at 10 Downing Street.
[00:02:37.383 --> 00:02:39.824]  President Obama, are you worried that Putin will rule forever?
[00:02:49.181 --> 00:02:51.485]  President Obama, why should we care about democracy in Russia?
[00:02:51.505 --> 00:02:54.469]  Do you have a few moments?
[00:02:54.489 --> 00:02:55.431]  Will you speak to us?
[00:02:57.013 --> 00:02:58.235]  Come and have a chat with us for a minute.
[00:02:59.317 --> 00:03:00.018]  How did it go?
[00:03:00.058 --> 00:03:00.919]  What did you talk about?
[00:03:02.068 --> 00:03:06.349]  Within hours of the attack, and without any evidence, the U.S.
[00:03:06.409 --> 00:03:12.851]  government blames the attack on the Islamic State and says that Ukraine is not involved.
[00:03:13.691 --> 00:03:21.893]  The very next day, while Russians were grieving, CIA mouthpiece The Washington Post gloated how the U.S.
[00:03:22.073 --> 00:03:25.494]  had prior knowledge of the attack and people still died.
[00:03:26.394 --> 00:03:41.150]  It has been noted that the terrorists were either professional assassins or trained by Western forces, for they were demonstrating NATO training methods, such as shooting in small bursts, trigger control, and proper mag reloads.
[00:03:41.911 --> 00:03:46.096]  For anyone with eyes to see, this is the modus operandi of the West.
