[00:00:00.000 --> 00:00:10.000]  [MUSIC]
[00:00:10.000 --> 00:00:18.420]   InfoWars.com Tomorrow's news today.
[00:00:18.420 --> 00:00:26.420]  [music]
[00:00:26.420 --> 00:00:30.420]   If you are receiving this transmission, you are the resistance.
[00:00:31.024 --> 00:00:36.125]  Live from Austin, Texas, you're listening to the Alex Jones Show.
[00:00:36.165 --> 00:00:38.945]  It's Sunday, February 25th, 2024.
[00:00:42.987 --> 00:00:48.871]  I am your embattled host, Alex Jones, coming to you from deep in the heart of Texas, broadcasting worldwide.
[00:00:48.911 --> 00:00:52.273]  We have an incredible two hours lined up for you until 6 p.m.
[00:00:52.313 --> 00:00:53.074]  tonight Central.
[00:00:53.494 --> 00:00:56.897]  Then the great Owen Troyer comes in with Sunday Night Live, 6 to 8 p.m.
[00:00:57.157 --> 00:00:57.737]  as well.
[00:00:57.777 --> 00:01:09.926]  That's our Sunday lineup here at InfoWars.com and Bandai Video as well as Real Alex Jones on X and blasting out on several hundred radio stations and TV stations and cable stations as well.
[00:01:10.926 --> 00:01:11.407]  Wow!
[00:01:12.068 --> 00:01:19.216]  Covering all this news is going to be an important job today and very riveting and informative, but it's also a little bit exhausting.
[00:01:19.276 --> 00:01:25.183]  I've been getting ready today for five hours, and so I've got to be a good boy and get to all of this.
[00:01:26.707 --> 00:01:29.329]  Trump just totally dominated South Carolina.
[00:01:29.369 --> 00:01:34.254]  He got double the votes ever recorded in the South Carolina primary.
[00:01:34.694 --> 00:01:40.740]  That signals to anybody with one political brain cell the biggest landslide in U.S.
[00:01:40.820 --> 00:01:45.644]  history imminent to override the fraud that's baked in to the system.
[00:01:45.664 --> 00:01:48.466]  But they will run out of illegal aliens and dead people.
[00:01:49.307 --> 00:01:49.627]  Voting.
[00:01:50.427 --> 00:01:51.528]  Absolutely insane.
[00:01:51.568 --> 00:01:54.128]  I've got a 12-minute clip of CNN melting down.
[00:01:54.148 --> 00:01:57.149]  I'm only going to play a few minutes next segment, but it doesn't make sense is the quote.
[00:01:57.669 --> 00:02:02.450]  CNN panel has epic meltdown after Trump gets double the number of votes ever received in South Carolina.
[00:02:04.871 --> 00:02:08.652]  Barack Obama's oldest daughter just dropped the name Obama.
[00:02:09.072 --> 00:02:12.513]  I mean, it's not cool to be associated with these people.
[00:02:13.233 --> 00:02:14.133]  Not in Hollywood.
[00:02:15.774 --> 00:02:16.354]  Not anywhere.
[00:02:17.645 --> 00:02:19.165]  The shine is off.
[00:02:19.265 --> 00:02:20.906]  The spell is broken.
[00:02:20.926 --> 00:02:25.247]  And the establishment hasn't seemed to figure that out yet.
[00:02:25.267 --> 00:02:33.289]  I mean, when Joe Rogan goes on air with Aaron Rodgers and says Alex Jones is the most right person on earth, think he got a problem?
[00:02:34.169 --> 00:02:36.469]  Tucker Carlson says nobody's got a record as good as mine.
[00:02:36.950 --> 00:02:37.750]  Think they got a problem?
[00:02:37.770 --> 00:02:38.810]  And it's not about me.
[00:02:39.330 --> 00:02:41.691]  I am one of the most demonized people in the world.
[00:02:42.411 --> 00:02:43.351]  Number two after Trump.
[00:02:43.391 --> 00:02:44.611]  I mean, it's hands down.
[00:02:44.931 --> 00:02:46.992]  I'm demonized worldwide by the global steep state.
[00:02:47.777 --> 00:02:54.124]  And it's like a touchstone now for people to show they're awake to say Alex Jones is right.
[00:02:54.824 --> 00:03:01.191]  By the way, I've known this for a long time and it would take hours to go over it all, but it's a big scandal that affects everybody.
[00:03:01.211 --> 00:03:02.713]  It was the heart of the problems we face.
[00:03:04.154 --> 00:03:05.436]  Dan Bongino was a senior.
[00:03:06.730 --> 00:03:26.389]  Secret Service agent, he was the guy that led the foreign details, so he was high up in the command, and he's received secret documents that mirror information we already received that I told you about six, seven years ago, that the CIA has been quarterbacking all the attacks on myself, Roger Stone, and Donald Trump.
