[00:00:15.838 --> 00:00:16.618]  InfoWars.
[00:00:16.958 --> 00:00:17.878]  Tomorrow's news.
[00:00:18.158 --> 00:00:18.599]  Today.
[00:00:20.879 --> 00:00:24.540]  Millions of Americans sincerely love Donald Trump.
[00:00:25.080 --> 00:00:26.941]  They love him in spite of everything they've heard.
[00:00:27.001 --> 00:00:28.661]  They love him often in spite of himself.
[00:00:29.481 --> 00:00:32.542]  They love Donald Trump because no one else loves them.
[00:00:33.658 --> 00:00:50.431]  The country they built, the country their ancestors fought for over hundreds of years, has left them to die in their unfashionable little towns, mocked and despised by the sneering halfwits with finance degrees, but no actual skills, who seem to run everything all of a sudden.
[00:00:51.512 --> 00:00:55.695]  Whatever Donald Trump's faults, he is better than the rest of the people in charge.
[00:00:55.855 --> 00:00:57.877]  At least he doesn't hate them for their weakness.
[00:00:58.860 --> 00:01:06.064]  Donald Trump, in other words, is and has always been a living indictment of the people who run this country.
[00:01:06.844 --> 00:01:12.887]  That was true four years ago, when Trump came out of nowhere to win the presidency, and it's every bit as true right now.
[00:01:13.307 --> 00:01:15.548]  Trump rose because they failed.
[00:01:16.309 --> 00:01:17.329]  It's as simple as that.
[00:01:17.349 --> 00:01:26.734]  If the people in charge had done a halfway decent job with the country they inherited, if they'd cared about anything other than themselves, even for just a moment,
[00:01:27.532 --> 00:01:29.634]  Donald Trump would still be hosting Celebrity Apprentice.
[00:01:30.214 --> 00:01:30.875]  But they didn't.
[00:01:31.735 --> 00:01:36.299]  Instead, they were incompetent, and narcissistic, and cruel, and relentlessly dishonest.
[00:01:36.900 --> 00:01:38.201]  They wrecked what they didn't build.
[00:01:38.501 --> 00:01:39.502]  They lied about it.
[00:01:40.022 --> 00:01:43.245]  They hurt anyone who told the truth about what they were doing.
[00:01:43.285 --> 00:01:43.945]  That's true.
[00:01:44.286 --> 00:01:44.966]  We watched.
[00:01:45.767 --> 00:01:48.149]  America is still a great country, the best in the world.
[00:01:48.209 --> 00:01:50.410]  But our ruling class is disgusting.
