[00:00:07.652 --> 00:00:11.633]  Waging war on corruption.
[00:00:11.893 --> 00:00:14.234]  It's Alex Jones.
[00:00:30.800 --> 00:00:33.921]  It is January 6th, 2019.
[00:00:34.381 --> 00:00:37.282]  I'm your host, Alex Jones.
[00:00:38.302 --> 00:00:49.685]  And the anti-American, anti-free market, anti-Western, anti-Christian, globalist corporate Borg have decided that I'm a troublemaker.
[00:00:50.720 --> 00:01:00.346]  And for many years they've been trying to take me off the air, but now we've been sustaining under incredible frontal assaults, backstabbing assaults, every assault you can imagine.
[00:01:00.726 --> 00:01:01.506]  And I'm not a victim.
[00:01:01.546 --> 00:01:02.567]  I'm not an SJW.
[00:01:02.727 --> 00:01:08.530]  I am extremely pleased and very happy to be in the position we're in.
[00:01:09.531 --> 00:01:12.392]  I personally don't like some of the pain.
[00:01:13.843 --> 00:01:17.624]  But as Glenn Danzig once said, I don't mind the pain.
[00:01:18.885 --> 00:01:24.367]  Because if it brings me to a better outcome of where I need to go, I'm ready to do it.
[00:01:27.448 --> 00:01:36.031]  But you know, the pain of submitting the globalists is much greater than going with the pain of resisting them.
[00:01:36.051 --> 00:01:37.671]  But still be forewarned, my friends.
[00:01:42.373 --> 00:01:43.153]  I don't mind the pain.
[00:01:45.592 --> 00:01:52.495]  But the way of avoiding pain leads into entropy, leads into collapse.
[00:01:53.756 --> 00:02:09.543]  Now, the reason I'm more confident than ever is that everything we've predicted, everything we've broken down, everything that we've covered in the giant global spectrum of news and information is so damn on target.
[00:02:10.344 --> 00:02:11.204]  It's just uncanny.
[00:02:12.445 --> 00:02:12.525]  And
[00:02:13.658 --> 00:02:29.744]  That's really what matters at the end of the day, is that humanity have a choice to make about which side they stand on and what they want to do, and that if people make the wrong decision, that's okay, because the decision is more important than even the destination.
[00:02:30.404 --> 00:02:34.706]  You've heard the journey is the destination, and that really is true, isn't it?
[00:02:36.656 --> 00:02:42.860]  Now, that said, we have a spectrum of news, because I've been up working since 5.30 this morning.
[00:02:42.880 --> 00:02:42.860]  5.30.
[00:02:43.381 --> 00:02:46.043]  I almost over-prepared like this when I'm on fire.
[00:02:46.543 --> 00:02:49.385]  I've been working since 5.30 this morning.
[00:02:49.425 --> 00:02:50.085]  I'm not bragging.
[00:02:50.306 --> 00:02:50.886]  It's the truth.
[00:02:51.646 --> 00:02:52.427]  Actually, 5.15.
[00:02:53.788 --> 00:02:54.589]  I'm on the crapper.
[00:02:54.689 --> 00:02:55.289]  I'm working.
[00:02:55.369 --> 00:02:56.590]  I'm cooking food for my kids.
[00:02:56.650 --> 00:02:57.190]  I'm working.
