[00:00:06.511 --> 00:00:08.655]  Waging war on corruption.
[00:00:09.156 --> 00:00:14.266]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:35.367 --> 00:00:41.689]  Well, ladies and gentlemen, we've got a World Exclusive with Roger Stone coming up at the start of the next segment.
[00:00:41.709 --> 00:00:42.950]  He's on the line right now.
[00:00:45.171 --> 00:00:55.595]  In fact, we have the World Exclusive, his response to Mueller putting out a request for a Star Chamber, where the trial will be secret.
[00:00:56.843 --> 00:01:01.029]  So the public can't see how kangaroo it is, according to many people's concerns.
[00:01:01.590 --> 00:01:09.582]  This judge has been very kangaroo-ish before, giving Mueller whatever he wants, gagging people, not letting them defend themselves, not letting them even raise money for their defense.
[00:01:09.702 --> 00:01:12.166]  I mean, we're talking Soviet-level type stuff.
[00:01:13.146 --> 00:01:16.167]  That was going to be big news, and he's going to cover it at the start of the next segment.
[00:01:16.227 --> 00:01:20.709]  But you'll definitely have a Don or somebody email Drudge, who's been very gracious.
[00:01:21.089 --> 00:01:24.550]  This is big news, to pick up the last two exclusive interviews with Roger.
[00:01:24.971 --> 00:01:30.193]  This could be his last interview before going in at 2 o'clock today, Eastern, where he may be gagged.
[00:01:31.213 --> 00:01:32.093]  Yes, it's un-American.
[00:01:32.514 --> 00:01:33.454]  Yes, it's unprecedented.
[00:01:33.474 --> 00:01:35.315]  But it's what this judge has been doing.
[00:01:35.595 --> 00:01:36.795]  And InfoWars will fight it.
[00:01:36.835 --> 00:01:38.496]  Let me also announce we're going to file a lawsuit.
[00:01:39.830 --> 00:01:42.451]  Uh, if, uh, they try to keep the press out.
[00:01:42.951 --> 00:01:45.071]  The press always files lawsuits when things like this happen.
[00:01:45.332 --> 00:01:46.172]  They're usually successful.
[00:01:46.232 --> 00:01:47.112]  Don't count this time.
[00:01:47.472 --> 00:01:49.633]  The press is the murderer of truth now.
[00:01:49.673 --> 00:01:52.493]  The mainstream press, they want the news shut down.
[00:01:53.574 --> 00:02:01.696]  Well, what Roger just learned from his lawyers, and just learned from security cameras, and just confirmed, is gonna be a world exclusive.
[00:02:02.918 --> 00:02:10.817]  In fact, I know the crew is in there watching and listening right now, but we probably need to go ahead and change the headline on InfoWars.com.
[00:02:12.984 --> 00:02:18.428]  Also, guys, please print me the New York Times article where the president praises Roger Stone.
[00:02:18.968 --> 00:02:21.470]  That's one thing I forgot to get here in my stack.
[00:02:21.911 --> 00:02:26.994]  So a lot of times, I'm so busy before we get on air, this first five minutes is kind of us organizing things.
[00:02:27.555 --> 00:02:32.859]  You're watching how the sausage is getting made because things are breaking up to the minute.
[00:02:33.980 --> 00:02:40.865]  But when we come back, ladies and gentlemen, Roger Stone has the proof that CNN broke the law
