[00:00:23.789 --> 00:00:25.935]  Waging war on corruption.
[00:00:26.457 --> 00:00:31.572]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:49.637 --> 00:00:52.001]  I just talked to Roger Stone minutes ago.
[00:00:52.021 --> 00:01:00.715]  He came out of his arraignment pleading not guilty about 20 minutes ago and the paparazzi people were screaming at him so loud he couldn't do the press conference just like they drowned him out.
[00:01:02.944 --> 00:01:07.746]  Back last week when he got out of jail as well.
[00:01:08.747 --> 00:01:12.548]  So we're going to be talking to him as soon as he's able to get to a safe place.
[00:01:12.568 --> 00:01:17.010]  He's getting followed around by a bunch of hateful corporate paparazzi right now.
[00:01:17.030 --> 00:01:20.532]  We'll give you the latest on the ongoing giant witch hunt.
[00:01:21.492 --> 00:01:24.513]  Acting Attorney General Whitaker has come out yesterday.
[00:01:24.553 --> 00:01:26.994]  We've got that video coming up for you in the next segment.
[00:01:27.555 --> 00:01:30.336]  And he said that the investigation is coming to an end.
[00:01:31.374 --> 00:01:41.317]  But I predict that will only spur new non-Russia-related criminal investigations, just like you've already seen with Manafort and with Cohen and others.
[00:01:42.097 --> 00:01:52.641]  Particularly with Cohen, it was the special counsel, the director, as they call him, as Whitaker called him, shaking, talking about him yesterday like he's God.
[00:01:54.750 --> 00:02:02.518]  That broke down the fact that he supposedly is going to be finishing up his work.
[00:02:02.578 --> 00:02:08.083]  But it was Mueller who went to the New York FBI and had them open the investigation up on Cohen.
[00:02:08.924 --> 00:02:11.166]  That had nothing to do with Russiagate.
[00:02:12.608 --> 00:02:15.751]  Had to do, of course, with not paying for taxicab medallions.
[00:02:17.012 --> 00:02:18.173]  So that's what we're down to here.
[00:02:19.338 --> 00:02:21.639]  And I predict that the witch hunt is far from over.
[00:02:22.239 --> 00:02:25.981]  It's just about to metastasize into dozens of other fake investigations.
[00:02:26.041 --> 00:02:34.604]  And Congress, especially the House, run by the Democrats, have come out and they have openly said that.
[00:02:35.405 --> 00:02:38.566]  So tomorrow's news today, we're going to go to break here in just a few minutes.
[00:02:39.506 --> 00:02:43.428]  We're going to come right back with Roger Stone to give you a statement about what happened inside the courthouse.
[00:02:44.764 --> 00:02:50.209]  Any restrictions of any of the judge put upon him, what happened when he tried to leave, and more.
[00:02:51.009 --> 00:02:55.873]  In fact, speaking of the devil, we have Roger just now got on the line, so we'll go to him right now and hold him over.
[00:02:56.494 --> 00:02:57.995]  So, Roger, thanks for joining us.
[00:02:58.455 --> 00:03:05.041]  A lot happening on your whirlwind tour of all the major TV channels, but again, you were unable to speak today leaving the courthouse.
[00:03:06.192 --> 00:03:12.204]  Well, first of all, Alex, this is a world exclusive because no interviews are permitted in the courthouse.
[00:03:13.006 --> 00:03:16.232]  And while I would like to have made a statement outside to
[00:03:17.034 --> 00:03:19.156]  Announce that I pled not guilty.
[00:03:19.176 --> 00:03:26.341]  I was being shouted down by radical leftists and members of the fake news media.
