[00:00:14.830 --> 00:00:16.971]  Waging war on corruption.
[00:00:17.492 --> 00:00:22.335]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:22.375 --> 00:00:26.137]  Yeah, there's a storm on the loose.
[00:00:26.178 --> 00:00:27.358]  Sirens in my head.
[00:00:28.259 --> 00:00:29.440]  Wrapped up in silence.
[00:00:29.780 --> 00:00:31.441]  All circuits are dead.
[00:00:32.061 --> 00:00:33.102]  Can I decode?
[00:00:33.202 --> 00:00:36.624]  My whole life spins into a frenzy.
[00:00:50.428 --> 00:00:55.412]  Ladies and gentlemen, the bullet just hit the bone as we entered the Twilight Zone.
[00:00:56.573 --> 00:01:00.396]  There's the headline, Beijing confirms birth of gene-edited babies.
[00:01:02.455 --> 00:01:06.938]  Not really humans, ladies and gentlemen, but by the true definition, humanoids.
[00:01:07.918 --> 00:01:18.845]  China confirms the birth of gene-edited babies and vows to punish scientist, he, John Koo, who violated rules to carry out the unethical study for personal fame.
[00:01:18.985 --> 00:01:20.026]  Oh, that's why he's in trouble.
[00:01:20.506 --> 00:01:22.947]  Ladies and gentlemen, this has been going on a long time.
[00:01:23.608 --> 00:01:27.270]  There have been human clones in Petri dishes for 40 years.
[00:01:30.794 --> 00:01:34.276]  That's just boilerplate, one of the things we have here.
[00:01:34.876 --> 00:01:47.702]  You know, sometimes something happens in the corporate fake news world, in these formulaic deceptions they involve themselves that goes completely megaviral.
[00:01:51.284 --> 00:01:54.966]  And that happened in the last two days.
[00:01:55.426 --> 00:01:57.647]  We were there, the Women's March, our crew covering it Saturday.
[00:01:59.677 --> 00:02:03.818]  And Rob Dew, Saturday afternoon, sent me footage and said, look at this.
[00:02:03.858 --> 00:02:08.679]  They're claiming that these students harassed and encircled some poor Native American people.
[00:02:08.699 --> 00:02:18.502]  And we went and found the raw footage and they're calling them white scum.
[00:02:19.242 --> 00:02:20.482]  I mean, I've got the list here.
[00:02:21.963 --> 00:02:26.804]  Some of the black kids that were there with them from their school, they were calling them traitors and saying, we're going to harvest your organs.
[00:02:28.166 --> 00:02:32.749]  They were calling them fags and queers and gay.
[00:02:34.010 --> 00:02:36.772]  And the N-word's being yelled as well.
[00:02:36.792 --> 00:02:40.995]  And people are calling now for the students to be killed, their school to be burned down, then to be shot.
[00:02:41.175 --> 00:02:42.556]  Twitter's leaving it up and agrees with it.
[00:02:45.358 --> 00:02:51.121]  And then NPR had Nathan Phillips on this morning.
[00:02:51.161 --> 00:02:52.182]  Nobody's picked this up.
[00:02:52.642 --> 00:02:54.003]  We had to go find it on NPR.
[00:02:55.044 --> 00:02:57.526]  In a snake-like voice with a snake-like presenter.
[00:02:58.905 --> 00:03:04.407]  Going, this young man needs to apologize for what he did to us.
[00:03:05.587 --> 00:03:08.228]  We've got to put this audio to all the raw video.
[00:03:08.268 --> 00:03:09.148]  It's so powerful.
[00:03:10.048 --> 00:03:11.789]  It's so terrible what they did.
[00:03:12.309 --> 00:03:25.012]  Based on a lot of what has happened in our country recently, you were under the impression, or making an assumption, that a large group of young white men might threaten a minority who you saw.
[00:03:25.072 --> 00:03:27.233]  And you saw this group of black Hebrew Israelites.
[00:03:28.693 --> 00:03:35.756]  potentially in danger by this large group of white men, based on what you had seen in the news in our country in recent months and years.
[00:03:36.237 --> 00:03:36.477]  Yes.
[00:03:37.357 --> 00:03:40.759]  Thank you for that clarity, because that's... Let's stop right there.
[00:03:42.780 --> 00:03:43.620]  The snake people!
[00:03:44.020 --> 00:03:51.524]  They can be Native American, they can be white, they can be black, all talk in this very soft, deceptive voice.
[00:03:52.104 --> 00:03:54.145]  You know the spider by the voice.
[00:03:54.980 --> 00:03:59.646]  Now, the truth is, you've got this particular group of, quote, Black Israelites, who are a diverse group.
[00:03:59.667 --> 00:04:00.788]  A lot of those folks are my listeners.
[00:04:01.389 --> 00:04:02.390]  I run into them.
[00:04:02.410 --> 00:04:04.033]  I'm in Houston and Dallas and L.A.
[00:04:04.053 --> 00:04:04.613]  There's a lot of them.
[00:04:05.014 --> 00:04:06.716]  And they seem to be pretty woke a lot of the time.
[00:04:07.798 --> 00:04:09.160]  But this particular group...
[00:04:10.424 --> 00:04:18.967]  He's mixed in with a bunch of other white people, Native Americans, who start virtue signaling how much they hate being white.
[00:04:19.508 --> 00:04:23.949]  And so, you've got blacks, you've got whites, you've got Native Americans screaming.
[00:04:24.589 --> 00:04:25.750]  And we're going to play this audio.
[00:04:25.810 --> 00:04:29.471]  It's all garbled, but people have isolated it, and the young people have talked about it.
[00:04:29.932 --> 00:04:34.453]  In their faces, while there's beating drums, they march up, march in the middle of them, waiting for their bus.
[00:04:34.793 --> 00:04:35.994]  They just had their pro-life march.
[00:04:37.165 --> 00:04:40.587]  And they're screaming, we're gonna kill you, you faggots.
[00:04:41.167 --> 00:04:42.948]  We're gonna kill you and take your organs.
[00:04:42.968 --> 00:04:44.728]  And they're like, let's go, let's go, let's get them.
[00:04:44.748 --> 00:04:46.589]  They're like, yeah, it's on, bitches!
[00:04:47.029 --> 00:04:48.370]  And they march over to the middle.
[00:04:49.190 --> 00:04:50.851]  And some of these kids are as young as 10.
[00:04:51.171 --> 00:04:53.712]  They just sit there and do their school chant.
[00:04:54.173 --> 00:04:55.033]  So they were scared.
[00:04:56.374 --> 00:04:58.355]  With a bunch of men coming up threatening to kill them!
[00:04:59.075 --> 00:05:01.116]  And then NPR says they're bad kids.
[00:05:06.772 --> 00:05:09.454]  When it comes to rebuilding your energy, convenience is key.
[00:05:09.814 --> 00:05:15.717]  While coffee, candy, and other sugary products can give you a short boost, the crash can leave you more tired than ever.
[00:05:16.257 --> 00:05:28.244]  TurboForce from InfoWars Life is a powerful mix-in energy packet that utilizes vitamins, amino acids, and extracts used for hundreds of years to provide you focus, clarity, and a boost of energy on the go.
[00:05:31.726 --> 00:05:35.468]  Simply take a packet, mix it into the indicated amount of water, and enjoy!
[00:05:37.273 --> 00:05:43.355]  With 14 servings per box for a two week or more supply, this is the formula to stock up on whenever you need a boost.
[00:05:45.316 --> 00:05:51.278]  Perfect for work, in the car, or at home, Turbo Force is the ultimate answer to a sluggish day.
[00:05:51.718 --> 00:05:53.159]  Don't let your day slow you down.
[00:05:53.739 --> 00:05:56.580]  Perk up with Turbo Force at infowarrestore.com.
[00:06:08.428 --> 00:06:12.331]  The answer to 1984 is 1776.
[00:06:12.431 --> 00:06:20.415]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:06:21.416 --> 00:06:30.682]  Ladies and gentlemen, there are moments when you know the world's gonna change.
[00:06:31.142 --> 00:06:32.843]  Like Martin Luther King's speech, I Have a Dream.
[00:06:34.073 --> 00:07:03.159]  There are positive moments, there are also negative moments, and I can tell you, the zeitgeist that's been hit with the mainstream corporate media, from ABC to CBS to NBC to NPR to all the local TV stations where I live, all saying, did you see the young gang of white supremacists wearing Make America Great Again hats go up to an innocent elder, this wonderful, good, loving man, and
[00:07:04.278 --> 00:07:07.419]  Ridicule and attack him viciously.
[00:07:10.240 --> 00:07:16.021]  Notice that on all these different channels and places, they don't show more than one or two seconds of video or audio.
[00:07:17.042 --> 00:07:20.943]  That's because you've got this group of Native Americans, blacks and whites,
[00:07:24.685 --> 00:07:26.346]  Saying, look at them!
[00:07:26.466 --> 00:07:27.267]  They're over there!
[00:07:27.507 --> 00:07:28.568]  Let's go get them!
[00:07:29.328 --> 00:07:30.629]  They're a bunch of fags!
[00:07:30.950 --> 00:07:32.631]  Let's kill them and take their organs!
[00:07:33.011 --> 00:07:34.512]  You white pieces of crap!
[00:07:35.393 --> 00:07:37.114]  You white people need to die!
[00:07:38.335 --> 00:07:40.737]  They hear hundreds of people yelling this at them.
[00:07:41.257 --> 00:07:42.158]  They're waiting for their bus.
[00:07:42.178 --> 00:07:43.319]  You can watch the raw video.
[00:07:43.339 --> 00:07:44.920]  It's up on InfoWars.com.
[00:07:44.940 --> 00:07:46.021]  We're gonna play some of it here.
[00:07:46.940 --> 00:07:49.321]  And this is, you know, the whole Women's March.
[00:07:49.341 --> 00:07:52.062]  They were just there for a right-to-life, pro-life march.
[00:07:52.883 --> 00:08:01.006]  But these minorities should be thanking God that there are mainly white pro-lifers out trying to stop the abortion, because most abortion is, quote, minorities.
[00:08:01.026 --> 00:08:03.787]  But they don't care about the real genocidal threat to them.
[00:08:04.147 --> 00:08:14.992]  They see a Catholic school group, only a couple black guys, a couple Hispanics, maybe 30, 40 other white kids over there.
[00:08:15.936 --> 00:08:22.845]  And at first, because there's like six minutes of video, there's a bunch of chanting and beating, and then they keep saying, look, they're wearing red hats.
[00:08:23.446 --> 00:08:32.377]  So they start yelling at them and screaming, and then they march over and bust into the middle of them and do all these terrible things to them.
[00:08:33.570 --> 00:08:36.192]  And then the media says they're Nazis.
[00:08:36.632 --> 00:08:48.959]  And so then Twitter, and I've got articles up on Infowars.com, all the tweets, hundreds of tweets from Kathy Griffin and, quote, rock and roll stars and people saying, I want you to go to their school and I want you to shoot every one of them.
[00:08:49.620 --> 00:08:55.323]  If you're a true fan of shoes, I want you to fire on any of these red hat bitches when you see them on site.
[00:08:56.464 --> 00:08:59.566]  Lock the kids in the school and burn that bitch to the ground.
[00:09:01.482 --> 00:09:04.204]  So there's somebody saying he's a school shooter and he wants others to join him.
[00:09:04.444 --> 00:09:05.505]  He will not be arrested.
