[00:00:12.639 --> 00:00:14.711]  Waging war on corruption.
[00:00:15.093 --> 00:00:16.421]  It's Alex Jones.
[00:00:19.912 --> 00:00:30.654]  So I don't know why they've been successful in pushing everybody into these little ghettos of these Facebooks and these tweets and these Instagrams, these Instas.
[00:00:31.034 --> 00:00:37.296]  Now four media giants are banding together to take down controversial InfoWars content from their site.
[00:00:37.456 --> 00:00:44.377]  YouTube, Facebook, and Apple all announcing they're removing his content from their platforms.
[00:00:44.557 --> 00:00:47.339]  Yesterday, Alex Jones became an un-person.
[00:00:47.579 --> 00:00:53.303]  Apple last night removed the entire library of Alex Jones' podcasts from their store.
[00:00:53.403 --> 00:00:59.827]  The conspiracy theories are beyond the realm, are not only beyond being offensive, they're dangerous.
[00:00:59.907 --> 00:01:09.353]  And we don't do enough in telling people out there right now this morning, people who read newspapers, exactly who these people are and what they believe.
[00:01:09.993 --> 00:01:21.899]  I am here because there is a concerted effort by the Democratic Party and multinational corporations and big tech to silence conservative and nationalist and populist voices ahead of this critical midterm election.
[00:01:22.439 --> 00:01:28.723]  And the big tech companies and the head of Apple admit that they met with Senator Warner, who's running this whole thing,
[00:01:29.463 --> 00:01:30.744]  The idea of a shadow ban is that
[00:01:54.938 --> 00:02:00.343]  You ban someone but they don't know they've been banned because they keep posting but no one sees their content.
[00:02:00.663 --> 00:02:08.270]  Even the New York Times calls it a crackdown on conservatives and a plan to de-platform conservatives from the internet and communicating with each other.
[00:02:08.431 --> 00:02:18.220]  Just like communist China, this is dangerous authoritarianism and they've packaged silencing Americans who are popular and well-spoken, as Tucker Carlson said about me on Fox News,
[00:02:18.820 --> 00:02:22.983]  Not because what I say is bad, but because what I say is effective, and true, and popular.
[00:02:23.083 --> 00:02:27.807]  Hey, Jackson, I appreciate your First Amendment, but I have a right to face my accusers, Jack.
[00:02:28.387 --> 00:02:30.849]  You are incredibly shameful.
[00:02:31.429 --> 00:02:32.550]  Look at you.
[00:02:33.031 --> 00:02:37.054]  You are literally an anti-American, anti-free speech coward.
[00:02:37.354 --> 00:02:37.834]  Who are you?
[00:02:37.894 --> 00:02:39.115]  I swear to God I don't know who you are, man.
[00:02:39.135 --> 00:02:40.476]  Yeah, you better hope you can be platforming.
[00:02:40.696 --> 00:02:41.457]  Tens of billions of views.
[00:02:41.977 --> 00:02:43.378]  InfoWars.
[00:02:43.798 --> 00:02:44.858]  He knows who InfoWars is.
[00:02:44.978 --> 00:02:46.059]  He's playing this joke over here.
[00:02:46.239 --> 00:02:53.502]  If at that point somebody decides they're going to scroll past that and go find Alex Jones, well, they were looking for him speaking with anyone.
[00:02:54.302 --> 00:03:06.267]  And they tell Congress that they're not censoring anybody, even though we have all the Google documents, we have internal Google videos, we have internal Twitter videos, where their executives talk about how they're censoring everyone.
[00:03:06.787 --> 00:03:07.748]  I think as someone with
[00:03:09.188 --> 00:03:15.491]  A PhD in computer science and five years of working at one of the world's top computer science companies.
[00:03:16.151 --> 00:03:19.513]  I don't see any doubt that it's very politically biased.
[00:03:19.553 --> 00:03:22.094]  Your censorship will not work anymore, Sundar.
[00:03:22.554 --> 00:03:27.536]  We're aware of your activities, trying to muzzle the American people and gaming your search results.
[00:03:28.137 --> 00:03:29.717]  Google is evil.
[00:03:30.538 --> 00:03:31.758]  Google is evil.
[00:03:32.359 --> 00:03:33.059]  Google is...
[00:03:33.659 --> 00:03:45.747]  In 2016, Google's search algorithm likely impacted undecided voters in a way that shifted at least 2.6 million votes to Hillary Clinton, whom I supported.
[00:03:46.688 --> 00:03:54.153]  I know this because I preserved more than 13,000 election-related searches prior to Election Day.
[00:03:54.753 --> 00:04:00.618]  And Google's search results were significantly biased in favor of Secretary Clinton.
[00:04:00.958 --> 00:04:09.766]  When I joined Google, I saw a lot of employees being mistreated and abused and harassed for sharing conservative views or just for questioning company policies.
[00:04:10.186 --> 00:04:11.407]  I don't get a day in court.
[00:04:11.447 --> 00:04:12.168]  They lie about me.
[00:04:12.368 --> 00:04:13.990]  Google only puts lies up.
[00:04:14.110 --> 00:04:16.192]  All the top searches are lies about me and my family.
[00:04:16.733 --> 00:04:23.940]  And that guy helps round up political dissidents, and then his people come to lie to Congress over and over and over again, and we don't get to respond to them.
[00:04:24.561 --> 00:04:32.189]  So Google is helping build censorship systems in China for a global social score they've tested there to totally control every aspect of our lives.
[00:04:32.369 --> 00:04:40.975]  There's this very peculiar background where Google is working with the Chinese Communist government and not with the U.S.
[00:04:41.015 --> 00:04:41.435]  military.
[00:04:41.455 --> 00:04:44.757]  So the Project Maven decision was a decision not to work with AI.
[00:04:45.338 --> 00:04:50.762]  Ladies and gentlemen, we'll be back on this Wednesday, August 7th, 2019, Global Transmission.
[00:04:52.603 --> 00:04:57.666]  As I warned, Pakistan is now announcing that they intend to go to war with India.
[00:04:58.747 --> 00:04:59.468]  This is huge.
[00:04:59.488 --> 00:04:59.868]  Stay with us.
[00:05:04.921 --> 00:05:08.643]  It's never been easy to figure out the essentials of a new supplement routine.
[00:05:08.863 --> 00:05:15.466]  That's why we created the 8-Pack Power Stack, your go-to option for the building blocks of a successful approach to supplementation.
[00:05:15.726 --> 00:05:22.270]  This one-stop shop for those looking to simplify or adjust their routine is perfect for new and old info warriors alike.
[00:05:22.470 --> 00:05:28.793]  With the 8-Pack Power Stack, there's no trial and error, messy bottles laying across the counter, or 20-minute morning habits.
[00:05:29.173 --> 00:05:38.316]  Just take the wake up and work or rest and recover packs each day for quick, easy to use and conveniently accessible formulas to help you reach your peak without the deep supplement knowledge.
[00:05:38.476 --> 00:05:40.817]  Stacks of bottles and complicated routine.
[00:05:40.937 --> 00:05:44.318]  Featuring eight different formulas for a total take on your health and wellness.
[00:05:44.678 --> 00:05:47.999]  You can find what you like and get even more powerful versions in the store.
[00:05:48.399 --> 00:05:54.301]  Head to InfoWarsStore.com and check out 8-Pack Power Stack today and jumpstart your supplement routine.
[00:06:12.573 --> 00:06:14.074]  ...want us to speak.
[00:06:14.114 --> 00:06:15.195]  Think, just let me think!
[00:06:15.255 --> 00:06:20.438]  ...even now, orders are being shouts into telephones and men with guns will soon be on their way.
[00:06:20.478 --> 00:06:22.120]  It's Chancellor Sutler.
[00:06:22.160 --> 00:06:22.480]  Damn it!
[00:06:22.520 --> 00:06:22.840]  Why?
[00:06:23.581 --> 00:06:29.645]  Because while the truncheon may be used in lieu of conversation, words will always retain their power.
[00:06:30.185 --> 00:06:33.328]  Words offer the means to meaning and for those who will listen,
[00:06:36.119 --> 00:06:40.942]  The truth is, sir, there is something terribly wrong with this country, isn't there?
[00:06:40.962 --> 00:06:41.922]  You designed it, sir.
[00:06:41.982 --> 00:06:42.903]  You wanted it foolproof.
[00:06:42.923 --> 00:06:44.264]  You taught me every television in London!
[00:06:44.584 --> 00:06:48.026]  Cruelty and injustice, intolerance and oppression.
[00:06:48.486 --> 00:06:57.931]  And where once you had the freedom to object, to think and speak as you saw fit, you now have censors and systems of surveillance coercing your conformity and selecting your submission.
[00:06:57.991 --> 00:06:58.311]  Cameras.
[00:06:58.351 --> 00:06:59.051]  We need cameras.
[00:06:59.332 --> 00:07:00.092]  How did this happen?
[00:07:00.792 --> 00:07:01.533]  Who's to blame?
[00:07:02.534 --> 00:07:05.158]  Well, certainly there are those who are more responsible than others.
[00:07:05.178 --> 00:07:07.062]  They will be held accountable.
[00:07:07.102 --> 00:07:12.972]  But again, truth be told, if you're looking for the guilty, you need only look into a mirror.
[00:07:14.173 --> 00:07:15.894]  I know why you did it.
[00:07:16.154 --> 00:07:17.174]  I know you were afraid.
[00:07:17.674 --> 00:07:18.375]  Who wouldn't be?
[00:07:18.655 --> 00:07:19.395]  War?
[00:07:19.655 --> 00:07:20.035]  Terror?
[00:07:20.275 --> 00:07:20.956]  Disease?
[00:07:21.576 --> 00:07:27.398]  There were a myriad of problems which conspired to corrupt your reason and rob you of your common sense.
[00:07:28.038 --> 00:07:33.820]  Fear got the best of you, and in your panic you turned to the now High Chancellor, Adam Sutler.
[00:07:34.421 --> 00:07:40.603]  He promised you order, he promised you peace, and all he demanded in return was your silent, obedient consent.
[00:07:47.298 --> 00:07:48.499]  There is a war.
[00:07:48.999 --> 00:07:49.980]  It's happening now.
[00:07:50.860 --> 00:07:52.661]  It will decide the fate of humanity.
[00:07:53.222 --> 00:07:55.023]  The time to choose sides has come.
[00:07:55.803 --> 00:07:57.284]  We are the Resistance.
[00:07:57.725 --> 00:07:59.346]  We are the Infowar.
[00:08:12.654 --> 00:08:19.240]  It's time for humanity to stand up in the Info War and say, I don't know what's going to happen at the end of this, but you want to fight?
[00:08:19.460 --> 00:08:21.622]  You better believe you got one!
[00:08:23.764 --> 00:08:29.029]  From the front lines of the Information War, it's Alex Jones.
[00:09:05.635 --> 00:09:06.496]  Welcome, my friends.
[00:09:06.556 --> 00:09:06.916]  Welcome.
[00:09:06.956 --> 00:09:09.839]  Thank you so much for joining us on this live worldwide transmission.
[00:09:10.439 --> 00:09:14.903]  Wednesday, August 7th, 2009.
[00:09:18.706 --> 00:09:25.752]  Pakistan warns of war after India's move to end Kashmir's special status.
[00:09:26.573 --> 00:09:28.695]  And the entire leftist to globalist media
[00:09:30.509 --> 00:09:40.376]  ...decries India taking back roughly 20% of their nation that was taken by Islamists from them with the UN's backing.
[00:09:41.957 --> 00:09:44.119]  All of Pakistan was once India.
[00:09:45.220 --> 00:09:50.204]  India once stretched all the way to where Iran is today and then into the middle of China.
[00:09:52.025 --> 00:09:52.805]  But it's been taken.
[00:09:53.826 --> 00:09:55.948]  And the Communist Chinese have invaded
[00:09:57.332 --> 00:10:15.836]  With paramilitary playing close people, they've been aiding the Islamicists and working with Pakistan, and Modi has been telling them, since he got into office, that they better stop or he's going to stop letting it be an autonomous zone and is going to invade.
[00:10:19.897 --> 00:10:26.898]  Local governments will still be in control there, but Indian citizens will be allowed to move there.
[00:10:28.186 --> 00:10:29.307]  You know why that's important?
[00:10:30.688 --> 00:10:48.178]  There are millions and millions and millions and millions of Indians who are Hindus or who are Buddhist or who are Christians who were driven out of Kashmir in the last 70 years.
[00:10:49.259 --> 00:10:56.123]  By a strange twist of fate, yesterday I was with my wife shopping
[00:10:59.372 --> 00:11:01.353]  Replacing something that she lost.
[00:11:03.013 --> 00:11:08.215]  And the man helping us was a gentleman from Kashmir.
[00:11:10.235 --> 00:11:12.816]  Basically, a refugee from Kashmir.
[00:11:12.836 --> 00:11:16.077]  And we talked about 20 minutes about the situation.
[00:11:17.778 --> 00:11:18.538]  So you think about that.
[00:11:18.618 --> 00:11:28.921]  The Muslims made India make a deal where people that aren't Muslims can't move, even if they lived there previously, to Kashmir.
[00:11:32.176 --> 00:11:33.117]  But see, that's how it works.
[00:11:33.277 --> 00:11:37.279]  Once the Muslims become a majority, they say, hey, hit the road, Jack.
[00:11:37.799 --> 00:11:42.102]  And don't you come back no more, no more, no more, no more.
[00:11:42.402 --> 00:11:43.803]  Hit the road, Jack.
[00:11:44.343 --> 00:11:47.986]  And don't you come back no more, no more, no more.
[00:11:49.747 --> 00:12:01.434]  And so CNN, the Associated Press, and all of them are, oh, Indian, Hindu, extremist, supremacist, nationalist,
[00:12:03.089 --> 00:12:04.990]  Have gone into Kashmir.
[00:12:06.290 --> 00:12:07.771]  And it could cause world war.
[00:12:09.432 --> 00:12:10.852]  The most dangerous place in the world.
[00:12:10.892 --> 00:12:11.612]  The flashpoint.
[00:12:13.133 --> 00:12:19.736]  Now again, notice this all started Monday, when China devalued their currency that also screws over India.
[00:12:20.896 --> 00:12:25.118]  And China is taking about 30% of the country without asking.
[00:12:25.358 --> 00:12:26.839]  They were never even in the deal!
[00:12:28.539 --> 00:12:29.660]  The autonomous UN 1949, original deal 1947.
[00:12:34.594 --> 00:12:39.998]  And now, suicide bombers every week are blowing people up at military bases.
[00:12:40.459 --> 00:12:43.922]  They're driving trucks into military bases all over India.
[00:12:45.603 --> 00:12:56.512]  And Modi said, listen, I know the Khani Network and all you guys are behind it, so we're gonna send in, the word is, the real word is, a half a million troops.
[00:12:56.652 --> 00:12:58.433]  That's the numbers I've got from inside sources.
[00:12:58.934 --> 00:13:00.095]  A half a million.
[00:13:03.499 --> 00:13:08.162]  Or roughly 40% of India's military has rotated into Kashmir.
[00:13:09.783 --> 00:13:11.544]  So yeah, this is the stuff World War is made of.
[00:13:11.784 --> 00:13:13.745]  So there's a lot of other incredible breaking news.
[00:13:14.246 --> 00:13:18.708]  But I kind of obsessed on this for three, four hours yesterday, because it is a big deal.
[00:13:18.768 --> 00:13:23.391]  And obviously any of our military listeners or folks that are into history know how serious this is.
[00:13:24.092 --> 00:13:29.435]  But I'm going to suspend coverage of it until
[00:13:33.797 --> 00:13:38.498]  Later in the second hour, because I really want to be able to cover all the other big stuff that's been breaking, and take your calls.
[00:13:38.558 --> 00:13:40.839]  But nothing is as big as this.
[00:13:41.639 --> 00:13:56.543]  And it all ties in to the proxy war, World War IV that started, with China devaluing the currency, with the economic warfare going on, and with Trump increasing the tariffs another $300 billion on top of the other $300 billion.
[00:13:59.324 --> 00:14:01.545]  China, again, was given a one-sided deal
[00:14:03.206 --> 00:14:12.572]  Allowing all of this, and there's another very important paper out today that I'll be hitting next hour from the National Endowment of Democracy.
[00:14:12.632 --> 00:14:17.916]  The National Endowment of Democracy, it's really a think tank CIA group, is a U.S.
[00:14:17.976 --> 00:14:20.197]  nonprofit soft power organization.
[00:14:21.438 --> 00:14:28.463]  And then it just goes into how they are trying to establish a peaceful world government.
[00:14:30.580 --> 00:14:33.206]  And the reason this is so important is this is the establishment.
[00:14:34.810 --> 00:14:40.302]  And you read their testimony before the House Permanent Select Committee on Intelligence.
[00:14:43.078 --> 00:14:52.826]  It is word for word, word for word, what I've been telling you about China for at least 15 years that I've been hot on the China issue.
[00:14:53.466 --> 00:15:03.914]  That they've infiltrated the media, the colleges, the high schools, that they're buying off the reporters and that they're the ones funding all the social warfare breakdown.
[00:15:03.974 --> 00:15:09.618]  Yeah, when you see people saying the president's a white supremacist and that he's directly responsible,
[00:15:10.486 --> 00:15:12.447]  For the deaths in El Paso?
[00:15:13.348 --> 00:15:14.828]  And that he better not show his face there?
[00:15:15.629 --> 00:15:20.691]  Those people are getting money from companies that are multinational, that are Chi-Com owned.
[00:15:22.212 --> 00:15:27.635]  And the Chi-Coms have a term they use called sharp power.
[00:15:30.737 --> 00:15:34.219]  And that's a nice word for absolute criminal mafia activity.
[00:15:37.623 --> 00:15:39.084]  No holds barred warfare.
[00:15:39.684 --> 00:15:43.267]  Economically, culturally, and this whole thing breaks it down.
[00:15:43.827 --> 00:15:47.909]  So when I tell you the Democrats are CHICOM operatives, they are.
[00:15:48.410 --> 00:15:49.330]  Now let that sink in.
[00:15:50.811 --> 00:15:57.555]  That's why they're distracting with this Russia stuff that I'll tell you, Russia can't tie its shoelaces, man.
[00:15:58.416 --> 00:16:01.518]  Russia is teetering on the verge of having the globalists overthrow it.
[00:16:04.210 --> 00:16:15.135]  InfoWars presents the David Knight Show, the Alex Jones Show, and the War Room with Owen Troyer.
[00:16:15.635 --> 00:16:18.196]  InfoWars.com forward slash show.
[00:16:18.557 --> 00:16:21.538]  No one can doubt that InfoWars has changed the world.
[00:16:22.058 --> 00:16:31.723]  The globalists give us credit for discrediting their world government system, their neoliberal fascist plan, and infecting, in their words,
[00:16:32.663 --> 00:16:35.365]  The entire world was nationalism.
[00:16:35.645 --> 00:16:37.146]  Now, how did I do that?
[00:16:38.307 --> 00:16:39.427]  I did that because of you.
[00:16:40.008 --> 00:16:40.548]  We did that.
[00:16:41.048 --> 00:16:41.609]  You did that.
[00:16:41.629 --> 00:16:44.330]  We're either going to have freedom or we're going to have slavery.
[00:16:45.031 --> 00:16:48.493]  And these corporatists play nation states off against each other.
[00:16:49.053 --> 00:16:50.474]  They play men and women off against each other.
[00:16:50.494 --> 00:16:53.055]  They play people off against each other for what color their skin is.
[00:16:54.156 --> 00:16:57.318]  But the people of the world more and more are seeing through it.
[00:16:58.379 --> 00:17:00.240]  And that's why I want all of you right now
[00:17:01.437 --> 00:17:16.521]  As the world government falls apart, as the New World Order hits the panic button and tries to start a race war, to realize that we have come so far, and that all these globalists have now is trying to stir up internal information warfare fights.
[00:17:17.522 --> 00:17:28.465]  But we knew history, and knew that these globalists are arrogant, and there would come a time when their system would enter a crisis, when it actually tried to implement
[00:17:29.733 --> 00:17:33.839]  It's incredibly anti-human agenda.
[00:17:34.040 --> 00:17:37.024]  You know, I don't spend valuable time on air.
[00:17:38.288 --> 00:17:49.955]  Showing you the infrastructure here, showing you what goes into it, showing you how much money it costs to run this and do this, especially since we were deplatformed one year ago today.
[00:17:50.235 --> 00:17:56.458]  That's why we're calling it the one-year anniversary of the first domino to be unpersoned, to be sent into a black hole, the Phantom Zone.
[00:17:56.518 --> 00:17:58.459]  But the globalists did it too early.
[00:17:58.479 --> 00:18:05.944]  There's still talk radio, there's still TV, there's still independent websites like Infowars.com and Newswars.com that are on the air.
[00:18:07.084 --> 00:18:18.049]  And people have word of mouth to say, hey, just because you can't say Alex Jones's name on Facebook, unless it's a negative statement, or can't show InfoWars.com, you can tell your office about InfoWars.com.
[00:18:18.569 --> 00:18:20.470]  You can tell your neighbors about NewsWars.com.
[00:18:21.110 --> 00:18:23.071]  You can share our videos and our articles.
[00:18:23.091 --> 00:18:23.791]  We have our own site.
[00:18:23.811 --> 00:18:24.551]  We have our own platform.
[00:18:25.772 --> 00:18:28.233]  That's the beauty of what's happening here.
[00:18:28.273 --> 00:18:31.454]  That's the beauty of what's unfolding.
[00:18:32.154 --> 00:18:33.215]  And it's a real fight.
[00:18:34.369 --> 00:18:39.691]  And things aren't going to go the way this whole synthetic technocracy want them to go, because you've been standing in the gap.
[00:18:40.511 --> 00:18:41.411]  You've been spreading the word.
[00:18:41.992 --> 00:18:42.632]  You've been praying.
[00:18:43.252 --> 00:18:44.612]  You've been supporting this transmission.
[00:18:44.692 --> 00:18:45.853]  You've been buying products from us.
[00:18:46.513 --> 00:18:48.094]  So it's the one-year anniversary.
[00:18:48.214 --> 00:18:49.674]  It's store-wide, ladies and gentlemen.
[00:18:49.774 --> 00:18:50.334]  Free shipping.
[00:18:50.514 --> 00:18:53.055]  It's double Patriot points on your next order.
[00:18:53.315 --> 00:18:55.056]  And it's 50-60% off.
[00:18:55.216 --> 00:18:56.016]  Store-wide free shipping.
[00:18:56.857 --> 00:18:57.037]  56% off.
[00:18:57.117 --> 00:18:57.977]  Double Patriot points.
[00:18:58.097 --> 00:19:00.358]  And there's a bunch of other big specials on storable food.
[00:19:00.539 --> 00:19:03.280]  Anniversary sale at InfoWarsStore.com.
[00:19:03.420 --> 00:19:05.402]  InfoWarsLife.com takes you right to the site.
[00:19:05.462 --> 00:19:08.824]  And you can find all the great products there and try them for yourself.
[00:19:09.064 --> 00:19:11.986]  And again, sign up for auto-ship with an additional 10% off.
[00:19:12.106 --> 00:19:14.948]  It is such a revolutionary act to keep this broadcast on air.
[00:19:15.168 --> 00:19:20.930]  It is such a revolutionary act every time you put a bumper sticker on your car, or paintinfowars.com on the side of your barn.
[00:19:21.070 --> 00:19:22.650]  Every time you stand up to leftist police.
[00:19:22.810 --> 00:19:24.010]  Every time you tell the truth.
[00:19:24.171 --> 00:19:28.672]  Every time you keep this symbol of free speech and pro-human values alive.
[00:19:28.692 --> 00:19:31.733]  The enemy comes one step closer to their system falling.
[00:19:31.893 --> 00:19:35.494]  We have pushed them into overreaching and showing their hand.
[00:19:36.274 --> 00:19:40.355]  And now we've got a fighting chance, if we all take action, of defeating the globalists.
[00:19:40.775 --> 00:19:41.235]  Stay with us.
[00:19:41.455 --> 00:19:42.075]  We'll be right back.
[00:19:42.476 --> 00:19:43.696]  But please take advantage of the sale.
[00:20:05.948 --> 00:20:18.499]  You're listening to the Alex Jones Show!
[00:20:24.685 --> 00:20:26.166]  Welcome back, I'm Alex Jones, your host.
[00:20:26.987 --> 00:20:32.191]  India is now in a proxy war with the United States against China, as China threatens to invade
[00:20:33.311 --> 00:20:35.572]  Taiwan is invading with paramilitary forces.
[00:20:36.052 --> 00:20:36.632]  Hong Kong.
[00:20:39.213 --> 00:20:46.536]  We have the deep state here openly trying to trigger an open civil war and they're actually starting to get some traction.
[00:20:49.297 --> 00:20:55.339]  It's now emerged that the shooter in Ohio was basically responding to what he thought was a right-wing attack in
[00:20:56.505 --> 00:21:02.788]  El Paso and so a avowed devil worshipper and a worshipper of Antifa and the rape of women.
