[00:00:07.372 --> 00:00:09.535]  Waging war on corruption.
[00:00:10.075 --> 00:00:15.181]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:00:41.337 --> 00:00:42.158]  Well, I gotta say it.
[00:00:42.478 --> 00:00:45.941]  I'm really proud of the American people and the people of the world.
[00:00:46.961 --> 00:00:50.444]  Nationalists, populists, Christians everywhere because we've been asleep for a long time.
[00:00:51.685 --> 00:00:57.790]  But people are really awake now and they're refusing to be intimidated, they're refusing to be pushed around.
[00:00:58.450 --> 00:01:06.617]  And the left is discovering this and really freaking out and saying on ABC News, CBS News, CNN, MSNBC, I've got all the clips coming up.
[00:01:08.294 --> 00:01:11.237]  It's time to arrest people that support Trump.
[00:01:12.138 --> 00:01:14.360]  It's time to arrest people that are politically incorrect.
[00:01:15.301 --> 00:01:18.825]  And it's time to quote, confront and destroy Trump supporters.
[00:01:19.826 --> 00:01:22.749]  That's Chris Hayes on MSNBC.
[00:01:23.670 --> 00:01:26.253]  That's coming up today.
[00:01:28.172 --> 00:01:38.035]  Now, that ties into the censorship of conservatives, of nationalists, of anyone raising the alarm about the fact that our country is in the process of being destroyed if we don't stand up.
[00:01:39.015 --> 00:01:46.557]  Twitter suspends Angel Mom, who lost her police officer son from an illegal alien, for posting about illegal immigration.
[00:01:46.917 --> 00:01:50.138]  You read what she posted, it's all completely true statistics.
[00:01:51.979 --> 00:01:55.900]  Meanwhile, Google Blacklist free speech platform Gab totally bans it.
[00:01:57.284 --> 00:02:02.068]  Chinese immigrant Kathy Xu stripped of Miss Michigan title after refusing to wear a jib.
[00:02:02.088 --> 00:02:03.910]  Oh, that's what they told her to do.
[00:02:06.112 --> 00:02:13.098]  Top Gun sequel co-produced by China's Tencent appears to remove Japanese-Taiwanese flags.
[00:02:13.279 --> 00:02:14.720]  Yeah, the Chi-Com's own Hollywood.
[00:02:15.100 --> 00:02:17.723]  That's just some of the censorship we've got in the stack today.
[00:02:19.292 --> 00:02:25.695]  There's a powerful Mike Adams article on Infowars.com where he points out that if Trump doesn't do these five things, he will lose.
