[00:00:06.514 --> 00:00:08.636]  Waging war on corruption.
[00:00:09.136 --> 00:00:14.361]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:18.764 --> 00:00:31.435]  Well, I told you that we learned from internal documents six months ago at PayPal, after 20 years of business with us, and us, that we've been listed as international terrorists.
[00:00:32.796 --> 00:00:35.158]  It's a hazard or danger designation.
[00:00:35.999 --> 00:00:44.962]  That means you're a convicted murderer, child trafficker, child molester, international terrorist, criminal.
[00:00:46.263 --> 00:01:03.689]  And now you saw, eight days ago, Facebook banned myself, Paul Watson, from people even talking about us in a positive light, saying that we're, quote, dangerous, and they listed in the same order what I got internally from what's filed by private corporations into Interpol and the banks.
[00:01:04.659 --> 00:01:06.481]  So this is the whole future for everyone.
[00:01:06.741 --> 00:01:21.238]  Actual governments and corporations terrorizing people with perfect credit scores, in no criminal records, the end of due process, the end of free speech.
[00:01:21.358 --> 00:01:24.222]  They are the terrorists when they do this.
[00:01:25.620 --> 00:01:32.129]  And it is just incredible how they build the pretext on a fake article about an anti-Semitic article we supposedly posted.
[00:01:32.529 --> 00:01:36.375]  Then you read it and it says, oh, 4% of the comments were anti-Semitic.
[00:01:36.915 --> 00:01:39.058]  So by that yardstick, anybody could just randomly...
[00:01:40.174 --> 00:01:47.459]  Go to your Facebook post, type a few anti-Jew comments in, and you'd be banned from the Internet, banned from banking, banned from life.
[00:01:48.179 --> 00:01:50.280]  There's no judge, there's no jury, there's no executioner.
[00:01:50.681 --> 00:01:58.285]  These aren't private companies, these are multinational combines working in unison to defraud people of their basic rights, and it's going to come to an end.
[00:01:59.806 --> 00:02:00.587]  It's going to be defeated.
[00:02:02.148 --> 00:02:08.852]  Worldwide, there's what they're calling a constitutional convention with Zuckerberg, with the whole world
[00:02:10.472 --> 00:02:11.293]  We're good to go.
[00:02:30.882 --> 00:02:43.051]  Where the CHICOMS and the EU and the leftists in Hollywood can come in and can create their own system and obliterate free speech.
[00:02:43.091 --> 00:02:48.855]  And you're watching it happen right now in front of everyone.
[00:02:49.796 --> 00:02:53.959]  And it's ahead of big events that are already taking place and set to take place.
[00:02:53.979 --> 00:02:59.703]  So I'm not going to spend a lot of time today on the draconian, out of control, historically massive
[00:03:01.638 --> 00:03:03.199]  Coordinated censorship that's going on.
[00:03:03.239 --> 00:03:12.864]  I'm gonna get into just the other crises unfolding and taking place around the world, but here it even is in CNBC.
[00:03:13.764 --> 00:03:19.227]  YouTube and its users face an existential threat from the EU's new copyright directive.
[00:03:20.788 --> 00:03:26.230]  And their directive is everything has to be pre-approved by the EU before you show it.
[00:03:26.270 --> 00:03:27.171]  Well, that's impossible.
[00:03:28.115 --> 00:03:28.735]  Ian's free speech.
[00:03:29.315 --> 00:03:30.076]  It's prior restraint.
[00:03:30.536 --> 00:03:39.178]  Matt Drudge came here three and a half years ago and warned specifically of this, because that was the plan told to him by a Supreme Court Justice that had been briefed about what the EU was planning.
[00:03:39.798 --> 00:03:42.659]  Instead of America saying no to this, we just go, oh, EU, you're the boss.
