[00:00:14.889 --> 00:00:15.530]  Big Brother.
[00:00:16.030 --> 00:00:17.252]  Mainstream media.
[00:00:17.812 --> 00:00:18.933]  Government cover-ups.
[00:00:19.694 --> 00:00:21.156]  You want to stop tyranny?
[00:00:21.416 --> 00:00:22.577]  Well, so does he.
[00:00:23.078 --> 00:00:27.783]  Live from the InfoWars.com studios, it's Alex Jones.
[00:00:53.202 --> 00:01:07.305]  Well, it's the Ides of March, the day that Julius Caesar
[00:01:09.059 --> 00:01:20.629]  Jones killed 2,000 plus years ago, a date that globalists like to launch new wars, launch assassinations, or launch new movements or revolutions.
[00:01:21.770 --> 00:01:32.540]  You remember old Charlie Manson in 1969, butchering Sharon Tate and cutting her baby out of her body, thinking it would launch a race war.
[00:01:33.459 --> 00:01:35.401]  They were going to blame black people for doing it.
[00:01:36.401 --> 00:01:39.184]  Charlie Manson tried to launch a false flag.
[00:01:40.104 --> 00:01:56.137]  Charlie Manson was involved in the MKULTRA land control program that came out in court, just like the Unabomber Theodore Kaczynski worked in MKULTRA for the CIA.
[00:01:58.581 --> 00:01:59.722]  And it just goes on from there.
[00:01:59.762 --> 00:02:01.783]  So I'm not saying this is a false flag.
[00:02:02.344 --> 00:02:04.025]  I'm not saying this is a staged event.
[00:02:05.526 --> 00:02:25.180]  I'm saying we need to pull back and investigate every part of this because there was a famous shooting more than 20 years ago in New Zealand that allowed them to confiscate all semi-auto and then all basically bolt-action where all you could have was single-shot shotguns and rifles with special licenses.
[00:02:26.721 --> 00:02:34.183]  They've had similar events take place in nearby Australia and have taken everything but the single-shot firearms.
[00:02:35.023 --> 00:02:38.044]  Their crime rate has only gone up since that point.
[00:02:38.604 --> 00:02:45.866]  The real Crocodile Dundee would not turn in his firearm, so they killed him at his house, a paramilitary UN-funded SWAT team.
[00:02:46.306 --> 00:02:48.366]  This is the history of this, but let's pull back.
[00:02:49.487 --> 00:02:51.807]  We've got 49, 50 people dead.
[00:02:51.847 --> 00:02:53.928]  The number keeps going up.
[00:02:54.838 --> 00:03:07.602]  When you actually read the manifesto of the supposed shooter that we have posted on Infowars.com and Newswars.com, you learn why the mainstream media is pulling this down off Facebook, Twitter, and YouTube.
[00:03:08.742 --> 00:03:10.743]  Because the guy praises communist China.
[00:03:13.484 --> 00:03:22.327]  He praises all sorts of socialism and environmentalism.
[00:03:23.567 --> 00:03:28.252]  And then he demonizes PewDiePie and Candace Owens by praising them.
[00:03:29.793 --> 00:03:31.935]  Saying, oh, I'm not even as radical as Candace Owens.
[00:03:32.356 --> 00:03:35.159]  She calls for even more violence than I do, when it's the opposite.
[00:03:35.179 --> 00:03:36.880]  She calls for having no violence.
[00:03:37.641 --> 00:03:42.686]  So, I don't know all the angles of this yet, but I'll tell you this.
[00:03:42.746 --> 00:03:45.089]  It's very suspect that in the shooting video,
[00:03:45.990 --> 00:03:46.670]  That we reviewed.
[00:03:47.170 --> 00:03:48.971]  We're not posting it to Infowars.com.
[00:03:49.011 --> 00:03:50.291]  It's been expunged off the internet.
[00:03:50.571 --> 00:03:51.412]  But we've got a copy.
[00:03:51.432 --> 00:03:53.452]  We've got some blurred versions we're going to air here.
[00:03:53.952 --> 00:03:54.933]  Coming up for TV viewers.
[00:03:54.993 --> 00:03:56.613]  I'll describe them, obviously, for radio listeners.
[00:03:58.514 --> 00:04:02.495]  Out of the gates, he's a weird leftist eco-fascist.
[00:04:02.535 --> 00:04:05.036]  In fact, let me give you his words exactly.
[00:04:05.676 --> 00:04:09.697]  New Zealand Moss terrorist described himself as an eco-fascist.
[00:04:12.264 --> 00:04:15.285]  Who hated conservatism and admired communist China.
[00:04:15.745 --> 00:04:16.646]  Paul Joseph Watson.
