[00:00:00.009 --> 00:00:00.225]  We're good.
[00:00:13.854 --> 00:00:18.058]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:18.679 --> 00:00:19.499]  You want answers?
[00:00:20.280 --> 00:00:21.281]  Well, so does he.
[00:00:21.822 --> 00:00:25.445]  He's Alex Jones on the GCN Radio Network.
[00:00:26.006 --> 00:00:30.090]  And now, live from Austin, Texas, Alex Jones.
[00:00:37.675 --> 00:00:40.856]  And good morning, or good afternoon, depending on where you're located.
[00:00:40.916 --> 00:00:47.379]  Kathryn Albrecht here with you, filling in as a guest host for Alex Jones on a much-needed vacation.
[00:00:47.419 --> 00:00:49.340]  Let's hope he can get that blood pressure down.
[00:00:49.740 --> 00:00:53.702]  We need him tanned, rested, and ready to continue to lead the revolution.
[00:00:53.782 --> 00:00:54.402]  So I'm filling in
[00:00:54.462 --> 00:00:57.266]  And for him, yesterday, today, and Friday.
[00:00:57.286 --> 00:01:02.994]  Happy to be here with you, and we've got a ton of really hot news going on right now.
[00:01:03.174 --> 00:01:11.225]  You know, there's one place on the globe that I gotta say makes pretty much every other place on the globe look like a Caribbean vacation.
[00:01:11.986 --> 00:01:13.887]  And that place would be North Korea.
[00:01:14.087 --> 00:01:26.613]  No matter what else you want to say, I mean, you've got to, in some ways, you've got to kind of stand back and go, you know, it is kind of impressive, I suppose, that North Korea has managed to maintain its position sort of outside of the circle of U.S.
[00:01:26.653 --> 00:01:36.417]  influence, but it's done so in such a horrific way for its people that you've really got to kind of have a shudder go down your spine when you think about that country.
[00:01:36.957 --> 00:01:49.465]  If you think about all of the worst regimes of history, and then you kind of multiply them all together and stick them into the 21st century, but I guess make it seem as though the people were living 100 years before, then you've got North Korea.
[00:01:49.765 --> 00:01:50.646]  Freezing cold.
[00:01:51.186 --> 00:01:52.447]  Not enough food to go around.
[00:01:53.087 --> 00:01:56.008]  Absolutely horrific communist dictator.
[00:01:56.608 --> 00:02:05.312]  One of the few remaining places on earth that still hasn't quite figured out that full-scale communism leads to starvation and misery on the part of people.
[00:02:05.472 --> 00:02:07.733]  Or if they have figured it out, I guess they don't care.
[00:02:08.213 --> 00:02:14.816]  But North Korea is really, you know, when you think about like Burma, I mean, there are some places on the globe you just go, ew!
[00:02:15.936 --> 00:02:16.276]  Yuck!
[00:02:16.716 --> 00:02:18.497]  And North Korea certainly is one of them.
[00:02:18.517 --> 00:02:23.919]  Well, North Korea has been in the news, weirdly, for actually the last couple of months.
[00:02:24.180 --> 00:02:31.903]  And this hour I'm going to be talking about Dennis Rodman's recent trip, along with, of all things, three of the Harlem Globetrotters.
[00:02:31.963 --> 00:02:33.344]  Anybody old enough to remember those guys?
[00:02:33.504 --> 00:02:34.324]  Are they still even around?
[00:02:34.364 --> 00:02:37.905]  Are they geriatrically bouncing basketballs in their seventies now?
[00:02:38.386 --> 00:02:40.987]  I don't know, but they headed with Dennis Rodman
[00:02:41.687 --> 00:02:52.477]  Off to North Korea, behind what I think even goes beyond the Iron Bamboo Curtain into the absolute heart of sheer human misery itself.
[00:02:52.557 --> 00:02:53.137]  There they were.
