[00:00:06.913 --> 00:00:11.276]  Waging war on corruption.
[00:00:11.276 --> 00:00:22.185]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[00:00:22.185 --> 00:00:23.526]  Welcome to the Alex Jones Show.
[00:00:23.526 --> 00:00:27.829]  I'm David Knight filling in for Alex, but Alex is going to be joining us in the second hour.
[00:00:27.829 --> 00:00:28.850]  We've got a lot to talk about.
[00:00:29.503 --> 00:00:35.186]  There's been a lot of news, starting actually a little bit, about a week ago, a little bit earlier than that.
[00:00:35.186 --> 00:00:36.986]  It started towards the end of the week.
[00:00:36.986 --> 00:00:42.289]  And we were supposed to have some kind of a terror incident that was going to happen last Sunday, if you remember.
[00:00:42.289 --> 00:00:43.910]  All the embassies were shut down worldwide.
[00:00:44.750 --> 00:00:47.491]  We were told that they didn't know exactly what it was going to be.
[00:00:47.491 --> 00:00:52.574]  We were told that it was going to be very, very big, but they knew when it was going to be.
[00:00:52.574 --> 00:00:54.114]  So they were going to shut down all the embassies.
[00:00:54.114 --> 00:00:55.155]  They did that.
[00:00:55.155 --> 00:00:57.796]  But then, of course, last Sunday, it didn't happen.
[00:00:57.796 --> 00:01:02.718]  And so now they don't know what it's going to be, where it's going to be, when it's going to be, but it's going to be big.
[00:01:02.718 --> 00:01:03.899]  And, you know, there was a lot of...
[00:01:04.779 --> 00:01:06.701]  A lot of fun had with that.
[00:01:06.701 --> 00:01:12.007]  Stephen Colbert, all the late night talk show hosts, they all had a lot of fun with that.
[00:01:12.007 --> 00:01:16.753]  Colbert said, I hope your diapers are clean because we've just gone to Code Brown.
[00:01:16.753 --> 00:01:22.679]  And it really is pretty funny because nobody is buying their story anymore.
[00:01:22.679 --> 00:01:24.481]  And you know the reason they did this?
[00:01:25.262 --> 00:01:28.606]  Was because they're trying to get back the fear mongering.
[00:01:28.606 --> 00:01:37.075]  Everything the government is doing to destroy this country's Bill of Rights, to destroy our legal framework, is being done on the basis of fear.
[00:01:37.075 --> 00:01:38.416]  It's fear mongering.
[00:01:38.416 --> 00:01:40.539]  And so, of course, you have to be afraid.
[00:01:40.539 --> 00:01:41.199]  Be very afraid.
[00:01:42.060 --> 00:01:43.321]  And people are not afraid of them.
[00:01:43.321 --> 00:01:47.682]  People are kind of, some people are waking up and understanding that they're shredding our Constitution.
[00:01:47.682 --> 00:01:49.683]  That they're looking at us personally.
[00:01:49.683 --> 00:01:51.964]  And so a lot of people are pushing back against that.
[00:01:51.964 --> 00:01:53.144]  We're going to talk about that today.
[00:01:53.144 --> 00:01:59.427]  We're also going to talk about some news that broke during the week and towards the end of the week about Austin specifically.
[00:01:59.427 --> 00:02:05.809]  We learned in the middle of the week that Austin was going to be the site of a lot of DHS drills for quite some time from Homeland Security.
[00:02:06.429 --> 00:02:18.479]  And then towards the end of the week, on Thursday, we received a specific memo that was leaked internally to InfoWars about a planned terror incident, a suspected terror incident.
[00:02:18.479 --> 00:02:20.320]  And we'll talk about that in detail.
[00:02:20.320 --> 00:02:22.021]  And we'll talk about what happened in that.
[00:02:22.021 --> 00:02:35.532]  And we'll also talk, we've got a man on the street, Leanne McAdoo, went out and talked to residents in Austin, see what they thought about these DHS drills, see what they thought about this memo that implied very specific times here in Austin that there may be attacks.
[00:02:36.392 --> 00:02:39.354]  We're also going to talk about some Obamacare information.
[00:02:39.354 --> 00:02:48.080]  We just had Representative Louie Gohmert have a back and forth with George Will as to what really is the responsibility of the Congress.
[00:02:48.080 --> 00:02:51.263]  Are they supposed to be a rubber stamp to whatever the government says?
[00:02:51.263 --> 00:02:54.545]  Is it bad politics to follow the Constitution?
[00:02:54.545 --> 00:02:56.466]  Well, according to George Will, it is.
[00:02:56.466 --> 00:02:58.668]  So we're going to have that back and forth.
[00:02:58.668 --> 00:02:59.348]  That's very good.
[00:02:59.348 --> 00:03:01.950]  I think you'll want to hear what we have to say about that.
[00:03:03.231 --> 00:03:14.275]  The ad hominem attacks on Edward Snowden are picking up, and his father and his lawyer, Bruce Fine, who, as you remember, was part of the Ron Paul campaign.
[00:03:14.275 --> 00:03:20.597]  Bruce Fine is an excellent constitutional lawyer, really knows the Constitution, and unlike a lot of other people, he respects it.
[00:03:21.397 --> 00:03:23.078]  So he not only knows what it is, but respects it.
[00:03:23.078 --> 00:03:28.262]  And he was on the talk show circuits talking about what was going to happen with Snowden.
[00:03:28.262 --> 00:03:32.845]  And of course, all of the congressmen here are trying to make this about Snowden.
[00:03:32.845 --> 00:03:38.389]  They're trying to make an ad hominem attack on him personally.
[00:03:38.389 --> 00:03:40.951]  You know, this really isn't about Snowden.
[00:03:40.951 --> 00:03:45.854]  This is about the illegal criminal actions of the NSA that he exposed.
[00:03:45.854 --> 00:03:46.875]  But they don't talk about that.
[00:03:48.177 --> 00:03:50.039]  But we're going to talk about that when we come back.
[00:03:50.039 --> 00:03:53.701]  And you know, there's some interesting news that just broke today about honey.
[00:03:53.701 --> 00:03:55.142]  That's right.
[00:03:55.142 --> 00:04:06.509]  We look at Big Pharma, we look at some of the awful, harmful things that are coming out of the pharmaceutical companies, and we look at their stranglehold on medicine that they get by using the government, by the influence that they purchase through the government.
[00:04:06.509 --> 00:04:08.210]  It's amazing to see natural things.
[00:04:08.210 --> 00:04:16.536]  Now they have a super honey, this is being reported in the Mail Online, that has an amazing power to treat soldiers' wounds and kill superbug infections.
[00:04:17.472 --> 00:04:27.422]  They say that Dr. Matthew Dryden, a consultant microbiologist at the New Hampshire Hospital's NHS Foundation Trust, said it will revolutionize wound care around the world.
[00:04:27.422 --> 00:04:33.348]  He said, honey has been used for healing powers for thousands of years, although doctors favor penicillin and antibiotics.
[00:04:33.348 --> 00:04:38.514]  Now they find that this is much better, even treating wounds of returning soldiers.
[00:04:38.514 --> 00:04:39.995]  All I can say is, sweet.
[00:04:40.936 --> 00:04:45.721]  But we're going to talk about that, and you know, we should take a look at some things like medical marijuana.
[00:04:45.721 --> 00:04:53.409]  It has some very important, unique properties, but of course, nobody controls the patents to it, so it's demonized.
[00:04:53.409 --> 00:04:54.751]  We'll be right back, stay tuned.
[00:04:59.005 --> 00:05:01.987]  Protecting your home with a security system is a must.
[00:05:01.987 --> 00:05:08.370]  But when it comes to protecting your family, your home, and belongings, there's no need to sign a long-term contract.
[00:05:08.370 --> 00:05:14.754]  Listen, there is some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[00:05:15.174 --> 00:05:17.456]  Not with SimpliSafe Home Security.
[00:05:17.456 --> 00:05:18.797]  They're the good guys.
[00:05:18.797 --> 00:05:21.879]  You can trust SimpliSafe to protect your family.
[00:05:21.879 --> 00:05:26.382]  SimpliSafe was created by a Harvard Business School engineer and it's revolutionary.
[00:05:26.382 --> 00:05:29.924]  You'll get 24-hour protection for just $14.99 a month.
[00:05:29.924 --> 00:05:32.866]  There are no hidden fees and no contracts.
[00:05:32.866 --> 00:05:34.067]  You'll save thousands.
[00:05:34.067 --> 00:05:37.469]  Plus, you're protected by their 100% money-back guarantee.
[00:05:37.469 --> 00:05:40.911]  Protect yourself against home invasions and break-ins.
[00:05:40.911 --> 00:05:44.834]  Order your SimpliSafe system now and receive a wireless keychain remote.
[00:05:45.094 --> 00:05:47.436]  A $25 gift, free.
[00:05:47.436 --> 00:05:50.419]  So don't waste your time dealing with scum.
[00:05:50.419 --> 00:05:52.961]  Visit GetSimplySafe.com.
[00:05:52.961 --> 00:05:55.243]  GetSimplySafe.com.
[00:05:55.243 --> 00:05:59.706]  GetSimplySafe.com.
[00:05:59.706 --> 00:06:04.711]  From the front lines of the information war, it's Alex Jones.
[00:06:23.231 --> 00:06:24.713]  Welcome back to the Alex Jones Show.
[00:06:24.713 --> 00:06:26.875]  I'm David Knight, filling in for Alex.
[00:06:26.875 --> 00:06:28.738]  Alex will be joining us in the second hour.
[00:06:28.738 --> 00:06:36.106]  We're going to talk about some of the fear-mongering tactics that have been used in the last week by our government, trying to get everybody afraid.
[00:06:36.106 --> 00:06:38.809]  Afraid and running to them for protection.
[00:06:38.809 --> 00:06:43.154]  Afraid and telling them, do whatever you need to do to us, just make us safe.
[00:06:43.795 --> 00:06:47.737]  Destroy the Constitution, destroy our property, we don't care.
[00:06:47.737 --> 00:06:52.059]  Just make us safe in this very pathetic, very pathetic situation.
[00:06:52.059 --> 00:06:55.340]  And we've got some men in the street to back that up.
[00:06:55.340 --> 00:07:03.304]  Leanne McAdoo went out and talked to some people about what they thought about some of the revelations that were going on in and around Austin specifically.
[00:07:03.304 --> 00:07:04.965]  So we're going to cover that.
[00:07:04.965 --> 00:07:09.807]  But first there's some breaking news that came out of Breitbart and Fox News.
[00:07:10.447 --> 00:07:15.250]  Talking about a sudden flood of asylum requests at the U.S.-Mexico border.
[00:07:15.250 --> 00:07:17.392]  It appears that the U.S.
[00:07:17.392 --> 00:07:20.975]  border with Mexico is now kind of operating like a speakeasy.
[00:07:20.975 --> 00:07:24.837]  If you come up and you say the proper magic words, you can get in.
[00:07:24.837 --> 00:07:26.098]  No problem.
[00:07:26.098 --> 00:07:30.882]  And those magic words are that you have a credible fear of drug cartels.
[00:07:31.806 --> 00:07:33.647]  Well, we're all afraid of the drug cartels.
[00:07:33.647 --> 00:07:35.488]  We're afraid of what they're doing to our country.
[00:07:35.488 --> 00:07:43.053]  We're afraid of the crime as well as the destruction of the Constitution that's been going on for decades under the War on Drugs.
[00:07:43.053 --> 00:07:45.434]  The War on Drugs started with Richard Nixon.
[00:07:45.434 --> 00:07:50.418]  Ronald Reagan put it on steroids, made it a zero-tolerance law.
[00:07:51.178 --> 00:07:59.027]  Build up the prisons with non-violent offenders and then started releasing violent criminals into society because they couldn't build the prisons fast enough.
[00:07:59.027 --> 00:08:07.237]  And so as a result of the war on drugs, we now have a larger prison population than Communist China or the Soviet Union ever did.
[00:08:07.998 --> 00:08:09.658]  And of course, that's an absolute number.
[00:08:09.658 --> 00:08:12.379]  That's not even in terms of a percentage.
[00:08:12.379 --> 00:08:20.441]  Even though China has many times the number of people we do, and a very authoritarian regime, it is nothing like the United States in terms of prison population.
[00:08:20.441 --> 00:08:25.502]  And most of the people are there because of drug offenses, because of their drug users.
[00:08:25.502 --> 00:08:32.563]  And most of the drug users are marijuana users, even though marijuana has many beneficial side effects.
[00:08:32.563 --> 00:08:36.264]  We were just talking before the break about a super honey that
[00:08:37.512 --> 00:08:49.097]  Has been bioengineered called Surgahoney and it's capable of stopping some of the superbugs that have been fatal as well as cutting the number of infections by cesarean sections in half.
[00:08:49.097 --> 00:08:52.759]  There are very effective natural products out there but unfortunately
[00:08:53.559 --> 00:09:09.270]  We don't get to use many of those like marijuana, medical marijuana, because that's not owned by large pharmaceutical companies who essentially control the FDA, control our government to get the sorts of things pushed through that they want to have through there.
[00:09:09.270 --> 00:09:12.072]  Well now, I want to turn now to the
[00:09:13.203 --> 00:09:16.364]  Fear-mongering that's been happening this last week.
[00:09:16.364 --> 00:09:19.405]  You may remember that this all came about last Sunday.
[00:09:19.405 --> 00:09:21.986]  We started hearing it was actually going to happen last Sunday.
[00:09:21.986 --> 00:09:25.247]  There was going to be some very, very big terrorist event.
[00:09:25.247 --> 00:09:29.469]  They started telling us about it on Thursday or Friday, and they were shutting down the embassies all over the world.
[00:09:30.479 --> 00:09:34.904]  And it was ridiculed, rightfully so, because A, it didn't happen.
[00:09:34.904 --> 00:09:36.685]  B, it was very non-specific.
[00:09:36.685 --> 00:09:38.828]  We were just told it was going to be big.
[00:09:38.828 --> 00:09:42.251]  And we were only told that it was going to specifically happen last Sunday.
[00:09:42.251 --> 00:09:46.095]  And when it didn't happen last Sunday, they extended it for weeks.
[00:09:46.095 --> 00:09:48.417]  And they extended it to the entire world.
[00:09:48.417 --> 00:09:49.899]  And they shut down the embassies.
[00:09:51.032 --> 00:09:59.059]  But listen to the way they pushed it on last week's ABC News, the morning ABC News show, this week with George Stephanopoulos.
[00:09:59.059 --> 00:10:00.980]  This is the way this thing started.
[00:10:00.980 --> 00:10:14.831]  Now remember that this is their introduction to the news and they started out with dramatic music and B-rolls of jets flying around and shots of bullseyes and sounds of computers beeping and that sort of thing that they're really busy.
[00:10:14.831 --> 00:10:16.493]  It's very, very dramatic.
[00:10:16.493 --> 00:10:17.373]  And what they said is this.
[00:10:18.194 --> 00:10:19.976]  There is a worldwide alert.
[00:10:19.976 --> 00:10:22.818]  We have breaking details this morning on that terror threat.
[00:10:22.818 --> 00:10:27.022]  New concerns about that risk to the homeland.
[00:10:27.022 --> 00:10:33.908]  Plus, the fresh intelligence that has officials so spooked and so convinced Al-Qaeda may be poised to strike.
[00:10:33.908 --> 00:10:37.331]  Then, our exclusive interview with the President's top military advisor.
[00:10:37.331 --> 00:10:40.714]  Will Edward Snowden's secrets end up in enemy hands?
[00:10:41.667 --> 00:10:43.068]  That's ABC News.
[00:10:43.068 --> 00:10:47.770]  I just asked verbatim what they said on their intro to their news last Sunday.
[00:10:47.770 --> 00:10:48.871]  Think about this.
[00:10:48.871 --> 00:10:55.014]  You know, first of all, whenever they start talking about risks to the homeland, I mean, doesn't that just make you want to gag?
[00:10:55.014 --> 00:10:57.575]  I mean, it sounds like the Nazi fatherland.
[00:10:57.575 --> 00:11:02.377]  I am so sick of hearing that phrase that George Bush coined.
[00:11:02.377 --> 00:11:05.159]  And then they talk about Ed Snowden's secrets.
[00:11:05.159 --> 00:11:05.839]  You know what?
[00:11:05.839 --> 00:11:08.400]  They're not Ed Snowden's secrets.
[00:11:08.400 --> 00:11:09.221]  They're your secrets.
[00:11:09.901 --> 00:11:20.729]  They're your secret correspondents, your private papers, information about your personal business occupation, what you're doing financially.
[00:11:20.729 --> 00:11:22.390]  Al-Qaeda doesn't want to know that.
[00:11:22.390 --> 00:11:26.893]  You know, Al-Qaeda doesn't want to know how much money you made, where you made it.
[00:11:26.893 --> 00:11:31.056]  Al-Qaeda doesn't want to know if there's something in your life where you can be blackmailed with.
[00:11:31.741 --> 00:11:36.645]  And you know, Al Qaeda is not afraid of the Tea Party movement or the Occupy movement.
[00:11:36.645 --> 00:11:37.986]  But Washington is.
[00:11:37.986 --> 00:11:42.189]  And that's why they're mining and collecting all of your data.
[00:11:42.189 --> 00:11:45.751]  And that's why we've got the situation that we've got here.
[00:11:45.751 --> 00:11:48.954]  The government wants to know all of those things about you.
[00:11:50.140 --> 00:11:57.822]  And what we want is for the American people, and this is what was valuable about Edward Snowden, he was trying to wake the American people up.
[00:11:57.822 --> 00:11:59.442]  He was a whistleblower.
[00:11:59.442 --> 00:12:02.563]  And you know, there's nobody listening to the whistles in Washington.
[00:12:02.563 --> 00:12:06.484]  But hopefully, some of the people in the public are going to listen to some of those whistles.
[00:12:06.484 --> 00:12:08.845]  You know, we had whistleblowers right after 9-11.
[00:12:08.845 --> 00:12:12.586]  We had Benny, we had Drake, we had NSA employees.
[00:12:13.086 --> 00:12:21.589]  Who were complaining about the fact that the NSA was violating what was then the law, even though I would say it violated the Constitution.
[00:12:21.589 --> 00:12:28.372]  They had a law so they could not listen to domestic conversations unless those Americans were talking to somebody in foreign countries.
[00:12:29.534 --> 00:12:34.237]  Well, they went through the whole procedure internally of being whistleblowers, and they were totally ignored.
[00:12:34.237 --> 00:12:36.498]  As a matter of fact, they came after Drake.
[00:12:36.498 --> 00:12:41.561]  Even though he followed all the procedures for whistleblowers, they came after him and tried to put him in jail.
[00:12:41.561 --> 00:12:44.683]  He did beat the charges, but nobody heard any of that.
[00:12:44.683 --> 00:12:46.904]  People have heard what Edward Snowden is saying.
[00:12:47.404 --> 00:12:49.646]  So they're trying to make it about Edward Snowden.
[00:12:49.646 --> 00:12:51.247]  It's a where is Waldo type of thing.
[00:12:51.247 --> 00:12:54.530]  They're looking all over the world to see where Edward Snowden is.
[00:12:54.530 --> 00:12:56.372]  Is Edward Snowden going to come back to the United States?
[00:12:56.372 --> 00:12:58.493]  Is Edward Snowden going to stand trial?
[00:12:58.493 --> 00:13:00.015]  Can he get a fair trial?
[00:13:00.015 --> 00:13:00.695]  All this sort of thing.
[00:13:00.695 --> 00:13:01.916]  Is he a patriot or not?
[00:13:01.916 --> 00:13:06.080]  You know, we had Obama say that Ed Snowden was not a patriot.
[00:13:06.080 --> 00:13:15.027]  And his father, on today's news show, fired back and he said, my son has spoken the truth and has sacrificed more than even the President of the United States.
[00:13:16.021 --> 00:13:16.702]  That's very true.
[00:13:16.702 --> 00:13:20.247]  You know, the President of the United States has not even spoken the truth.
[00:13:20.247 --> 00:13:23.851]  And he hasn't sacrificed anything except your liberties.
[00:13:23.851 --> 00:13:26.115]  And he's done it in the name of security.
[00:13:26.115 --> 00:13:29.779]  You will never, never get liberty by giving up your security.
[00:13:29.779 --> 00:13:33.725]  The only way that you're ever going to have any security is when you have personal liberty.
[00:13:34.205 --> 00:13:35.786]  Those two cannot be separated.
[00:13:35.786 --> 00:13:39.447]  The government can destroy both of those, but they cannot separate those.
[00:13:39.447 --> 00:13:43.169]  You can never... It is not a trade-off between liberty and security.
[00:13:43.169 --> 00:13:47.071]  It is a trade-off between liberty and slavery.
[00:13:47.071 --> 00:13:50.513]  Slavery masquerading as security.
[00:13:50.513 --> 00:13:52.493]  That's what they're offering us.
[00:13:52.493 --> 00:13:54.875]  And we've got... I don't think we've got enough time here.
[00:13:54.875 --> 00:13:59.016]  Do we have enough time for Leanne's report here before the break?
[00:13:59.016 --> 00:14:00.597]  I don't think we do.
[00:14:00.597 --> 00:14:01.057]  Yeah, we do.
[00:14:01.057 --> 00:14:01.898]  Yeah, let's run that.
[00:14:02.765 --> 00:14:05.707]  Okay, we're gonna run that right after we come back.
[00:14:05.707 --> 00:14:08.268]  But, you know, McCain is also concerned about this.
[00:14:08.268 --> 00:14:13.791]  He says that young Americans are looking at Snowden and they see him like some kind of a Jason Bourne.
[00:14:13.791 --> 00:14:17.593]  You know, what do we see John McCain as?
[00:14:17.593 --> 00:14:28.940]  You know, is he kind of a... I see him as kind of like this strange James Bond villain with a sidekick, Lindsey Graham, always following along with him like some kind of a simpering sidekick.
[00:14:29.540 --> 00:14:36.130]  The two of them never saw any violation of our constitutional rights that they didn't cheerlead.
[00:14:36.130 --> 00:14:43.522]  And we've got to worry about the fact that Obama says, you shouldn't be worried about all these powers that we've taken because look, I haven't used them.
[00:14:43.522 --> 00:14:44.303]  Well, yes he has.
[00:14:44.884 --> 00:14:47.165]  The truth is, he has used these powers.
[00:14:47.165 --> 00:14:52.568]  And the truth is, is that they're setting up the perfect legal framework for tyranny.
[00:14:52.568 --> 00:14:55.829]  A tyranny that is going to be very horrible to live under.
[00:14:55.829 --> 00:14:58.891]  And we need to say that the time for this is over.
[00:14:58.891 --> 00:15:00.372]  We need to push back against this.
[00:15:00.372 --> 00:15:05.074]  We've got people, both Democrats and Republicans, we've got Jimmy Carter saying that the U.S.
[00:15:05.074 --> 00:15:06.835]  is no longer a functioning democracy.
[00:15:07.395 --> 00:15:20.721]  We've got a retired New Hampshire Senator saying essentially the same thing, writing letters to Ed Snowden saying that he's very concerned that everything is focused on Snowden and nothing has focused on reforming the NSA.
[00:15:20.721 --> 00:15:28.204]  And that's exactly what we see from ABC News when they start going through this, when they start talking about Ed Snowden's secrets.
[00:15:28.204 --> 00:15:29.724]  And will they end up in enemy hands?
[00:15:29.724 --> 00:15:36.347]  You know, Al Qaeda and China and Russia have always known that the government is watching the phone lines.
[00:15:36.727 --> 00:15:39.610]  The people who don't know about it are the general public.
[00:15:39.610 --> 00:15:45.196]  And they're the ones that we need to try to reach, that we need to try to get to understand what a problem this is.
[00:15:45.196 --> 00:15:49.541]  We're going to be right back and we're going to take a look at some of the attitudes of those people on the streets of Austin.
[00:15:49.541 --> 00:15:50.042]  Stay tuned.
[00:15:59.511 --> 00:16:01.412]  Introducing Pro-1.
[00:16:01.412 --> 00:16:05.052]  All of your filtration in one system, portable, on-the-go.
[00:16:05.052 --> 00:16:09.594]  No more do you have two or three filters to just reduce sodium fluoride.
[00:16:09.594 --> 00:16:15.715]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:16:15.715 --> 00:16:26.498]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:16:26.698 --> 00:16:33.181]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:16:33.181 --> 00:16:47.909]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands,
[00:16:49.930 --> 00:16:55.811]  Get your Pro Pure with the new Pro One filters today at Infowarsstore.com or by calling 888-253-3139.
[00:17:11.036 --> 00:17:22.487]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy American made products.
[00:17:22.487 --> 00:17:28.693]  Order the sampler, a 1-2 month supply or get a 1-2 year supply of soaps for all your cleaning needs.
[00:17:29.133 --> 00:17:32.675]  You're getting soap products twice as good as what you're using now.
[00:17:32.675 --> 00:17:37.359]  This is an amazing deal and you will love the way real soap makes your skin feel.
[00:17:37.359 --> 00:17:44.724]  Call 1-800-340-7091 or visit www.5starsoap.com.
[00:17:44.724 --> 00:17:49.367]  Alex and his staff have used these earth-friendly pure soaps for years.
[00:17:49.367 --> 00:17:54.210]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[00:17:59.353 --> 00:18:02.934]  Every three seconds, someone becomes a victim of identity theft.
[00:18:02.934 --> 00:18:07.076]  We also hear news stories every day about the NSA spying on U.S.
[00:18:07.076 --> 00:18:07.856]  citizens.
[00:18:07.856 --> 00:18:12.258]  It is now more important than ever to protect yourself and your information on the web.
[00:18:12.258 --> 00:18:19.220]  PrivateInternetAccess.com is a virtual private network service that can encrypt your internet connection while hiding your IP address.
[00:18:19.540 --> 00:18:25.004]  Their service also provides firewall protection in order to prevent data mining and unwanted exposure.
[00:18:25.004 --> 00:18:27.566]  They keep no records of your web browsing history.
[00:18:27.566 --> 00:18:33.951]  PrivateInternetAccess.com is an American company that understands you need to protect your inalienable rights.
[00:18:33.951 --> 00:18:37.293]  Private Internet Access does not even log any of your traffic.
[00:18:37.293 --> 00:18:37.994]  Period.
[00:18:37.994 --> 00:18:40.476]  Privacy is their number one policy.
[00:18:40.476 --> 00:18:43.518]  You can use their service anywhere with an internet connection.
[00:18:43.518 --> 00:18:47.021]  And with one account you can protect up to five devices at the same time.
[00:18:47.361 --> 00:18:53.269]  Go to privateinternetaccess.com right now in order to secure the privacy of you and your loved ones.
[00:18:53.269 --> 00:18:56.133]  Don't wait and allow you and your family to become victims.
[00:18:56.133 --> 00:18:58.656]  Visit privateinternetaccess.com today!
[00:18:59.651 --> 00:19:07.398]  Dozens of diseases ranging from the common cold and flu to MRSA and pneumonia are all caused by infectious pathogens.
[00:19:07.398 --> 00:19:11.642]  Fortunately, a simple, safe and effective alternative exists.
