[00:00:19.565 --> 00:00:21.306]  Welcome to the Infowars Nightly News.
[00:00:21.426 --> 00:00:22.106]  I'm David Knight.
[00:00:22.206 --> 00:00:24.327]  It's Friday, September the 6th, 2013.
[00:00:24.867 --> 00:00:27.728]  Now, a lot has happened in the last week.
[00:00:27.768 --> 00:00:36.250]  If you remember, about a week ago, last Friday, it is apparent that Obama was going to launch missiles against Syria, probably starting the very next day.
[00:00:36.270 --> 00:00:37.631]  He had scheduled a press conference.
[00:00:38.576 --> 00:00:41.958]  And we were seeing from CNN how accurate these missiles are going to be.
[00:00:42.018 --> 00:00:49.961]  They were talking about how they were going to do, there were surgical strikes, there's going to be very little collateral damage, it's going to be very limited war.
[00:00:50.722 --> 00:00:56.464]  They were talking about how war-weary Obama was, but it wasn't Obama that was weary of war.
[00:00:56.824 --> 00:00:59.766]  It was the American people, and they're tired of being lied to.
[00:01:00.786 --> 00:01:12.691]  So, Obama, desperate to cover up his scandals at home, was trying to find some way to bolster his move, even though he's been deserted by his allies and vetoed by the UN.
[00:01:13.491 --> 00:01:15.832]  So, he announced that he's going to go before Congress.
[00:01:16.572 --> 00:01:23.995]  Now, that's very interesting, because in confirmation hearings of Leon Panetta, as well as John Kerry, they were openly contemptuous of the idea.
[00:01:24.662 --> 00:01:28.465]  That they would go and get approval for any kind of war action from Congress.
[00:01:28.505 --> 00:01:29.686]  But that's where we are right now.
[00:01:30.427 --> 00:01:39.535]  And the question asked by this InfoWars story, that's actually from ZeroHedge, says, are pro-war Senators votes being bought with 80% more defense lobby money?
[00:01:40.096 --> 00:01:50.165]  Wednesday's 10-7 vote in the Senate Foreign Relations Committee kind of breaks down along the lines of who's getting the most money from the defense industry, from the military-industrial complex.
[00:01:50.825 --> 00:01:55.226]  If you look at this chart here, those on the left in green are the ones who voted for war.
[00:01:55.326 --> 00:01:58.027]  Those on the right in red are the ones who said no.
[00:01:58.447 --> 00:02:03.509]  They averaged out what these different senators got, and of course McCain is getting a huge contribution.
[00:02:03.529 --> 00:02:06.150]  He's the one on the far left, the green line on the left.
[00:02:06.630 --> 00:02:13.472]  They averaged out the yeses and the nos, and they see that there's 83% more money given to those senators who voted yes.
[00:02:14.392 --> 00:02:22.015]  Now, this is something that Zero Hedge has pointed out before, that the most profitable business in the world is lobbying Washington.
[00:02:22.756 --> 00:02:27.878]  If you were going to invest in a blue chip stock, you would only get about an 11% return on your investment.
[00:02:27.918 --> 00:02:32.560]  But if you do something like lobby Congress for oil subsidies, you get a 5,900% return on your investment.
[00:02:32.660 --> 00:02:33.360]  Or with a tax break, 22,000%.
[00:02:33.400 --> 00:02:35.221]  Or with drug pricing, you can get a 77,000% increase.
[00:02:43.144 --> 00:02:50.028]  That's the way it goes, and so the question is, will Congress be bought, or maybe even blackmailed, into going along with Obama?
[00:02:51.029 --> 00:02:54.751]  If they do, will that alienate an awakening public even more?
[00:02:55.531 --> 00:03:07.758]  If they vote against Obama, will he, in order to try to save face, to distract from scandals here at home, will he add to his list of impeachable offenses an attack without congressional authorization?
[00:03:09.266 --> 00:03:15.775]  Well, we've got a breakdown from ThinkProgress, and they're taking a look at the pulse in the House.
[00:03:15.955 --> 00:03:19.500]  In the Senate, Obama looks like he may get what he wants in the Senate.
[00:03:19.800 --> 00:03:21.262]  But in the House, it's a different story.
[00:03:21.282 --> 00:03:23.205]  If we look at this chart from ThinkProgress,
[00:03:24.206 --> 00:03:30.011]  As of yesterday, according to their tally, it looked like there were 49 yes votes and 199 no votes.
[00:03:30.051 --> 00:03:34.335]  And you can see in that chart there, the blues are the Democrats and the reds are Republicans.
[00:03:34.375 --> 00:03:36.838]  The dark blue are those who are definite or maybe nos.
[00:03:37.278 --> 00:03:39.941]  The dark reds are those who are definite or maybe
[00:03:40.961 --> 00:03:48.024]  He's got a lot of room that he needs to make up here and it doesn't look like at this point he's going to get the authorization from the House.
[00:04:04.069 --> 00:04:04.590]  Why is that?
[00:04:04.610 --> 00:04:09.773]  I mean, it looks like the Republicans are not willing to fall on the sword in order to save Obama's prestige.
[00:04:10.454 --> 00:04:18.539]  And maybe they're not willing to push you or your spouse or your son or your daughter on the sword in order to save Obama's prestige.
[00:04:18.899 --> 00:04:27.966]  Well, as you saw in that previous article with the graphic, McCain gets far more money than anybody else on that committee that was voting to move this forward to a full vote.
[00:04:28.786 --> 00:04:31.028]  He's getting a lot of pressure from his constituency.
[00:04:31.670 --> 00:04:35.872]  We will respect everyone's view, and if you wait... You don't respect our view!
[00:04:35.912 --> 00:04:39.894]  We didn't send you to get war for us, we sent you to stop the war!
[00:04:40.294 --> 00:04:48.017]  You can't do it by diplomacy and negotiation, not bombs, Senator McCain.
[00:04:48.597 --> 00:04:51.779]  We cannot afford to shed more Syrian blood.
[00:04:52.259 --> 00:05:00.583]  Personally speaking, I have a cousin who is 18 years old, just was killed 10 days ago by the so-called rebels.
[00:05:01.775 --> 00:05:02.635]  And Al-Qaeda.
[00:05:02.936 --> 00:05:04.056]  And they're not Syrian.
[00:05:04.496 --> 00:05:07.298]  They're coming to Syria from all over the world to fight this.
[00:05:07.598 --> 00:05:08.979]  We cannot afford to do that.
[00:05:09.199 --> 00:05:12.621]  We cannot afford to turn Syria into another Iraq.
[00:05:13.641 --> 00:05:14.602]  Or Afghanistan.
[00:05:14.702 --> 00:05:15.482]  I beg you.
[00:05:16.403 --> 00:05:17.484]  My family is there.
[00:05:17.624 --> 00:05:18.964]  There's so many good Syrians.
[00:05:19.004 --> 00:05:22.086]  The majority of the Syrian people want to save their country.
[00:05:22.746 --> 00:05:28.009]  And you need to also listen to the majority of the American people who do not want you to go there.
[00:05:29.770 --> 00:05:31.151]  This is not...
